CG5589	YGL171W
Nprl3	YHL023C
Nprl3	YHL023C
Nprl3	YHL023C
Rheb	YCR027C
Rheb	YCR027C
CG9147	YDR286C
CG9147	YDR286C
CG9147	YDR286C
CG9147	YDR286C
Wdr59	YDR128W
Wdr59	YDR128W
Dic3	YLR348C
Dic3	YLR348C
Dic2	YLR348C
Dic2	YLR348C
Dic1	YLR348C
Dic1	YLR348C
Dic1	YLR348C
Pex11	YOL147C
CG18327	YKL120W
CG18327	YKL120W
CG8323	YKL120W
CG12895	YOL071W
CG12895	YOL071W
CG14757	YOL071W
CG13743	YEL064C
CG13743	YEL064C
CG13743	YEL064C
Prp18	YGR006W
Rrp4	YHR069C
Rrp4	YHR069C
CG7339	YKL144C
CG7339	YKL144C
CG2990	YHR164C
CG2990	YHR164C
l(1)G0020	YNL132W
l(1)G0020	YNL132W
PIG-V	YBR004C
PIG-V	YBR004C
PIG-V	YBR004C
wap	YPL247C
wap	YPL247C
wap	YPL247C
wap	YPL247C
CG13630	YLR244C
garz	YJR031C
garz	YEL022W
garz	YJR031C
garz	YEL022W
garz	YJR031C
garz	YEL022W
CG8892	YDR330W
CG8892	YDR330W
CG8892	YDR330W
CG8892	YDR330W
Sf3a1	YJL203W
RpL37b	YDR500C
RpL37b	YLR185W
RpL37a	YDR500C
RpL37a	YLR185W
RpL37a	YDR500C
RpL37a	YLR185W
ben	YDR092W
ben	YDR092W
ben	YDR092W
ben	YDR092W
ben	YDR092W
CG3473	YDR092W
CG3473	YDR092W
Chmp1	YKR035W-A
Chmp1	YKR035W-A
CG6800	YDL108W
Cdk7	YDL108W
CG7011	YAL042W
GCS1	YGL027C
GCS1	YGL027C
Arpc2	YNR035C
Arpc2	YNR035C
Non2	YOR295W
Non2	YMR233W
mRpL11	YNL185C
Npc1a	YPL006W
Npc1a	YPL006W
Npc1a	YPL006W
Npc1a	YPL006W
Npc1a	YPL006W
Npc1a	YPL006W
Npc1a	YPL006W
CG5292	YJL035C
CG5292	YJL035C
Alr	YGR029W
Alr	YGR029W
Bet5	YML077W
CG3021	YDL033C
CG15605	YDR152W
eIF2Balpha	YKR026C
Taf7	YMR227C
Taf7	YMR227C
CG4119	YGR013W
CG4119	YGR013W
UbcE2H	YEL012W
UbcE2H	YEL012W
UbcE2H	YEL012W
Nup44A	YGL100W
Nup44A	YGL100W
Nup44A	YGL100W
Slu7	YDR088C
CG9643	YIL064W
CG9643	YIL064W
mtRNApol	YFL036W
mtRNApol	YFL036W
mRpL12	YGL068W
Uggt	YOR336W
eIF2D	YDR117C
CG5114	YIR012W
CG5114	YIR012W
Prp8	YHR165C
CG30382	YGL011C
Prosalpha1	YGL011C
Prosalpha1	YGL011C
CG30382	YGL011C
Naa35	YEL053C
Naa35	YEL053C
CG4610	YGL236C
gammaCOP	YNL287W
gammaCOP	YNL287W
gammaCOP	YNL287W
gammaCOP	YNL287W
RpS25	YGR027C
RpS25	YLR333C
RpS25	YGR027C
RpS25	YLR333C
UbcE2M	YLR306W
UbcE2M	YLR306W
UbcE2M	YLR306W
Bub1	YGR188C
Bub1	YGR188C
Bub1	YGR188C
BubR1	YGR188C
Ufd1-like	YGR048W
Spase12	YJR010C-A
CG3295	YDR255C
SNRPG	YFL017W-A
SNRPG	YFL017W-A
RPA2	YNL312W
RPA2	YNL312W
RpL39	YJL189W
CG17652	YOR004W
CG17652	YOR004W
CG11089	YLR028C
CG11089	YMR120C
CG11089	YLR028C
CG11089	YMR120C
Sras	YMR274C
AIMP1	YGL105W
EloA	YNL230C
EloA	YNL230C
Cwc25	YNL245C
xit	YOR067C
RpL7A	YLL045C
RpL7A	YHL033C
RpL7A	YLL045C
RpL7A	YHL033C
RpL7A	YLL045C
RpL7A	YHL033C
RpL7A	YLL045C
RpL7A	YHL033C
RpL7A	YLL045C
RpL7A	YHL033C
CG17327	YBL057C
CG17327	YBL057C
CG1578	YLR143W
CG1578	YLR143W
CG1578	YLR143W
TrpRS	YOL097C
cbc	YOR250C
CG6745	YOR243C
Mkp3	YBR276C
Mkp3	YBR276C
Mkp3	YBR276C
Mkp3	YBR276C
CG8195	YDR438W
CG8195	YML018C
CG9308	YGL200C
CHOp24	YGL200C
CHOp24	YGL200C
CG11110	YMR035W
CG10565	YGR285C
CG10565	YGR285C
LysRS	YDR037W
LysRS	YDR037W
LysRS	YDR037W
Nek2	YAR018C
NC2alpha	YER159C
CG6220	YLR418C
hyx	YLR418C
hyx	YLR418C
eIF3c	YMR309C
eIF3c	YMR309C
CDC45L	YLR103C
SdhBL	YLL041C
SdhBL	YLL041C
SdhB	YLL041C
Prosbeta2	YOR157C
Prosbeta2R2	YOR157C
Prosbeta2R1	YOR157C
Sec24CD	YHR098C
Sec24CD	YHR098C
Sec24CD	YHR098C
SMC2	YFR031C
MSBP	YPL170W
MSBP	YPL170W
MSBP	YPL170W
CG11980	YER156C
CG11980	YER156C
CG11980	YER156C
Prosalpha4	YOL038W
CG10576	YDR101C
CG10576	YDR101C
CG10576	YDR101C
Fis1	YIL065C
Fis1	YIL065C
Fis1	YIL065C
Fis1	YIL065C
Fis1	YIL065C
Fis1	YIL065C
GluProRS	YHR020W
GluProRS	YGL245W
GluProRS	YHR020W
GluProRS	YGL245W
CLS	YDL142C
CLS	YDL142C
CLS	YDL142C
CLS	YDL142C
Fpps	YJL167W
PIG-Wa	YJL091C
PIG-Wb	YJL091C
PIG-Wb	YJL091C
Vps25	YJR102C
OstDelta	YMR149W
OstDelta	YMR149W
Usp39	YFR005C
lsn	YPL002C
nmd	YGR028W
nmd	YGR028W
nmd	YGR028W
CG4701	YGR028W
Taf8	YML114C
Vps20	YMR077C
Vps20	YMR077C
holn1	YHR156C
Wdr33	YNL317W
Wdr33	YNL317W
Atg5	YPL149W
nst	YEL058W
eIF2Bgamma	YOR260W
CycH	YPR025C
Atg7	YHR171W
Atg7	YHR171W
HemK1	YNL063W
HemK1	YNL063W
COQ7	YOR125C
Strip	YNL127W
Strip	YNL127W
Strip	YNL127W
Dpy-30L2	YDR469W
Dpy-30L2	YDR469W
Dpy-30L1	YDR469W
CG33060	YDR469W
Pif1	YML061C
Pif1	YHR031C
Pif1	YML061C
Pif1	YHR031C
CG33116	YHR123W
CG33116	YNL130C
CG7149	YHR123W
CG7149	YNL130C
CG7149	YHR123W
CG7149	YNL130C
CG7149	YHR123W
CG7149	YNL130C
Adat1	YGL243W
Adat1	YGL243W
Dhfr	YOR236W
Dhfr	YOR236W
CG7718	YCL004W
CG12054	YLR403W
CG12054	YLR403W
CG12054	YLR403W
CG12054	YLR403W
CG15099	YDR141C
CG15099	YDR141C
CG44243	YJL046W
CG44243	YJL046W
CG10418	YBL026W
CG11403	YPL008W
Non1	YPL093W
Non1	YPL093W
Ppcs	YIL083C
Ppcs	YIL083C
Ppcs	YIL083C
Arp3	YJR065C
Arp3	YJR065C
Reg-2	YMR130W
CG15912	YMR130W
Nup154	YER105C
Nup154	YBL079W
Nup154	YER105C
Nup154	YBL079W
Nup154	YER105C
Nup154	YBL079W
Gos28	YHL031C
Alg1	YBR110W
CG11851	YNL219C
CG13369	YCR036W
CG17010	YCR036W
CG10166	YPR183W
RpS27A	YLR167W
PDCD-5	YMR074C
Pdhb	YBR221C
Pdhb	YBR221C
CG9915	YPR133C
CG9915	YPR133C
CG4538	YBR227C
CG4538	YBR227C
CG4538	YBR227C
Stt3B	YGL022W
COX5B	YGL187C
COX5B	YGL187C
COX5BL	YGL187C
CG9008	YMR099C
CG9008	YMR099C
CG9008	YMR099C
Pomp	YBR173C
asf1	YJL115W
asf1	YJL115W
Ero1L	YML130C
CG7840	YIL049W
CG2790	YNL227C
Hmgcr	YLR450W
Hmgcr	YML075C
Vps45	YGL095C
mRpL13	YOR150W
Cdc16	YKL022C
Ssadh	YBR006W
Ssadh	YBR006W
Ssadh	YBR006W
Ssadh	YBR006W
Ssadh	YBR006W
flr	YMR092C
flr	YMR092C
ZnT86D	YDR205W
CG11334	YPR118W
CG11334	YPR118W
CG11334	YPR118W
Rrp46	YGR095C
CG9773	YKR030W
CG14701	YBL071W-A
Prat2	YMR300C
Prat2	YMR300C
Prat	YMR300C
Prat	YMR300C
l(2)05287	YPL126W
chic	YOR122C
chic	YOR122C
chic	YOR122C
chic	YOR122C
chic	YOR122C
chic	YOR122C
CG11779	YIL022W
CG11779	YIL022W
CG11779	YIL022W
Las	YOR196C
Adi1	YMR009W
Dpck	YDR196C
Sec13	YLR208W
Sec13	YLR208W
CG5745	YOR070C
AGBE	YEL011W
Pcf11	YDR228C
Naa30B	YPR051W
Naa30A	YPR051W
Naa30A	YPR051W
CG9674	YDL171C
CG9674	YDL171C
CG9674	YDL171C
CG9674	YDL171C
CG9674	YDL171C
CG9674	YDL171C
CG9674	YDL171C
Nmt	YLR195C
DMAP1	YGR002C
SmD2	YLR275W
emb	YGR218W
emb	YGR218W
Pex19	YDL065C
Pex19	YDL065C
Rep	YOR370C
Pu	YGR267C
Pu	YGR267C
Pu	YGR267C
mRNA-cap	YBR204C
mRNA-cap	YGL130W
TBCB	YNL148C
Usp7	YMR304W
Usp7	YMR304W
crn	YLR117C
HemK2	YDR140W
pix	YDR091C
pix	YDR091C
Plap	YKL213C
Plap	YKL213C
Plap	YKL213C
CG10621	YMR321C
CG10621	YLL062C
CG10621	YPL273W
CG10621	YMR321C
CG10621	YLL062C
CG10621	YPL273W
CG10621	YMR321C
CG10621	YLL062C
CG10621	YPL273W
CG10623	YMR321C
CG10623	YLL062C
CG10623	YPL273W
CG10623	YMR321C
CG10623	YLL062C
CG10623	YPL273W
CG10623	YMR321C
CG10623	YLL062C
CG10623	YPL273W
CG14805	YNL182C
Bet1	YIL004C
Bet1	YIL004C
CG7265	YKL191W
CG7857	YHL013C
CG12301	YML093W
wds	YBR175W
wds	YBR175W
CG6523	YDR098C
CG6523	YER174C
nclb	YLR196W
CG3704	YJR072C
Tcs3	YKR038C
CG8520	YEL052W
CG8520	YEL052W
sea	YJR095W
sea	YBR291C
sea	YJR095W
sea	YBR291C
sea	YJR095W
sea	YBR291C
sea	YJR095W
sea	YBR291C
jnj	YLR383W
ATPsynbetaL	YJR121W
ATPsynbeta	YJR121W
ATPsynbeta	YJR121W
ATPsynbeta	YJR121W
CG4364	YGR103W
PIG-B	YGL142C
PIG-B	YGL142C
l(3)76BDm	YDR108W
l(3)76BDm	YDR108W
Xpc	YER162C
Xpc	YER162C
CG4045	YDL201W
RpS8	YER102W
RpS8	YBL072C
RpS8	YER102W
RpS8	YBL072C
RpS8	YER102W
RpS8	YBL072C
RpS8	YER102W
RpS8	YBL072C
Fen1	YKL113C
CG34183	YDR066C
CG34183	YER139C
SerRS	YDR023W
SerRS	YDR023W
CG17119	YCR075C
CG17119	YCR075C
DNApol-alpha50	YIR008C
ATPsyndelta	YDL004W
ATPsyndelta	YDL004W
ATPsyndelta	YDL004W
Clbn	YPL009C
Clbn	YPL009C
CG4069	YPL263C
Elp3	YPL086C
CG5757	YJR057W
CG5757	YJR057W
Tnpo-SR	YOR160W
Tnpo-SR	YOR160W
mRpS7	YJR113C
mRpS7	YJR113C
drosha	YMR239C
CG10814	YHL021C
CG5321	YHL021C
CG5321	YHL021C
CG14630	YHL021C
Gclc	YJL101C
Gclc	YJL101C
Gclc	YJL101C
Gclc	YJL101C
Fcp1	YMR277W
Fcp1	YMR277W
CG16758	YLR209C
CG16758	YLR209C
CG16758	YLR209C
CG16758	YLR209C
CG16758	YLR209C
CG16758	YLR209C
CG9706	YBR220C
CG9706	YBR219C
CG9706	YBR220C
CG9706	YBR219C
Syx13	YOR036W
Syx13	YOR036W
CG5626	YPL083C
Pi4KIIalpha	YJL100W
Pi4KIIalpha	YJL100W
Pi4KIIalpha	YJL100W
Nse1	YLR007W
Nse1	YLR007W
COX5A	YHR051W
COX5A	YHR051W
COX5A	YHR051W
COX5A	YHR051W
GlyS	YLR258W
GlyS	YFR015C
GlyS	YLR258W
GlyS	YFR015C
GlyS	YLR258W
GlyS	YFR015C
GlyS	YLR258W
GlyS	YFR015C
sds22	YKL193C
ATPsynD	YKL016C
ATPsynD	YKL016C
ATPsynD	YKL016C
CG10420	YOL031C
Pkc98E	YBL105C
Pkc98E	YBL105C
Pkc98E	YBL105C
Pkc98E	YBL105C
CG33672	YGL220W
ChAT	YML042W
ChAT	YML042W
Tim23	YNR017W
prage	YLR107W
prage	YLR107W
prage	YLR107W
prage	YLR107W
prage	YLR107W
prage	YLR107W
prage	YLR107W
prage	YLR107W
prage	YLR107W
prage	YLR107W
prage	YLR107W
sud1	YER049W
CG11837	YPL266W
wuho	YDR165W
Prp19	YLL036C
Rpn2	YIL075C
Rpn2	YIL075C
Rpn2	YIL075C
mfrn	YJL133W
mfrn	YKR052C
CG14641	YBR065C
PCNA2	YBR088C
PCNA	YBR088C
PCNA	YBR088C
Pfdn4	YNL153C
stc	YNL023C
stc	YNL023C
stc	YNL023C
stc	YNL023C
CG9920	YOR020C
CG11267	YOR020C
CG30349	YDR398W
Taf12	YDR145W
Taf12	YDR145W
Taf12	YDR145W
Taf12	YDR145W
CG12975	YNR046W
CSN5	YDL216C
CSN5	YDL216C
SpdS	YLR146C
SpdS	YPR069C
SpdS	YLR146C
SpdS	YPR069C
SpdS	YLR146C
SpdS	YPR069C
tho2	YNL139C
tho2	YNL139C
tho2	YNL139C
Vti1a	YMR197C
CG8549	YLR022C
CG8549	YLR022C
Prosalpha6T	YMR314W
Prosalpha6	YMR314W
Prosalpha6	YMR314W
Sec3	YER008C
Prx6005	YBL064C
CG12896	YBL064C
Prx2540-1	YBL064C
Prx2540-2	YBL064C
GatB	YBL080C
Pex3	YDR329C
Pex3	YDR329C
g	YPL195W
g	YPL195W
g	YPL195W
Aduk	YGL180W
Aduk	YGL180W
ATPsynepsilonL	YPL271W
ATPsynepsilonL	YPL271W
ATPsynepsilonL	YPL271W
sun	YPL271W
sun	YPL271W
Usp14	YFR010W
Usp14	YFR010W
Atg12	YBR217W
Rrp6	YOR001W
Rrp6	YOR001W
CG6094	YOL114C
CG6094	YOL114C
CG12320	YBL074C
CG12320	YBL074C
Srp72	YPL210C
Sec6	YIL068C
beta-PheRS	YLR060W
Alg2	YGL065C
Oat	YLR438W
LSm7	YNL147W
LSm7	YNL147W
LSm7	YNL147W
CG5281	YMR253C
CG5281	YPL264C
CG7907	YMR125W
CG7907	YMR125W
RpII33	YIL021W
Slh	YDR189W
Slh	YDR189W
CG3652	YGL198W
Nsun2	YBL024W
CG8031	YJR008W
TrpRS-m	YDR268W
TrpRS-m	YDR268W
Pex10	YDR265W
Pex10	YDR265W
fig	YHR076W
CG15035	YHR076W
CG12091	YHR076W
CG12091	YHR076W
slx1	YBR228W
CG9072	YOR265W
CG1890	YOR265W
Arpc1	YBR234C
Arpc1	YBR234C
CG11596	YNL092W
CG11596	YNL092W
CG11596	YNL092W
CG11596	YNL092W
CG11596	YNL092W
CG2691	YPL012W
CG2691	YPL012W
PIG-C	YPL076W
PIG-C	YPL076W
RpL24	YGL031C
RpL24	YGR148C
RpL24	YGL031C
RpL24	YGR148C
RpL24	YGL031C
RpL24	YGR148C
CG32069	YER074W-A
Mvd	YNR043W
Mvd	YNR043W
Updo	YDR047W
Ide	YLR389C
CG5037	YPL172C
mRF1	YGL143C
l(2)not	YBL082C
CG10425	YBR265W
STUB1	YCR060W
RpL4	YDR012W
RpL4	YBR031W
RpS23	YGR118W
RpS23	YPR132W
RpS23	YGR118W
RpS23	YPR132W
Rpn8	YOR261C
Rpn8	YOR261C
Rpn8	YOR261C
Tango4	YPL151C
RpII15	YGL070C
RpII15	YGL070C
RpII15	YGL070C
Rcd-1	YNL288W
Rcd-1	YNL288W
Rcd-1	YNL288W
Trp1	YPL094C
Trp1	YPL094C
Trp1	YPL094C
Trp1	YPL094C
Rbbp5	YAR003W
CG1074	YOL124C
mus201	YGR258C
mus201	YGR258C
tefu	YBL088C
lace	YDR062W
lace	YDR062W
Sac1	YKL212W
Sac1	YKL212W
mRpL17	YJL063C
mRpL17	YJL063C
SMC1	YFL008W
CG32281	YHR070W
AdSS	YNL220W
RpS13	YDR064W
RpS13	YDR064W
RpS13	YDR064W
gammaTub37C	YLR212C
gammaTub37C	YLR212C
gammaTub23C	YLR212C
Pms2	YNL082W
Vha14-2	YGR020C
Vha14-2	YGR020C
Vha14-2	YGR020C
Vha14-1	YGR020C
mEFTu2	YOR187W
mEFTu1	YOR187W
mEFTu1	YOR187W
LeuRS-m	YLR382C
Fdx1	YPL252C
Fdx1	YPL252C
CG3335	YPR112C
Coq2	YNR041C
Rpn7	YPR108W
Roe1	YOR232W
AspRS	YLL018C
AspRS	YLL018C
AspRS	YLL018C
CG11594	YDR109C
CG11594	YDR109C
CG11594	YDR109C
CG11594	YDR109C
mRpL21	YJL096W
mRpL21	YJL096W
mRpL21	YJL096W
RpS6	YBR181C
RpS6	YPL090C
RpS6	YBR181C
RpS6	YPL090C
ldbr	YKL149C
Dph5	YLR172C
UQCR-14L	YDR529C
UQCR-14	YDR529C
mst	YMR211W
mst	YMR211W
alpha-PheRS	YFL022C
CG13623	YPR067W
CG13623	YPR067W
Dim1	YPR082C
spt4	YGR063C
CG10602	YNL045W
CG10602	YNL045W
CG10602	YNL045W
DCP2	YNL118C
DCP2	YNL118C
DCP2	YNL118C
DCP2	YNL118C
viaf	YOR281C
Nipped-B	YDR180W
Nipped-B	YDR180W
Nipped-B	YDR180W
Nipped-B	YDR180W
Nipped-B	YDR180W
Nipped-B	YDR180W
Karybeta3	YMR308C
Karybeta3	YMR308C
MED31	YGL127C
MED31	YGL127C
MED31	YGL127C
MED31	YGL127C
MED31	YGL127C
Csl4	YNL232W
l(2)k14505	YJL180C
l(2)k14505	YJL180C
CG14618	YOL093W
pn	YHR201C
CG2258	YDL146W
CG2258	YDL146W
CG2258	YDL146W
CG2258	YDL146W
T3dh	YGL256W
tomboy20	YGR082W
Tom20	YGR082W
Tom20	YGR082W
CG6878	YPL098C
Rbsn-5	YDR323C
CG4995	YBR104W
CG4995	YBR104W
CG4995	YBR104W
CG4995	YBR104W
Stam	YHL002W
CG10413	YBR235W
CG10413	YBR235W
Cchl	YKL087C
Cchl	YKL087C
WASp	YOR181W
WASp	YOR181W
WASp	YOR181W
WASp	YOR181W
CG30100	YLR281C
CG30100	YLR281C
Lis-1	YOR269W
Lis-1	YOR269W
Lis-1	YOR269W
Lis-1	YOR269W
PAN2	YGL094C
PAN2	YGL094C
Hrs	YNR006W
Hrs	YNR006W
Hrs	YNR006W
lqfR	YJR125C
lqfR	YJR125C
CG14967	YPR117W
CG14967	YLR454W
CG14967	YPR117W
CG14967	YLR454W
gpp	YDR440W
gpp	YDR440W
gpp	YDR440W
gpp	YDR440W
gpp	YDR440W
Sec71	YDR170C
CG31648	YPL132W
Coprox	YDR044W
Coprox	YDR044W
CG10341	YNL124W
CG10341	YNL124W
Dpit47	YBR155W
Dpit47	YBR155W
CG9804	YLR239C
CG9804	YLR239C
Glo1	YML004C
PIG-K	YDR331W
MCTS1	YER007C-A
MCTS1	YER007C-A
eEF1gamma	YPL048W
eEF1gamma	YGR201C
eEF1gamma	YKL081W
eEF1gamma	YPL048W
eEF1gamma	YGR201C
eEF1gamma	YKL081W
eEF1gamma	YPL048W
eEF1gamma	YGR201C
eEF1gamma	YKL081W
U2A	YPL213W
RpS12	YOR369C
CG8435	YKL095W
CG8950	YGR047C
CG8950	YGR047C
Bap55	YJL081C
SmD3	YLR147C
MED10	YPR168W
MED10	YPR168W
CG2701	YGL110C
Prp3	YDR473C
Prp3	YDR473C
Rpn6	YDL097C
Rpn6	YDL097C
Rpn6	YDL097C
CG1968	YNL041C
CG1968	YNL041C
Dad1	YOR103C
CG3045	YFL001W
fab1	YFR019W
fab1	YFR019W
Pbgs	YGL040C
Pbgs	YGL040C
eIF3b	YOR361C
eIF3b	YOR361C
Pi3K59F	YLR240W
Letm1	YOL027C
Letm1	YPR125W
Letm1	YOL027C
Letm1	YPR125W
Letm1	YOL027C
Letm1	YPR125W
CG42496	YLL018C-A
CG42496	YLL018C-A
mus101	YJL090C
mus205	YPL167C
DNApol-alpha73	YBL035C
CG8206	YNL310C
CG8206	YNL310C
l(3)07882	YDL148C
l(3)07882	YDL148C
Rpi	YOR095C
Rpi	YOR095C
CG16908	YKL033W
Ire1	YHR079C
Gas41	YNL107W
SrpRbeta	YKL154W
SrpRbeta	YKL154W
RpL14	YKL006W
RpL14	YHL001W
CG4806	YPL043W
CG11857	YCL001W
CG11857	YCL001W
Rrp40	YOL142W
Rrp40	YOL142W
CG5555	YHL010C
CG5555	YHL010C
mRpL16	YBL038W
mRpL16	YBL038W
msk	YJR132W
CG1628	YOR130C
CG1628	YOR130C
RpL12	YDR418W
RpL12	YEL054C
RpL12	YDR418W
RpL12	YEL054C
RpL12	YDR418W
RpL12	YEL054C
CG14407	YPL059W
Amt	YPR138C
Amt	YGR121C
Amt	YNL142W
wol	YPL227C
CG7470	YOR323C
CG7470	YOR323C
Alg11	YNL048W
Alg11	YNL048W
eIF2alpha	YJR007W
eIF2alpha	YJR007W
CG12018	YJR006W
PpD3	YGR123C
PpD3	YGR123C
PpD3	YGR123C
CG8038	YBR257W
Sec61beta	YER019C-A
Sec61beta	YER087C-B
Gtp-bp	YDR292C
CG12134	YNL035C
CG12134	YNL035C
MED14	YLR071C
MED14	YLR071C
xmas-2	YDR159W
SmD1	YGR074W
CG31229	YDL217C
eIF3g1	YDR429C
eIF3g2	YDR429C
CG33158	YNL163C
Non3	YKR081C
CG5645	YNL308C
Msh6	YDR097C
PGAP1	YFL025C
VhaAC39-1	YLR447C
Roc1b	YOL133W
RIOK2	YNL207W
clu	YMR012W
clu	YMR012W
r-l	YEL021W
CG18048	YOL125W
snRNP-U1-C	YLR298C
RFeSP	YEL024W
RFeSP	YEL024W
RFeSP	YEL024W
MetRS	YGR264C
scat	YDR027C
l(1)10Bb	YCR063W
Ass	YOL058W
Ass	YOL058W
Vta1	YLR181C
Hlc	YLR276C
Hlc	YLR276C
Rpn10	YHR200W
Rpn10	YHR200W
CG6937	YNL110C
deltaCOP	YFR051C
deltaCOP	YFR051C
Hsc20	YGL018C
NHP2	YDL208W
NHP2	YDL208W
waw	YLR289W
CG14544	YJL125C
CG14544	YJL125C
CG6724	YOR272W
CG6724	YOR272W
SMC5	YOL034W
SMC5	YOL034W
SMC5	YOL034W
SMC5	YOL034W
barc	YNL286W
barc	YNL286W
GAA1	YLR088W
CG12567	YJR142W
CG12567	YJR142W
CG12567	YJR142W
CG12567	YJR142W
CG12567	YJR142W
CG12567	YJR142W
Rpt6R	YGL048C
Rpt6	YGL048C
Rtc1	YOL010W
DNApol-epsilon58	YPR175W
Zpr1	YGR211W
CG10927	YLR316C
CG2972	YOR056C
CG2972	YOR056C
Arp8	YOR141C
Mcm3	YEL032W
Mcm3	YEL032W
Cpsf160	YDR301W
Cpsf160	YDR301W
SIDL	YMR218C
tex	YNL253W
DNAlig4	YOR005C
Ltn1	YMR247C
bcn92	YER048W-A
Aatf	YDR299W
CG3184	YBR246W
GluRS-m	YOL033W
mRpL15	YNL284C
rnh1	YMR234W
rnh1	YMR234W
CG12479	YCL057C-A
CG41128	YCL057C-A
CG13564	YCL057C-A
mRpL49	YCR071C
mRpL49	YCR071C
CG11178	YLR114C
CG11178	YLR114C
Rcp	YJL011C
Rcp	YJL011C
Rim2	YBR192W
Rim2	YBR192W
Rim2	YBR192W
P5CDh1	YHR037W
P5CDh1	YHR037W
P5CDh1	YHR037W
P5CDh1	YHR037W
P5CDh1	YHR037W
Atg17	YPR049C
Atg17	YPR049C
FBXO11	YML088W
FBXO11	YML088W
Spt3	YDR392W
CG15561	YMR269W
CG8079	YNL224C
CG8079	YNL224C
CG8079	YNL224C
CG8079	YNL224C
CG8079	YNL224C
CG17883	YFL027C
CG17883	YFL027C
CG17883	YFL027C
CG17883	YFL027C
CG8412	YNR030W
CG12177	YDR400W
CG12177	YDR400W
CG12177	YDR400W
CG11158	YDR400W
CG5418	YDR400W
Prpk	YGR262C
lt	YDR080W
lt	YDR080W
lt	YDR080W
lt	YDR080W
CG18467	YMR135C
CG6617	YMR135C
Sf3b2	YMR240C
Sf3b2	YMR240C
Sec22	YLR268W
Sec22	YLR268W
Taldo	YLR354C
Taldo	YGR043C
Stip1	YOR027W
PIG-U	YLR459W
ALiX	YOR275C
ALiX	YPL084W
PIG-F	YDR302W
Prosalpha2	YML092C
LSm1	YJL124C
LSm3	YLR438C-A
LSm3	YLR438C-A
CCT5	YJR064W
CCT5	YJR064W
Bka	YDR339C
Sym	YAL043C
Sply	YDR294C
Sply	YDR294C
Pex7	YDR142C
Pex7	YDR142C
GlyRS	YPR081C
GlyRS	YBR121C
GlyRS	YPR081C
GlyRS	YBR121C
GlyRS	YPR081C
GlyRS	YBR121C
PI4KIIIalpha	YLR305C
PI4KIIIalpha	YLR305C
vih	YOR339C
beta'COP	YGL137W
Rpb12	YHR143W-A
CG31126	YAL044W-A
bur	YMR217W
bur	YMR217W
CG11920	YNL075W
CG11180	YGR280C
CG11180	YGR280C
mRpS5	YBR251W
mRpS5	YBR251W
mRpS5	YBR251W
CG2021	YJR022W
CG1750	YBL013W
CG13185	YLR106C
Cog3	YER157W
mRpS9	YBR146W
Bx42	YAL032C
Bx42	YAL032C
Sec63	YOR254C
CG17486	YML096W
CG12170	YER061C
dod	YJR017C
SmE	YOR159C
Mcm10	YIL150C
Inos	YJL153C
CG6769	YLR387C
CG6769	YBR267W
CG6769	YLR387C
CG6769	YBR267W
CG8858	YHL030W
Tim10	YHR005C-A
Tim10	YHR005C-A
l(2)37Cg	YNL113W
l(2)37Cg	YNL113W
l(2)37Cg	YNL113W
CG9249	YOL096C
CG9249	YOL096C
THG	YGR024C
THG	YGR024C
mRpS14	YPR166C
mRpS14	YPR166C
Vps16A	YPL045W
CG1785	YPL146C
CG17219	YIL110W
Etf-QO	YOR356W
Etf-QO	YOR356W
Pmm2	YFL045C
CG11414	YDR266C
CG3071	YMR093W
CCT6	YDR188W
TyrRS-m	YPL097W
mRpS2	YHL004W
CG4038	YHR089C
Spase22-23	YLR066W
Spase22-23	YLR066W
l(2)k09022	YJL109C
Ns1	YER006W
eIF2Bbeta	YLR291C
CCT1	YDR212W
CCT1	YDR212W
Arp2	YDL029W
Arp2	YDL029W
Arp2	YDL029W
CG16935	YBR026C
CG16935	YBR026C
CG10466	YIR005W
CG10466	YIR005W
Cdc23	YHR166C
Cdc23	YHR166C
CG31687	YHR166C
CG31687	YHR166C
Gcn5	YGR252W
CG3527	YLR186W
nero	YJR070C
Fnta	YKL019W
Fnta	YKL019W
CG2656	YLR243W
CG8891	YJR069C
Arpc4	YKL013C
Dtd	YDL219W
Dtd	YDL219W
CG2846	YDR236C
CG2846	YDR236C
CG5412	YOR280C
CG5412	YMR222C
CG5412	YHR049W
CG5147	YDL150W
LKRSDH	YNR050C
LKRSDH	YNR050C
mRpS16	YPL013C
Alg10	YGR227W
CG3149	YBL020W
Scsalpha1	YOR142W
Scsalpha1	YOR142W
Scsalpha2	YOR142W
Rpn5	YDL147W
Sec10	YLR166C
Elp1	YLR384C
Elp1	YLR384C
Elp1	YLR384C
wcd	YJL069C
CG9934	YDL190C
CG9934	YDL190C
PIG-O	YLL031C
CG10424	YKL151C
CG12128	YGR283C
CG12128	YMR310C
CG12128	YGR283C
CG12128	YMR310C
CG7137	YDR083W
colt	YOR100C
colt	YOR100C
MME1	YOR100C
CG12288	YOL041C
Sld5	YDR489W
Uba4	YHR111W
Uba4	YHR111W
Uba4	YHR111W
Trs31	YDR472W
Rpp30	YHR062C
Rpp30	YHR062C
CG8360	YLR245C
CG8360	YLR245C
CG8353	YLR245C
CG8353	YLR245C
CG8349	YLR245C
CG12173	YEL038W
