AT3G09720.1 YGL171W_mRNA
AT5G07440.1 YOR375C_mRNA
AT5G18170.1 YAL062W_mRNA
AT5G18170.1 YOR375C_mRNA
AT3G03910.1 YAL062W_mRNA
AT3G03910.1 YOR375C_mRNA
AT1G51720.1 YAL062W_mRNA
AT1G51720.1 YOR375C_mRNA
AT1G55750.1 YDR311W_mRNA
AT3G61420.1 YDR311W_mRNA
AT1G55900.1 YPL063W_mRNA
AT1G65040.2 YOL013C_mRNA
AT3G16090.1 YOL013C_mRNA
AT5G36280.1 YKL192C_mRNA
AT5G47630.1 YKL192C_mRNA
AT1G65290.1 YKL192C_mRNA
AT2G44620.1 YKL192C_mRNA
AT1G68000.1 YPR113W_mRNA
AT4G38570.1 YPR113W_mRNA
AT1G76050.2 YGR169C_mRNA
AT1G76050.2 YOL066C_mRNA
AT1G76050.2 YDL036C_mRNA
AT5G51140.2 YGR169C_mRNA
AT5G51140.2 YOL066C_mRNA
AT5G51140.2 YDL036C_mRNA
ATCG00905.1 YNR036C_mRNA
ATCG01230.1 YNR036C_mRNA
ATMG00980.1 YNR036C_mRNA
AT2G07675.1 YNR036C_mRNA
ATCG00065.1 YNR036C_mRNA
AT5G66760.1 YJL045W_mRNA
AT5G66760.1 YKL148C_mRNA
AT2G18450.1 YJL045W_mRNA
AT2G18450.1 YKL148C_mRNA
AT3G16320.1 YBL084C_mRNA
AT2G20000.1 YBL084C_mRNA
AT5G06460.1 YKL210W_mRNA
AT2G30110.1 YKL210W_mRNA
AT4G15000.1 YHR010W_mRNA
AT4G15000.1 YDR471W_mRNA
AT3G22230.1 YHR010W_mRNA
AT3G22230.1 YDR471W_mRNA
AT2G32220.1 YHR010W_mRNA
AT2G32220.1 YDR471W_mRNA
AT2G32260.1 YGR202C_mRNA
AT2G34050.1 YNL315C_mRNA
AT4G16760.1 YGL205W_mRNA
AT2G35690.1 YGL205W_mRNA
AT4G20100.1 YDR352W_mRNA
AT4G20100.1 YOL092W_mRNA
AT4G20100.1 YBR147W_mRNA
AT2G41050.1 YDR352W_mRNA
AT2G41050.1 YOL092W_mRNA
AT2G41050.1 YBR147W_mRNA
AT4G36850.1 YDR352W_mRNA
AT4G36850.1 YOL092W_mRNA
AT4G36850.1 YBR147W_mRNA
AT3G59990.1 YBL091C_mRNA
AT2G44180.1 YBL091C_mRNA
AT2G46560.1 YJR033C_mRNA
AT4G22220.1 YOR226C_mRNA
AT4G22220.1 YPL135W_mRNA
AT4G04080.1 YOR226C_mRNA
AT4G04080.1 YPL135W_mRNA
AT3G01020.1 YOR226C_mRNA
AT3G01020.1 YPL135W_mRNA
AT4G18360.1 YML054C_mRNA
AT3G14415.2 YML054C_mRNA
AT3G14420.1 YML054C_mRNA
AT3G14150.1 YML054C_mRNA
AT3G14130.1 YML054C_mRNA
AT5G54310.1 YIL044C_mRNA
AT3G17660.2 YIL044C_mRNA
AT3G19210.1 YBR073W_mRNA
AT3G19210.1 YGL163C_mRNA
AT3G21660.2 YBL058W_mRNA
AT4G04210.1 YBL058W_mRNA
AT4G22150.1 YBL058W_mRNA
AT4G15410.1 YBL058W_mRNA
AT5G63840.2 YBR229C_mRNA
AT3G23640.3 YBR229C_mRNA
AT3G24350.2 YLR026C_mRNA
AT5G05760.1 YLR026C_mRNA
AT3G55380.2 YMR022W_mRNA
AT3G55380.2 YDR054C_mRNA
AT5G59300.1 YMR022W_mRNA
AT5G59300.1 YDR054C_mRNA
AT3G46460.1 YMR022W_mRNA
AT3G46460.1 YDR054C_mRNA
AT3G50670.1 YIL061C_mRNA
AT3G52090.2 YOL005C_mRNA
AT3G55070.1 YIL097W_mRNA
AT3G56450.1 YBL050W_mRNA
AT3G56190.1 YBL050W_mRNA
AT3G57150.1 YLR175W_mRNA
AT4G03240.1 YDL120W_mRNA
AT5G20160.2 YEL026W_mRNA
AT4G22380.1 YEL026W_mRNA
AT4G12600.2 YEL026W_mRNA
AT4G13430.1 YGL009C_mRNA
AT4G17510.1 YJR099W_mRNA
AT5G01230.1 YBR061C_mRNA
AT5G10920.1 YHR018C_mRNA
AT5G13240.3 YDR005C_mRNA
AT5G55190.1 YLR293C_mRNA
AT5G55190.1 YOR185C_mRNA
AT5G20020.1 YLR293C_mRNA
AT5G20020.1 YOR185C_mRNA
AT5G20010.1 YLR293C_mRNA
AT5G20010.1 YOR185C_mRNA
AT5G22010.1 YOR217W_mRNA
AT5G35080.1 YDR057W_mRNA
AT5G41360.1 YIL143C_mRNA
AT5G41370.1 YIL143C_mRNA
AT5G52580.2 YDL234C_mRNA
AT1G01090.1 YER178W_mRNA
AT1G59900.1 YER178W_mRNA
AT1G24180.1 YER178W_mRNA
AT1G02080.1 YCR093W_mRNA
AT5G46400.1 YML046W_mRNA
AT1G04080.3 YML046W_mRNA
AT4G13360.1 YDR036C_mRNA
AT3G24360.1 YDR036C_mRNA
AT4G31810.1 YDR036C_mRNA
AT3G60510.3 YDR036C_mRNA
AT2G30650.1 YDR036C_mRNA
AT2G30660.1 YDR036C_mRNA
AT5G65940.1 YDR036C_mRNA
AT1G06550.1 YDR036C_mRNA
AT5G22440.1 YPL220W_mRNA
AT5G22440.1 YGL135W_mRNA
AT1G08360.1 YPL220W_mRNA
AT1G08360.1 YGL135W_mRNA
AT2G27530.1 YPL220W_mRNA
AT2G27530.1 YGL135W_mRNA
AT1G10520.1 YCR014C_mRNA
AT1G11870.2 YHR011W_mRNA
AT1G11930.1 YBL036C_mRNA
AT4G26860.2 YBL036C_mRNA
AT1G13700.1 YHR163W_mRNA
AT1G13700.1 YGR248W_mRNA
AT5G24400.1 YHR163W_mRNA
AT5G24400.1 YGR248W_mRNA
AT5G24410.1 YHR163W_mRNA
AT5G24410.1 YGR248W_mRNA
AT5G24420.1 YHR163W_mRNA
AT5G24420.1 YGR248W_mRNA
AT3G49360.1 YHR163W_mRNA
AT3G49360.1 YGR248W_mRNA
AT1G15310.1 YPR088C_mRNA
AT1G48900.1 YPR088C_mRNA
AT5G49500.1 YPR088C_mRNA
AT4G04640.1 YBR039W_mRNA
AT1G15700.1 YBR039W_mRNA
AT2G33040.1 YBR039W_mRNA
AT1G16820.1 YDL227C_mRNA
AT1G78900.1 YDL185W_mRNA
AT4G34200.1 YER081W_mRNA
AT4G34200.1 YIL074C_mRNA
AT3G19480.1 YER081W_mRNA
AT3G19480.1 YIL074C_mRNA
AT1G17745.2 YER081W_mRNA
AT1G17745.2 YIL074C_mRNA
AT1G73570.1 YLR207W_mRNA
AT1G18260.1 YLR207W_mRNA
AT1G18540.1 YLR448W_mRNA
AT1G18540.1 YML073C_mRNA
AT1G74050.1 YLR448W_mRNA
AT1G74050.1 YML073C_mRNA
AT1G74060.1 YLR448W_mRNA
AT1G74060.1 YML073C_mRNA
AT5G47510.4 YMR079W_mRNA
AT5G47510.4 YKL091C_mRNA
AT1G55690.1 YMR079W_mRNA
AT1G55690.1 YKL091C_mRNA
AT5G56160.1 YMR079W_mRNA
AT5G56160.1 YKL091C_mRNA
AT3G24840.3 YMR079W_mRNA
AT3G24840.3 YKL091C_mRNA
AT1G75370.2 YMR079W_mRNA
AT1G75370.2 YKL091C_mRNA
AT1G19650.1 YMR079W_mRNA
AT1G19650.1 YKL091C_mRNA
AT4G39170.1 YMR079W_mRNA
AT4G39170.1 YKL091C_mRNA
AT2G21520.2 YMR079W_mRNA
AT2G21520.2 YKL091C_mRNA
AT4G36490.1 YMR079W_mRNA
AT4G36490.1 YKL091C_mRNA
AT2G18180.1 YMR079W_mRNA
AT2G18180.1 YKL091C_mRNA
AT4G39180.1 YMR079W_mRNA
AT4G39180.1 YKL091C_mRNA
AT2G21540.1 YMR079W_mRNA
AT2G21540.1 YKL091C_mRNA
AT4G34580.1 YMR079W_mRNA
AT4G34580.1 YKL091C_mRNA
AT2G16380.1 YMR079W_mRNA
AT2G16380.1 YKL091C_mRNA
AT1G21760.1 YLR097C_mRNA
AT5G35790.1 YNL241C_mRNA
AT1G24280.1 YNL241C_mRNA
AT5G13110.1 YNL241C_mRNA
AT3G27300.4 YNL241C_mRNA
AT5G40760.1 YNL241C_mRNA
AT1G25380.1 YEL006W_mRNA
AT1G25380.1 YIL006W_mRNA
AT2G47490.1 YEL006W_mRNA
AT2G47490.1 YIL006W_mRNA
AT5G66380.1 YIL134W_mRNA
AT3G25040.1 YBL040C_mRNA
AT1G29330.1 YBL040C_mRNA
AT1G34065.1 YNL003C_mRNA
AT4G39460.1 YNL003C_mRNA
AT1G61580.1 YOR063W_mRNA
AT1G43170.1 YOR063W_mRNA
AT2G46470.1 YER154W_mRNA
AT5G62050.1 YER154W_mRNA
AT4G31990.3 YLR027C_mRNA
AT5G11520.1 YLR027C_mRNA
AT1G62800.2 YLR027C_mRNA
AT5G19550.1 YLR027C_mRNA
AT1G64190.1 YGR256W_mRNA
AT1G64190.1 YHR183W_mRNA
AT5G41670.1 YGR256W_mRNA
AT5G41670.1 YHR183W_mRNA
AT3G02360.1 YGR256W_mRNA
AT3G02360.1 YHR183W_mRNA
AT5G42040.1 YFR052W_mRNA
AT1G64520.1 YFR052W_mRNA
AT1G67370.1 YIL072W_mRNA
AT1G72370.1 YLR048W_mRNA
AT1G72370.1 YGR214W_mRNA
AT3G04770.1 YLR048W_mRNA
AT3G04770.1 YGR214W_mRNA
AT1G74260.1 YGR061C_mRNA
AT2G03120.1 YKL100C_mRNA
AT2G04390.1 YML024W_mRNA
AT2G04390.1 YDR447C_mRNA
AT5G04800.1 YML024W_mRNA
AT5G04800.1 YDR447C_mRNA
AT2G05220.1 YML024W_mRNA
AT2G05220.1 YDR447C_mRNA
AT3G10610.1 YML024W_mRNA
AT3G10610.1 YDR447C_mRNA
AT3G51190.1 YIL018W_mRNA
AT3G51190.1 YFR031C-A_mRNA
AT2G18020.1 YIL018W_mRNA
AT2G18020.1 YFR031C-A_mRNA
AT4G36130.1 YIL018W_mRNA
AT4G36130.1 YFR031C-A_mRNA
AT2G22870.1 YDR336W_mRNA
AT5G11480.1 YDR336W_mRNA
AT5G58370.2 YDR336W_mRNA
AT4G32530.2 YHR026W_mRNA
AT2G25610.2 YHR026W_mRNA
AT4G33010.1 YMR189W_mRNA
AT2G26080.1 YMR189W_mRNA
AT2G26470.1 YMR114C_mRNA
AT3G50240.1 YBL063W_mRNA
AT5G47820.1 YBL063W_mRNA
AT2G36200.2 YEL061C_mRNA
AT3G45850.1 YEL061C_mRNA
AT2G28620.1 YEL061C_mRNA
AT2G37420.1 YEL061C_mRNA
AT2G31970.1 YNL250W_mRNA
AT3G28155.1 YLR045C_mRNA
AT2G40770.1 YLR247C_mRNA
AT5G16440.1 YPL117C_mRNA
AT3G02780.1 YPL117C_mRNA
AT3G05000.1 YOR115C_mRNA
AT3G06580.1 YBR020W_mRNA
AT3G06580.1 YDR009W_mRNA
AT3G07890.1 YOL112W_mRNA
AT3G07890.1 YNL293W_mRNA
AT3G08530.1 YGL206C_mRNA
AT3G11130.1 YGL206C_mRNA
AT4G26600.5 YNL061W_mRNA
AT5G55920.1 YNL061W_mRNA
AT3G17205.1 YGL141W_mRNA
AT3G20630.1 YBR058C_mRNA
AT3G20650.1 YBR236C_mRNA
AT3G44620.2 YPR073C_mRNA
AT5G42300.1 YNR032C-A_mRNA
AT3G45180.1 YNR032C-A_mRNA
AT3G46940.2 YBR252W_mRNA
AT3G47630.2 YGR046W_mRNA
AT3G48570.1 YDR086C_mRNA
AT5G50460.1 YDR086C_mRNA
AT3G51980.1 YBR101C_mRNA
AT3G52390.2 YBL055C_mRNA
AT3G55360.1 YDL015C_mRNA
AT4G00800.1 YAL002W_mRNA
AT5G14220.4 YER014W_mRNA
AT4G01690.1 YER014W_mRNA
AT4G05590.2 YHR162W_mRNA
AT4G05590.2 YGR243W_mRNA
AT4G14695.1 YHR162W_mRNA
AT4G14695.1 YGR243W_mRNA
AT4G22310.1 YHR162W_mRNA
AT4G22310.1 YGR243W_mRNA
AT4G11820.2 YML126C_mRNA
AT4G17020.3 YPL122C_mRNA
AT4G22330.1 YPL087W_mRNA
AT4G22330.1 YBR183W_mRNA
AT4G30890.1 YER151C_mRNA
AT5G02310.1 YGR184C_mRNA
AT5G02310.1 YLR024C_mRNA
AT5G11340.1 YOR253W_mRNA
AT5G13050.1 YER183C_mRNA
AT5G17410.2 YHR172W_mRNA
AT5G18400.2 YKR071C_mRNA
AT5G23290.1 YML094W_mRNA
AT5G23300.1 YKL216W_mRNA
AT5G27450.1 YMR208W_mRNA
AT5G54260.2 YMR224C_mRNA
AT5G65720.1 YCL017C_mRNA
AT5G09890.2 YNL161W_mRNA
AT4G33080.1 YNL161W_mRNA
AT1G30640.1 YNL161W_mRNA
AT1G03920.1 YNL161W_mRNA
AT2G20470.1 YNL161W_mRNA
AT1G04950.1 YGL112C_mRNA
AT1G54360.6 YGL112C_mRNA
AT1G05055.1 YLR005W_mRNA
AT2G42650.1 YKR060W_mRNA
AT2G42650.1 YHR052W_mRNA
AT3G58660.1 YKR060W_mRNA
AT3G58660.1 YHR052W_mRNA
AT1G06380.1 YKR060W_mRNA
AT1G06380.1 YHR052W_mRNA
AT2G47810.1 YBL021C_mRNA
AT1G09030.1 YBL021C_mRNA
AT2G13570.1 YBL021C_mRNA
AT5G47640.1 YBL021C_mRNA
AT4G14540.1 YBL021C_mRNA
AT3G53340.1 YBL021C_mRNA
AT2G37060.1 YBL021C_mRNA
AT2G38880.11 YBL021C_mRNA
AT1G26690.1 YML012W_mRNA
AT1G69460.1 YML012W_mRNA
AT2G03290.1 YML012W_mRNA
AT2G03040.1 YML012W_mRNA
AT1G14010.1 YML012W_mRNA
AT3G29070.1 YML012W_mRNA
AT1G09580.1 YML012W_mRNA
AT1G57620.1 YML012W_mRNA
AT1G21900.1 YML012W_mRNA
AT3G10780.1 YML012W_mRNA
AT1G09730.1 YIL031W_mRNA
AT4G33620.1 YIL031W_mRNA
AT3G48480.1 YIL031W_mRNA
AT4G16370.1 YJL212C_mRNA
AT4G16370.1 YPR194C_mRNA
AT5G64410.1 YJL212C_mRNA
AT5G64410.1 YPR194C_mRNA
AT1G09930.1 YJL212C_mRNA
AT1G09930.1 YPR194C_mRNA
AT4G27730.1 YJL212C_mRNA
AT4G27730.1 YPR194C_mRNA
AT5G53510.1 YJL212C_mRNA
AT5G53510.1 YPR194C_mRNA
AT5G53520.1 YJL212C_mRNA
AT5G53520.1 YPR194C_mRNA
AT4G10770.1 YJL212C_mRNA
AT4G10770.1 YPR194C_mRNA
AT4G26590.1 YJL212C_mRNA
AT4G26590.1 YPR194C_mRNA
AT5G55930.1 YJL212C_mRNA
AT5G55930.1 YPR194C_mRNA
AT1G30360.1 YLR241W_mRNA
AT1G58520.1 YLR241W_mRNA
AT1G10090.1 YLR241W_mRNA
AT1G69450.3 YLR241W_mRNA
AT3G01100.4 YLR241W_mRNA
AT3G54510.2 YLR241W_mRNA
AT4G04340.1 YLR241W_mRNA
AT4G22120.1 YLR241W_mRNA
AT1G62320.3 YLR241W_mRNA
AT1G11960.1 YLR241W_mRNA
AT3G21620.1 YLR241W_mRNA
AT4G15430.1 YLR241W_mRNA
AT4G02900.1 YLR241W_mRNA
AT1G32090.1 YLR241W_mRNA
AT1G63050.1 YOR175C_mRNA
AT1G12640.1 YOR175C_mRNA
AT1G16970.1 YMR284W_mRNA
AT1G17820.1 YPR091C_mRNA
AT1G73200.1 YPR091C_mRNA
AT1G18640.2 YGR208W_mRNA
AT1G24470.1 YBR159W_mRNA
AT1G67730.1 YBR159W_mRNA
AT4G13590.1 YBR187W_mRNA
AT5G36290.1 YBR187W_mRNA
AT1G68650.1 YBR187W_mRNA
AT1G25520.1 YBR187W_mRNA
AT1G30590.2 YKL125W_mRNA
AT2G34750.1 YKL125W_mRNA
AT2G39240.1 YKL125W_mRNA
AT2G35020.1 YDL103C_mRNA
AT1G31070.2 YDL103C_mRNA
AT1G36020.1 YIR002C_mRNA
AT1G35530.2 YIR002C_mRNA
AT1G36240.1 YGL030W_mRNA
AT1G77940.1 YGL030W_mRNA
AT3G18740.1 YGL030W_mRNA
AT1G50940.1 YPR004C_mRNA
AT3G54560.1 YOL012C_mRNA
AT2G38810.1 YOL012C_mRNA
AT1G52740.1 YOL012C_mRNA
AT2G39445.1 YDR437W_mRNA
AT1G61280.1 YDR437W_mRNA
AT2G21390.1 YDL145C_mRNA
AT1G62020.1 YDL145C_mRNA
AT4G22340.3 YBR029C_mRNA
AT1G62430.1 YBR029C_mRNA
AT4G26770.1 YBR029C_mRNA
AT1G68310.1 YHR122W_mRNA
AT3G09380.1 YHR122W_mRNA
AT3G50845.1 YHR122W_mRNA
AT4G17300.2 YCR024C_mRNA
AT3G07420.1 YCR024C_mRNA
AT1G70980.1 YCR024C_mRNA
AT5G56680.1 YCR024C_mRNA
AT5G38750.1 YCR024C_mRNA
AT1G71790.1 YIL034C_mRNA
AT1G73020.1 YBR086C_mRNA
AT1G78010.1 YMR023C_mRNA
AT2G01120.2 YPR162C_mRNA
AT2G04630.1 YPR187W_mRNA
AT5G51940.1 YPR187W_mRNA
AT2G05170.1 YMR231W_mRNA
ATMG00220.1 Q0120_mRNA
ATMG00220.1 Q0105_mRNA
AT2G07727.1 Q0120_mRNA
AT2G07727.1 Q0105_mRNA
AT2G16440.1 YPR019W_mRNA
AT2G17975.1 YDL167C_mRNA
AT3G15680.1 YDL167C_mRNA
AT5G25490.1 YDL167C_mRNA
AT2G26695.1 YDL167C_mRNA
AT2G18290.1 YGL240W_mRNA
AT2G18990.1 YDR183W_mRNA
AT3G25580.1 YDR183W_mRNA
AT3G50960.1 YDR183W_mRNA
AT5G66410.1 YDR183W_mRNA
AT2G19385.1 YCR087C-A_mRNA
AT2G27970.1 YBR135W_mRNA
AT2G27960.1 YBR135W_mRNA
AT5G26030.1 YOR176W_mRNA
AT2G30390.2 YOR176W_mRNA
AT2G37600.1 YPL249C-A_mRNA
AT2G37600.1 YMR194W_mRNA
AT3G53740.2 YPL249C-A_mRNA
AT3G53740.2 YMR194W_mRNA
AT5G02450.1 YPL249C-A_mRNA
AT5G02450.1 YMR194W_mRNA
AT5G45920.1 YOR126C_mRNA
AT5G62930.2 YOR126C_mRNA
AT3G11210.1 YOR126C_mRNA
AT2G38180.1 YOR126C_mRNA
AT5G02610.2 YDL136W_mRNA
AT5G02610.2 YDL191W_mRNA
AT2G39390.1 YDL136W_mRNA
AT2G39390.1 YDL191W_mRNA
AT3G09500.1 YDL136W_mRNA
AT3G09500.1 YDL191W_mRNA
AT3G55170.1 YDL136W_mRNA
AT3G55170.1 YDL191W_mRNA
AT2G43030.1 YGR220C_mRNA
AT3G17465.1 YGR220C_mRNA
AT3G05520.2 YKL007W_mRNA
AT3G05540.1 YKL056C_mRNA
AT3G16640.1 YKL056C_mRNA
AT5G12210.1 YPR176C_mRNA
AT3G12070.1 YPR176C_mRNA
AT3G60500.1 YDR280W_mRNA
AT3G12990.1 YDR280W_mRNA
AT3G16565.3 YNL040W_mRNA
AT5G39400.1 YNL128W_mRNA
AT3G50110.1 YNL128W_mRNA
AT3G19420.1 YNL128W_mRNA
AT5G09320.1 YML097C_mRNA
AT3G19770.1 YML097C_mRNA
AT3G21350.2 YHR058C_mRNA
AT4G15165.1 YGR135W_mRNA
AT3G22110.1 YGR135W_mRNA
AT3G23890.1 YNL088W_mRNA
AT3G24200.2 YGR255C_mRNA
AT5G39740.1 YPL131W_mRNA
AT3G25520.1 YPL131W_mRNA
AT5G22950.1 YKL041W_mRNA
AT3G45000.1 YKL041W_mRNA
AT3G47370.1 YHL015W_mRNA
AT5G62300.1 YHL015W_mRNA
AT3G45030.1 YHL015W_mRNA
AT3G47810.1 YHR012W_mRNA
AT3G55480.2 YGR261C_mRNA
AT3G57050.1 YAL012W_mRNA
AT3G57050.1 YGL184C_mRNA
AT3G59410.2 YDR283C_mRNA
AT3G61620.1 YGR195W_mRNA
AT4G27490.1 YGR158C_mRNA
AT4G01860.1 YPL183C_mRNA
AT4G16700.1 YNL169C_mRNA
AT4G18100.1 YBL092W_mRNA
AT5G46430.1 YBL092W_mRNA
AT4G24440.1 YKL058W_mRNA
AT5G57440.1 YKL033W-A_mRNA
AT4G25840.1 YKL033W-A_mRNA
AT4G29860.1 YPR085C_mRNA
AT4G38495.1 YEL044W_mRNA
AT5G20090.1 YGL080W_mRNA
AT5G27720.1 YER112W_mRNA
AT5G48870.1 YER146W_mRNA
AT5G60340.1 YDL166C_mRNA
AT5G63610.1 YPL042C_mRNA
AT5G63960.2 YDL102W_mRNA
AT1G01020.1 YLR242C_mRNA
AT4G01510.5 YLR242C_mRNA
AT5G47700.1 YDL130W_mRNA
AT5G47700.1 YDL081C_mRNA
AT4G00810.1 YDL130W_mRNA
AT4G00810.1 YDL081C_mRNA
AT1G01100.1 YDL130W_mRNA
AT1G01100.1 YDL081C_mRNA
AT5G24510.1 YDL130W_mRNA
AT5G24510.1 YDL081C_mRNA
AT4G16030.1 YBR084C-A_mRNA
AT4G16030.1 YBL027W_mRNA
AT1G02780.1 YBR084C-A_mRNA
AT1G02780.1 YBL027W_mRNA
AT4G02230.1 YBR084C-A_mRNA
AT4G02230.1 YBL027W_mRNA
AT3G16780.1 YBR084C-A_mRNA
AT3G16780.1 YBL027W_mRNA
AT4G03320.1 YHR040W_mRNA
AT1G04940.1 YHR040W_mRNA
AT1G04945.3 YHR040W_mRNA
AT1G05900.2 YAL015C_mRNA
AT1G05900.2 YOL043C_mRNA
AT2G31450.1 YAL015C_mRNA
AT2G31450.1 YOL043C_mRNA
AT4G21490.1 YML120C_mRNA
AT4G05020.2 YML120C_mRNA
AT2G20800.1 YML120C_mRNA
AT4G28220.1 YML120C_mRNA
AT1G60750.1 YPR127W_mRNA
AT1G60750.1 YOL165C_mRNA
AT1G60750.1 YCR107W_mRNA
AT1G60750.1 YJR155W_mRNA
AT1G60750.1 YNL331C_mRNA
AT1G60750.1 YDL243C_mRNA
AT1G10810.1 YPR127W_mRNA
AT1G10810.1 YOL165C_mRNA
AT1G10810.1 YCR107W_mRNA
AT1G10810.1 YJR155W_mRNA
AT1G10810.1 YNL331C_mRNA
AT1G10810.1 YDL243C_mRNA
AT1G60710.1 YPR127W_mRNA
AT1G60710.1 YOL165C_mRNA
AT1G60710.1 YCR107W_mRNA
AT1G60710.1 YJR155W_mRNA
AT1G60710.1 YNL331C_mRNA
AT1G60710.1 YDL243C_mRNA
AT1G60730.3 YPR127W_mRNA
AT1G60730.3 YOL165C_mRNA
AT1G60730.3 YCR107W_mRNA
AT1G60730.3 YJR155W_mRNA
AT1G60730.3 YNL331C_mRNA
AT1G60730.3 YDL243C_mRNA
AT1G60690.1 YPR127W_mRNA
AT1G60690.1 YOL165C_mRNA
AT1G60690.1 YCR107W_mRNA
AT1G60690.1 YJR155W_mRNA
AT1G60690.1 YNL331C_mRNA
AT1G60690.1 YDL243C_mRNA
AT1G60680.1 YPR127W_mRNA
AT1G60680.1 YOL165C_mRNA
AT1G60680.1 YCR107W_mRNA
AT1G60680.1 YJR155W_mRNA
AT1G60680.1 YNL331C_mRNA
AT1G60680.1 YDL243C_mRNA
AT1G12960.1 YGL103W_mRNA
AT1G70600.1 YGL103W_mRNA
AT1G23290.1 YGL103W_mRNA
AT1G14360.1 YPL244C_mRNA
AT2G02810.1 YPL244C_mRNA
AT1G64170.1 YJL094C_mRNA
AT4G23700.1 YJL094C_mRNA
AT5G41610.1 YJL094C_mRNA
AT3G17630.1 YJL094C_mRNA
AT3G53720.1 YJL094C_mRNA
AT2G13620.1 YJL094C_mRNA
AT1G79400.1 YJL094C_mRNA
AT1G16380.1 YJL094C_mRNA
AT3G52080.1 YJL094C_mRNA
AT1G17220.1 YOL023W_mRNA
AT4G11160.2 YOL023W_mRNA
AT1G22840.1 YJR048W_mRNA
AT1G22840.1 YEL039C_mRNA
AT4G10040.1 YJR048W_mRNA
AT4G10040.1 YEL039C_mRNA
AT1G22882.1 YOR154W_mRNA
AT1G71360.2 YOR154W_mRNA
AT4G23950.2 YOR154W_mRNA
AT5G57300.1 YML110C_mRNA
AT1G26160.1 YBR242W_mRNA
AT1G26160.1 YGL101W_mRNA
AT2G23820.2 YBR242W_mRNA
AT2G23820.2 YGL101W_mRNA
AT1G27520.1 YHR204W_mRNA
AT4G10360.1 YPR114W_mRNA
AT4G10360.1 YJR116W_mRNA
AT4G19645.1 YPR114W_mRNA
AT4G19645.1 YJR116W_mRNA
AT1G31300.1 YPR114W_mRNA
AT1G31300.1 YJR116W_mRNA
AT1G37010.1 YNL126W_mRNA
AT1G48030.1 YFL018C_mRNA
AT3G17240.1 YFL018C_mRNA
AT1G48510.3 YGR112W_mRNA
AT3G17910.1 YGR112W_mRNA
AT1G54250.1 YOR224C_mRNA
AT3G59600.1 YOR224C_mRNA
AT1G60430.1 YLR370C_mRNA
AT3G06050.1 YLR109W_mRNA
AT1G66810.1 YLR136C_mRNA
AT1G66810.1 YDR151C_mRNA
AT1G68200.1 YLR136C_mRNA
AT1G68200.1 YDR151C_mRNA
AT1G71800.1 YGL044C_mRNA
AT1G71860.1 YOR208W_mRNA
AT1G73180.1 YGR054W_mRNA
AT1G77720.1 YDL028C_mRNA
AT1G80410.2 YDL040C_mRNA
AT1G80500.1 YBR254C_mRNA
AT3G13580.1 YPL198W_mRNA
AT3G13580.1 YGL076C_mRNA
AT2G44120.2 YPL198W_mRNA
AT2G44120.2 YGL076C_mRNA
AT2G01250.1 YPL198W_mRNA
AT2G01250.1 YGL076C_mRNA
AT2G03690.1 YDR204W_mRNA
AT5G18380.1 YMR143W_mRNA
AT5G18380.1 YDL083C_mRNA
AT2G09990.1 YMR143W_mRNA
AT2G09990.1 YDL083C_mRNA
AT3G04230.1 YMR143W_mRNA
AT3G04230.1 YDL083C_mRNA
AT5G40950.1 YNL005C_mRNA
AT5G15220.1 YNL005C_mRNA
AT2G16930.1 YNL005C_mRNA
AT5G07090.1 YHR203C_mRNA
AT5G07090.1 YJR145C_mRNA
AT2G17360.1 YHR203C_mRNA
AT2G17360.1 YJR145C_mRNA
AT5G58420.1 YHR203C_mRNA
AT5G58420.1 YJR145C_mRNA
AT2G17930.1 YHR099W_mRNA
AT4G36080.1 YHR099W_mRNA
AT2G18250.1 YGR277C_mRNA
AT3G47610.1 YKR023W_mRNA
AT2G22530.1 YJL062W_mRNA
AT3G58130.1 YMR281W_mRNA
AT2G27340.2 YMR281W_mRNA
AT2G28390.1 YGL124C_mRNA
AT2G36300.1 YGR172C_mRNA
AT3G52760.1 YGR172C_mRNA
AT5G54200.1 YMR102C_mRNA
AT5G54200.1 YKL121W_mRNA
AT3G15470.1 YMR102C_mRNA
AT3G15470.1 YKL121W_mRNA
AT5G02430.1 YMR102C_mRNA
AT5G02430.1 YKL121W_mRNA
AT2G37670.2 YMR102C_mRNA
AT2G37670.2 YKL121W_mRNA
AT5G13860.1 YCL008C_mRNA
AT3G12400.2 YCL008C_mRNA
AT2G38830.1 YCL008C_mRNA
AT2G41530.1 YJL068C_mRNA
AT3G59540.1 YLR325C_mRNA
AT2G43460.1 YLR325C_mRNA
AT2G45270.1 YDL104C_mRNA
AT3G63000.1 YBR170C_mRNA
AT2G47970.1 YBR170C_mRNA
AT3G02040.1 YPL110C_mRNA
AT5G41080.1 YPL110C_mRNA
AT5G43300.1 YPL110C_mRNA
AT5G18930.1 YOL052C_mRNA
AT3G02470.1 YOL052C_mRNA
AT5G15950.1 YOL052C_mRNA
AT3G25570.1 YOL052C_mRNA
AT3G17717.1 YOL052C_mRNA
AT3G05090.1 YOL087C_mRNA
AT3G07100.1 YIL109C_mRNA
AT3G07100.1 YNL049C_mRNA
AT3G08950.1 YBR037C_mRNA
AT3G08950.1 YBR024W_mRNA
AT3G10090.1 YOR167C_mRNA
AT3G10090.1 YLR264W_mRNA
