FBpp0074936 YGL171W_mRNA
FBpp0422972 YPL169C_mRNA
FBpp0073267 YPL169C_mRNA
FBpp0081102 YPL169C_mRNA
FBpp0088460 YOR291W_mRNA
FBpp0088459 YOR291W_mRNA
FBpp0088461 YOR291W_mRNA
FBpp0088464 YOR291W_mRNA
FBpp0112329 YOR291W_mRNA
FBpp0089013 YOR291W_mRNA
FBpp0088462 YOR291W_mRNA
FBpp0088463 YOR291W_mRNA
FBpp0305364 YOR291W_mRNA
FBpp0084170 YDR374C_mRNA
FBpp0112193 YDR374C_mRNA
FBpp0084169 YDR374C_mRNA
FBpp0306574 YDR374C_mRNA
FBpp0081592 YPL259C_mRNA
FBpp0083646 YOL062C_mRNA
FBpp0083645 YOL062C_mRNA
FBpp0291080 YOL062C_mRNA
FBpp0081664 YGL190C_mRNA
FBpp0081665 YGL190C_mRNA
FBpp0311386 YGL190C_mRNA
FBpp0081667 YGL190C_mRNA
FBpp0081669 YGL190C_mRNA
FBpp0081668 YGL190C_mRNA
FBpp0081671 YGL190C_mRNA
FBpp0081670 YGL190C_mRNA
FBpp0081666 YGL190C_mRNA
FBpp0082202 YER116C_mRNA
FBpp0401591 YER116C_mRNA
FBpp0305539 YDR456W_mRNA
FBpp0305540 YDR456W_mRNA
FBpp0271755 YDR456W_mRNA
FBpp0271758 YDR456W_mRNA
FBpp0271756 YDR456W_mRNA
FBpp0289556 YDR456W_mRNA
FBpp0290667 YDR456W_mRNA
FBpp0076937 YGR012W_mRNA
FBpp0076937 YGR155W_mRNA
FBpp0076938 YGR012W_mRNA
FBpp0076938 YGR155W_mRNA
FBpp0309380 YGR012W_mRNA
FBpp0309380 YGR155W_mRNA
FBpp0084671 YGR159C_mRNA
FBpp0084672 YGR159C_mRNA
FBpp0084668 YGR159C_mRNA
FBpp0075395 YGR091W_mRNA
FBpp0070891 YLR234W_mRNA
FBpp0309042 YLR234W_mRNA
FBpp0080787 YLR234W_mRNA
FBpp0307729 YGR223C_mRNA
FBpp0081440 YGR223C_mRNA
FBpp0310178 YLR410W_mRNA
FBpp0288798 YLR410W_mRNA
FBpp0310177 YLR410W_mRNA
FBpp0310176 YLR410W_mRNA
FBpp0288797 YLR410W_mRNA
FBpp0288799 YLR410W_mRNA
FBpp0310179 YLR410W_mRNA
FBpp0288801 YLR410W_mRNA
FBpp0310180 YLR410W_mRNA
FBpp0288800 YLR410W_mRNA
FBpp0087517 YKL165C_mRNA
FBpp0300332 YPR032W_mRNA
FBpp0300332 YBL106C_mRNA
FBpp0300334 YPR032W_mRNA
FBpp0300334 YBL106C_mRNA
FBpp0300333 YPR032W_mRNA
FBpp0300333 YBL106C_mRNA
FBpp0289604 YPR032W_mRNA
FBpp0289604 YBL106C_mRNA
FBpp0073511 YPR032W_mRNA
FBpp0073511 YBL106C_mRNA
FBpp0309352 YPR032W_mRNA
FBpp0309352 YBL106C_mRNA
FBpp0309353 YPR032W_mRNA
FBpp0309353 YBL106C_mRNA
FBpp0077715 YBR103W_mRNA
FBpp0075284 YPL203W_mRNA
FBpp0075284 YKL166C_mRNA
FBpp0075284 YJL164C_mRNA
FBpp0079448 YPL203W_mRNA
FBpp0079448 YKL166C_mRNA
FBpp0079448 YJL164C_mRNA
FBpp0089382 YPL203W_mRNA
FBpp0089382 YKL166C_mRNA
FBpp0089382 YJL164C_mRNA
FBpp0307466 YPL203W_mRNA
FBpp0307466 YKL166C_mRNA
FBpp0307466 YJL164C_mRNA
FBpp0308388 YIL172C_mRNA
FBpp0308388 YJL221C_mRNA
FBpp0308388 YOL157C_mRNA
FBpp0308388 YGR287C_mRNA
FBpp0308388 YBR299W_mRNA
FBpp0308388 YGR292W_mRNA
FBpp0308388 YJL216C_mRNA
FBpp0087828 YIL172C_mRNA
FBpp0087828 YJL221C_mRNA
FBpp0087828 YOL157C_mRNA
FBpp0087828 YGR287C_mRNA
FBpp0087828 YBR299W_mRNA
FBpp0087828 YGR292W_mRNA
FBpp0087828 YJL216C_mRNA
FBpp0290175 YIL172C_mRNA
FBpp0290175 YJL221C_mRNA
FBpp0290175 YOL157C_mRNA
FBpp0290175 YGR287C_mRNA
FBpp0290175 YBR299W_mRNA
FBpp0290175 YGR292W_mRNA
FBpp0290175 YJL216C_mRNA
FBpp0087827 YIL172C_mRNA
FBpp0087827 YJL221C_mRNA
FBpp0087827 YOL157C_mRNA
FBpp0087827 YGR287C_mRNA
FBpp0087827 YBR299W_mRNA
FBpp0087827 YGR292W_mRNA
FBpp0087827 YJL216C_mRNA
FBpp0087837 YIL172C_mRNA
FBpp0087837 YJL221C_mRNA
FBpp0087837 YOL157C_mRNA
FBpp0087837 YGR287C_mRNA
FBpp0087837 YBR299W_mRNA
FBpp0087837 YGR292W_mRNA
FBpp0087837 YJL216C_mRNA
FBpp0312227 YIL172C_mRNA
FBpp0312227 YJL221C_mRNA
FBpp0312227 YOL157C_mRNA
FBpp0312227 YGR287C_mRNA
FBpp0312227 YBR299W_mRNA
FBpp0312227 YGR292W_mRNA
FBpp0312227 YJL216C_mRNA
FBpp0271830 YIL172C_mRNA
FBpp0271830 YJL221C_mRNA
FBpp0271830 YOL157C_mRNA
FBpp0271830 YGR287C_mRNA
FBpp0271830 YBR299W_mRNA
FBpp0271830 YGR292W_mRNA
FBpp0271830 YJL216C_mRNA
FBpp0087831 YIL172C_mRNA
FBpp0087831 YJL221C_mRNA
FBpp0087831 YOL157C_mRNA
FBpp0087831 YGR287C_mRNA
FBpp0087831 YBR299W_mRNA
FBpp0087831 YGR292W_mRNA
FBpp0087831 YJL216C_mRNA
FBpp0087836 YIL172C_mRNA
FBpp0087836 YJL221C_mRNA
FBpp0087836 YOL157C_mRNA
FBpp0087836 YGR287C_mRNA
FBpp0087836 YBR299W_mRNA
FBpp0087836 YGR292W_mRNA
FBpp0087836 YJL216C_mRNA
FBpp0311600 YIL172C_mRNA
FBpp0311600 YJL221C_mRNA
FBpp0311600 YOL157C_mRNA
FBpp0311600 YGR287C_mRNA
FBpp0311600 YBR299W_mRNA
FBpp0311600 YGR292W_mRNA
FBpp0311600 YJL216C_mRNA
FBpp0087838 YIL172C_mRNA
FBpp0087838 YJL221C_mRNA
FBpp0087838 YOL157C_mRNA
FBpp0087838 YGR287C_mRNA
FBpp0087838 YBR299W_mRNA
FBpp0087838 YGR292W_mRNA
FBpp0087838 YJL216C_mRNA
FBpp0087826 YIL172C_mRNA
FBpp0087826 YJL221C_mRNA
FBpp0087826 YOL157C_mRNA
FBpp0087826 YGR287C_mRNA
FBpp0087826 YBR299W_mRNA
FBpp0087826 YGR292W_mRNA
FBpp0087826 YJL216C_mRNA
FBpp0292313 YIL172C_mRNA
FBpp0292313 YJL221C_mRNA
FBpp0292313 YOL157C_mRNA
FBpp0292313 YGR287C_mRNA
FBpp0292313 YBR299W_mRNA
FBpp0292313 YGR292W_mRNA
FBpp0292313 YJL216C_mRNA
FBpp0292312 YIL172C_mRNA
FBpp0292312 YJL221C_mRNA
FBpp0292312 YOL157C_mRNA
FBpp0292312 YGR287C_mRNA
FBpp0292312 YBR299W_mRNA
FBpp0292312 YGR292W_mRNA
FBpp0292312 YJL216C_mRNA
FBpp0079860 YIL172C_mRNA
FBpp0079860 YJL221C_mRNA
FBpp0079860 YOL157C_mRNA
FBpp0079860 YGR287C_mRNA
FBpp0079860 YBR299W_mRNA
FBpp0079860 YGR292W_mRNA
FBpp0079860 YJL216C_mRNA
FBpp0079859 YIL172C_mRNA
FBpp0079859 YJL221C_mRNA
FBpp0079859 YOL157C_mRNA
FBpp0079859 YGR287C_mRNA
FBpp0079859 YBR299W_mRNA
FBpp0079859 YGR292W_mRNA
FBpp0079859 YJL216C_mRNA
FBpp0308841 YCL029C_mRNA
FBpp0288702 YCL029C_mRNA
FBpp0304728 YCL029C_mRNA
FBpp0288701 YCL029C_mRNA
FBpp0290657 YCL029C_mRNA
FBpp0080528 YCL029C_mRNA
FBpp0080529 YCL029C_mRNA
FBpp0304727 YCL029C_mRNA
FBpp0290655 YCL029C_mRNA
FBpp0290656 YCL029C_mRNA
FBpp0304724 YCL029C_mRNA
FBpp0304726 YCL029C_mRNA
FBpp0080530 YCL029C_mRNA
FBpp0304725 YCL029C_mRNA
FBpp0083414 YER031C_mRNA
FBpp0083414 YGL210W_mRNA
FBpp0083413 YER031C_mRNA
FBpp0083413 YGL210W_mRNA
FBpp0311361 YDL165W_mRNA
FBpp0078391 YDL165W_mRNA
FBpp0078390 YDL165W_mRNA
FBpp0080292 YDL165W_mRNA
FBpp0074665 YDL135C_mRNA
FBpp0304185 YDL135C_mRNA
FBpp0072082 YEL034W_mRNA
FBpp0072082 YJR047C_mRNA
FBpp0072081 YEL034W_mRNA
FBpp0072081 YJR047C_mRNA
FBpp0074663 YLR200W_mRNA
FBpp0303214 YLR200W_mRNA
FBpp0293653 Q0130_mRNA
FBpp0085134 Q0130_mRNA
FBpp0085135 Q0130_mRNA
FBpp0293652 Q0130_mRNA
FBpp0297347 Q0130_mRNA
FBpp0085136 Q0130_mRNA
FBpp0089304 YLR142W_mRNA
FBpp0089305 YLR142W_mRNA
FBpp0076902 YLR142W_mRNA
FBpp0300180 YLR142W_mRNA
FBpp0300182 YLR142W_mRNA
FBpp0300181 YLR142W_mRNA
FBpp0089306 YLR142W_mRNA
FBpp0300184 YLR142W_mRNA
FBpp0076904 YLR142W_mRNA
FBpp0300179 YLR142W_mRNA
FBpp0300183 YLR142W_mRNA
FBpp0076905 YLR142W_mRNA
FBpp0076903 YLR142W_mRNA
FBpp0076906 YLR142W_mRNA
FBpp0085117 YIL125W_mRNA
FBpp0072636 YIL125W_mRNA
FBpp0072631 YIL125W_mRNA
FBpp0072635 YIL125W_mRNA
FBpp0072633 YIL125W_mRNA
FBpp0290113 YIL125W_mRNA
FBpp0290114 YIL125W_mRNA
FBpp0075023 YIL125W_mRNA
FBpp0075028 YIL125W_mRNA
FBpp0075026 YIL125W_mRNA
FBpp0075024 YIL125W_mRNA
FBpp0305416 YIL125W_mRNA
FBpp0111773 YIL125W_mRNA
FBpp0075029 YIL125W_mRNA
FBpp0075027 YIL125W_mRNA
FBpp0087867 YMR167W_mRNA
FBpp0303797 YMR167W_mRNA
FBpp0072060 YDR232W_mRNA
FBpp0072572 YDL205C_mRNA
FBpp0086815 YPR154W_mRNA
FBpp0086815 YGR136W_mRNA
FBpp0086816 YPR154W_mRNA
FBpp0086816 YGR136W_mRNA
FBpp0086813 YPR154W_mRNA
FBpp0086813 YGR136W_mRNA
FBpp0086814 YPR154W_mRNA
FBpp0086814 YGR136W_mRNA
FBpp0086817 YPR154W_mRNA
FBpp0086817 YGR136W_mRNA
FBpp0083503 YFL038C_mRNA
FBpp0074690 YFL005W_mRNA
FBpp0300990 YFL005W_mRNA
FBpp0077029 YFL005W_mRNA
FBpp0311231 YPR141C_mRNA
FBpp0084900 YPR141C_mRNA
FBpp0072000 YJR085C_mRNA
FBpp0311636 YJR085C_mRNA
FBpp0088216 YPL147W_mRNA
FBpp0088215 YPL147W_mRNA
FBpp0088214 YPL147W_mRNA
FBpp0088213 YPL147W_mRNA
FBpp0300567 YPL147W_mRNA
FBpp0088217 YPL147W_mRNA
FBpp0307155 YKL188C_mRNA
FBpp0074564 YKL188C_mRNA
FBpp0307154 YKL188C_mRNA
FBpp0307156 YKL188C_mRNA
FBpp0084842 YLR277C_mRNA
FBpp0083105 YLR277C_mRNA
FBpp0072931 YKL026C_mRNA
FBpp0072931 YIR037W_mRNA
FBpp0072931 YBR244W_mRNA
FBpp0072930 YKL026C_mRNA
FBpp0072930 YIR037W_mRNA
FBpp0072930 YBR244W_mRNA
FBpp0072932 YKL026C_mRNA
FBpp0072932 YIR037W_mRNA
FBpp0072932 YBR244W_mRNA
FBpp0085780 YKL026C_mRNA
FBpp0085780 YIR037W_mRNA
FBpp0085780 YBR244W_mRNA
FBpp0310095 YLR253W_mRNA
FBpp0072227 YLR253W_mRNA
FBpp0303850 YMR101C_mRNA
FBpp0303850 YBR002C_mRNA
FBpp0071083 YMR101C_mRNA
FBpp0071083 YBR002C_mRNA
FBpp0082025 YPR001W_mRNA
FBpp0070871 YNR001C_mRNA
FBpp0070871 YCR005C_mRNA
FBpp0070872 YNR001C_mRNA
FBpp0070872 YCR005C_mRNA
FBpp0076338 YPR048W_mRNA
FBpp0076337 YPR048W_mRNA
FBpp0078881 YFR030W_mRNA
FBpp0078881 YHR042W_mRNA
FBpp0078880 YFR030W_mRNA
FBpp0078880 YHR042W_mRNA
FBpp0303666 YFR030W_mRNA
FBpp0303666 YHR042W_mRNA
FBpp0303665 YFR030W_mRNA
FBpp0303665 YHR042W_mRNA
FBpp0083612 YAL038W_mRNA
FBpp0083612 YOR347C_mRNA
FBpp0077406 YAL038W_mRNA
FBpp0077406 YOR347C_mRNA
FBpp0083610 YAL038W_mRNA
FBpp0083610 YOR347C_mRNA
FBpp0083611 YAL038W_mRNA
FBpp0083611 YOR347C_mRNA
FBpp0073173 YNL330C_mRNA
FBpp0078414 YGL194C_mRNA
FBpp0081704 YDR190C_mRNA
FBpp0074756 YPL235W_mRNA
FBpp0311247 YPL235W_mRNA
FBpp0304236 YPL235W_mRNA
FBpp0082758 YBR201W_mRNA
FBpp0082758 YDR411C_mRNA
FBpp0077489 YBR201W_mRNA
FBpp0077489 YDR411C_mRNA
FBpp0306799 YBR201W_mRNA
FBpp0306799 YDR411C_mRNA
FBpp0087141 YGL246C_mRNA
FBpp0074126 YGL246C_mRNA
FBpp0308265 YLR099C_mRNA
FBpp0308265 YDR125C_mRNA
FBpp0308265 YGR110W_mRNA
FBpp0087910 YLR099C_mRNA
FBpp0087910 YDR125C_mRNA
FBpp0087910 YGR110W_mRNA
FBpp0311746 YLR099C_mRNA
FBpp0311746 YDR125C_mRNA
FBpp0311746 YGR110W_mRNA
FBpp0087912 YLR099C_mRNA
FBpp0087912 YDR125C_mRNA
FBpp0087912 YGR110W_mRNA
FBpp0087911 YLR099C_mRNA
FBpp0087911 YDR125C_mRNA
FBpp0087911 YGR110W_mRNA
FBpp0308264 YLR099C_mRNA
FBpp0308264 YDR125C_mRNA
FBpp0308264 YGR110W_mRNA
FBpp0087913 YLR099C_mRNA
FBpp0087913 YDR125C_mRNA
FBpp0087913 YGR110W_mRNA
FBpp0304400 YNL083W_mRNA
FBpp0075714 YNL083W_mRNA
FBpp0304399 YNL083W_mRNA
FBpp0075715 YNL083W_mRNA
FBpp0070636 YOR244W_mRNA
FBpp0305387 YOR244W_mRNA
FBpp0305388 YOR244W_mRNA
FBpp0078755 YDL084W_mRNA
FBpp0078756 YDL084W_mRNA
FBpp0078754 YDL084W_mRNA
FBpp0074067 YLR433C_mRNA
FBpp0074067 YML057W_mRNA
FBpp0305092 YLR433C_mRNA
FBpp0305092 YML057W_mRNA
FBpp0293728 YLR433C_mRNA
FBpp0293728 YML057W_mRNA
FBpp0074068 YLR433C_mRNA
FBpp0074068 YML057W_mRNA
FBpp0294044 YLR433C_mRNA
FBpp0294044 YML057W_mRNA
FBpp0074069 YLR433C_mRNA
FBpp0074069 YML057W_mRNA
FBpp0301546 YLR433C_mRNA
FBpp0301546 YML057W_mRNA
FBpp0085094 YLR433C_mRNA
FBpp0085094 YML057W_mRNA
FBpp0306613 YLR433C_mRNA
FBpp0306613 YML057W_mRNA
FBpp0293124 YLR433C_mRNA
FBpp0293124 YML057W_mRNA
FBpp0089129 YPR165W_mRNA
FBpp0089129 YNL090W_mRNA
FBpp0086353 YPR165W_mRNA
FBpp0086353 YNL090W_mRNA
FBpp0086354 YPR165W_mRNA
FBpp0086354 YNL090W_mRNA
FBpp0089130 YPR165W_mRNA
FBpp0089130 YNL090W_mRNA
FBpp0086356 YPR165W_mRNA
FBpp0086356 YNL090W_mRNA
FBpp0086355 YPR165W_mRNA
FBpp0086355 YNL090W_mRNA
FBpp0308238 YJL137C_mRNA
FBpp0308238 YKR058W_mRNA
FBpp0308233 YJL137C_mRNA
FBpp0308233 YKR058W_mRNA
FBpp0308237 YJL137C_mRNA
FBpp0308237 YKR058W_mRNA
FBpp0308236 YJL137C_mRNA
FBpp0308236 YKR058W_mRNA
FBpp0308235 YJL137C_mRNA
FBpp0308235 YKR058W_mRNA
FBpp0308234 YJL137C_mRNA
FBpp0308234 YKR058W_mRNA
FBpp0079147 YDL006W_mRNA
FBpp0079146 YDL006W_mRNA
FBpp0303678 YDL006W_mRNA
FBpp0303677 YDL006W_mRNA
FBpp0303676 YDL006W_mRNA
FBpp0080672 YBR125C_mRNA
FBpp0084785 YJR131W_mRNA
FBpp0311740 YBL039C_mRNA
FBpp0311740 YJR103W_mRNA
FBpp0310804 YBL039C_mRNA
FBpp0310804 YJR103W_mRNA
FBpp0310803 YBL039C_mRNA
FBpp0310803 YJR103W_mRNA
FBpp0089139 YPR041W_mRNA
FBpp0089137 YPR041W_mRNA
FBpp0089138 YPR041W_mRNA
FBpp0089136 YPR041W_mRNA
FBpp0073947 YPR041W_mRNA
FBpp0073948 YPR041W_mRNA
FBpp0089140 YPR041W_mRNA
FBpp0082460 YLR163C_mRNA
FBpp0082460 YBL045C_mRNA
FBpp0082459 YLR163C_mRNA
FBpp0082459 YBL045C_mRNA
FBpp0087958 YHR024C_mRNA
FBpp0089421 YMR260C_mRNA
FBpp0310418 YMR260C_mRNA
FBpp0082994 YMR260C_mRNA
FBpp0086516 YMR216C_mRNA
FBpp0086515 YMR216C_mRNA
FBpp0306790 YMR216C_mRNA
FBpp0292632 YMR216C_mRNA
FBpp0306789 YMR216C_mRNA
FBpp0297552 YMR216C_mRNA
FBpp0297549 YMR216C_mRNA
FBpp0078148 YMR216C_mRNA
FBpp0306791 YMR216C_mRNA
FBpp0308261 YOR245C_mRNA
FBpp0308260 YOR245C_mRNA
FBpp0308259 YOR245C_mRNA
FBpp0088001 YOR245C_mRNA
FBpp0088002 YOR245C_mRNA
FBpp0088003 YOR245C_mRNA
FBpp0309273 YGR216C_mRNA
FBpp0298004 YGR216C_mRNA
FBpp0074558 YJR005W_mRNA
FBpp0074558 YKL135C_mRNA
FBpp0084782 YGL047W_mRNA
FBpp0308470 YER170W_mRNA
FBpp0081806 YER170W_mRNA
FBpp0081807 YER170W_mRNA
FBpp0308469 YER170W_mRNA
FBpp0072072 YDR226W_mRNA
FBpp0297555 YGL167C_mRNA
FBpp0291344 YGL167C_mRNA
FBpp0112349 YGL167C_mRNA
FBpp0304415 YGL167C_mRNA
FBpp0078184 YGL167C_mRNA
FBpp0078185 YGL167C_mRNA
FBpp0078183 YGL167C_mRNA
FBpp0308677 YMR067C_mRNA
FBpp0081297 YMR067C_mRNA
FBpp0081295 YMR067C_mRNA
FBpp0311482 YMR067C_mRNA
FBpp0085264 YBL060W_mRNA
FBpp0085264 YPR095C_mRNA
FBpp0085526 YLR429W_mRNA
FBpp0085527 YLR429W_mRNA
FBpp0307640 YLR429W_mRNA
FBpp0307638 YLR429W_mRNA
FBpp0307639 YLR429W_mRNA
FBpp0307637 YLR429W_mRNA
FBpp0089194 YLR429W_mRNA
FBpp0304882 YPR129W_mRNA
FBpp0304887 YPR129W_mRNA
FBpp0304883 YPR129W_mRNA
FBpp0304888 YPR129W_mRNA
FBpp0304886 YPR129W_mRNA
FBpp0304884 YPR129W_mRNA
FBpp0075691 YPR129W_mRNA
FBpp0304881 YPR129W_mRNA
FBpp0304885 YPR129W_mRNA
FBpp0070894 YLL039C_mRNA
FBpp0311816 YLL039C_mRNA
FBpp0089269 YLL039C_mRNA
FBpp0073035 YLL039C_mRNA
FBpp0073034 YLL039C_mRNA
FBpp0305348 YLL039C_mRNA
FBpp0078997 YOR310C_mRNA
FBpp0083625 YLR197W_mRNA
FBpp0073572 YNR023W_mRNA
FBpp0073572 YCR052W_mRNA
FBpp0111655 YDL008W_mRNA
FBpp0079303 YDL008W_mRNA
FBpp0305611 YDL008W_mRNA
FBpp0307833 YDL008W_mRNA
FBpp0071123 YHR188C_mRNA
FBpp0071026 YKL179C_mRNA
FBpp0304122 YKL179C_mRNA
FBpp0293664 YKL179C_mRNA
FBpp0082223 YMR214W_mRNA
FBpp0082223 YPR061C_mRNA
FBpp0082223 YNL064C_mRNA
FBpp0082222 YMR214W_mRNA
FBpp0082222 YPR061C_mRNA
FBpp0082222 YNL064C_mRNA
FBpp0082221 YMR214W_mRNA
FBpp0082221 YPR061C_mRNA
FBpp0082221 YNL064C_mRNA
FBpp0082220 YMR214W_mRNA
FBpp0082220 YPR061C_mRNA
FBpp0082220 YNL064C_mRNA
FBpp0082219 YMR214W_mRNA
FBpp0082219 YPR061C_mRNA
FBpp0082219 YNL064C_mRNA
FBpp0291808 YKR003W_mRNA
FBpp0291810 YKR003W_mRNA
FBpp0297589 YKR003W_mRNA
FBpp0291809 YKR003W_mRNA
FBpp0291807 YKR003W_mRNA
FBpp0297588 YKR003W_mRNA
FBpp0292619 YKR003W_mRNA
FBpp0291813 YKR003W_mRNA
FBpp0291806 YKR003W_mRNA
FBpp0305993 YIL129C_mRNA
FBpp0305992 YIL129C_mRNA
FBpp0297350 YIL129C_mRNA
FBpp0297352 YIL129C_mRNA
FBpp0290650 YIL129C_mRNA
FBpp0297351 YIL129C_mRNA
FBpp0076146 YIL129C_mRNA
FBpp0305991 YIL129C_mRNA
FBpp0311796 YHR116W_mRNA
FBpp0077904 YHR116W_mRNA
FBpp0088446 YLR180W_mRNA
FBpp0088446 YDR502C_mRNA
FBpp0088445 YLR180W_mRNA
FBpp0088445 YDR502C_mRNA
FBpp0088450 YLR180W_mRNA
FBpp0088450 YDR502C_mRNA
FBpp0088449 YLR180W_mRNA
FBpp0088449 YDR502C_mRNA
FBpp0088448 YLR180W_mRNA
FBpp0088448 YDR502C_mRNA
FBpp0088926 YLR180W_mRNA
FBpp0088926 YDR502C_mRNA
FBpp0088451 YLR180W_mRNA
FBpp0088451 YDR502C_mRNA
FBpp0088447 YLR180W_mRNA
FBpp0088447 YDR502C_mRNA
FBpp0088452 YLR180W_mRNA
FBpp0088452 YDR502C_mRNA
FBpp0080733 YDR139C_mRNA
FBpp0309711 YDR139C_mRNA
FBpp0099914 YGR192C_mRNA
FBpp0099914 YJR009C_mRNA
FBpp0099914 YJL052W_mRNA
FBpp0087977 YGR192C_mRNA
FBpp0087977 YJR009C_mRNA
FBpp0087977 YJL052W_mRNA
FBpp0073922 YGR192C_mRNA
FBpp0073922 YJR009C_mRNA
FBpp0073922 YJL052W_mRNA
FBpp0304864 YGR192C_mRNA
FBpp0304864 YJR009C_mRNA
FBpp0304864 YJL052W_mRNA
FBpp0086215 YGR192C_mRNA
FBpp0086215 YJR009C_mRNA
FBpp0086215 YJL052W_mRNA
FBpp0070578 YIL047C_mRNA
FBpp0080847 YIL047C_mRNA
FBpp0074305 YIL047C_mRNA
FBpp0309975 YIL047C_mRNA
FBpp0074304 YIL047C_mRNA
FBpp0309976 YIL047C_mRNA
FBpp0076785 YIL047C_mRNA
FBpp0303097 YNL265C_mRNA
FBpp0303096 YNL265C_mRNA
FBpp0303094 YNL265C_mRNA
FBpp0076658 YNL265C_mRNA
FBpp0303095 YNL265C_mRNA
FBpp0303098 YNL265C_mRNA
FBpp0311459 YJL177W_mRNA
FBpp0311459 YKL180W_mRNA
FBpp0070943 YJL177W_mRNA
FBpp0070943 YKL180W_mRNA
FBpp0070940 YJL177W_mRNA
FBpp0070940 YKL180W_mRNA
FBpp0070942 YJL177W_mRNA
FBpp0070942 YKL180W_mRNA
FBpp0070941 YJL177W_mRNA
FBpp0070941 YKL180W_mRNA
FBpp0076624 YGR037C_mRNA
FBpp0076625 YGR037C_mRNA
FBpp0075111 YPL010W_mRNA
FBpp0075112 YPL010W_mRNA
FBpp0075110 YPL010W_mRNA
FBpp0271765 YDR270W_mRNA
FBpp0306530 YDR270W_mRNA
FBpp0072858 YHL032C_mRNA
FBpp0072857 YHL032C_mRNA
FBpp0072859 YHL032C_mRNA
FBpp0072856 YHL032C_mRNA
FBpp0072428 YHL032C_mRNA
FBpp0072429 YHL032C_mRNA
FBpp0072652 YHL032C_mRNA
FBpp0311803 YHL032C_mRNA
FBpp0072650 YHL032C_mRNA
FBpp0072651 YHL032C_mRNA
FBpp0072654 YHL032C_mRNA
FBpp0072653 YHL032C_mRNA
FBpp0089217 YDR211W_mRNA
FBpp0070336 YDR211W_mRNA
FBpp0111932 YNL155W_mRNA
FBpp0308320 YGR257C_mRNA
FBpp0081235 YGR257C_mRNA
FBpp0074507 YGR257C_mRNA
FBpp0074506 YGR257C_mRNA
FBpp0074508 YGR257C_mRNA
FBpp0310500 YGR257C_mRNA
FBpp0072886 YER043C_mRNA
FBpp0089085 YER043C_mRNA
FBpp0082821 YER043C_mRNA
FBpp0304841 YER043C_mRNA
FBpp0073847 YER043C_mRNA
FBpp0312000 YER043C_mRNA
FBpp0303520 YOR089C_mRNA
FBpp0077470 YOR089C_mRNA
FBpp0077471 YOR089C_mRNA
FBpp0077475 YOR089C_mRNA
FBpp0303518 YOR089C_mRNA
FBpp0303519 YOR089C_mRNA
FBpp0077472 YOR089C_mRNA
FBpp0077473 YOR089C_mRNA
FBpp0077474 YOR089C_mRNA
FBpp0300655 YMR121C_mRNA
FBpp0300655 YLR029C_mRNA
FBpp0291015 YMR121C_mRNA
FBpp0291015 YLR029C_mRNA
FBpp0300653 YMR121C_mRNA
FBpp0300653 YLR029C_mRNA
FBpp0112467 YMR121C_mRNA
FBpp0112467 YLR029C_mRNA
FBpp0112466 YMR121C_mRNA
FBpp0112466 YLR029C_mRNA
FBpp0300654 YMR121C_mRNA
FBpp0300654 YLR029C_mRNA
FBpp0112465 YMR121C_mRNA
FBpp0112465 YLR029C_mRNA
FBpp0300652 YMR121C_mRNA
FBpp0300652 YLR029C_mRNA
FBpp0311513 YFR044C_mRNA
FBpp0085374 YFR044C_mRNA
FBpp0075276 YLL010C_mRNA
FBpp0075276 YLR019W_mRNA
FBpp0305756 YLL010C_mRNA
FBpp0305756 YLR019W_mRNA
FBpp0082627 YOR278W_mRNA
FBpp0071211 YOR278W_mRNA
FBpp0305783 YOR278W_mRNA
FBpp0302752 YDR164C_mRNA
FBpp0073119 YDR164C_mRNA
FBpp0079697 YDR019C_mRNA
FBpp0087724 YDL195W_mRNA
FBpp0311417 YDL195W_mRNA
FBpp0308410 YDL195W_mRNA
FBpp0087723 YDL195W_mRNA
FBpp0086807 YJR049C_mRNA
FBpp0086807 YEL041W_mRNA
FBpp0086806 YJR049C_mRNA
FBpp0086806 YEL041W_mRNA
FBpp0289430 YJR049C_mRNA
FBpp0289430 YEL041W_mRNA
FBpp0289429 YJR049C_mRNA
FBpp0289429 YEL041W_mRNA
FBpp0086805 YJR049C_mRNA
FBpp0086805 YEL041W_mRNA
FBpp0086801 YJR049C_mRNA
FBpp0086801 YEL041W_mRNA
FBpp0086803 YJR049C_mRNA
FBpp0086803 YEL041W_mRNA
FBpp0086802 YJR049C_mRNA
FBpp0086802 YEL041W_mRNA
FBpp0112362 YJR049C_mRNA
FBpp0112362 YEL041W_mRNA
FBpp0086804 YJR049C_mRNA
FBpp0086804 YEL041W_mRNA
FBpp0082089 YKL152C_mRNA
FBpp0082089 YDL021W_mRNA
FBpp0082089 YOL056W_mRNA
FBpp0084753 YKL152C_mRNA
FBpp0084753 YDL021W_mRNA
FBpp0084753 YOL056W_mRNA
FBpp0099920 YKL152C_mRNA
FBpp0099920 YDL021W_mRNA
FBpp0099920 YOL056W_mRNA
FBpp0099919 YKL152C_mRNA
FBpp0099919 YDL021W_mRNA
FBpp0099919 YOL056W_mRNA
FBpp0083616 YKL152C_mRNA
FBpp0083616 YDL021W_mRNA
FBpp0083616 YOL056W_mRNA
FBpp0083618 YKL152C_mRNA
FBpp0083618 YDL021W_mRNA
FBpp0083618 YOL056W_mRNA
