EAA35509 YGL171W_mRNA
ESA43227 YAR014C_mRNA
EAA27758 YNL294C_mRNA
EAA27778 YMR059W_mRNA
EAA27780 YKL175W_mRNA
ESA43235 YPR153W_mRNA
EAA26916 YJR086W_mRNA
EAA27138 YNL233W_mRNA
EAA27157 YDR169C_mRNA
EAA27978 YHL027W_mRNA
EAA27989 YCL052C_mRNA
EAA27428 YIL019W_mRNA
ESA43289 YJR092W_mRNA
ESA43293 YJR098C_mRNA
ESA43305 YKL138C_mRNA
EAA28460 YLR150W_mRNA
EAA28472 YGL248W_mRNA
EAA28508 YJL039C_mRNA
EAA28575 YHR084W_mRNA
EAA28592 YGL219C_mRNA
EAA28045 YLR203C_mRNA
EAA27455 YEL015W_mRNA
EAA27459 YNL131W_mRNA
EAA27464 YBR179C_mRNA
EAA27472 YPL129W_mRNA
EAA27473 YDR421W_mRNA
EAA27544 YDL215C_mRNA
ESA43389 YBR166C_mRNA
EAA35070 YPL078C_mRNA
EAA35074 YMR123W_mRNA
EAA34488 YHR112C_mRNA
EAA35496 YGL242C_mRNA
EAA36493 YBR287W_mRNA
EAA36503 YKL155C_mRNA
EAA36504 YIL118W_mRNA
EAA36532 YER022W_mRNA
EAA36545 YJL003W_mRNA
EAA36548 YPR020W_mRNA
EAA36553 YOR209C_mRNA
EAA36569 YHR202W_mRNA
EAA36579 YMR212C_mRNA
EAA36584 YPR002W_mRNA
ESA44277 YBL086C_mRNA
EAA36596 YHR064C_mRNA
EAA35315 YJL108C_mRNA
EAA35154 YKR065C_mRNA
EAA34919 YHL008C_mRNA
EAA35137 YLR411W_mRNA
EAA35909 YMR225C_mRNA
ESA44211 YKR080W_mRNA
EAA35922 YML055W_mRNA
EAA32477 YOL026C_mRNA
EAA31820 YML079W_mRNA
EAA32293 YKL069W_mRNA
EAA32314 YDL209C_mRNA
EAA32333 YDR412W_mRNA
EAA32346 YJR090C_mRNA
EAA31419 YMR100W_mRNA
EAA31338 YNR039C_mRNA
EAA31536 YOR211C_mRNA
EAA31580 YIL090W_mRNA
EAA32144 YJR062C_mRNA
EAA32154 YOR017W_mRNA
EAA32179 YLR063W_mRNA
EAA31478 YFL013C_mRNA
EAA27511 YEL013W_mRNA
EAA27514 YDR322W_mRNA
EAA27526 YPL173W_mRNA
ESA43679 YDL235C_mRNA
ESA43661 YJR053W_mRNA
EAA26772 YDL020C_mRNA
EAA27036 YKL167C_mRNA
ESA43637 YMR241W_mRNA
EAA27967 YJR055W_mRNA
EAA27235 YDR381W_mRNA
EAA27241 YBR233W-A_mRNA
EAA36251 YFL031W_mRNA
EAA36273 YLR309C_mRNA
EAA36279 YGR042W_mRNA
EAA36289 YGR165W_mRNA
EAA36306 YNL272C_mRNA
ESA43848 YOR155C_mRNA
EAA35110 YNL080C_mRNA
EAA35642 YFR011C_mRNA
EAA35412 YDR229W_mRNA
EAA35355 YGR235C_mRNA
EAA35358 YOL009C_mRNA
EAA34619 YOL003C_mRNA
EAA35291 YDR090C_mRNA
EAA30410 YIR007W_mRNA
EAA30268 YPL150W_mRNA
ESA42011 YLR077W_mRNA
EAA30684 YBR081C_mRNA
EAA30685 YJR112W-A_mRNA
EAA30552 YMR265C_mRNA
EAA30563 YCR061W_mRNA
EAA30361 YIL108W_mRNA
EAA35831 YGR119C_mRNA
EAA36425 YLL009C_mRNA
EAA36474 YDR262W_mRNA
EAA35766 YDL072C_mRNA
EAA34824 YPL050C_mRNA
EAA36218 YBR171W_mRNA
EAA36221 YMR044W_mRNA
EAA36227 YNL115C_mRNA
EAA35024 YHR087W_mRNA
EAA35224 YGR076C_mRNA
EAA34457 YOR296W_mRNA
EAA36345 YJL123C_mRNA
EAA36386 YIL039W_mRNA
ESA44362 YER010C_mRNA
ESA44354 YBL007C_mRNA
EAA36146 YDR452W_mRNA
EAA36158 YDR493W_mRNA
EAA36171 YGL045W_mRNA
EAA36178 YMR276W_mRNA
EAA34810 YJR141W_mRNA
EAA34655 YLR084C_mRNA
EAA34475 YDR191W_mRNA
EAA34630 YPL011C_mRNA
EAA35736 YDR162C_mRNA
EAA35741 YIR034C_mRNA
EAA36057 YPR063C_mRNA
ESA44060 YHR205W_mRNA
EAA36094 YNL306W_mRNA
EAA36101 YMR055C_mRNA
EAA27216 YIL093C_mRNA
EAA27067 YNL259C_mRNA
EAA27592 YOR311C_mRNA
EAA27616 YDR016C_mRNA
EAA26525 YLR250W_mRNA
EAA26817 YLR352W_mRNA
EAA26636 YCR003W_mRNA
EAA26637 YGL213C_mRNA
EAA27580 YDR254W_mRNA
EAA26888 YDL198C_mRNA
EAA31502 YJL204C_mRNA
EAA31504 YKL051W_mRNA
EAA31506 YNL085W_mRNA
EAA32218 YMR171C_mRNA
EAA32252 YKL098W_mRNA
EAA26624 YIR032C_mRNA
ESA42221 YDR058C_mRNA
EAA27320 YER072W_mRNA
EAA27322 YOR023C_mRNA
EAA28311 YER004W_mRNA
EAA28312 YKR062W_mRNA
EAA28328 YOR084W_mRNA
EAA28371 YEL019C_mRNA
EAA28386 YKR082W_mRNA
EAA28429 YEL009C_mRNA
EAA26842 YIL098C_mRNA
EAA32063 YKL116C_mRNA
EAA31903 YOR113W_mRNA
EAA31912 YOL129W_mRNA
EAA31913 YGR229C_mRNA
EAA31916 YKL103C_mRNA
EAA31922 YPR018W_mRNA
EAA31613 YKR085C_mRNA
ESA42678 YMR289W_mRNA
EAA31827 YNL175C_mRNA
EAA31828 YIR011C_mRNA
EAA31727 YOR021C_mRNA
EAA31730 YPL254W_mRNA
EAA27080 YNL183C_mRNA
EAA27082 YDR346C_mRNA
EAA28222 YLR137W_mRNA
EAA28229 YDL046W_mRNA
EAA28251 YJL087C_mRNA
ESA42951 YML128C_mRNA
EAA28268 YCR030C_mRNA
EAA27687 YJR140C_mRNA
EAA29045 YPR139C_mRNA
EAA29608 YIL140W_mRNA
EAA29951 YGR147C_mRNA
EAA31123 YCL034W_mRNA
EAA31057 YMR071C_mRNA
EAA31061 YDR316W_mRNA
EAA30990 YGL159W_mRNA
EAA31179 YGL164C_mRNA
EAA31199 YCR098C_mRNA
EAA28776 YDR362C_mRNA
EAA26698 YPL054W_mRNA
EAA27205 YNL051W_mRNA
EAA26830 YBR290W_mRNA
ESA43098 YJL049W_mRNA
EAA32966 YDL133W_mRNA
EAA32974 YBR156C_mRNA
EAA32644 YDR377W_mRNA
EAA32650 YDR061W_mRNA
EAA32765 YDR367W_mRNA
EAA32776 YOR215C_mRNA
EAA32592 YDR308C_mRNA
EAA32520 YLL032C_mRNA
EAA32681 YKL052C_mRNA
EAA32839 YOR198C_mRNA
ESA43530 YBL051C_mRNA
EAA34115 YNL321W_mRNA
EAA34013 YDR267C_mRNA
EAA31243 YJR144W_mRNA
ESA42188 YGR247W_mRNA
EAA33812 YEL040W_mRNA
EAA33832 YIR038C_mRNA
EAA30510 YOR352W_mRNA
EAA30840 YDL067C_mRNA
EAA29396 YBR095C_mRNA
EAA29402 YBL011W_mRNA
EAA29403 YBR151W_mRNA
ESA42284 YFR033C_mRNA
ESA41931 YPR169W_mRNA
EAA30593 YDL045W-A_mRNA
ESA41916 YIL156W-B_mRNA
EAA30314 YOR252W_mRNA
EAA30316 YKL082C_mRNA
EAA30744 YJL010C_mRNA
EAA33769 YLL006W_mRNA
EAA33680 YNR021W_mRNA
ESA43199 YBL001C_mRNA
EAA33689 YCL012C_mRNA
EAA33842 YBR141C_mRNA
EAA33861 YGL064C_mRNA
EAA33627 YDL113C_mRNA
EAA33639 YML020W_mRNA
EAA33338 YDL035C_mRNA
EAA33357 YAL009W_mRNA
EAA33137 YIL101C_mRNA
EAA33167 YNL181W_mRNA
EAA28091 YCR068W_mRNA
EAA28101 YBR279W_mRNA
EAA28118 YAL034W-A_mRNA
EAA27889 YNL248C_mRNA
EAA33011 YCR077C_mRNA
EAA33017 YDR393W_mRNA
EAA33025 YNL010W_mRNA
ESA42574 YDR479C_mRNA
EAA31460 YOR052C_mRNA
EAA31782 YNL291C_mRNA
EAA31650 YHR187W_mRNA
EAA31659 YDR407C_mRNA
EAA34284 YIL157C_mRNA
EAA34391 YMR286W_mRNA
EAA34406 YDR428C_mRNA
ESA43567 YBR112C_mRNA
EAA29989 YGR113W_mRNA
EAA33372 YLL023C_mRNA
EAA33378 YFR025C_mRNA
ESA43038 YHL028W_mRNA
EAA32597 YJL020C_mRNA
EAA32603 YPL116W_mRNA
EAA32923 YOR132W_mRNA
EAA28159 YIR030C_mRNA
EAA32900 YKL054C_mRNA
EAA32913 YJL054W_mRNA
ESA43013 YKL182W_mRNA
ESA43011 YPL231W_mRNA
EAA33251 YOR174W_mRNA
EAA29635 YFL033C_mRNA
EAA29640 YDR176W_mRNA
EAA29643 YJR101W_mRNA
EAA29251 YDL212W_mRNA
EAA29177 YGL131C_mRNA
EAA29182 YKR088C_mRNA
EAA35386 YLR330W_mRNA
EAA35792 YOR188W_mRNA
EAA35815 YCL038C_mRNA
EAA29808 YBR295W_mRNA
EAA29367 YDL001W_mRNA
ESA43424 YJR112W_mRNA
EAA33729 YBR213W_mRNA
EAA33546 YGL172W_mRNA
ESA42856 YJL071W_mRNA
EAA33064 YDL063C_mRNA
EAA32741 YDR100W_mRNA
EAA28954 YNL237W_mRNA
EAA28848 YDR470C_mRNA
EAA28850 YPR143W_mRNA
EAA33709 YAL010C_mRNA
EAA33215 YBL107C_mRNA
EAA33479 YGR157W_mRNA
EAA35962 YER118C_mRNA
EAA35988 YML081C-A_mRNA
EAA30417 YNL206C_mRNA
ESA42041 YJL057C_mRNA
EAA32670 YMR166C_mRNA
EAA33276 YMR024W_mRNA
EAA36010 YOR301W_mRNA
EAA36032 YBR193C_mRNA
EAA36036 YBL029C-A_mRNA
EAA36037 YFR048W_mRNA
EAA36041 YFR016C_mRNA
ESA44140 YJL005W_mRNA
EAA33949 YJR124C_mRNA
EAA34074 YLR319C_mRNA
EAA33919 YPR135W_mRNA
ESA44407 YGL252C_mRNA
EAA32795 YNL091W_mRNA
EAA34361 YCL047C_mRNA
EAA34368 YBR106W_mRNA
EAA26879 YLR423C_mRNA
EAA32758 YGL035C_mRNA
EAA32815 YMR033W_mRNA
EAA31754 YLR104W_mRNA
EAA31374 YDR217C_mRNA
EAA29600 YDR234W_mRNA
EAA29442 YMR307W_mRNA
EAA31578 YJL166W_mRNA
EAA31447 YPL260W_mRNA
ESA42715 YNL054W_mRNA
EAA29784 YDR079W_mRNA
EAA28772 YDR124W_mRNA
EAA29316 YMR268C_mRNA
EAA35666 YHR071W_mRNA
EAA29080 YGR105W_mRNA
EAA29666 YAL013W_mRNA
EAA29679 YDR322C-A_mRNA
EAA29912 YGL247W_mRNA
EAA29916 YLR055C_mRNA
ESA44163 YLR248W_mRNA
EAA35449 YBL059C-A_mRNA
EAA28907 YPR037C_mRNA
ESA44010 YDR028C_mRNA
EAA29058 YNL279W_mRNA
EAA34592 YDR161W_mRNA
EAA29273 YOR322C_mRNA
EAA28817 YER002W_mRNA
EAA29520 YFL047W_mRNA
EAA29535 YNL273W_mRNA
EAA30250 YOL146W_mRNA
EAA33940 YMR302C_mRNA
EAA33941 YDR512C_mRNA
EAA35199 YMR244W_mRNA
EAA29288 YLL002W_mRNA
EAA29289 YLR312W-A_mRNA
EAA29140 YBR096W_mRNA
EAA28737 YOR216C_mRNA
EDO65339 YGL114W_mRNA
ESA42125 YOR043W_mRNA
EDO65269 YMR129W_mRNA
EDO65111 YDR320C-A_mRNA
ESA41817 YBR215W_mRNA
ESA42535 YOL098C_mRNA
EDO65300 YGL085W_mRNA
EDO65059 YPL118W_mRNA
ESA42853 YIL041W_mRNA
ESA42196 YLR218C_mRNA
ESA42254 YGL136C_mRNA
ESA43799 YMR002W_mRNA
ESA43913 YGL196W_mRNA
ESA44112 YGL122C_mRNA
ESA43499 YBR022W_mRNA
ESA43580 YMR126C_mRNA
ESA42755 YOR087W_mRNA
ESA42852 YKL014C_mRNA
ESA43069 YJL025W_mRNA
ESA43075 YOR305W_mRNA
ESA42401 YLR099W-A_mRNA
ESA42473 YOR037W_mRNA
