ENSMUSP00000048802 YGL171W_mRNA
ENSMUSP00000084572 YGR094W_mRNA
ENSMUSP00000144412 YPR052C_mRNA
ENSMUSP00000106132 YPR052C_mRNA
ENSMUSP00000106131 YPR052C_mRNA
ENSMUSP00000082682 YPR052C_mRNA
ENSMUSP00000144129 YPR052C_mRNA
ENSMUSP00000065940 YPR052C_mRNA
ENSMUSP00000114515 YPR052C_mRNA
ENSMUSP00000147297 YPR052C_mRNA
ENSMUSP00000118733 YPR052C_mRNA
ENSMUSP00000086260 YPR052C_mRNA
ENSMUSP00000110232 YPR052C_mRNA
ENSMUSP00000015361 YPR052C_mRNA
ENSMUSP00000110229 YPR052C_mRNA
ENSMUSP00000116937 YPR052C_mRNA
ENSMUSP00000056502 YNL037C_mRNA
ENSMUSP00000138215 YNL037C_mRNA
ENSMUSP00000028892 YNL037C_mRNA
ENSMUSP00000127526 YIL094C_mRNA
ENSMUSP00000150296 YIL094C_mRNA
ENSMUSP00000136513 YJL093C_mRNA
ENSMUSP00000142176 YJL093C_mRNA
ENSMUSP00000141849 YJL093C_mRNA
ENSMUSP00000106545 YJL093C_mRNA
ENSMUSP00000078416 YJL093C_mRNA
ENSMUSP00000142026 YJL093C_mRNA
ENSMUSP00000141891 YJL093C_mRNA
ENSMUSP00000152656 YJL093C_mRNA
ENSMUSP00000152473 YJL093C_mRNA
ENSMUSP00000105740 YJL093C_mRNA
ENSMUSP00000025908 YJL093C_mRNA
ENSMUSP00000082975 YJL093C_mRNA
ENSMUSP00000024011 YJL093C_mRNA
ENSMUSP00000153256 YJL093C_mRNA
ENSMUSP00000024155 YJL093C_mRNA
ENSMUSP00000157357 YKR090W_mRNA
ENSMUSP00000152960 YKR090W_mRNA
ENSMUSP00000101108 YKR090W_mRNA
ENSMUSP00000020078 YKR090W_mRNA
ENSMUSP00000153122 YKR090W_mRNA
ENSMUSP00000025254 YKR090W_mRNA
ENSMUSP00000020077 YKR090W_mRNA
ENSMUSP00000045216 YKL221W_mRNA
ENSMUSP00000065433 YKL221W_mRNA
ENSMUSP00000147968 YKL221W_mRNA
ENSMUSP00000100892 YKL221W_mRNA
ENSMUSP00000147560 YKL221W_mRNA
ENSMUSP00000097706 YKL221W_mRNA
ENSMUSP00000068854 YKL221W_mRNA
ENSMUSP00000125846 YKL221W_mRNA
ENSMUSP00000122784 YKL221W_mRNA
ENSMUSP00000117275 YKL221W_mRNA
ENSMUSP00000040522 YKL221W_mRNA
ENSMUSP00000032233 YML085C_mRNA
ENSMUSP00000032233 YML124C_mRNA
ENSMUSP00000021639 YML085C_mRNA
ENSMUSP00000021639 YML124C_mRNA
ENSMUSP00000023867 YOL094C_mRNA
ENSMUSP00000083652 YNL290W_mRNA
ENSMUSP00000110994 YJR068W_mRNA
ENSMUSP00000115479 YJR068W_mRNA
ENSMUSP00000110995 YJR068W_mRNA
ENSMUSP00000023598 YJR068W_mRNA
ENSMUSP00000125543 YGL012W_mRNA
ENSMUSP00000125543 YNL280C_mRNA
ENSMUSP00000123989 YGL012W_mRNA
ENSMUSP00000123989 YNL280C_mRNA
ENSMUSP00000124847 YGL012W_mRNA
ENSMUSP00000124847 YNL280C_mRNA
ENSMUSP00000125586 YGL012W_mRNA
ENSMUSP00000125586 YNL280C_mRNA
ENSMUSP00000124825 YGL012W_mRNA
ENSMUSP00000124825 YNL280C_mRNA
ENSMUSP00000109171 YGL012W_mRNA
ENSMUSP00000109171 YNL280C_mRNA
ENSMUSP00000025713 YGL012W_mRNA
ENSMUSP00000025713 YNL280C_mRNA
ENSMUSP00000124868 YGL012W_mRNA
ENSMUSP00000124868 YNL280C_mRNA
ENSMUSP00000124283 YGL012W_mRNA
ENSMUSP00000124283 YNL280C_mRNA
ENSMUSP00000005003 YGL012W_mRNA
ENSMUSP00000005003 YNL280C_mRNA
ENSMUSP00000142232 YGL012W_mRNA
ENSMUSP00000142232 YNL280C_mRNA
ENSMUSP00000115596 YBL049W_mRNA
ENSMUSP00000156145 YBL049W_mRNA
ENSMUSP00000156213 YBL049W_mRNA
ENSMUSP00000156183 YBL049W_mRNA
ENSMUSP00000101966 YBL049W_mRNA
ENSMUSP00000037332 YBL049W_mRNA
ENSMUSP00000101963 YBL049W_mRNA
ENSMUSP00000101964 YBL049W_mRNA
ENSMUSP00000128753 YBL049W_mRNA
ENSMUSP00000018571 YBL049W_mRNA
ENSMUSP00000156275 YBL049W_mRNA
ENSMUSP00000039760 YBL049W_mRNA
ENSMUSP00000088231 YBL049W_mRNA
ENSMUSP00000108151 YMR018W_mRNA
ENSMUSP00000108151 YDR244W_mRNA
ENSMUSP00000049132 YMR018W_mRNA
ENSMUSP00000049132 YDR244W_mRNA
ENSMUSP00000108149 YMR018W_mRNA
ENSMUSP00000108149 YDR244W_mRNA
ENSMUSP00000079398 YMR018W_mRNA
ENSMUSP00000079398 YDR244W_mRNA
ENSMUSP00000108150 YMR018W_mRNA
ENSMUSP00000108150 YDR244W_mRNA
ENSMUSP00000141387 YMR018W_mRNA
ENSMUSP00000141387 YDR244W_mRNA
ENSMUSP00000077353 YMR018W_mRNA
ENSMUSP00000077353 YDR244W_mRNA
ENSMUSP00000103860 YMR018W_mRNA
ENSMUSP00000103860 YDR244W_mRNA
ENSMUSP00000142008 YMR018W_mRNA
ENSMUSP00000142008 YDR244W_mRNA
ENSMUSP00000141454 YMR018W_mRNA
ENSMUSP00000141454 YDR244W_mRNA
ENSMUSP00000142196 YMR018W_mRNA
ENSMUSP00000142196 YDR244W_mRNA
ENSMUSP00000103859 YMR018W_mRNA
ENSMUSP00000103859 YDR244W_mRNA
ENSMUSP00000103861 YMR018W_mRNA
ENSMUSP00000103861 YDR244W_mRNA
ENSMUSP00000103856 YMR018W_mRNA
ENSMUSP00000103856 YDR244W_mRNA
ENSMUSP00000119603 YGR132C_mRNA
ENSMUSP00000047536 YGR132C_mRNA
ENSMUSP00000004375 YGR231C_mRNA
ENSMUSP00000143243 YLR128W_mRNA
ENSMUSP00000137324 YLR128W_mRNA
ENSMUSP00000115420 YLR128W_mRNA
ENSMUSP00000143716 YLR128W_mRNA
ENSMUSP00000103817 YLR128W_mRNA
ENSMUSP00000152773 YLR128W_mRNA
ENSMUSP00000145430 YLR128W_mRNA
ENSMUSP00000106463 YLR128W_mRNA
ENSMUSP00000145399 YLR128W_mRNA
ENSMUSP00000142690 YLR128W_mRNA
ENSMUSP00000142421 YLR128W_mRNA
ENSMUSP00000142443 YLR128W_mRNA
ENSMUSP00000142384 YLR128W_mRNA
ENSMUSP00000106462 YLR128W_mRNA
ENSMUSP00000106464 YLR128W_mRNA
ENSMUSP00000047208 YLR128W_mRNA
ENSMUSP00000067616 YLR128W_mRNA
ENSMUSP00000084427 YLR128W_mRNA
ENSMUSP00000146095 YJR058C_mRNA
ENSMUSP00000083281 YJR058C_mRNA
ENSMUSP00000146195 YJR058C_mRNA
ENSMUSP00000125268 YLR170C_mRNA
ENSMUSP00000106709 YLR170C_mRNA
ENSMUSP00000120895 YLR170C_mRNA
ENSMUSP00000115941 YLR170C_mRNA
ENSMUSP00000066185 YLR170C_mRNA
ENSMUSP00000033734 YLR170C_mRNA
ENSMUSP00000107913 YLR170C_mRNA
ENSMUSP00000114902 YLR170C_mRNA
ENSMUSP00000150671 YPL196W_mRNA
ENSMUSP00000148944 YPL196W_mRNA
ENSMUSP00000150461 YPL196W_mRNA
ENSMUSP00000090273 YPL196W_mRNA
ENSMUSP00000150981 YPL196W_mRNA
ENSMUSP00000096743 YPL196W_mRNA
ENSMUSP00000129278 YPL196W_mRNA
ENSMUSP00000155043 YPL196W_mRNA
ENSMUSP00000155424 YPL196W_mRNA
ENSMUSP00000130456 YPL196W_mRNA
ENSMUSP00000123595 YIL026C_mRNA
ENSMUSP00000114521 YDR519W_mRNA
ENSMUSP00000112526 YDR519W_mRNA
ENSMUSP00000046070 YDR519W_mRNA
ENSMUSP00000066839 YDR519W_mRNA
ENSMUSP00000136438 YDR519W_mRNA
ENSMUSP00000037206 YNL135C_mRNA
ENSMUSP00000020964 YNL135C_mRNA
ENSMUSP00000151687 YNL135C_mRNA
ENSMUSP00000118725 YNL135C_mRNA
ENSMUSP00000145641 YIL038C_mRNA
ENSMUSP00000145641 YPR072W_mRNA
ENSMUSP00000110044 YDR379W_mRNA
ENSMUSP00000110044 YOR127W_mRNA
ENSMUSP00000110043 YDR379W_mRNA
ENSMUSP00000110043 YOR127W_mRNA
ENSMUSP00000114476 YDR379W_mRNA
ENSMUSP00000114476 YOR127W_mRNA
ENSMUSP00000066078 YDR379W_mRNA
ENSMUSP00000066078 YOR127W_mRNA
ENSMUSP00000145507 YDR379W_mRNA
ENSMUSP00000145507 YOR127W_mRNA
ENSMUSP00000145231 YDR379W_mRNA
ENSMUSP00000145231 YOR127W_mRNA
ENSMUSP00000145008 YDR379W_mRNA
ENSMUSP00000145008 YOR127W_mRNA
ENSMUSP00000144983 YDR379W_mRNA
ENSMUSP00000144983 YOR127W_mRNA
ENSMUSP00000145314 YDR379W_mRNA
ENSMUSP00000145314 YOR127W_mRNA
ENSMUSP00000099738 YDR379W_mRNA
ENSMUSP00000099738 YOR127W_mRNA
ENSMUSP00000123551 YDR379W_mRNA
ENSMUSP00000123551 YOR127W_mRNA
ENSMUSP00000116417 YDR379W_mRNA
ENSMUSP00000116417 YOR127W_mRNA
ENSMUSP00000137106 YDR379W_mRNA
ENSMUSP00000137106 YOR127W_mRNA
ENSMUSP00000155037 YDR379W_mRNA
ENSMUSP00000155037 YOR127W_mRNA
ENSMUSP00000070301 YDR379W_mRNA
ENSMUSP00000070301 YOR127W_mRNA
ENSMUSP00000107655 YDR379W_mRNA
ENSMUSP00000107655 YOR127W_mRNA
ENSMUSP00000128847 YDR379W_mRNA
ENSMUSP00000128847 YOR127W_mRNA
ENSMUSP00000035908 YDR379W_mRNA
ENSMUSP00000035908 YOR127W_mRNA
ENSMUSP00000123191 YDR379W_mRNA
ENSMUSP00000123191 YOR127W_mRNA
ENSMUSP00000118089 YER169W_mRNA
ENSMUSP00000118089 YDR096W_mRNA
ENSMUSP00000030102 YER169W_mRNA
ENSMUSP00000030102 YDR096W_mRNA
ENSMUSP00000077017 YER169W_mRNA
ENSMUSP00000077017 YDR096W_mRNA
ENSMUSP00000116789 YER169W_mRNA
ENSMUSP00000116789 YDR096W_mRNA
ENSMUSP00000025036 YER169W_mRNA
ENSMUSP00000025036 YDR096W_mRNA
ENSMUSP00000084045 YER169W_mRNA
ENSMUSP00000084045 YDR096W_mRNA
ENSMUSP00000062910 YER169W_mRNA
ENSMUSP00000062910 YDR096W_mRNA
ENSMUSP00000095524 YER169W_mRNA
ENSMUSP00000095524 YDR096W_mRNA
ENSMUSP00000102011 YER169W_mRNA
ENSMUSP00000102011 YDR096W_mRNA
ENSMUSP00000102014 YER169W_mRNA
ENSMUSP00000102014 YDR096W_mRNA
ENSMUSP00000111311 YER169W_mRNA
ENSMUSP00000111311 YDR096W_mRNA
ENSMUSP00000061632 YER169W_mRNA
ENSMUSP00000061632 YDR096W_mRNA
ENSMUSP00000133792 YOR219C_mRNA
ENSMUSP00000133792 YHR028C_mRNA
ENSMUSP00000134386 YOR219C_mRNA
ENSMUSP00000134386 YHR028C_mRNA
ENSMUSP00000000402 YOR219C_mRNA
ENSMUSP00000000402 YHR028C_mRNA
ENSMUSP00000099793 YOR219C_mRNA
ENSMUSP00000099793 YHR028C_mRNA
ENSMUSP00000044050 YOR219C_mRNA
ENSMUSP00000044050 YHR028C_mRNA
ENSMUSP00000113441 YOR219C_mRNA
ENSMUSP00000113441 YHR028C_mRNA
ENSMUSP00000071435 YOR219C_mRNA
ENSMUSP00000071435 YHR028C_mRNA
ENSMUSP00000113849 YOR219C_mRNA
ENSMUSP00000113849 YHR028C_mRNA
ENSMUSP00000099012 YOR219C_mRNA
ENSMUSP00000099012 YHR028C_mRNA
ENSMUSP00000108222 YOR219C_mRNA
ENSMUSP00000108222 YHR028C_mRNA
ENSMUSP00000108225 YOR219C_mRNA
ENSMUSP00000108225 YHR028C_mRNA
ENSMUSP00000103103 YAL024C_mRNA
ENSMUSP00000152875 YAL024C_mRNA
ENSMUSP00000105313 YAL024C_mRNA
ENSMUSP00000152339 YAL024C_mRNA
ENSMUSP00000118148 YAL024C_mRNA
ENSMUSP00000120126 YAL024C_mRNA
ENSMUSP00000116426 YAL024C_mRNA
ENSMUSP00000135238 YAL024C_mRNA
ENSMUSP00000135317 YAL024C_mRNA
ENSMUSP00000099759 YAL024C_mRNA
ENSMUSP00000088336 YAL024C_mRNA
ENSMUSP00000028525 YAL024C_mRNA
ENSMUSP00000128690 YLR176C_mRNA
ENSMUSP00000151599 YLR176C_mRNA
ENSMUSP00000156913 YLR176C_mRNA
ENSMUSP00000002444 YLR176C_mRNA
ENSMUSP00000084010 YLR176C_mRNA
ENSMUSP00000147677 YLR176C_mRNA
ENSMUSP00000005600 YLR176C_mRNA
ENSMUSP00000133461 YLR176C_mRNA
ENSMUSP00000126313 YLR176C_mRNA
ENSMUSP00000134141 YLR176C_mRNA
ENSMUSP00000038760 YLR176C_mRNA
ENSMUSP00000031533 YBL103C_mRNA
ENSMUSP00000143880 YBL103C_mRNA
ENSMUSP00000108913 YBL103C_mRNA
ENSMUSP00000084151 YBL103C_mRNA
ENSMUSP00000024786 YBL103C_mRNA
ENSMUSP00000120311 YBL103C_mRNA
ENSMUSP00000145132 YBL103C_mRNA
ENSMUSP00000044938 YBL103C_mRNA
ENSMUSP00000108965 YBL103C_mRNA
ENSMUSP00000098683 YBL103C_mRNA
ENSMUSP00000144988 YBL103C_mRNA
ENSMUSP00000044459 YBL103C_mRNA
ENSMUSP00000112489 YLR072W_mRNA
ENSMUSP00000112489 YFL042C_mRNA
ENSMUSP00000112564 YLR072W_mRNA
ENSMUSP00000112564 YFL042C_mRNA
ENSMUSP00000148499 YLR072W_mRNA
ENSMUSP00000148499 YFL042C_mRNA
ENSMUSP00000116871 YLR072W_mRNA
ENSMUSP00000116871 YFL042C_mRNA
ENSMUSP00000112417 YLR072W_mRNA
ENSMUSP00000112417 YFL042C_mRNA
ENSMUSP00000148890 YLR072W_mRNA
ENSMUSP00000148890 YFL042C_mRNA
ENSMUSP00000048126 YLR072W_mRNA
ENSMUSP00000048126 YFL042C_mRNA
ENSMUSP00000130050 YLR072W_mRNA
ENSMUSP00000130050 YFL042C_mRNA
ENSMUSP00000139709 YLR072W_mRNA
ENSMUSP00000139709 YFL042C_mRNA
ENSMUSP00000139681 YLR072W_mRNA
ENSMUSP00000139681 YFL042C_mRNA
ENSMUSP00000140195 YLR072W_mRNA
ENSMUSP00000140195 YFL042C_mRNA
ENSMUSP00000082778 YLR072W_mRNA
ENSMUSP00000082778 YFL042C_mRNA
ENSMUSP00000001280 YLR072W_mRNA
ENSMUSP00000001280 YFL042C_mRNA
ENSMUSP00000140674 YLR072W_mRNA
ENSMUSP00000140674 YFL042C_mRNA
ENSMUSP00000146147 YLR072W_mRNA
ENSMUSP00000146147 YFL042C_mRNA
ENSMUSP00000145237 YIL030C_mRNA
ENSMUSP00000033383 YJL197W_mRNA
ENSMUSP00000151244 YJL197W_mRNA
ENSMUSP00000020334 YJL197W_mRNA
ENSMUSP00000035237 YJL197W_mRNA
ENSMUSP00000141321 YJL197W_mRNA
ENSMUSP00000141368 YJL197W_mRNA
ENSMUSP00000000821 YJL197W_mRNA
ENSMUSP00000040037 YJL197W_mRNA
ENSMUSP00000141826 YJL197W_mRNA
ENSMUSP00000141628 YJL197W_mRNA
ENSMUSP00000128573 YJL197W_mRNA
ENSMUSP00000082119 YJL197W_mRNA
ENSMUSP00000135930 YJL197W_mRNA
ENSMUSP00000141738 YJL197W_mRNA
ENSMUSP00000006854 YJL197W_mRNA
ENSMUSP00000099384 YBR109C_mRNA
ENSMUSP00000122173 YJR138W_mRNA
ENSMUSP00000085207 YJR138W_mRNA
ENSMUSP00000113862 YJR138W_mRNA
ENSMUSP00000113980 YJR138W_mRNA
ENSMUSP00000121089 YJR138W_mRNA
ENSMUSP00000052807 YJR138W_mRNA
ENSMUSP00000124970 YPL177C_mRNA
ENSMUSP00000124970 YGL096W_mRNA
ENSMUSP00000125247 YPL177C_mRNA
ENSMUSP00000125247 YGL096W_mRNA
ENSMUSP00000139438 YPL177C_mRNA
ENSMUSP00000139438 YGL096W_mRNA
ENSMUSP00000096745 YPL177C_mRNA
ENSMUSP00000096745 YGL096W_mRNA
ENSMUSP00000073074 YPL177C_mRNA
ENSMUSP00000073074 YGL096W_mRNA
ENSMUSP00000113192 YPL177C_mRNA
ENSMUSP00000113192 YGL096W_mRNA
ENSMUSP00000127139 YPL177C_mRNA
ENSMUSP00000127139 YGL096W_mRNA
ENSMUSP00000060512 YPL177C_mRNA
ENSMUSP00000060512 YGL096W_mRNA
ENSMUSP00000130930 YPL177C_mRNA
ENSMUSP00000130930 YGL096W_mRNA
ENSMUSP00000115375 YPL177C_mRNA
ENSMUSP00000115375 YGL096W_mRNA
ENSMUSP00000124168 YPL177C_mRNA
ENSMUSP00000124168 YGL096W_mRNA
ENSMUSP00000023225 YNL305C_mRNA
ENSMUSP00000155195 YNL305C_mRNA
ENSMUSP00000023750 YNL305C_mRNA
ENSMUSP00000107371 YHR208W_mRNA
ENSMUSP00000107371 YJR148W_mRNA
ENSMUSP00000039744 YHR208W_mRNA
ENSMUSP00000039744 YJR148W_mRNA
ENSMUSP00000120180 YHR208W_mRNA
ENSMUSP00000120180 YJR148W_mRNA
ENSMUSP00000116091 YHR208W_mRNA
ENSMUSP00000116091 YJR148W_mRNA
ENSMUSP00000032402 YHR208W_mRNA
ENSMUSP00000032402 YJR148W_mRNA
ENSMUSP00000144968 YHR208W_mRNA
ENSMUSP00000144968 YJR148W_mRNA
ENSMUSP00000117708 YHR208W_mRNA
ENSMUSP00000117708 YJR148W_mRNA
ENSMUSP00000147303 YHR208W_mRNA
ENSMUSP00000147303 YJR148W_mRNA
ENSMUSP00000033098 YHR208W_mRNA
ENSMUSP00000033098 YJR148W_mRNA
ENSMUSP00000113045 YHR208W_mRNA
ENSMUSP00000113045 YJR148W_mRNA
ENSMUSP00000148152 YHR208W_mRNA
ENSMUSP00000148152 YJR148W_mRNA
ENSMUSP00000147628 YHR208W_mRNA
ENSMUSP00000147628 YJR148W_mRNA
ENSMUSP00000088935 YDR510W_mRNA
ENSMUSP00000140729 YDR510W_mRNA
ENSMUSP00000115044 YDR510W_mRNA
ENSMUSP00000097136 YDR510W_mRNA
ENSMUSP00000134416 YDR510W_mRNA
ENSMUSP00000020501 YDR510W_mRNA
ENSMUSP00000133466 YDR510W_mRNA
ENSMUSP00000133308 YDR510W_mRNA
ENSMUSP00000134357 YDR510W_mRNA
ENSMUSP00000134676 YDR510W_mRNA
ENSMUSP00000021084 YDR510W_mRNA
ENSMUSP00000113108 YDR510W_mRNA
ENSMUSP00000113883 YDR510W_mRNA
ENSMUSP00000112594 YDR510W_mRNA
ENSMUSP00000023065 YER179W_mRNA
ENSMUSP00000155228 YER179W_mRNA
ENSMUSP00000154933 YER179W_mRNA
ENSMUSP00000117939 YER095W_mRNA
ENSMUSP00000119444 YER095W_mRNA
ENSMUSP00000119101 YER095W_mRNA
ENSMUSP00000028795 YER095W_mRNA
ENSMUSP00000117231 YPR033C_mRNA
ENSMUSP00000019287 YPR033C_mRNA
ENSMUSP00000001416 YPR033C_mRNA
ENSMUSP00000154670 YOR134W_mRNA
ENSMUSP00000154670 YDR389W_mRNA
ENSMUSP00000107586 YOR134W_mRNA
ENSMUSP00000107586 YDR389W_mRNA
ENSMUSP00000107587 YOR134W_mRNA
ENSMUSP00000107587 YDR389W_mRNA
ENSMUSP00000154002 YOR134W_mRNA
ENSMUSP00000154002 YDR389W_mRNA
ENSMUSP00000109267 YOR134W_mRNA
ENSMUSP00000109267 YDR389W_mRNA
ENSMUSP00000098758 YOR134W_mRNA
ENSMUSP00000098758 YDR389W_mRNA
ENSMUSP00000068964 YOR134W_mRNA
ENSMUSP00000068964 YDR389W_mRNA
ENSMUSP00000092138 YOR134W_mRNA
ENSMUSP00000092138 YDR389W_mRNA
ENSMUSP00000070048 YOR134W_mRNA
ENSMUSP00000070048 YDR389W_mRNA
ENSMUSP00000108475 YOR134W_mRNA
ENSMUSP00000108475 YDR389W_mRNA
ENSMUSP00000108474 YOR134W_mRNA
ENSMUSP00000108474 YDR389W_mRNA
ENSMUSP00000108473 YOR134W_mRNA
ENSMUSP00000108473 YDR389W_mRNA
ENSMUSP00000073028 YOR134W_mRNA
ENSMUSP00000073028 YDR389W_mRNA
ENSMUSP00000108256 YGR056W_mRNA
ENSMUSP00000108256 YLR357W_mRNA
ENSMUSP00000146924 YGR056W_mRNA
ENSMUSP00000146924 YLR357W_mRNA
ENSMUSP00000146890 YGR056W_mRNA
ENSMUSP00000146890 YLR357W_mRNA
ENSMUSP00000134995 YGR056W_mRNA
ENSMUSP00000134995 YLR357W_mRNA
ENSMUSP00000146919 YGR056W_mRNA
ENSMUSP00000146919 YLR357W_mRNA
ENSMUSP00000146379 YGR056W_mRNA
ENSMUSP00000146379 YLR357W_mRNA
ENSMUSP00000135800 YGR056W_mRNA
ENSMUSP00000135800 YLR357W_mRNA
ENSMUSP00000146493 YGR056W_mRNA
ENSMUSP00000146493 YLR357W_mRNA
ENSMUSP00000146994 YGR056W_mRNA
ENSMUSP00000146994 YLR357W_mRNA
ENSMUSP00000135248 YGR056W_mRNA
ENSMUSP00000135248 YLR357W_mRNA
ENSMUSP00000146616 YGR056W_mRNA
ENSMUSP00000146616 YLR357W_mRNA
ENSMUSP00000146392 YGR056W_mRNA
ENSMUSP00000146392 YLR357W_mRNA
ENSMUSP00000146632 YGR056W_mRNA
ENSMUSP00000146632 YLR357W_mRNA
ENSMUSP00000134914 YGR056W_mRNA
ENSMUSP00000134914 YLR357W_mRNA
ENSMUSP00000135412 YGR056W_mRNA
ENSMUSP00000135412 YLR357W_mRNA
ENSMUSP00000146971 YGR056W_mRNA
ENSMUSP00000146971 YLR357W_mRNA
ENSMUSP00000146875 YGR056W_mRNA
ENSMUSP00000146875 YLR357W_mRNA
ENSMUSP00000147244 YGR056W_mRNA
ENSMUSP00000147244 YLR357W_mRNA
ENSMUSP00000135042 YGR056W_mRNA
ENSMUSP00000135042 YLR357W_mRNA
ENSMUSP00000030202 YKR013W_mRNA
ENSMUSP00000030202 YJL079C_mRNA
ENSMUSP00000030202 YJL078C_mRNA
ENSMUSP00000103487 YKR013W_mRNA
ENSMUSP00000103487 YJL079C_mRNA
ENSMUSP00000103487 YJL078C_mRNA
ENSMUSP00000109299 YJR063W_mRNA
ENSMUSP00000133651 YJR063W_mRNA
ENSMUSP00000133644 YJR063W_mRNA
ENSMUSP00000106456 YKR051W_mRNA
ENSMUSP00000035399 YKR051W_mRNA
ENSMUSP00000155585 YKR051W_mRNA
ENSMUSP00000074518 YKR051W_mRNA
ENSMUSP00000154210 YKR051W_mRNA
ENSMUSP00000154053 YKR051W_mRNA
ENSMUSP00000136416 YKR051W_mRNA
ENSMUSP00000120041 YKR051W_mRNA
ENSMUSP00000114463 YKR051W_mRNA
ENSMUSP00000034030 YKR051W_mRNA
ENSMUSP00000133146 YIL023C_mRNA
ENSMUSP00000130102 YIL023C_mRNA
ENSMUSP00000025186 YIL023C_mRNA
ENSMUSP00000078892 YIL023C_mRNA
ENSMUSP00000073263 YIL023C_mRNA
ENSMUSP00000107063 YIL023C_mRNA
ENSMUSP00000137559 YMR323W_mRNA
ENSMUSP00000137559 YOR393W_mRNA
ENSMUSP00000137559 YPL281C_mRNA
ENSMUSP00000137559 YHR174W_mRNA
ENSMUSP00000137559 YGR254W_mRNA
ENSMUSP00000104188 YMR323W_mRNA
ENSMUSP00000104188 YOR393W_mRNA
ENSMUSP00000104188 YPL281C_mRNA
ENSMUSP00000104188 YHR174W_mRNA
ENSMUSP00000104188 YGR254W_mRNA
ENSMUSP00000128714 YMR323W_mRNA
ENSMUSP00000128714 YOR393W_mRNA
ENSMUSP00000128714 YPL281C_mRNA
ENSMUSP00000128714 YHR174W_mRNA
ENSMUSP00000128714 YGR254W_mRNA
ENSMUSP00000072620 YMR323W_mRNA
ENSMUSP00000072620 YOR393W_mRNA
ENSMUSP00000072620 YPL281C_mRNA
ENSMUSP00000072620 YHR174W_mRNA
ENSMUSP00000072620 YGR254W_mRNA
ENSMUSP00000114361 YMR323W_mRNA
ENSMUSP00000114361 YOR393W_mRNA
ENSMUSP00000114361 YPL281C_mRNA
ENSMUSP00000114361 YHR174W_mRNA
ENSMUSP00000114361 YGR254W_mRNA
ENSMUSP00000079727 YMR323W_mRNA
ENSMUSP00000079727 YOR393W_mRNA
ENSMUSP00000079727 YPL281C_mRNA
ENSMUSP00000079727 YHR174W_mRNA
ENSMUSP00000079727 YGR254W_mRNA
ENSMUSP00000075513 YMR323W_mRNA
ENSMUSP00000075513 YOR393W_mRNA
ENSMUSP00000075513 YPL281C_mRNA
ENSMUSP00000075513 YHR174W_mRNA
ENSMUSP00000075513 YGR254W_mRNA
ENSMUSP00000079045 YMR323W_mRNA
ENSMUSP00000079045 YOR393W_mRNA
ENSMUSP00000079045 YPL281C_mRNA
ENSMUSP00000079045 YHR174W_mRNA
ENSMUSP00000079045 YGR254W_mRNA
ENSMUSP00000004378 YMR323W_mRNA
ENSMUSP00000004378 YOR393W_mRNA
ENSMUSP00000004378 YPL281C_mRNA
ENSMUSP00000004378 YHR174W_mRNA
ENSMUSP00000004378 YGR254W_mRNA
ENSMUSP00000108095 YMR323W_mRNA
ENSMUSP00000108095 YOR393W_mRNA
ENSMUSP00000108095 YPL281C_mRNA
ENSMUSP00000108095 YHR174W_mRNA
ENSMUSP00000108095 YGR254W_mRNA
ENSMUSP00000144861 YMR323W_mRNA
ENSMUSP00000144861 YOR393W_mRNA
ENSMUSP00000144861 YPL281C_mRNA
ENSMUSP00000144861 YHR174W_mRNA
ENSMUSP00000144861 YGR254W_mRNA
ENSMUSP00000025961 YML028W_mRNA
ENSMUSP00000025961 YDR453C_mRNA
ENSMUSP00000025007 YKL067W_mRNA
ENSMUSP00000024978 YKL067W_mRNA
ENSMUSP00000021217 YKL067W_mRNA
ENSMUSP00000103476 YKL067W_mRNA
ENSMUSP00000021220 YKL067W_mRNA
ENSMUSP00000132590 YKL067W_mRNA
ENSMUSP00000103475 YKL067W_mRNA
ENSMUSP00000117022 YKL067W_mRNA
ENSMUSP00000072615 YOR171C_mRNA
ENSMUSP00000072615 YLR260W_mRNA
ENSMUSP00000103366 YOR171C_mRNA
ENSMUSP00000103366 YLR260W_mRNA
ENSMUSP00000147391 YOR171C_mRNA
ENSMUSP00000147391 YLR260W_mRNA
ENSMUSP00000147787 YOR171C_mRNA
ENSMUSP00000147787 YLR260W_mRNA
ENSMUSP00000114622 YOR171C_mRNA
ENSMUSP00000114622 YLR260W_mRNA
ENSMUSP00000121064 YOR171C_mRNA
ENSMUSP00000121064 YLR260W_mRNA
ENSMUSP00000116055 YOR171C_mRNA
ENSMUSP00000116055 YLR260W_mRNA
ENSMUSP00000121219 YOR171C_mRNA
ENSMUSP00000121219 YLR260W_mRNA
ENSMUSP00000101995 YOR171C_mRNA
ENSMUSP00000101995 YLR260W_mRNA
ENSMUSP00000067865 YOR171C_mRNA
ENSMUSP00000067865 YLR260W_mRNA
ENSMUSP00000101994 YOR171C_mRNA
ENSMUSP00000101994 YLR260W_mRNA
ENSMUSP00000064743 YOR171C_mRNA
ENSMUSP00000064743 YLR260W_mRNA
ENSMUSP00000101996 YOR171C_mRNA
ENSMUSP00000101996 YLR260W_mRNA
ENSMUSP00000131010 YOR171C_mRNA
ENSMUSP00000131010 YLR260W_mRNA
ENSMUSP00000097775 YOR171C_mRNA
