Orthogroup	fly	yeast
OG0004332	FBpp0080121	YIL021W_mRNA
OG0004333	FBpp0307162, FBpp0077461	YDR189W_mRNA
OG0004336	FBpp0077149	YGL198W_mRNA
OG0004345	FBpp0070637	YBL024W_mRNA
OG0004346	FBpp0082187	YJR008W_mRNA
OG0004348	FBpp0074907, FBpp0304196	YDR268W_mRNA
OG0004349	FBpp0072626, FBpp0305589	YDR265W_mRNA
OG0004352	FBpp0084904, FBpp0071021, FBpp0072711, FBpp0305592	YHR076W_mRNA
OG0004353	FBpp0290511	YBR228W_mRNA
OG0004354	FBpp0073846, FBpp0085195	YOR265W_mRNA
OG0004355	FBpp0080146, FBpp0080147	YBR234C_mRNA
OG0004357	FBpp0304838, FBpp0304839, FBpp0070307, FBpp0070306, FBpp0070305	YNL092W_mRNA
OG0004360	FBpp0309168, FBpp0073679	YPL012W_mRNA
OG0004361	FBpp0289977, FBpp0422629	YPL076W_mRNA
OG0004362	FBpp0309565, FBpp0080102, FBpp0311573	YGL031C_mRNA, YGR148C_mRNA
OG0004364	FBpp0075970	YER074W-A_mRNA
OG0004365	FBpp0073903, FBpp0312007	YNR043W_mRNA
OG0004367	FBpp0087607	YDR047W_mRNA
OG0004368	FBpp0271781	YLR389C_mRNA
OG0004369	FBpp0079582	YPL172C_mRNA
OG0004370	FBpp0080024	YGL143C_mRNA
OG0004371	FBpp0072004	YBL082C_mRNA
OG0004375	FBpp0084241	YBR265W_mRNA
OG0004377	FBpp0079617	YCR060W_mRNA
OG0004380	FBpp0084617	YDR012W_mRNA, YBR031W_mRNA
OG0004381	FBpp0086701, FBpp0308991	YGR118W_mRNA, YPR132W_mRNA
OG0004382	FBpp0303270, FBpp0305141, FBpp0072197	YOR261C_mRNA
OG0004387	FBpp0073459	YPL151C_mRNA
OG0004388	FBpp0312065, FBpp0082384, FBpp0301701	YGL070C_mRNA
OG0004390	FBpp0074513, FBpp0074512, FBpp0306392	YNL288W_mRNA
OG0004391	FBpp0079522, FBpp0079521, FBpp0310307, FBpp0297128	YPL094C_mRNA
OG0004392	FBpp0077900	YAR003W_mRNA
OG0004393	FBpp0078565	YOL124C_mRNA
OG0004394	FBpp0099906, FBpp0311946	YGR258C_mRNA
OG0004398	FBpp0110174	YBL088C_mRNA
OG0004399	FBpp0310302, FBpp0080297	YDR062W_mRNA
OG0004401	FBpp0292309, FBpp0072546	YKL212W_mRNA
OG0004403	FBpp0302563, FBpp0072404	YJL063C_mRNA
OG0004404	FBpp0083926	YFL008W_mRNA
OG0004406	FBpp0072898	YHR070W_mRNA
OG0004407	FBpp0083395	YNL220W_mRNA
OG0004409	FBpp0079328, FBpp0312104, FBpp0099990	YDR064W_mRNA
OG0004410	FBpp0080769, FBpp0304827, FBpp0077326	YLR212C_mRNA
OG0004411	FBpp0086520	YNL082W_mRNA
OG0004412	FBpp0078234, FBpp0301284, FBpp0301285, FBpp0086474	YGR020C_mRNA
OG0004413	FBpp0088054, FBpp0086790, FBpp0290603	YOR187W_mRNA
OG0004415	FBpp0073204	YLR382C_mRNA
OG0004416	FBpp0292527, FBpp0076226	YPL252C_mRNA
OG0004418	FBpp0076112	YPR112C_mRNA
OG0004420	FBpp0081347	YNR041C_mRNA
OG0004422	FBpp0083687	YPR108W_mRNA
OG0004424	FBpp0086795	YOR232W_mRNA
OG0004425	FBpp0308483, FBpp0086897, FBpp0305104	YLL018C_mRNA
OG0004428	FBpp0073139, FBpp0073140, FBpp0301544, FBpp0301747	YDR109C_mRNA
OG0004429	FBpp0074789, FBpp0312166, FBpp0305426	YJL096W_mRNA
OG0004430	FBpp0071088, FBpp0071087	YBR181C_mRNA, YPL090C_mRNA
OG0004431	FBpp0076410	YKL149C_mRNA
OG0004432	FBpp0083673	YLR172C_mRNA
OG0004433	FBpp0084648, FBpp0073995	YDR529C_mRNA
OG0004437	FBpp0076907, FBpp0312074	YMR211W_mRNA
OG0004438	FBpp0071138	YFL022C_mRNA
OG0004440	FBpp0084059, FBpp0306445	YPR067W_mRNA
OG0004441	FBpp0077125	YPR082C_mRNA
OG0004442	FBpp0086953	YGR063C_mRNA
OG0004444	FBpp0088357, FBpp0088356, FBpp0312552	YNL045W_mRNA
OG0004446	FBpp0293514, FBpp0075293, FBpp0075294, FBpp0099969	YNL118C_mRNA
OG0004448	FBpp0075794	YOR281C_mRNA
OG0004449	FBpp0307004, FBpp0110411, FBpp0110410, FBpp0290671, FBpp0290669, FBpp0290670	YDR180W_mRNA
OG0004450	FBpp0307568, FBpp0078500	YMR308C_mRNA
OG0004451	FBpp0293855, FBpp0078497, FBpp0078496, FBpp0307562, FBpp0311426	YGL127C_mRNA
OG0004456	FBpp0079813	YNL232W_mRNA
OG0004458	FBpp0303527, FBpp0081011	YJL180C_mRNA
OG0004460	FBpp0077043	YOL093W_mRNA
OG0004478	FBpp0070373	YHR201C_mRNA
OG0004482	FBpp0071064, FBpp0071065, FBpp0071066, FBpp0309126	YDL146W_mRNA
OG0004485	FBpp0071759	YGL256W_mRNA
OG0004499	FBpp0081792, FBpp0074672, FBpp0304965	YGR082W_mRNA
OG0004503	FBpp0075396	YPL098C_mRNA
OG0004522	FBpp0079203	YDR323C_mRNA
OG0004527	FBpp0079580, FBpp0079579, FBpp0079581, FBpp0304055	YBR104W_mRNA
OG0004530	FBpp0079732	YHL002W_mRNA
OG0004538	FBpp0080630, FBpp0310379	YBR235W_mRNA
OG0004559	FBpp0083583, FBpp0307185	YKL087C_mRNA
OG0004563	FBpp0084722, FBpp0084723, FBpp0084721, FBpp0307744	YOR181W_mRNA
OG0004571	FBpp0309036, FBpp0086284	YLR281C_mRNA
OG0004572	FBpp0089100, FBpp0293289, FBpp0086379, FBpp0086375	YOR269W_mRNA
OG0004584	FBpp0308411, FBpp0087735	YGL094C_mRNA
OG0004591	FBpp0088691, FBpp0088692, FBpp0088690	YNR006W_mRNA
OG0004594	FBpp0288790, FBpp0288789	YJR125C_mRNA
OG0004602	FBpp0312382, FBpp0291508	YPR117W_mRNA, YLR454W_mRNA
OG0004603	FBpp0292802, FBpp0292799, FBpp0292800, FBpp0306435, FBpp0292801	YDR440W_mRNA
OG0004838	FBpp0080114	YDR170C_mRNA
OG0004839	FBpp0078731	YPL132W_mRNA
OG0004841	FBpp0312175, FBpp0078980	YDR044W_mRNA
OG0004843	FBpp0309810, FBpp0080647	YNL124W_mRNA
OG0004850	FBpp0307645, FBpp0085479	YBR155W_mRNA
OG0004851	FBpp0078583, FBpp0312343	YLR239C_mRNA
OG0004857	FBpp0088085	YML004C_mRNA
OG0004858	FBpp0070333	YDR331W_mRNA
OG0004859	FBpp0293887, FBpp0070832	YER007C-A_mRNA
OG0004860	FBpp0291632, FBpp0084761, FBpp0084762	YPL048W_mRNA, YGR201C_mRNA, YKL081W_mRNA
OG0004861	FBpp0088015	YPL213W_mRNA
OG0004873	FBpp0075612	YOR369C_mRNA
OG0004877	FBpp0086387	YKL095W_mRNA
OG0004881	FBpp0297722, FBpp0086164	YGR047C_mRNA
OG0004882	FBpp0086115	YJL081C_mRNA
OG0004889	FBpp0087094	YLR147C_mRNA
OG0004897	FBpp0305737, FBpp0290696	YPR168W_mRNA
OG0004899	FBpp0070475	YGL110C_mRNA
OG0004900	FBpp0074660, FBpp0074661	YDR473C_mRNA
OG0004902	FBpp0297513, FBpp0086604, FBpp0086603	YDL097C_mRNA
OG0004905	FBpp0087677, FBpp0087676	YNL041C_mRNA
OG0004906	FBpp0079324	YOR103C_mRNA
OG0004908	FBpp0071700	YFL001W_mRNA
OG0004909	FBpp0088523, FBpp0088952	YFR019W_mRNA
OG0004910	FBpp0075743, FBpp0305549	YGL040C_mRNA
OG0004914	FBpp0086098, FBpp0086097	YOR361C_mRNA
OG0004921	FBpp0071973	YLR240W_mRNA
OG0004925	FBpp0072256, FBpp0072255, FBpp0072254	YOL027C_mRNA, YPR125W_mRNA
OG0004927	FBpp0309729, FBpp0289852	YLL018C-A_mRNA
OG0004929	FBpp0073648	YJL090C_mRNA
OG0004930	FBpp0087907	YPL167C_mRNA
OG0004931	FBpp0113035	YBL035C_mRNA
OG0004932	FBpp0312006, FBpp0073901	YNL310C_mRNA
OG0004933	FBpp0082928, FBpp0312516	YDL148C_mRNA
OG0004935	FBpp0296955, FBpp0291066	YOR095C_mRNA
OG0004942	FBpp0081644	YKL033W_mRNA
OG0004949	FBpp0112160	YHR079C_mRNA
OG0004950	FBpp0078992	YNL107W_mRNA
OG0004952	FBpp0076325, FBpp0306023	YKL154W_mRNA
OG0004955	FBpp0076359	YKL006W_mRNA, YHL001W_mRNA
OG0004957	FBpp0072239	YPL043W_mRNA
OG0004958	FBpp0084189, FBpp0312547	YCL001W_mRNA
OG0004960	FBpp0311555, FBpp0077551	YOL142W_mRNA
OG0004963	FBpp0083160, FBpp0304474	YHL010C_mRNA
OG0004965	FBpp0304831, FBpp0070301	YBL038W_mRNA
OG0004967	FBpp0076408	YJR132W_mRNA
OG0004968	FBpp0302592, FBpp0071439	YOR130C_mRNA
OG0004972	FBpp0072084, FBpp0072083, FBpp0072085	YDR418W_mRNA, YEL054C_mRNA
OG0004973	FBpp0073806	YPL059W_mRNA
OG0004974	FBpp0112150	YPR138C_mRNA, YGR121C_mRNA, YNL142W_mRNA
OG0004976	FBpp0079234	YPL227C_mRNA
OG0004977	FBpp0301603, FBpp0078130	YOR323C_mRNA
OG0004978	FBpp0305584, FBpp0078076	YNL048W_mRNA
OG0004979	FBpp0074075, FBpp0309768	YJR007W_mRNA
OG0004980	FBpp0072658	YJR006W_mRNA
OG0004981	FBpp0081606, FBpp0081607, FBpp0304082	YGR123C_mRNA
OG0004982	FBpp0076478	YBR257W_mRNA
OG0004984	FBpp0086627	YER019C-A_mRNA, YER087C-B_mRNA
OG0004986	FBpp0073336	YDR292C_mRNA
OG0004987	FBpp0087477, FBpp0087476	YNL035C_mRNA
OG0004991	FBpp0072453, FBpp0311212	YLR071C_mRNA
OG0004993	FBpp0074178	YDR159W_mRNA
OG0004994	FBpp0075684	YGR074W_mRNA
OG0004996	FBpp0083078	YDL217C_mRNA
OG0004997	FBpp0070430, FBpp0083293	YDR429C_mRNA
OG0005004	FBpp0075148	YNL163C_mRNA
OG0005005	FBpp0082984	YKR081C_mRNA
OG0005006	FBpp0075756	YNL308C_mRNA
OG0005007	FBpp0075399	YDR097C_mRNA
OG0005008	FBpp0070812	YFL025C_mRNA
OG0005009	FBpp0070584	YLR447C_mRNA
OG0005011	FBpp0072446	YOL133W_mRNA
OG0005014	FBpp0084191	YNL207W_mRNA
OG0005015	FBpp0086380, FBpp0305372	YMR012W_mRNA
OG0005017	FBpp0083440	YEL021W_mRNA
OG0005020	FBpp0081209	YOL125W_mRNA
OG0005022	FBpp0083134	YLR298C_mRNA
OG0005023	FBpp0077581, FBpp0306868, FBpp0306867	YEL024W_mRNA
OG0005024	FBpp0085809	YGR264C_mRNA
OG0005029	FBpp0079409	YDR027C_mRNA
OG0005031	FBpp0073316	YCR063W_mRNA
OG0005033	FBpp0307951, FBpp0081197	YOL058W_mRNA
OG0005034	FBpp0072691	YLR181C_mRNA
OG0005037	FBpp0310396, FBpp0076917	YLR276C_mRNA
OG0005040	FBpp0305644, FBpp0078024	YHR200W_mRNA
OG0005043	FBpp0083659	YNL110C_mRNA
OG0005044	FBpp0291138, FBpp0070355	YFR051C_mRNA
OG0005046	FBpp0111355	YGL018C_mRNA
OG0005047	FBpp0305289, FBpp0075448	YDL208W_mRNA
OG0005049	FBpp0099977	YLR289W_mRNA
OG0005053	FBpp0084342, FBpp0312340	YJL125C_mRNA
OG0005054	FBpp0079780, FBpp0305675	YOR272W_mRNA
OG0005055	FBpp0290815, FBpp0305646, FBpp0305647, FBpp0290816	YOL034W_mRNA
OG0005056	FBpp0078053, FBpp0078054	YNL286W_mRNA
OG0005058	FBpp0070795	YLR088W_mRNA
OG0005059	FBpp0289927, FBpp0112428, FBpp0289928, FBpp0289926, FBpp0112427, FBpp0311162	YJR142W_mRNA
OG0005060	FBpp0085042, FBpp0076890	YGL048C_mRNA
OG0005061	FBpp0073651	YOL010W_mRNA
OG0005062	FBpp0076789	YPR175W_mRNA
OG0005063	FBpp0071277	YGR211W_mRNA
OG0005067	FBpp0085884	YLR316C_mRNA
OG0005070	FBpp0309414, FBpp0071365	YOR056C_mRNA
OG0005072	FBpp0074318	YOR141C_mRNA
OG0005073	FBpp0309417, FBpp0070729	YEL032W_mRNA
OG0005075	FBpp0089163, FBpp0088317	YDR301W_mRNA
OG0005076	FBpp0082592	YMR218C_mRNA
OG0005077	FBpp0081350	YNL253W_mRNA
OG0005078	FBpp0073678	YOR005C_mRNA
OG0005079	FBpp0074742	YMR247C_mRNA
OG0005080	FBpp0070415	YER048W-A_mRNA
OG0005081	FBpp0078929	YDR299W_mRNA
OG0005083	FBpp0070949	YBR246W_mRNA
OG0005084	FBpp0075169	YOL033W_mRNA
OG0005085	FBpp0077885	YNL284C_mRNA
OG0005094	FBpp0087959, FBpp0089188	YMR234W_mRNA
OG0005117	FBpp0073691, FBpp0291026, FBpp0072155	YCL057C-A_mRNA
OG0005130	FBpp0309878, FBpp0073524	YCR071C_mRNA
OG0005131	FBpp0311349, FBpp0073636	YLR114C_mRNA
OG0005134	FBpp0074115, FBpp0309740	YJL011C_mRNA
OG0005158	FBpp0077576, FBpp0294064, FBpp0297297	YBR192W_mRNA
OG0005161	FBpp0078101, FBpp0078099, FBpp0305036, FBpp0292150, FBpp0078100	YHR037W_mRNA
OG0005165	FBpp0078365, FBpp0306962	YPR049C_mRNA
OG0005189	FBpp0081633, FBpp0306742	YML088W_mRNA
OG0005192	FBpp0082011	YDR392W_mRNA
OG0005211	FBpp0085137	YMR269W_mRNA
OG0005221	FBpp0309013, FBpp0309012, FBpp0086500, FBpp0086499, FBpp0309014	YNL224C_mRNA
OG0005243	FBpp0110592, FBpp0307005, FBpp0307006, FBpp0110549	YFL027C_mRNA
OG0005570	FBpp0081608	YNR030W_mRNA
OG0005577	FBpp0311948, FBpp0073677, FBpp0309345, FBpp0073643, FBpp0079964	YDR400W_mRNA
OG0005585	FBpp0076883	YGR262C_mRNA
OG0005586	FBpp0110417, FBpp0305699, FBpp0310509, FBpp0110415	YDR080W_mRNA
OG0005591	FBpp0086074, FBpp0074386	YMR135C_mRNA
OG0005594	FBpp0307457, FBpp0077353	YMR240C_mRNA
OG0005595	FBpp0301847, FBpp0070136	YLR268W_mRNA
OG0005596	FBpp0072050	YLR354C_mRNA, YGR043C_mRNA
OG0005598	FBpp0077790	YOR027W_mRNA
OG0005599	FBpp0079294	YLR459W_mRNA
OG0005603	FBpp0084610	YOR275C_mRNA, YPL084W_mRNA
OG0005606	FBpp0074714	YDR302W_mRNA
OG0005608	FBpp0082062	YML092C_mRNA
OG0005609	FBpp0071553	YJL124C_mRNA
OG0005613	FBpp0289873, FBpp0083893	YLR438C-A_mRNA
OG0005620	FBpp0087096, FBpp0087095	YJR064W_mRNA
OG0005622	FBpp0079470	YDR339C_mRNA
OG0005624	FBpp0078372	YAL043C_mRNA
OG0005625	FBpp0086158, FBpp0086159	YDR294C_mRNA
OG0005627	FBpp0076295, FBpp0271836	YDR142C_mRNA
OG0005628	FBpp0306062, FBpp0075386, FBpp0075385	YPR081C_mRNA, YBR121C_mRNA
OG0005642	FBpp0297987, FBpp0303977	YLR305C_mRNA
OG0005645	FBpp0075690	YOR339C_mRNA
OG0005647	FBpp0080048	YGL137W_mRNA
OG0005650	FBpp0111294	YHR143W-A_mRNA
OG0005654	FBpp0084043	YAL044W-A_mRNA
OG0005658	FBpp0290556, FBpp0310411	YMR217W_mRNA
OG0005659	FBpp0084144	YNL075W_mRNA
OG0005660	FBpp0085566, FBpp0309594	YGR280C_mRNA
OG0005662	FBpp0110439, FBpp0110438, FBpp0110436	YBR251W_mRNA
OG0005664	FBpp0072674	YJR022W_mRNA
OG0005665	FBpp0085129	YBL013W_mRNA
OG0005666	FBpp0302006	YLR106C_mRNA
OG0005670	FBpp0077262	YER157W_mRNA
OG0005672	FBpp0081263	YBR146W_mRNA
OG0005674	FBpp0071285, FBpp0305943	YAL032C_mRNA
OG0005677	FBpp0076558	YOR254C_mRNA
OG0005680	FBpp0289202	YML096W_mRNA
OG0005682	FBpp0078358	YER061C_mRNA
OG0005685	FBpp0076894	YJR017C_mRNA
OG0005686	FBpp0079182	YOR159C_mRNA
OG0005687	FBpp0081004	YIL150C_mRNA
OG0005688	FBpp0088368	YJL153C_mRNA
OG0005689	FBpp0074267, FBpp0306150	YLR387C_mRNA, YBR267W_mRNA
OG0005693	FBpp0087116	YHL030W_mRNA
OG0005696	FBpp0071594, FBpp0071593	YHR005C-A_mRNA
OG0005697	FBpp0080704, FBpp0304829, FBpp0307611	YNL113W_mRNA
OG0005699	FBpp0290456, FBpp0081028	YOL096C_mRNA
OG0005700	FBpp0292594, FBpp0080286	YGR024C_mRNA
OG0005703	FBpp0311888, FBpp0074554	YPR166C_mRNA
OG0005706	FBpp0081459	YPL045W_mRNA
OG0005708	FBpp0071193	YPL146C_mRNA
OG0005711	FBpp0077335	YIL110W_mRNA
OG0005712	FBpp0087472, FBpp0300657	YOR356W_mRNA
OG0005714	FBpp0075693	YFL045C_mRNA
OG0005715	FBpp0072214	YDR266C_mRNA
OG0005716	FBpp0070382	YMR093W_mRNA
OG0005718	FBpp0073902	YDR188W_mRNA
OG0005719	FBpp0072334	YPL097W_mRNA
OG0005721	FBpp0077099	YHL004W_mRNA
OG0005722	FBpp0071562	YHR089C_mRNA
OG0005726	FBpp0293581, FBpp0083949	YLR066W_mRNA
OG0005728	FBpp0078971	YJL109C_mRNA
OG0005729	FBpp0082867	YER006W_mRNA
OG0005730	FBpp0070457	YLR291C_mRNA
OG0005734	FBpp0083684, FBpp0083683	YDR212W_mRNA
OG0005736	FBpp0302793, FBpp0074070, FBpp0111781	YDL029W_mRNA
OG0005738	FBpp0086748, FBpp0308976	YBR026C_mRNA
OG0005741	FBpp0080829, FBpp0304487	YIR005W_mRNA
OG0005742	FBpp0080894, FBpp0305185, FBpp0291434, FBpp0305184	YHR166C_mRNA
OG0005746	FBpp0075701	YGR252W_mRNA
OG0005747	FBpp0070646	YLR186W_mRNA
OG0005748	FBpp0085222	YJR070C_mRNA
OG0005751	FBpp0077106, FBpp0307904	YKL019W_mRNA
OG0005756	FBpp0081087	YLR243W_mRNA
OG0005757	FBpp0078684	YJR069C_mRNA
OG0005758	FBpp0078831	YKL013C_mRNA
OG0005761	FBpp0308465, FBpp0290123	YDL219W_mRNA
OG0005764	FBpp0081260, FBpp0308769	YDR236C_mRNA
OG0005766	FBpp0083317	YOR280C_mRNA, YMR222C_mRNA, YHR049W_mRNA
OG0005768	FBpp0074902	YDL150W_mRNA
OG0005771	FBpp0310050, FBpp0079118	YNR050C_mRNA
OG0005772	FBpp0086704	YPL013C_mRNA
OG0005775	FBpp0075946	YGR227W_mRNA
OG0005779	FBpp0070811	YBL020W_mRNA
OG0005780	FBpp0292215, FBpp0073010, FBpp0083183	YOR142W_mRNA
OG0005781	FBpp0078278	YDL147W_mRNA
OG0005783	FBpp0083932	YLR166C_mRNA
OG0005784	FBpp0307426, FBpp0081896, FBpp0307425	YLR384C_mRNA
OG0005785	FBpp0086314	YJL069C_mRNA
OG0005786	FBpp0080009, FBpp0290465	YDL190C_mRNA
OG0005788	FBpp0085870	YLL031C_mRNA
OG0005789	FBpp0074800	YKL151C_mRNA
OG0005790	FBpp0087482, FBpp0087481	YGR283C_mRNA, YMR310C_mRNA
OG0005794	FBpp0085693	YDR083W_mRNA
OG0005796	FBpp0089377, FBpp0077414, FBpp0079017	YOR100C_mRNA
OG0005797	FBpp0080510	YOL041C_mRNA
OG0005798	FBpp0084348	YDR489W_mRNA
OG0005804	FBpp0079295, FBpp0305606, FBpp0305605	YHR111W_mRNA
OG0005805	FBpp0086599	YDR472W_mRNA
OG0005808	FBpp0307924, FBpp0077802	YHR062C_mRNA
OG0005813	FBpp0088874, FBpp0304687, FBpp0079214, FBpp0304688, FBpp0079215	YLR245C_mRNA
OG0005817	FBpp0078463	YEL038W_mRNA
OG0005819	FBpp0310321, FBpp0070129	YOR222W_mRNA, YPL134C_mRNA
OG0005830	FBpp0071102, FBpp0308752	YHR085W_mRNA
OG0005841	FBpp0071715, FBpp0292778	YMR027W_mRNA
OG0005853	FBpp0072848	YAR035W_mRNA
OG0005878	FBpp0288960, FBpp0075820, FBpp0110179	YGR181W_mRNA
OG0005889	FBpp0077507	YBL104C_mRNA
OG0005954	FBpp0087350	YDR460W_mRNA
OG0005956	FBpp0087526	YNL044W_mRNA
OG0005959	FBpp0087883	YGR163W_mRNA
OG0005969	FBpp0300671, FBpp0089022	YOR166C_mRNA
OG0005985	FBpp0289255, FBpp0289254	YMR244C-A_mRNA
OG0005986	FBpp0289521, FBpp0305218	YLR193C_mRNA
OG0005999	FBpp0301834	YPR026W_mRNA
OG0006003	FBpp0311059	YBL098W_mRNA
OG0006378	FBpp0083244	YLR323C_mRNA
OG0006384	FBpp0075046, FBpp0289942	YAL033W_mRNA
OG0006395	FBpp0305736, FBpp0075958	YJR104C_mRNA
OG0006397	FBpp0311704, FBpp0077251	YPL160W_mRNA
OG0006398	FBpp0289266	YMR194C-B_mRNA
OG0006402	FBpp0084067	YOR210W_mRNA
OG0006404	FBpp0290166, FBpp0305282	YMR038C_mRNA
OG0006405	FBpp0087709	YGR245C_mRNA
OG0006407	FBpp0072659	YNL252C_mRNA
OG0006413	FBpp0071771	YDR337W_mRNA
OG0006418	FBpp0309945, FBpp0072119	YIL091C_mRNA
OG0006419	FBpp0297503, FBpp0297502, FBpp0112456	YMR061W_mRNA
OG0006424	FBpp0291495, FBpp0307804	YER021W_mRNA
OG0006429	FBpp0077208	YDR166C_mRNA
OG0006430	FBpp0081488	YER094C_mRNA
OG0006433	FBpp0077133	YNL325C_mRNA
OG0006434	FBpp0073458	YHR121W_mRNA
OG0006437	FBpp0081862, FBpp0312218	YGL241W_mRNA
OG0006440	FBpp0075168	YGR185C_mRNA
OG0006443	FBpp0310356	YPL157W_mRNA
OG0006444	FBpp0292779, FBpp0074266, FBpp0292781, FBpp0292780	YKL086W_mRNA
OG0006452	FBpp0076867, FBpp0304189, FBpp0303184	YFL044C_mRNA
OG0006454	FBpp0088021	YKL145W_mRNA
OG0006455	FBpp0086066, FBpp0086067	YGR253C_mRNA
OG0006459	FBpp0078973, FBpp0304602	YOR048C_mRNA
OG0006461	FBpp0081082	YLR051C_mRNA
OG0006464	FBpp0085713	YMR073C_mRNA
OG0006465	FBpp0070467, FBpp0309752, FBpp0071731	YGL244W_mRNA
OG0006468	FBpp0070861, FBpp0309041	YGR116W_mRNA
OG0006475	FBpp0076090, FBpp0304934	YCR042C_mRNA
OG0006477	FBpp0071685, FBpp0071686	YJL154C_mRNA
OG0006478	FBpp0087712	YGL211W_mRNA
OG0006479	FBpp0079642, FBpp0304506	YJL002C_mRNA
OG0006488	FBpp0100180	Q0275_mRNA
OG0006489	FBpp0081756	YLR274W_mRNA
OG0006490	FBpp0070875	YFL030W_mRNA
OG0006494	FBpp0077363, FBpp0310349	YOR074C_mRNA
OG0006495	FBpp0070562, FBpp0305927, FBpp0070561	YPR144C_mRNA
OG0006496	FBpp0084759	YOR184W_mRNA
OG0006497	FBpp0307248, FBpp0085379	YMR131C_mRNA
OG0006499	FBpp0074662	YHR027C_mRNA
OG0006500	FBpp0079648	YER070W_mRNA, YIL066C_mRNA
OG0006502	FBpp0075866, FBpp0075865	YOR119C_mRNA
OG0006510	FBpp0075676	YDL043C_mRNA
OG0006511	FBpp0290181	YMR272C_mRNA
OG0006513	FBpp0071072	YHR077C_mRNA
OG0006515	FBpp0080017	YBR243C_mRNA
OG0006516	FBpp0082298	YDR361C_mRNA
OG0006517	FBpp0113022	YIL008W_mRNA
OG0006518	FBpp0078961, FBpp0309858, FBpp0309857	YNL062C_mRNA
OG0006519	FBpp0070748	YNL221C_mRNA
OG0006521	FBpp0087764	YJL008C_mRNA
OG0006523	FBpp0073099, FBpp0305745	YDL098C_mRNA
OG0006528	FBpp0311819, FBpp0305180	YHR186C_mRNA
OG0006529	FBpp0086416	YPL125W_mRNA
OG0006530	FBpp0078326	YPR055W_mRNA
OG0006531	FBpp0305334, FBpp0074964	YDR486C_mRNA
OG0006535	FBpp0303867, FBpp0303866	YJL072C_mRNA
OG0006537	FBpp0074054, FBpp0310006	YER143W_mRNA
OG0006539	FBpp0088538, FBpp0088537	YOR308C_mRNA
OG0006540	FBpp0083036	YKL206C_mRNA
OG0006542	FBpp0084341	YLR435W_mRNA
OG0006545	FBpp0083132	YMR293C_mRNA
OG0006546	FBpp0297223, FBpp0076848	YOR065W_mRNA
OG0006547	FBpp0071045, FBpp0309148	YDL058W_mRNA
OG0006550	FBpp0073983	YLR085C_mRNA
OG0006555	FBpp0307950, FBpp0082356, FBpp0312479	YGR171C_mRNA
OG0006557	FBpp0086640	YOR341W_mRNA
OG0006558	FBpp0081095, FBpp0308784	YLR271W_mRNA
OG0006559	FBpp0079444	YCL001W-A_mRNA, YNL001W_mRNA
OG0006563	FBpp0082231	YLR409C_mRNA
OG0006565	FBpp0086531	YBR282W_mRNA
OG0006566	FBpp0079219	YCL055W_mRNA
OG0006567	FBpp0076246, FBpp0306036	YHR075C_mRNA
OG0006570	FBpp0312226, FBpp0078584	YBR079C_mRNA
OG0006572	FBpp0271517, FBpp0312545	YPL029W_mRNA
OG0006575	FBpp0075302	YLL011W_mRNA
OG0006577	FBpp0081466, FBpp0290464, FBpp0305822	YBR097W_mRNA
OG0006584	FBpp0070007	YPR040W_mRNA
OG0006585	FBpp0080828	YLR401C_mRNA
OG0006587	FBpp0073893	YNL172W_mRNA
OG0006589	FBpp0076418	YHR068W_mRNA
OG0006590	FBpp0077734	YDR173C_mRNA
OG0006592	FBpp0075610, FBpp0304385	YDR410C_mRNA
OG0006596	FBpp0302530	YJL140W_mRNA
OG0006598	FBpp0074121, FBpp0302657	YJR014W_mRNA
OG0006600	FBpp0073196	YGL232W_mRNA
OG0006601	FBpp0079266	YKL018W_mRNA
OG0006602	FBpp0087461	YLR222C_mRNA
OG0006605	FBpp0086711	YPR066W_mRNA
OG0006607	FBpp0080052	YDR087C_mRNA
OG0006608	FBpp0290849, FBpp0084930	YKL195W_mRNA
OG0006610	FBpp0289234	YNL022C_mRNA
OG0006611	FBpp0079812, FBpp0311114	YBR087W_mRNA
OG0006614	FBpp0290540, FBpp0288780	YDR325W_mRNA
OG0006615	FBpp0071743	YKL215C_mRNA
OG0006616	FBpp0111673	YEL029C_mRNA, YNR027W_mRNA
OG0006617	FBpp0074047	YBR136W_mRNA
OG0006618	FBpp0078142	YDR419W_mRNA
OG0006619	FBpp0309612, FBpp0073433	YMR080C_mRNA
OG0006620	FBpp0071095, FBpp0311869	YPL028W_mRNA
OG0006621	FBpp0291534	YPL040C_mRNA
OG0006622	FBpp0081882	YGR078C_mRNA
OG0006625	FBpp0085393	YKL134C_mRNA
OG0006626	FBpp0077735	YCR072C_mRNA
OG0006627	FBpp0080045	YMR028W_mRNA
OG0006628	FBpp0304097, FBpp0073649	YJR024C_mRNA
OG0006630	FBpp0083238	YOL076W_mRNA
OG0006631	FBpp0074822	YNR007C_mRNA
OG0006636	FBpp0071279	YEL002C_mRNA
OG0006637	FBpp0100177	Q0250_mRNA
OG0006638	FBpp0100176	Q0045_mRNA, Q0070_mRNA
OG0006647	FBpp0305638, FBpp0072825	YER087W_mRNA
OG0006650	FBpp0070083	YPL111W_mRNA
OG0006655	FBpp0070638	YMR201C_mRNA
OG0006658	FBpp0084781, FBpp0070840, FBpp0070839	YEL004W_mRNA
OG0006673	FBpp0302898, FBpp0071947	YHR181W_mRNA
