Orthogroup	fly	neurospora
OG0004319	FBpp0083319	EAA26607
OG0004322	FBpp0085888	EAA27214
OG0004324	FBpp0084021	EAA29590
OG0004325	FBpp0072887	EAA26604
OG0004326	FBpp0074729	ESA43295
OG0004328	FBpp0310328, FBpp0080488, FBpp0300961	EAA34878
OG0004329	FBpp0081867	ESA43494
OG0004331	FBpp0112173, FBpp0112174	EAA31911
OG0004332	FBpp0080121	EAA27728
OG0004333	FBpp0307162, FBpp0077461	EAA32007
OG0004334	FBpp0076608	ESA44253, EAA29065
OG0004336	FBpp0077149	EAA33165
OG0004338	FBpp0303954, FBpp0077859	EAA30558
OG0004339	FBpp0086548, FBpp0289552	EDO65037
OG0004345	FBpp0070637	EAA32836
OG0004346	FBpp0082187	EAA30278
OG0004347	FBpp0312219, FBpp0088416	EAA33168
OG0004348	FBpp0074907, FBpp0304196	ESA43265
OG0004349	FBpp0072626, FBpp0305589	EAA34967
OG0004351	FBpp0309805, FBpp0079381, FBpp0308633, FBpp0089195	EAA36497
OG0004352	FBpp0084904, FBpp0071021, FBpp0072711, FBpp0305592	EAA35915
OG0004353	FBpp0290511	EAA32366
OG0004355	FBpp0080146, FBpp0080147	EAA35040
OG0004357	FBpp0304838, FBpp0304839, FBpp0070307, FBpp0070306, FBpp0070305	EAA32232
OG0004360	FBpp0309168, FBpp0073679	EAA27645
OG0004361	FBpp0289977, FBpp0422629	EAA35059
OG0004362	FBpp0309565, FBpp0080102, FBpp0311573	EAA34963
OG0004364	FBpp0075970	ESA44139
OG0004365	FBpp0073903, FBpp0312007	EDO64977
OG0004366	FBpp0297229, FBpp0073143	EAA26883
OG0004367	FBpp0087607	EAA35030
OG0004368	FBpp0271781	EAA26930
OG0004369	FBpp0079582	EAA30767
OG0004370	FBpp0080024	EAA31665
OG0004371	FBpp0072004	EAA33023
OG0004373	FBpp0085421, FBpp0085420, FBpp0085422	EAA32165
OG0004375	FBpp0084241	EAA28537, ESA42605, EAA27425
OG0004376	FBpp0311656, FBpp0289997, FBpp0072779	EAA29128
OG0004377	FBpp0079617	EDO65444
OG0004380	FBpp0084617	EAA31868
OG0004381	FBpp0086701, FBpp0308991	ESA43665
OG0004382	FBpp0303270, FBpp0305141, FBpp0072197	EAA27014
OG0004387	FBpp0073459	EAA36117
OG0004388	FBpp0312065, FBpp0082384, FBpp0301701	EAA33799
OG0004390	FBpp0074513, FBpp0074512, FBpp0306392	EAA31100
OG0004391	FBpp0079522, FBpp0079521, FBpp0310307, FBpp0297128	EAA33359
OG0004392	FBpp0077900	EAA34862
OG0004393	FBpp0078565	EAA28248
OG0004394	FBpp0099906, FBpp0311946	EAA35809
OG0004398	FBpp0110174	EAA28509
OG0004399	FBpp0310302, FBpp0080297	EAA27530
OG0004401	FBpp0292309, FBpp0072546	EAA35576
OG0004403	FBpp0302563, FBpp0072404	EAA32399
OG0004404	FBpp0083926	EAA32173
OG0004406	FBpp0072898	EAA34717
OG0004407	FBpp0083395	EAA30951
OG0004409	FBpp0079328, FBpp0312104, FBpp0099990	EAA34807
OG0004410	FBpp0080769, FBpp0304827, FBpp0077326	ESA42244
OG0004411	FBpp0086520	EAA33454
OG0004412	FBpp0078234, FBpp0301284, FBpp0301285, FBpp0086474	EAA28228
OG0004413	FBpp0088054, FBpp0086790, FBpp0290603	EAA32277
OG0004414	FBpp0086674	EAA28727
OG0004415	FBpp0073204	EAA31967
OG0004416	FBpp0292527, FBpp0076226	EAA28849
OG0004418	FBpp0076112	EAA35778
OG0004420	FBpp0081347	EAA27020
OG0004422	FBpp0083687	EAA28375
OG0004424	FBpp0086795	EAA27729
OG0004425	FBpp0308483, FBpp0086897, FBpp0305104	EAA31111, EAA35505
OG0004426	FBpp0072054, FBpp0304305	EAA30876
OG0004428	FBpp0073139, FBpp0073140, FBpp0301544, FBpp0301747	ESA43635
OG0004429	FBpp0074789, FBpp0312166, FBpp0305426	EAA35934
OG0004430	FBpp0071088, FBpp0071087	ESA43687
OG0004431	FBpp0076410	EAA27620
OG0004432	FBpp0083673	EAA32884
OG0004433	FBpp0084648, FBpp0073995	EAA31571
OG0004437	FBpp0076907, FBpp0312074	EAA29773
OG0004438	FBpp0071138	EAA27845
OG0004440	FBpp0084059, FBpp0306445	EAA33713
OG0004441	FBpp0077125	ESA41866
OG0004442	FBpp0086953	EAA31361
OG0004444	FBpp0088357, FBpp0088356, FBpp0312552	EAA31424
OG0004445	FBpp0080402, FBpp0089296, FBpp0308004, FBpp0080403, FBpp0080404	EAA33978
OG0004446	FBpp0293514, FBpp0075293, FBpp0075294, FBpp0099969	EAA33586
OG0004448	FBpp0075794	EAA36521
OG0004449	FBpp0307004, FBpp0110411, FBpp0110410, FBpp0290671, FBpp0290669, FBpp0290670	EAA32551
OG0004450	FBpp0307568, FBpp0078500	EAA30542
OG0004451	FBpp0293855, FBpp0078497, FBpp0078496, FBpp0307562, FBpp0311426	EAA35494
OG0004456	FBpp0079813	EAA32075
OG0004458	FBpp0303527, FBpp0081011	EAA36580
OG0004460	FBpp0077043	EAA30408
OG0004461	FBpp0291705, FBpp0082666	EAA32393
OG0004464	FBpp0293897	EAA33563
OG0004466	FBpp0080383	EAA31710
OG0004469	FBpp0077636	ESA43046
OG0004471	FBpp0078711	EAA30590, EAA36512
OG0004478	FBpp0070373	EAA33336
OG0004482	FBpp0071064, FBpp0071065, FBpp0071066, FBpp0309126	EAA30364
OG0004485	FBpp0071759	EAA28457
OG0004499	FBpp0081792, FBpp0074672, FBpp0304965	EAA32584
OG0004503	FBpp0075396	EAA34843
OG0004522	FBpp0079203	EAA33728
OG0004527	FBpp0079580, FBpp0079579, FBpp0079581, FBpp0304055	EAA31673
OG0004530	FBpp0079732	EAA31164
OG0004538	FBpp0080630, FBpp0310379	EAA31894
OG0004540	FBpp0304008, FBpp0080873	EAA31112, ESA44124, EAA29774
OG0004559	FBpp0083583, FBpp0307185	EAA30209
OG0004561	FBpp0084047, FBpp0303340, FBpp0308280, FBpp0297302, FBpp0303341, FBpp0084048	ESA43339
OG0004563	FBpp0084722, FBpp0084723, FBpp0084721, FBpp0307744	EAA35389
OG0004571	FBpp0309036, FBpp0086284	EAA31898
OG0004572	FBpp0089100, FBpp0293289, FBpp0086379, FBpp0086375	EAA27709, EAA31722
OG0004584	FBpp0308411, FBpp0087735	EDO65208
OG0004591	FBpp0088691, FBpp0088692, FBpp0088690	EAA28394
OG0004594	FBpp0288790, FBpp0288789	EAA35142
OG0004602	FBpp0312382, FBpp0291508	ESA43385
OG0004603	FBpp0292802, FBpp0292799, FBpp0292800, FBpp0306435, FBpp0292801	EAA33634
OG0004838	FBpp0080114	EAA33549
OG0004839	FBpp0078731	EAA27043
OG0004841	FBpp0312175, FBpp0078980	EAA27013
OG0004843	FBpp0309810, FBpp0080647	EAA26677
OG0004848	FBpp0309346	EAA35605
OG0004850	FBpp0307645, FBpp0085479	EAA33138
OG0004857	FBpp0088085	EAA31205
OG0004858	FBpp0070333	EAA32877
OG0004859	FBpp0293887, FBpp0070832	EAA32791
OG0004860	FBpp0291632, FBpp0084761, FBpp0084762	EAA31979
OG0004861	FBpp0088015	EAA33128
OG0004873	FBpp0075612	EAA28087
OG0004875	FBpp0077128, FBpp0303852, FBpp0303851	EAA31884
OG0004876	FBpp0078436, FBpp0301220, FBpp0305944	EAA28244
OG0004877	FBpp0086387	ESA42568
OG0004881	FBpp0297722, FBpp0086164	EAA28545
OG0004882	FBpp0086115	EAA36450
OG0004889	FBpp0087094	EAA32116
OG0004895	FBpp0079258	EAA30561
OG0004896	FBpp0084190	ESA43163
OG0004897	FBpp0305737, FBpp0290696	EAA27369
OG0004899	FBpp0070475	EAA30004
OG0004900	FBpp0074660, FBpp0074661	EAA26769
OG0004902	FBpp0297513, FBpp0086604, FBpp0086603	EAA27271
OG0004905	FBpp0087677, FBpp0087676	EAA30367
OG0004906	FBpp0079324	EAA29924
OG0004908	FBpp0071700	ESA43611
OG0004909	FBpp0088523, FBpp0088952	EAA35374
OG0004910	FBpp0075743, FBpp0305549	EAA32389
OG0004914	FBpp0086098, FBpp0086097	EAA30291
OG0004921	FBpp0071973	EAA36560
OG0004923	FBpp0311993, FBpp0073416	EAA29276
OG0004925	FBpp0072256, FBpp0072255, FBpp0072254	EAA36081
OG0004927	FBpp0309729, FBpp0289852	EAA34833
OG0004929	FBpp0073648	EAA29196
OG0004930	FBpp0087907	EAA34999
OG0004931	FBpp0113035	EAA32088
OG0004932	FBpp0312006, FBpp0073901	EAA35857
OG0004933	FBpp0082928, FBpp0312516	EAA29241
OG0004935	FBpp0296955, FBpp0291066	ESA42757
OG0004942	FBpp0081644	EAA28580
OG0004949	FBpp0112160	EAA30285
OG0004950	FBpp0078992	EAA28594
OG0004952	FBpp0076325, FBpp0306023	EAA30071
OG0004953	FBpp0088179	EAA26816, EAA29370
OG0004955	FBpp0076359	EAA36538
OG0004956	FBpp0084639	EAA33748
OG0004957	FBpp0072239	EAA33697
OG0004958	FBpp0084189, FBpp0312547	EAA28102
OG0004960	FBpp0311555, FBpp0077551	EAA36597
OG0004963	FBpp0083160, FBpp0304474	EDO65346
OG0004965	FBpp0304831, FBpp0070301	EAA34304
OG0004967	FBpp0076408	EAA34887
OG0004968	FBpp0302592, FBpp0071439	EAA35222
OG0004972	FBpp0072084, FBpp0072083, FBpp0072085	EAA32167
OG0004973	FBpp0073806	EAA31624
OG0004974	FBpp0112150	EAA35174, EAA32441, EAA30867, EAA33119
OG0004975	FBpp0085477, FBpp0298837	EAA35781
OG0004976	FBpp0079234	EAA32988
OG0004977	FBpp0301603, FBpp0078130	EAA31599
OG0004978	FBpp0305584, FBpp0078076	EAA34384
OG0004979	FBpp0074075, FBpp0309768	EAA32669
OG0004980	FBpp0072658	EAA31874
OG0004981	FBpp0081606, FBpp0081607, FBpp0304082	EAA26757
OG0004982	FBpp0076478	EAA32725
OG0004984	FBpp0086627	EAA36046
OG0004985	FBpp0077936	EAA34648
OG0004986	FBpp0073336	EDO65366
OG0004987	FBpp0087477, FBpp0087476	EAA36465
OG0004991	FBpp0072453, FBpp0311212	EAA29085
OG0004992	FBpp0082818, FBpp0307992, FBpp0082819, FBpp0307993	EAA29958
OG0004993	FBpp0074178	ESA42544
OG0004994	FBpp0075684	ESA44334
OG0004996	FBpp0083078	EAA31951
OG0004997	FBpp0070430, FBpp0083293	EAA33480
OG0005003	FBpp0289936, FBpp0303819	EDO65449
OG0005004	FBpp0075148	ESA43223
OG0005005	FBpp0082984	EAA34504
OG0005006	FBpp0075756	EAA26715
OG0005007	FBpp0075399	EAA30442
OG0005008	FBpp0070812	EAA33455
OG0005009	FBpp0070584	EAA27606
OG0005014	FBpp0084191	EAA32736
OG0005015	FBpp0086380, FBpp0305372	EAA27772
OG0005017	FBpp0083440	EAA26639
OG0005022	FBpp0083134	EAA32191
OG0005023	FBpp0077581, FBpp0306868, FBpp0306867	EAA33112
OG0005024	FBpp0085809	EAA35402
OG0005025	FBpp0086323	EAA27168
OG0005028	FBpp0077315, FBpp0304730	EAA35808
OG0005029	FBpp0079409	EAA32302
OG0005030	FBpp0293077, FBpp0100020	ESA43355
OG0005031	FBpp0073316	EAA28067
OG0005033	FBpp0307951, FBpp0081197	ESA43942
OG0005034	FBpp0072691	EAA35121
OG0005037	FBpp0310396, FBpp0076917	EAA31099
OG0005040	FBpp0305644, FBpp0078024	EAA36132
OG0005043	FBpp0083659	EAA33932
OG0005044	FBpp0291138, FBpp0070355	EAA26942
OG0005046	FBpp0111355	EAA28897
OG0005047	FBpp0305289, FBpp0075448	EAA31439
OG0005049	FBpp0099977	EAA28886
OG0005050	FBpp0078316	EAA33890
OG0005053	FBpp0084342, FBpp0312340	EAA31920
OG0005054	FBpp0079780, FBpp0305675	ESA42456
OG0005055	FBpp0290815, FBpp0305646, FBpp0305647, FBpp0290816	EAA34557
OG0005056	FBpp0078053, FBpp0078054	EAA34822
OG0005057	FBpp0086881, FBpp0086882	EAA36220
OG0005058	FBpp0070795	EAA30553
OG0005059	FBpp0289927, FBpp0112428, FBpp0289928, FBpp0289926, FBpp0112427, FBpp0311162	EAA33463, ESA42318
OG0005060	FBpp0085042, FBpp0076890	EAA34118
OG0005061	FBpp0073651	EAA36212
OG0005062	FBpp0076789	EAA29052
OG0005063	FBpp0071277	EAA34200
OG0005066	FBpp0079590, FBpp0304498	EAA29043
OG0005067	FBpp0085884	EAA26803
OG0005069	FBpp0078470, FBpp0078471, FBpp0078472, FBpp0082055	EAA29372
OG0005070	FBpp0309414, FBpp0071365	EAA28740
OG0005072	FBpp0074318	EAA33853
OG0005073	FBpp0309417, FBpp0070729	EAA33443
OG0005075	FBpp0089163, FBpp0088317	EAA35373
OG0005076	FBpp0082592	EAA30402
OG0005077	FBpp0081350	EAA34610
OG0005078	FBpp0073678	EAA33632
OG0005079	FBpp0074742	EAA32495
OG0005080	FBpp0070415	EAA35636
OG0005081	FBpp0078929	EAA31177
OG0005082	FBpp0071652, FBpp0085745, FBpp0308484	EAA29721
OG0005083	FBpp0070949	ESA41970
OG0005084	FBpp0075169	EAA27549
OG0005085	FBpp0077885	EAA33664
OG0005086	FBpp0072781	EAA30485
OG0005094	FBpp0087959, FBpp0089188	EAA30489
OG0005117	FBpp0073691, FBpp0291026, FBpp0072155	EAA27899
OG0005130	FBpp0309878, FBpp0073524	EAA30645
OG0005131	FBpp0311349, FBpp0073636	ESA43048
OG0005137	FBpp0309972, FBpp0074466	EAA35848
OG0005140	FBpp0075908, FBpp0074633, FBpp0075906	ESA42449
OG0005158	FBpp0077576, FBpp0294064, FBpp0297297	EAA36311
OG0005161	FBpp0078101, FBpp0078099, FBpp0305036, FBpp0292150, FBpp0078100	EAA34933
OG0005165	FBpp0078365, FBpp0306962	EAA28680
OG0005192	FBpp0082011	EAA33426
OG0005216	FBpp0298350, FBpp0298348, FBpp0085892, FBpp0298349	EAA33131
OG0005221	FBpp0309013, FBpp0309012, FBpp0086500, FBpp0086499, FBpp0309014	EAA30203
OG0005243	FBpp0110592, FBpp0307005, FBpp0307006, FBpp0110549	EAA32673
OG0005569	FBpp0071497	EAA28246
OG0005570	FBpp0081608	EAA34515
OG0005576	FBpp0291626, FBpp0072807, FBpp0072806	EAA31248
OG0005577	FBpp0311948, FBpp0073677, FBpp0309345, FBpp0073643, FBpp0079964	ESA44020, EAA34775
OG0005584	FBpp0308688, FBpp0073475	EAA33129
OG0005585	FBpp0076883	EAA28627
OG0005586	FBpp0110417, FBpp0305699, FBpp0310509, FBpp0110415	EAA30224
OG0005591	FBpp0086074, FBpp0074386	EAA32646
OG0005594	FBpp0307457, FBpp0077353	EAA34207
OG0005595	FBpp0301847, FBpp0070136	EAA31652
OG0005596	FBpp0072050	EAA35058
OG0005598	FBpp0077790	EAA35312
OG0005599	FBpp0079294	EAA35514
OG0005603	FBpp0084610	EAA30631, EAA33435
OG0005605	FBpp0073036	EAA29605
OG0005606	FBpp0074714	EAA31674
OG0005608	FBpp0082062	EAA34300
OG0005609	FBpp0071553	EAA27276
OG0005611	FBpp0307589	EAA33305
OG0005613	FBpp0289873, FBpp0083893	EAA29271
OG0005620	FBpp0087096, FBpp0087095	EAA27329
OG0005622	FBpp0079470	EAA32079
OG0005624	FBpp0078372	ESA44123
OG0005625	FBpp0086158, FBpp0086159	EAA34297
OG0005627	FBpp0076295, FBpp0271836	EAA33068
OG0005628	FBpp0306062, FBpp0075386, FBpp0075385	EAA28055
OG0005641	FBpp0072970	EAA29990
OG0005642	FBpp0297987, FBpp0303977	EAA34541
OG0005643	FBpp0308293, FBpp0084831	EAA35210
OG0005645	FBpp0075690	ESA44150
OG0005647	FBpp0080048	EAA33241
OG0005650	FBpp0111294	EAA27683
OG0005654	FBpp0084043	EAA34866
OG0005658	FBpp0290556, FBpp0310411	EAA30515
OG0005659	FBpp0084144	EAA31998
OG0005660	FBpp0085566, FBpp0309594	EAA36423
OG0005662	FBpp0110439, FBpp0110438, FBpp0110436	EAA27242
OG0005664	FBpp0072674	ESA44022
OG0005665	FBpp0085129	EAA31723
OG0005666	FBpp0302006	EAA28123
OG0005670	FBpp0077262	EAA30676
OG0005672	FBpp0081263	EAA31980
OG0005674	FBpp0071285, FBpp0305943	EAA31952
OG0005677	FBpp0076558	EAA33660, EAA27446
OG0005680	FBpp0289202	EAA32918
OG0005682	FBpp0078358	EAA26563
OG0005685	FBpp0076894	EAA33800
OG0005686	FBpp0079182	EAA33152
OG0005687	FBpp0081004	EAA31137
OG0005688	FBpp0088368	EAA31677
OG0005689	FBpp0074267, FBpp0306150	EAA28401
OG0005691	FBpp0309440, FBpp0079975	EAA34287
OG0005693	FBpp0087116	EAA35690
OG0005696	FBpp0071594, FBpp0071593	ESA44226
OG0005697	FBpp0080704, FBpp0304829, FBpp0307611	EAA28069
OG0005698	FBpp0075038	EAA28389
OG0005699	FBpp0290456, FBpp0081028	EAA29399
OG0005700	FBpp0292594, FBpp0080286	ESA43814
OG0005703	FBpp0311888, FBpp0074554	EAA35489
OG0005706	FBpp0081459	EAA33636
OG0005708	FBpp0071193	EAA32657
OG0005711	FBpp0077335	EAA35913
OG0005712	FBpp0087472, FBpp0300657	EAA30981
OG0005713	FBpp0072037	EAA33883
OG0005714	FBpp0075693	EAA34550
OG0005715	FBpp0072214	EAA30286
OG0005716	FBpp0070382	EAA28805
OG0005718	FBpp0073902	EAA29712
OG0005719	FBpp0072334	EAA36180
OG0005720	FBpp0081493	EAA27867
OG0005721	FBpp0077099	ESA41889
OG0005722	FBpp0071562	ESA42808
OG0005723	FBpp0078402	EAA35722
OG0005724	FBpp0076804	EAA36415
OG0005725	FBpp0084929	EAA32392
OG0005726	FBpp0293581, FBpp0083949	EAA31688
OG0005728	FBpp0078971	EAA28571
OG0005729	FBpp0082867	EAA34552
OG0005730	FBpp0070457	EAA31440
OG0005734	FBpp0083684, FBpp0083683	EAA26670
OG0005736	FBpp0302793, FBpp0074070, FBpp0111781	EAA28160
OG0005738	FBpp0086748, FBpp0308976	ESA44289
OG0005739	FBpp0075567	EAA32210
OG0005741	FBpp0080829, FBpp0304487	EAA35825
OG0005742	FBpp0080894, FBpp0305185, FBpp0291434, FBpp0305184	EAA32304
OG0005746	FBpp0075701	EDO65389
OG0005747	FBpp0070646	ESA41948
OG0005748	FBpp0085222	EAA32553
OG0005751	FBpp0077106, FBpp0307904	EAA32123
OG0005756	FBpp0081087	EAA36195
OG0005757	FBpp0078684	EAA26727
OG0005758	FBpp0078831	EAA36313
OG0005761	FBpp0308465, FBpp0290123	EAA26628
OG0005763	FBpp0311239, FBpp0071131	EAA32632
OG0005764	FBpp0081260, FBpp0308769	EAA26876, EAA28373
OG0005766	FBpp0083317	EAA35989, EAA32534
OG0005769	FBpp0110163, FBpp0076184	EAA28912
OG0005771	FBpp0310050, FBpp0079118	EAA31859
OG0005772	FBpp0086704	EAA35966
OG0005773	FBpp0309567, FBpp0080051	EDO65273
OG0005775	FBpp0075946	ESA43000
OG0005778	FBpp0072419, FBpp0304417	EAA35056
OG0005779	FBpp0070811	EAA30807
OG0005780	FBpp0292215, FBpp0073010, FBpp0083183	EAA32357
OG0005781	FBpp0078278	EAA36187
OG0005783	FBpp0083932	EAA34719
OG0005784	FBpp0307426, FBpp0081896, FBpp0307425	ESA43682
OG0005785	FBpp0086314	EAA36168
OG0005786	FBpp0080009, FBpp0290465	ESA43518
OG0005788	FBpp0085870	EAA27912
OG0005789	FBpp0074800	EAA36408
OG0005790	FBpp0087482, FBpp0087481	EAA36501
OG0005794	FBpp0085693	EAA32828
OG0005796	FBpp0089377, FBpp0077414, FBpp0079017	EAA32881
OG0005797	FBpp0080510	EAA29667
OG0005798	FBpp0084348	EAA35460
OG0005804	FBpp0079295, FBpp0305606, FBpp0305605	EAA35153
OG0005805	FBpp0086599	EAA31431
OG0005807	FBpp0084526, FBpp0084525, FBpp0084524	EAA35782
OG0005808	FBpp0307924, FBpp0077802	EAA36035
OG0005813	FBpp0088874, FBpp0304687, FBpp0079214, FBpp0304688, FBpp0079215	EAA36026
OG0005817	FBpp0078463	EAA33843
OG0005819	FBpp0310321, FBpp0070129	EAA31160
OG0005830	FBpp0071102, FBpp0308752	ESA43787
OG0005841	FBpp0071715, FBpp0292778	EAA28668
OG0005852	FBpp0072777	EAA28672
OG0005853	FBpp0072848	EAA27286
OG0005863	FBpp0074055, FBpp0310226, FBpp0074056, FBpp0089381, FBpp0310225	EAA27540
OG0005868	FBpp0075124	EAA26976
OG0005878	FBpp0288960, FBpp0075820, FBpp0110179	EAA33859
OG0005889	FBpp0077507	ESA43260
OG0005895	FBpp0078662, FBpp0311489, FBpp0311490	EAA26933
OG0005914	FBpp0082104, FBpp0292147	EAA26887
OG0005915	FBpp0082135, FBpp0291719	EAA28533
OG0005925	FBpp0306672, FBpp0083729	EAA28628
OG0005926	FBpp0303401, FBpp0303400, FBpp0084271	EDO65235
OG0005952	FBpp0086832, FBpp0086833	EAA30568
OG0005954	FBpp0087350	EAA36482
OG0005956	FBpp0087526	EDO65328
OG0005959	FBpp0087883	ESA43353
OG0005985	FBpp0289255, FBpp0289254	EAA30701
OG0005986	FBpp0289521, FBpp0305218	EAA31663
OG0006003	FBpp0311059	EAA30035
OG0006378	FBpp0083244	EAA35002
OG0006384	FBpp0075046, FBpp0289942	ESA42829
OG0006394	FBpp0311052, FBpp0084212, FBpp0084213, FBpp0311051	EAA33766
OG0006395	FBpp0305736, FBpp0075958	EAA35055
OG0006397	FBpp0311704, FBpp0077251	EAA33982
OG0006398	FBpp0289266	ESA43998
OG0006399	FBpp0311476, FBpp0070398	ESA43684
OG0006402	FBpp0084067	EAA35772
OG0006403	FBpp0073134	EAA31263
OG0006404	FBpp0290166, FBpp0305282	EAA33876
OG0006405	FBpp0087709	EAA33976
OG0006407	FBpp0072659	EAA29369
OG0006411	FBpp0072023, FBpp0112025	ESA44243
OG0006413	FBpp0071771	EAA27605
OG0006418	FBpp0309945, FBpp0072119	EAA32398
OG0006419	FBpp0297503, FBpp0297502, FBpp0112456	EAA29351
OG0006424	FBpp0291495, FBpp0307804	EAA30401
OG0006427	FBpp0073828	EAA36233
OG0006429	FBpp0077208	EAA33048
OG0006430	FBpp0081488	EAA35245
OG0006433	FBpp0077133	EAA32532
OG0006437	FBpp0081862, FBpp0312218	EAA32702
OG0006440	FBpp0075168	EAA29312
OG0006443	FBpp0310356	ESA44167
OG0006452	FBpp0076867, FBpp0304189, FBpp0303184	ESA41981
OG0006454	FBpp0088021	EAA34894
OG0006455	FBpp0086066, FBpp0086067	EAA32830
OG0006459	FBpp0078973, FBpp0304602	EAA27029
OG0006461	FBpp0081082	EAA28003
OG0006464	FBpp0085713	EAA30578
OG0006465	FBpp0070467, FBpp0309752, FBpp0071731	EAA28359
OG0006468	FBpp0070861, FBpp0309041	EAA29618
OG0006475	FBpp0076090, FBpp0304934	ESA43826
OG0006477	FBpp0071685, FBpp0071686	EAA33310
OG0006478	FBpp0087712	EAA30993
OG0006479	FBpp0079642, FBpp0304506	EAA36436
OG0006483	FBpp0079643, FBpp0304507	ESA42331
OG0006488	FBpp0100180	AGG15992
OG0006489	FBpp0081756	EAA32301
OG0006490	FBpp0070875	EAA26682
OG0006494	FBpp0077363, FBpp0310349	EAA28705
OG0006495	FBpp0070562, FBpp0305927, FBpp0070561	EAA35069
OG0006496	FBpp0084759	EAA26753
OG0006497	FBpp0307248, FBpp0085379	EAA29280
OG0006499	FBpp0074662	EAA32735
OG0006500	FBpp0079648	EAA27582
OG0006502	FBpp0075866, FBpp0075865	EAA26880
OG0006510	FBpp0075676	ESA43018
OG0006511	FBpp0290181	EAA26643
OG0006513	FBpp0071072	EAA32521
OG0006514	FBpp0078532, FBpp0085334	EAA32397
OG0006515	FBpp0080017	EDO65450
OG0006516	FBpp0082298	EAA32740
OG0006517	FBpp0113022	EAA31901
OG0006518	FBpp0078961, FBpp0309858, FBpp0309857	EAA30446
OG0006519	FBpp0070748	EAA36594
OG0006521	FBpp0087764	EAA29376
OG0006522	FBpp0111830, FBpp0074847	ESA43392
OG0006523	FBpp0073099, FBpp0305745	EAA32883
OG0006524	FBpp0072232, FBpp0072231, FBpp0290258, FBpp0072233	EAA35830
OG0006528	FBpp0311819, FBpp0305180	EAA36525
OG0006529	FBpp0086416	ESA43821
OG0006530	FBpp0078326	EAA31914
OG0006531	FBpp0305334, FBpp0074964	EAA26745
OG0006534	FBpp0307760, FBpp0081843	ESA42109
OG0006535	FBpp0303867, FBpp0303866	ESA42918
OG0006537	FBpp0074054, FBpp0310006	EAA32827
OG0006539	FBpp0088538, FBpp0088537	EDO65333
OG0006542	FBpp0084341	EAA28310
OG0006545	FBpp0083132	EAA36564
OG0006546	FBpp0297223, FBpp0076848	EAA34520
OG0006547	FBpp0071045, FBpp0309148	EAA27030
OG0006550	FBpp0073983	ESA42173
OG0006555	FBpp0307950, FBpp0082356, FBpp0312479	EAA31870
OG0006557	FBpp0086640	EAA26770
OG0006558	FBpp0081095, FBpp0308784	EAA36215
OG0006559	FBpp0079444	EAA29835
OG0006562	FBpp0075253, FBpp0305777	EAA27944
OG0006563	FBpp0082231	EAA32596
OG0006565	FBpp0086531	EAA30910
OG0006567	FBpp0076246, FBpp0306036	EAA35911
OG0006570	FBpp0312226, FBpp0078584	EAA26915
OG0006572	FBpp0271517, FBpp0312545	EAA33169
OG0006575	FBpp0075302	EAA27270
OG0006577	FBpp0081466, FBpp0290464, FBpp0305822	EAA33132
OG0006578	FBpp0307945, FBpp0082765	EAA32729
OG0006581	FBpp0075048, FBpp0311297, FBpp0290769	EAA31943
OG0006584	FBpp0070007	ESA43261
OG0006585	FBpp0080828	EAA35786
OG0006587	FBpp0073893	EAA30223
OG0006589	FBpp0076418	EAA34005
OG0006592	FBpp0075610, FBpp0304385	ESA43237
OG0006593	FBpp0077166, FBpp0306838	EAA31654
OG0006594	FBpp0070816, FBpp0070815, FBpp0070817	EAA27352
OG0006596	FBpp0302530	EAA34588
OG0006598	FBpp0074121, FBpp0302657	EAA36134
OG0006600	FBpp0073196	EAA30469
OG0006601	FBpp0079266	EAA33582
OG0006602	FBpp0087461	EAA32119
OG0006605	FBpp0086711	ESA43901
OG0006607	FBpp0080052	EAA33222
OG0006608	FBpp0290849, FBpp0084930	EAA30157
OG0006609	FBpp0075754	EAA33647
OG0006610	FBpp0289234	EAA28543
OG0006611	FBpp0079812, FBpp0311114	EAA34305
OG0006614	FBpp0290540, FBpp0288780	EAA33696
OG0006615	FBpp0071743	ESA42416
OG0006616	FBpp0111673	EDO64924
OG0006617	FBpp0074047	EDO65367
OG0006618	FBpp0078142	EAA34884
OG0006619	FBpp0309612, FBpp0073433	EAA31997
OG0006620	FBpp0071095, FBpp0311869	EAA36466, EAA35198
OG0006621	FBpp0291534	EAA35510
OG0006622	FBpp0081882	ESA42016
OG0006625	FBpp0085393	EAA34783
OG0006626	FBpp0077735	EAA35714
OG0006627	FBpp0080045	EAA32660
OG0006628	FBpp0304097, FBpp0073649	EAA35463
OG0006629	FBpp0087336	ESA42637
OG0006631	FBpp0074822	EAA35003
OG0006636	FBpp0071279	EAA36573
OG0006637	FBpp0100177	AGG16017
OG0006638	FBpp0100176	AGG16005
OG0006643	FBpp0310569, FBpp0070316	EAA36508
OG0006644	FBpp0087375, FBpp0087376, FBpp0111976, FBpp0308547	EAA33734
OG0006647	FBpp0305638, FBpp0072825	EAA29381
OG0006650	FBpp0070083	ESA41989
OG0006655	FBpp0070638	EAA34367
OG0006658	FBpp0084781, FBpp0070840, FBpp0070839	EAA36131
OG0006673	FBpp0302898, FBpp0071947	EAA35698
OG0006675	FBpp0086341, FBpp0071970, FBpp0309930	ESA43841
OG0006694	FBpp0074104	EAA30837
