Orthogroup	human	yeast
OG0000486	ENSP00000410580, ENSP00000356165, ENSP00000398091, ENSP00000405497, ENSP00000406241, ENSP00000356169, ENSP00000356170, ENSP00000266517, ENSP00000334041, ENSP00000446292	YDR147W_mRNA, YLR133W_mRNA
OG0000488	ENSP00000299498, ENSP00000437041, ENSP00000432482, ENSP00000392777, ENSP00000433856, ENSP00000434969, ENSP00000435916, ENSP00000385679, ENSP00000384457, ENSP00000384834, ENSP00000354468, ENSP00000338461, ENSP00000403439, ENSP00000396382, ENSP00000356218	YIL043C_mRNA
OG0000489	ENSP00000488904, ENSP00000459203	YLR205C_mRNA
OG0000492	ENSP00000435742, ENSP00000294172, ENSP00000436679, ENSP00000477375, ENSP00000453885, ENSP00000472530, ENSP00000474659, ENSP00000474598, ENSP00000485586, ENSP00000331535, ENSP00000354539, ENSP00000442401, ENSP00000263032, ENSP00000361889, ENSP00000426978, ENSP00000422976, ENSP00000404017, ENSP00000378504	YPL169C_mRNA
OG0000494	ENSP00000327214, ENSP00000413307, ENSP00000421126, ENSP00000482200, ENSP00000494471, ENSP00000416508, ENSP00000256031, ENSP00000493923, ENSP00000494937, ENSP00000341942, ENSP00000483801, ENSP00000295548, ENSP00000383129, ENSP00000376238, ENSP00000339182	YOR291W_mRNA
OG0000507	ENSP00000478398, ENSP00000480086, ENSP00000481497, ENSP00000478825, ENSP00000485046, ENSP00000481476, ENSP00000478490, ENSP00000483580, ENSP00000473496, ENSP00000439394, ENSP00000444660, ENSP00000362918, ENSP00000359364	YDR374C_mRNA
OG0000508	ENSP00000465685, ENSP00000250244, ENSP00000465193, ENSP00000467498, ENSP00000465224, ENSP00000291439, ENSP00000388996, ENSP00000411498	YPL259C_mRNA
OG0000508	ENSP00000481563, ENSP00000292807, ENSP00000395438, ENSP00000402051, ENSP00000404031, ENSP00000404326, ENSP00000402592, ENSP00000403362, ENSP00000371894, ENSP00000409081	YOL062C_mRNA
OG0000510	ENSP00000377935, ENSP00000377936, ENSP00000377933, ENSP00000377931, ENSP00000431320, ENSP00000398779, ENSP00000336591, ENSP00000421396, ENSP00000425247, ENSP00000423649, ENSP00000335083, ENSP00000422374, ENSP00000372042, ENSP00000325074, ENSP00000370113, ENSP00000399970	YGL190C_mRNA
OG0000511	ENSP00000434880, ENSP00000415127, ENSP00000388795, ENSP00000415784, ENSP00000364235, ENSP00000413131, ENSP00000387879, ENSP00000401172	YER116C_mRNA
OG0000513	ENSP00000320246, ENSP00000480916, ENSP00000330320, ENSP00000490527, ENSP00000490648, ENSP00000490731, ENSP00000359735, ENSP00000490406, ENSP00000487486, ENSP00000490330, ENSP00000359729, ENSP00000359732, ENSP00000416418, ENSP00000354966	YDR456W_mRNA
OG0000514	ENSP00000381225, ENSP00000479559, ENSP00000481719, ENSP00000485669, ENSP00000352643, ENSP00000381231, ENSP00000381234, ENSP00000344460, ENSP00000485527	YGR012W_mRNA, YGR155W_mRNA
OG0000515	ENSP00000447782, ENSP00000448917, ENSP00000493805, ENSP00000350090, ENSP00000447260, ENSP00000448617, ENSP00000449913, ENSP00000341826, ENSP00000333504, ENSP00000346694, ENSP00000354021, ENSP00000478691	YGR159C_mRNA
OG0000516	ENSP00000375635, ENSP00000479035, ENSP00000480434, ENSP00000480726, ENSP00000482626, ENSP00000483929, ENSP00000480725, ENSP00000324122, ENSP00000485017, ENSP00000484896, ENSP00000481201, ENSP00000481654, ENSP00000478804, ENSP00000480636, ENSP00000405166, ENSP00000483382, ENSP00000484151, ENSP00000481708, ENSP00000477787, ENSP00000484834, ENSP00000479700, ENSP00000483982, ENSP00000395894, ENSP00000483828, ENSP00000395089, ENSP00000478554, ENSP00000478043, ENSP00000408980	YGR091W_mRNA
OG0000517	ENSP00000381773, ENSP00000349705, ENSP00000416451, ENSP00000408282, ENSP00000397221, ENSP00000402622, ENSP00000392480, ENSP00000390977, ENSP00000442336, ENSP00000491689, ENSP00000492229, ENSP00000321636, ENSP00000462790, ENSP00000491260, ENSP00000491577, ENSP00000466641	YLR234W_mRNA
OG0000518	ENSP00000489128, ENSP00000418919, ENSP00000417211, ENSP00000488972, ENSP00000365551, ENSP00000365543, ENSP00000489268, ENSP00000365546, ENSP00000348848, ENSP00000419897, ENSP00000356345, ENSP00000461355, ENSP00000458738, ENSP00000461488, ENSP00000460297, ENSP00000376139	YGR223C_mRNA
OG0000519	ENSP00000422525, ENSP00000371309, ENSP00000371303, ENSP00000400887, ENSP00000380129, ENSP00000334779, ENSP00000353446, ENSP00000353253, ENSP00000308773.10, ENSP00000486357, ENSP00000482907, ENSP00000351126, ENSP00000313070, ENSP00000416016	YLR410W_mRNA
OG0000520	ENSP00000491111, ENSP00000492804, ENSP00000465506, ENSP00000466035, ENSP00000491318, ENSP00000491963, ENSP00000350263, ENSP00000491628, ENSP00000492592, ENSP00000491415, ENSP00000491459, ENSP00000492474, ENSP00000491850, ENSP00000491022, ENSP00000491010, ENSP00000490970, ENSP00000491475, ENSP00000492051, ENSP00000383188, ENSP00000491811, ENSP00000491549, ENSP00000491525, ENSP00000492233, ENSP00000490965, ENSP00000491620, ENSP00000492783, ENSP00000491013, ENSP00000465241	YKL165C_mRNA
OG0000522	ENSP00000464483, ENSP00000464451, ENSP00000419404, ENSP00000441479, ENSP00000420666, ENSP00000419627, ENSP00000420287, ENSP00000420019, ENSP00000273666, ENSP00000420167, ENSP00000356451, ENSP00000356450, ENSP00000321826, ENSP00000420642	YPR032W_mRNA, YBL106C_mRNA
OG0000523	ENSP00000423686	YDR515W_mRNA, YCL037C_mRNA
OG0000524	ENSP00000495835, ENSP00000486866, ENSP00000486235	YBR103W_mRNA
OG0000526	ENSP00000262848, ENSP00000468352, ENSP00000359722, ENSP00000359718, ENSP00000359714, ENSP00000479339, ENSP00000359719, ENSP00000359723, ENSP00000481980, ENSP00000378315, ENSP00000359716, ENSP00000479722, ENSP00000378314, ENSP00000401252, ENSP00000309591, ENSP00000466651, ENSP00000366488	YPL203W_mRNA, YKL166C_mRNA, YJL164C_mRNA
OG0000528	ENSP00000391642, ENSP00000387337, ENSP00000386954, ENSP00000387308, ENSP00000483618, ENSP00000386620, ENSP00000260649, ENSP00000386709, ENSP00000386677, ENSP00000386852	YIL172C_mRNA, YJL221C_mRNA, YOL157C_mRNA, YGR287C_mRNA, YBR299W_mRNA, YGR292W_mRNA, YJL216C_mRNA
OG0000529	ENSP00000497101, ENSP00000445531, ENSP00000439093, ENSP00000479322, ENSP00000438743, ENSP00000497665, ENSP00000351665, ENSP00000303585, ENSP00000355314, ENSP00000446379, ENSP00000437786, ENSP00000445387, ENSP00000439472	YCL029C_mRNA
OG0000542	ENSP00000456420, ENSP00000454381, ENSP00000471148, ENSP00000333547, ENSP00000261890, ENSP00000456638	YER031C_mRNA, YGL210W_mRNA
OG0000544	ENSP00000447813, ENSP00000449446, ENSP00000449577, ENSP00000483096, ENSP00000450090, ENSP00000229195, ENSP00000448298, ENSP00000446507, ENSP00000448808, ENSP00000448883, ENSP00000447808, ENSP00000448024, ENSP00000449659, ENSP00000412091, ENSP00000449260, ENSP00000447497, ENSP00000448490, ENSP00000450077, ENSP00000450318, ENSP00000449801, ENSP00000449917	YDL165W_mRNA
OG0000545	ENSP00000417489, ENSP00000497905, ENSP00000402798, ENSP00000381176, ENSP00000265052, ENSP00000404146, ENSP00000420125, ENSP00000417689, ENSP00000381173, ENSP00000417060, ENSP00000419340	YKL094W_mRNA
OG0000546	ENSP00000228945, ENSP00000440560, ENSP00000444860, ENSP00000445263, ENSP00000437454, ENSP00000445450, ENSP00000445185, ENSP00000219409, ENSP00000410541, ENSP00000464205, ENSP00000461956, ENSP00000462323, ENSP00000463530, ENSP00000462209, ENSP00000383556, ENSP00000462960, ENSP00000463939, ENSP00000269321, ENSP00000441348	YDL135C_mRNA
OG0000548	ENSP00000418305, ENSP00000418370, ENSP00000461688, ENSP00000460284, ENSP00000336702, ENSP00000336776, ENSP00000390677, ENSP00000459611, ENSP00000430706, ENSP00000458269, ENSP00000459196, ENSP00000396073, ENSP00000417133, ENSP00000295822	YEL034W_mRNA, YJR047C_mRNA
OG0000549	ENSP00000363735, ENSP00000363734, ENSP00000382316, ENSP00000382314, ENSP00000402212, ENSP00000448607, ENSP00000412319, ENSP00000400152, ENSP00000378563, ENSP00000404773, ENSP00000398171, ENSP00000448784, ENSP00000447540, ENSP00000449925, ENSP00000403771, ENSP00000402553, ENSP00000372694, ENSP00000395462, ENSP00000415678, ENSP00000363738, ENSP00000419351, ENSP00000420135, ENSP00000420209, ENSP00000418433, ENSP00000419277	YLR200W_mRNA
OG0000551	ENSP00000387317, ENSP00000376324, ENSP00000284727, ENSP00000377878, ENSP00000448801, ENSP00000447317, ENSP00000473535, ENSP00000340315, ENSP00000422950, ENSP00000348205, ENSP00000458423, ENSP00000422086, ENSP00000377033, ENSP00000426094	Q0130_mRNA
OG0000555	ENSP00000398482, ENSP00000388163, ENSP00000263035, ENSP00000363216, ENSP00000222673, ENSP00000388183, ENSP00000392878	YIL125W_mRNA
OG0000556	ENSP00000398392, ENSP00000416476, ENSP00000480669, ENSP00000443665, ENSP00000398272, ENSP00000444286, ENSP00000402667, ENSP00000402564, ENSP00000231790, ENSP00000416687	YMR167W_mRNA
OG0000558	ENSP00000309259, ENSP00000418779, ENSP00000378416, ENSP00000417719, ENSP00000495662, ENSP00000337131, ENSP00000407204, ENSP00000496725, ENSP00000332369, ENSP00000495814, ENSP00000495713, ENSP00000497236, ENSP00000379501	YDR232W_mRNA
OG0000559	ENSP00000445599, ENSP00000486721, ENSP00000442079, ENSP00000486081, ENSP00000486071, ENSP00000438726, ENSP00000486122, ENSP00000487456, ENSP00000486199, ENSP00000440092, ENSP00000443058, ENSP00000486658, ENSP00000486742, ENSP00000438424, ENSP00000487285, ENSP00000445429, ENSP00000278715, ENSP00000486176, ENSP00000486979, ENSP00000392041, ENSP00000496970, ENSP00000498066, ENSP00000497255, ENSP00000444730, ENSP00000497689, ENSP00000376584	YDL205C_mRNA
OG0000566	ENSP00000396355, ENSP00000339186, ENSP00000385607, ENSP00000462785, ENSP00000464279, ENSP00000464328, ENSP00000466091, ENSP00000459833, ENSP00000465788, ENSP00000459618, ENSP00000437409, ENSP00000378997, ENSP00000284154, ENSP00000376347, ENSP00000339007, ENSP00000496913, ENSP00000376346, ENSP00000317360, ENSP00000376345	YPR154W_mRNA, YGR136W_mRNA
OG0000583	ENSP00000310226, ENSP00000387286, ENSP00000497078	YFL038C_mRNA
OG0000583	ENSP00000497071, ENSP00000357564, ENSP00000453982, ENSP00000312734, ENSP00000467501, ENSP00000300935, ENSP00000264710	YFL005W_mRNA
OG0000587	ENSP00000484508, ENSP00000407885, ENSP00000393963, ENSP00000363647	YPR141C_mRNA
OG0000591	ENSP00000418927, ENSP00000368858, ENSP00000418730, ENSP00000420658, ENSP00000420172, ENSP00000368845, ENSP00000418334, ENSP00000419731, ENSP00000478448, ENSP00000495127, ENSP00000495742, ENSP00000444561, ENSP00000229563, ENSP00000211314	YJR085C_mRNA
OG0000592	ENSP00000218104, ENSP00000310688	YPL147W_mRNA
OG0000592	ENSP00000359233	YKL188C_mRNA
OG0000593	ENSP00000411233, ENSP00000481275, ENSP00000435772, ENSP00000436743, ENSP00000432777, ENSP00000413493, ENSP00000444672, ENSP00000464436, ENSP00000404886, ENSP00000481821, ENSP00000400548, ENSP00000445001, ENSP00000480957, ENSP00000392848, ENSP00000238112, ENSP00000418957, ENSP00000419744	YLR277C_mRNA
OG0000594	ENSP00000354677, ENSP00000468349, ENSP00000473614, ENSP00000484697, ENSP00000477503, ENSP00000466872, ENSP00000465828, ENSP00000464989, ENSP00000346103, ENSP00000485000, ENSP00000483655, ENSP00000467900	YKL026C_mRNA, YIR037W_mRNA, YBR244W_mRNA
OG0000595	ENSP00000451549, ENSP00000377256, ENSP00000451271, ENSP00000339663, ENSP00000238561	YLR253W_mRNA
OG0000596	ENSP00000440423, ENSP00000496231, ENSP00000495421, ENSP00000445327, ENSP00000442651, ENSP00000494594, ENSP00000439746, ENSP00000294053, ENSP00000340385, ENSP00000441518, ENSP00000407296, ENSP00000443822, ENSP00000495167, ENSP00000445180	YLL026W_mRNA, YDR258C_mRNA
OG0000597	ENSP00000353104, ENSP00000236342, ENSP00000434984, ENSP00000434219, ENSP00000397584, ENSP00000393961, ENSP00000399177, ENSP00000363300, ENSP00000405604, ENSP00000436119, ENSP00000403529, ENSP00000433491, ENSP00000431407, ENSP00000433976, ENSP00000436764, ENSP00000434185	YMR101C_mRNA, YBR002C_mRNA
OG0000598	ENSP00000449080, ENSP00000449571, ENSP00000447442, ENSP00000448409, ENSP00000449753, ENSP00000449427, ENSP00000450101, ENSP00000449025, ENSP00000448667, ENSP00000450312, ENSP00000447986, ENSP00000447948, ENSP00000447582, ENSP00000450403, ENSP00000449491, ENSP00000448172, ENSP00000446492, ENSP00000447346, ENSP00000448166, ENSP00000446779, ENSP00000440543, ENSP00000342056	YNR001C_mRNA, YCR005C_mRNA
OG0000599	ENSP00000394309, ENSP00000389905, ENSP00000360576, ENSP00000343344	YPR048W_mRNA
OG0000599	ENSP00000412490, ENSP00000419970, ENSP00000393527, ENSP00000378355	YFR030W_mRNA, YHR042W_mRNA
OG0000600	ENSP00000403365, ENSP00000373745, ENSP00000456100, ENSP00000455736, ENSP00000456970, ENSP00000457253, ENSP00000455901, ENSP00000320171, ENSP00000334983, ENSP00000459921, ENSP00000339933, ENSP00000461487, ENSP00000376214	YAL038W_mRNA, YOR347C_mRNA
OG0000601	ENSP00000430432, ENSP00000430008, ENSP00000357621, ENSP00000362649, ENSP00000407859	YNL330C_mRNA
OG0000601	ENSP00000396424, ENSP00000497599, ENSP00000362669, ENSP00000497268, ENSP00000497551, ENSP00000497530, ENSP00000496814, ENSP00000497072, ENSP00000498002, ENSP00000362685, ENSP00000362674	YGL194C_mRNA
OG0000602	ENSP00000496354, ENSP00000420738, ENSP00000494621, ENSP00000417254, ENSP00000494625, ENSP00000463669, ENSP00000495296, ENSP00000417370, ENSP00000496149, ENSP00000318297	YDR190C_mRNA
OG0000602	ENSP00000473172	YPL235W_mRNA
OG0000603	ENSP00000459083, ENSP00000158771, ENSP00000458296, ENSP00000459072, ENSP00000460671, ENSP00000467794, ENSP00000461603, ENSP00000419399, ENSP00000483693, ENSP00000384744, ENSP00000485763, ENSP00000486587, ENSP00000315303, ENSP00000430086, ENSP00000429199, ENSP00000389965, ENSP00000384289, ENSP00000259512	YBR201W_mRNA, YDR411C_mRNA
OG0000604	ENSP00000364498, ENSP00000382818, ENSP00000364505, ENSP00000337759, ENSP00000415675, ENSP00000395262, ENSP00000391349, ENSP00000391532, ENSP00000411380, ENSP00000413860, ENSP00000410404, ENSP00000372820, ENSP00000406143, ENSP00000418632, ENSP00000391123, ENSP00000401315, ENSP00000400173, ENSP00000382819, ENSP00000394167, ENSP00000419588	YGL246C_mRNA
OG0000605	ENSP00000392159, ENSP00000494478, ENSP00000497701, ENSP00000495778, ENSP00000390849, ENSP00000494735, ENSP00000391582, ENSP00000412014, ENSP00000495570, ENSP00000216327, ENSP00000437385, ENSP00000388751, ENSP00000414558	YGR110W_mRNA
OG0000606	ENSP00000457733, ENSP00000498093, ENSP00000497117, ENSP00000491572, ENSP00000359058, ENSP00000492810, ENSP00000470757, ENSP00000334537, ENSP00000264088, ENSP00000301454, ENSP00000418600, ENSP00000362155, ENSP00000362157, ENSP00000410053, ENSP00000362159, ENSP00000362160	YNL083W_mRNA
OG0000607	ENSP00000431819, ENSP00000435766, ENSP00000344955, ENSP00000434765, ENSP00000340330, ENSP00000366245	YOR244W_mRNA
OG0000608	ENSP00000405560, ENSP00000411136, ENSP00000407419, ENSP00000391463, ENSP00000373000, ENSP00000379475, ENSP00000393712, ENSP00000390999, ENSP00000388880, ENSP00000416269, ENSP00000383152, ENSP00000399030, ENSP00000383151, ENSP00000411853, ENSP00000394160, ENSP00000398775, ENSP00000400326, ENSP00000387994, ENSP00000404695, ENSP00000242776	YDL084W_mRNA
OG0000609	ENSP00000413612, ENSP00000399064, ENSP00000402053, ENSP00000407161, ENSP00000392991, ENSP00000396958, ENSP00000402712, ENSP00000386537, ENSP00000362664, ENSP00000487548, ENSP00000386765, ENSP00000387170, ENSP00000387070, ENSP00000410297, ENSP00000387276, ENSP00000392218, ENSP00000404195, ENSP00000494292, ENSP00000275732	YBR172C_mRNA
OG0000611	ENSP00000380878, ENSP00000289963, ENSP00000428358, ENSP00000429379, ENSP00000240139, ENSP00000320580, ENSP00000378322, ENSP00000378323, ENSP00000422990, ENSP00000353881, ENSP00000378306, ENSP00000378305, ENSP00000343147	YLR433C_mRNA, YML057W_mRNA
OG0000613	ENSP00000272233, ENSP00000400175, ENSP00000358652, ENSP00000358651, ENSP00000285735, ENSP00000358656, ENSP00000345236, ENSP00000358646, ENSP00000358647, ENSP00000390823, ENSP00000436240, ENSP00000399424, ENSP00000408402	YPR165W_mRNA, YNL090W_mRNA
OG0000623	ENSP00000491962, ENSP00000487294, ENSP00000370555, ENSP00000370549, ENSP00000381786, ENSP00000430764, ENSP00000420683, ENSP00000418297, ENSP00000419499, ENSP00000486061, ENSP00000420247, ENSP00000340736, ENSP00000296048	YJL137C_mRNA, YKR058W_mRNA
OG0000623	ENSP00000417671	YOR320C_mRNA
OG0000624	ENSP00000416345	YLR362W_mRNA, YJL095W_mRNA, YNR031C_mRNA, YCR073C_mRNA, YHR102W_mRNA
OG0000627	ENSP00000420746, ENSP00000295839, ENSP00000420354, ENSP00000417659	YDL006W_mRNA
OG0000627	ENSP00000384930, ENSP00000263212, ENSP00000380632, ENSP00000388350	YBR125C_mRNA
OG0000628	ENSP00000363444, ENSP00000395965, ENSP00000435665, ENSP00000440281, ENSP00000385763, ENSP00000311572, ENSP00000450824, ENSP00000451484, ENSP00000450975, ENSP00000267568, ENSP00000452280	YML131W_mRNA
OG0000629	ENSP00000440314, ENSP00000444966, ENSP00000441398, ENSP00000360645, ENSP00000444189, ENSP00000483132	YJR131W_mRNA
OG0000630	ENSP00000401264, ENSP00000369590, ENSP00000352222, ENSP00000497714, ENSP00000497446, ENSP00000497762, ENSP00000496963, ENSP00000496792, ENSP00000361699, ENSP00000497602, ENSP00000497744, ENSP00000361704, ENSP00000497698	YBL039C_mRNA, YJR103W_mRNA
OG0000631	ENSP00000452636, ENSP00000452615, ENSP00000453468, ENSP00000452883, ENSP00000453633, ENSP00000453396, ENSP00000453856, ENSP00000453743, ENSP00000376477, ENSP00000216554	YPR041W_mRNA
OG0000632	ENSP00000203407, ENSP00000390035, ENSP00000408682, ENSP00000402859, ENSP00000397884, ENSP00000249269	YLR163C_mRNA, YBL045C_mRNA
OG0000632	ENSP00000416702, ENSP00000408393, ENSP00000360782	YHR024C_mRNA
OG0000634	ENSP00000372222, ENSP00000368912, ENSP00000354722, ENSP00000368927	YMR260C_mRNA
OG0000635	ENSP00000359122, ENSP00000420058, ENSP00000359119, ENSP00000377376, ENSP00000359126, ENSP00000359118, ENSP00000419791, ENSP00000349863, ENSP00000377262, ENSP00000354674, ENSP00000362931, ENSP00000391069, ENSP00000422886	YMR216C_mRNA
OG0000637	ENSP00000457588, ENSP00000414138, ENSP00000396185, ENSP00000388631, ENSP00000396942, ENSP00000479636, ENSP00000335600, ENSP00000430344	YPL268W_mRNA
OG0000640	ENSP00000328036, ENSP00000363645, ENSP00000427523, ENSP00000421172, ENSP00000223114, ENSP00000368734, ENSP00000403756, ENSP00000365438, ENSP00000228027, ENSP00000198801, ENSP00000436537, ENSP00000436283, ENSP00000406674	YOR245C_mRNA
OG0000641	ENSP00000490695, ENSP00000387820, ENSP00000293874, ENSP00000489216, ENSP00000409341, ENSP00000439374, ENSP00000026218, ENSP00000490498, ENSP00000386760, ENSP00000326674, ENSP00000410434, ENSP00000413753, ENSP00000439650, ENSP00000490087, ENSP00000490267	YGR216C_mRNA
OG0000642	ENSP00000392735, ENSP00000464966	YJR005W_mRNA
OG0000642	ENSP00000400022, ENSP00000478115, ENSP00000479691, ENSP00000481704, ENSP00000466580, ENSP00000482825, ENSP00000478471, ENSP00000482835, ENSP00000484708, ENSP00000483185, ENSP00000482315, ENSP00000384194, ENSP00000350199, ENSP00000386071, ENSP00000400065, ENSP00000387612, ENSP00000319361	YKL135C_mRNA
OG0000643	ENSP00000485392, ENSP00000477513, ENSP00000485333, ENSP00000361047, ENSP00000480711, ENSP00000485067, ENSP00000478130, ENSP00000426892, ENSP00000490681, ENSP00000485093, ENSP00000479632, ENSP00000480638, ENSP00000485279, ENSP00000427093, ENSP00000485420, ENSP00000482257, ENSP00000485181, ENSP00000479483, ENSP00000479424, ENSP00000485658, ENSP00000484523	YGL047W_mRNA
OG0000646	ENSP00000371230, ENSP00000482308, ENSP00000352948, ENSP00000413933, ENSP00000378743, ENSP00000322175, ENSP00000445912	YER170W_mRNA
OG0000646	ENSP00000447082, ENSP00000449003, ENSP00000362548, ENSP00000346921, ENSP00000446849	YDR226W_mRNA
OG0000647	ENSP00000262429, ENSP00000397925, ENSP00000425320, ENSP00000427461, ENSP00000395809, ENSP00000424783, ENSP00000423330, ENSP00000402677, ENSP00000422872, ENSP00000425228, ENSP00000352665, ENSP00000421326, ENSP00000423774, ENSP00000432956, ENSP00000329664	YGL167C_mRNA
OG0000653	ENSP00000472602, ENSP00000389095, ENSP00000354398, ENSP00000465665, ENSP00000466512, ENSP00000465940, ENSP00000248901, ENSP00000409579, ENSP00000486578, ENSP00000493357, ENSP00000408236, ENSP00000297044, ENSP00000379967, ENSP00000467052, ENSP00000314566	YBL060W_mRNA, YPR095C_mRNA
OG0000654	ENSP00000377471, ENSP00000340211, ENSP00000438341, ENSP00000261401, ENSP00000394496, ENSP00000447337, ENSP00000415554, ENSP00000447534, ENSP00000463723, ENSP00000373419, ENSP00000344562, ENSP00000462627, ENSP00000455552, ENSP00000219150	YLR429W_mRNA
OG0000671	ENSP00000468130, ENSP00000459843, ENSP00000413964, ENSP00000446271, ENSP00000461225, ENSP00000446451, ENSP00000460896, ENSP00000466725, ENSP00000359953, ENSP00000279069, ENSP00000383172, ENSP00000279068, ENSP00000461436	YPR129W_mRNA
