Orthogroup	human	neurospora
OG0000593	ENSP00000411233, ENSP00000481275, ENSP00000435772, ENSP00000436743, ENSP00000432777, ENSP00000413493, ENSP00000444672, ENSP00000464436, ENSP00000404886, ENSP00000481821, ENSP00000400548, ENSP00000445001, ENSP00000480957, ENSP00000392848, ENSP00000238112, ENSP00000418957, ENSP00000419744	EAA27132
OG0000594	ENSP00000354677, ENSP00000468349, ENSP00000473614, ENSP00000484697, ENSP00000477503, ENSP00000466872, ENSP00000465828, ENSP00000464989, ENSP00000346103, ENSP00000485000, ENSP00000483655, ENSP00000467900	EAA28683
OG0000595	ENSP00000451549, ENSP00000377256, ENSP00000451271, ENSP00000339663, ENSP00000238561	EAA32014
OG0000596	ENSP00000440423, ENSP00000496231, ENSP00000495421, ENSP00000445327, ENSP00000442651, ENSP00000494594, ENSP00000439746, ENSP00000294053, ENSP00000340385, ENSP00000441518, ENSP00000407296, ENSP00000443822, ENSP00000495167, ENSP00000445180	EAA27992, EAA34819
OG0000597	ENSP00000353104, ENSP00000236342, ENSP00000434984, ENSP00000434219, ENSP00000397584, ENSP00000393961, ENSP00000399177, ENSP00000363300, ENSP00000405604, ENSP00000436119, ENSP00000403529, ENSP00000433491, ENSP00000431407, ENSP00000433976, ENSP00000436764, ENSP00000434185	EAA26815
OG0000598	ENSP00000449080, ENSP00000449571, ENSP00000447442, ENSP00000448409, ENSP00000449753, ENSP00000449427, ENSP00000450101, ENSP00000449025, ENSP00000448667, ENSP00000450312, ENSP00000447986, ENSP00000447948, ENSP00000447582, ENSP00000450403, ENSP00000449491, ENSP00000448172, ENSP00000446492, ENSP00000447346, ENSP00000448166, ENSP00000446779, ENSP00000440543, ENSP00000342056	EAA27662
OG0000599	ENSP00000394309, ENSP00000389905, ENSP00000360576, ENSP00000343344	EAA35193
OG0000599	ENSP00000412490, ENSP00000419970, ENSP00000393527, ENSP00000378355	EAA32237, EAA28456, EAA35207
OG0000600	ENSP00000403365, ENSP00000373745, ENSP00000456100, ENSP00000455736, ENSP00000456970, ENSP00000457253, ENSP00000455901, ENSP00000320171, ENSP00000334983, ENSP00000459921, ENSP00000339933, ENSP00000461487, ENSP00000376214	ESA41917
OG0000601	ENSP00000430432, ENSP00000430008, ENSP00000357621, ENSP00000362649, ENSP00000407859	EAA35131
OG0000601	ENSP00000396424, ENSP00000497599, ENSP00000362669, ENSP00000497268, ENSP00000497551, ENSP00000497530, ENSP00000496814, ENSP00000497072, ENSP00000498002, ENSP00000362685, ENSP00000362674	EAA35215
OG0000602	ENSP00000496354, ENSP00000420738, ENSP00000494621, ENSP00000417254, ENSP00000494625, ENSP00000463669, ENSP00000495296, ENSP00000417370, ENSP00000496149, ENSP00000318297	EAA26533
OG0000602	ENSP00000473172	EAA34092
OG0000603	ENSP00000459083, ENSP00000158771, ENSP00000458296, ENSP00000459072, ENSP00000460671, ENSP00000467794, ENSP00000461603, ENSP00000419399, ENSP00000483693, ENSP00000384744, ENSP00000485763, ENSP00000486587, ENSP00000315303, ENSP00000430086, ENSP00000429199, ENSP00000389965, ENSP00000384289, ENSP00000259512	EAA27423
OG0000604	ENSP00000364498, ENSP00000382818, ENSP00000364505, ENSP00000337759, ENSP00000415675, ENSP00000395262, ENSP00000391349, ENSP00000391532, ENSP00000411380, ENSP00000413860, ENSP00000410404, ENSP00000372820, ENSP00000406143, ENSP00000418632, ENSP00000391123, ENSP00000401315, ENSP00000400173, ENSP00000382819, ENSP00000394167, ENSP00000419588	EAA31915
OG0000605	ENSP00000392159, ENSP00000494478, ENSP00000497701, ENSP00000495778, ENSP00000390849, ENSP00000494735, ENSP00000391582, ENSP00000412014, ENSP00000495570, ENSP00000216327, ENSP00000437385, ENSP00000388751, ENSP00000414558	EAA33358
OG0000606	ENSP00000457733, ENSP00000498093, ENSP00000497117, ENSP00000491572, ENSP00000359058, ENSP00000492810, ENSP00000470757, ENSP00000334537, ENSP00000264088, ENSP00000301454, ENSP00000418600, ENSP00000362155, ENSP00000362157, ENSP00000410053, ENSP00000362159, ENSP00000362160	EAA26965
OG0000607	ENSP00000424577, ENSP00000423385, ENSP00000413415, ENSP00000409477, ENSP00000259021, ENSP00000398961	EAA30995
OG0000607	ENSP00000431819, ENSP00000435766, ENSP00000344955, ENSP00000434765, ENSP00000340330, ENSP00000366245	EAA32981
OG0000608	ENSP00000405560, ENSP00000411136, ENSP00000407419, ENSP00000391463, ENSP00000373000, ENSP00000379475, ENSP00000393712, ENSP00000390999, ENSP00000388880, ENSP00000416269, ENSP00000383152, ENSP00000399030, ENSP00000383151, ENSP00000411853, ENSP00000394160, ENSP00000398775, ENSP00000400326, ENSP00000387994, ENSP00000404695, ENSP00000242776	EAA35657
OG0000609	ENSP00000413612, ENSP00000399064, ENSP00000402053, ENSP00000407161, ENSP00000392991, ENSP00000396958, ENSP00000402712, ENSP00000386537, ENSP00000362664, ENSP00000487548, ENSP00000386765, ENSP00000387170, ENSP00000387070, ENSP00000410297, ENSP00000387276, ENSP00000392218, ENSP00000404195, ENSP00000494292, ENSP00000275732	EAA29487
OG0000611	ENSP00000380878, ENSP00000289963, ENSP00000428358, ENSP00000429379, ENSP00000240139, ENSP00000320580, ENSP00000378322, ENSP00000378323, ENSP00000422990, ENSP00000353881, ENSP00000378306, ENSP00000378305, ENSP00000343147	ESA42472
OG0000613	ENSP00000272233, ENSP00000400175, ENSP00000358652, ENSP00000358651, ENSP00000285735, ENSP00000358656, ENSP00000345236, ENSP00000358646, ENSP00000358647, ENSP00000390823, ENSP00000436240, ENSP00000399424, ENSP00000408402	ESA43505, EAA27525, EAA32796, ESA43610
OG0000623	ENSP00000491962, ENSP00000487294, ENSP00000370555, ENSP00000370549, ENSP00000381786, ENSP00000430764, ENSP00000420683, ENSP00000418297, ENSP00000419499, ENSP00000486061, ENSP00000420247, ENSP00000340736, ENSP00000296048	ESA42597
OG0000624	ENSP00000416345	EAA33758, EAA34928, ESA42029
OG0000627	ENSP00000420746, ENSP00000295839, ENSP00000420354, ENSP00000417659	EAA27462
OG0000628	ENSP00000363444, ENSP00000395965, ENSP00000435665, ENSP00000440281, ENSP00000385763, ENSP00000311572, ENSP00000450824, ENSP00000451484, ENSP00000450975, ENSP00000267568, ENSP00000452280	EAA29751, EAA30707
OG0000629	ENSP00000440314, ENSP00000444966, ENSP00000441398, ENSP00000360645, ENSP00000444189, ENSP00000483132	EAA35037
OG0000630	ENSP00000401264, ENSP00000369590, ENSP00000352222, ENSP00000497714, ENSP00000497446, ENSP00000497762, ENSP00000496963, ENSP00000496792, ENSP00000361699, ENSP00000497602, ENSP00000497744, ENSP00000361704, ENSP00000497698	EAA28496
OG0000631	ENSP00000452636, ENSP00000452615, ENSP00000453468, ENSP00000452883, ENSP00000453633, ENSP00000453396, ENSP00000453856, ENSP00000453743, ENSP00000376477, ENSP00000216554	EAA28016
OG0000632	ENSP00000203407, ENSP00000390035, ENSP00000408682, ENSP00000402859, ENSP00000397884, ENSP00000249269	EAA36444
OG0000632	ENSP00000416702, ENSP00000408393, ENSP00000360782	EAA33638
OG0000634	ENSP00000372222, ENSP00000368912, ENSP00000354722, ENSP00000368927	EAA35388
OG0000635	ENSP00000359122, ENSP00000420058, ENSP00000359119, ENSP00000377376, ENSP00000359126, ENSP00000359118, ENSP00000419791, ENSP00000349863, ENSP00000377262, ENSP00000354674, ENSP00000362931, ENSP00000391069, ENSP00000422886	ESA44159
OG0000636	ENSP00000453183, ENSP00000267845, ENSP00000440252, ENSP00000479110, ENSP00000395069, ENSP00000399184, ENSP00000484104, ENSP00000478385, ENSP00000389422, ENSP00000350616, ENSP00000403644, ENSP00000370371, ENSP00000393724, ENSP00000408626	EAA32667
OG0000637	ENSP00000457588, ENSP00000414138, ENSP00000396185, ENSP00000388631, ENSP00000396942, ENSP00000479636, ENSP00000335600, ENSP00000430344	EAA35009, EAA33860, EDO64907
OG0000640	ENSP00000328036, ENSP00000363645, ENSP00000427523, ENSP00000421172, ENSP00000223114, ENSP00000368734, ENSP00000403756, ENSP00000365438, ENSP00000228027, ENSP00000198801, ENSP00000436537, ENSP00000436283, ENSP00000406674	EAA36202
OG0000641	ENSP00000490695, ENSP00000387820, ENSP00000293874, ENSP00000489216, ENSP00000409341, ENSP00000439374, ENSP00000026218, ENSP00000490498, ENSP00000386760, ENSP00000326674, ENSP00000410434, ENSP00000413753, ENSP00000439650, ENSP00000490087, ENSP00000490267	ESA42020
OG0000642	ENSP00000392735, ENSP00000464966	EAA32656
OG0000642	ENSP00000400022, ENSP00000478115, ENSP00000479691, ENSP00000481704, ENSP00000466580, ENSP00000482825, ENSP00000478471, ENSP00000482835, ENSP00000484708, ENSP00000483185, ENSP00000482315, ENSP00000384194, ENSP00000350199, ENSP00000386071, ENSP00000400065, ENSP00000387612, ENSP00000319361	EAA29724
OG0000643	ENSP00000485392, ENSP00000477513, ENSP00000485333, ENSP00000361047, ENSP00000480711, ENSP00000485067, ENSP00000478130, ENSP00000426892, ENSP00000490681, ENSP00000485093, ENSP00000479632, ENSP00000480638, ENSP00000485279, ENSP00000427093, ENSP00000485420, ENSP00000482257, ENSP00000485181, ENSP00000479483, ENSP00000479424, ENSP00000485658, ENSP00000484523	ESA42241
OG0000644	ENSP00000339399, ENSP00000359909, ENSP00000399805, ENSP00000359908, ENSP00000359907, ENSP00000404289	EAA30306, EAA30642
OG0000644	ENSP00000389620, ENSP00000384414, ENSP00000337834, ENSP00000238721	EAA31451
OG0000646	ENSP00000371230, ENSP00000482308, ENSP00000352948, ENSP00000413933, ENSP00000378743, ENSP00000322175, ENSP00000445912	EAA36080
OG0000646	ENSP00000447082, ENSP00000449003, ENSP00000362548, ENSP00000346921, ENSP00000446849	EAA27017
OG0000647	ENSP00000262429, ENSP00000397925, ENSP00000425320, ENSP00000427461, ENSP00000395809, ENSP00000424783, ENSP00000423330, ENSP00000402677, ENSP00000422872, ENSP00000425228, ENSP00000352665, ENSP00000421326, ENSP00000423774, ENSP00000432956, ENSP00000329664	EAA34982
OG0000653	ENSP00000472602, ENSP00000389095, ENSP00000354398, ENSP00000465665, ENSP00000466512, ENSP00000465940, ENSP00000248901, ENSP00000409579, ENSP00000486578, ENSP00000493357, ENSP00000408236, ENSP00000297044, ENSP00000379967, ENSP00000467052, ENSP00000314566	EAA30233, ESA42621
OG0000654	ENSP00000377471, ENSP00000340211, ENSP00000438341, ENSP00000261401, ENSP00000394496, ENSP00000447337, ENSP00000415554, ENSP00000447534, ENSP00000463723, ENSP00000373419, ENSP00000344562, ENSP00000462627, ENSP00000455552, ENSP00000219150	EAA27351
OG0000669	ENSP00000265594, ENSP00000420433, ENSP00000419898, ENSP00000486824, ENSP00000420648	ESA44309
OG0000669	ENSP00000490939, ENSP00000490843, ENSP00000489804	EAA27877
OG0000671	ENSP00000468130, ENSP00000459843, ENSP00000413964, ENSP00000446271, ENSP00000461225, ENSP00000446451, ENSP00000460896, ENSP00000466725, ENSP00000359953, ENSP00000279069, ENSP00000383172, ENSP00000279068, ENSP00000461436	EAA27065
OG0000672	ENSP00000436444	ESA42252, ESA43575
OG0000673	ENSP00000463156, ENSP00000438394, ENSP00000478771, ENSP00000379178, ENSP00000379180, ENSP00000304697, ENSP00000443053	EAA29567
OG0000674	ENSP00000388126, ENSP00000264279	EAA27607
OG0000674	ENSP00000388497, ENSP00000370589	EAA28813
OG0000675	ENSP00000318451.10, ENSP00000225742, ENSP00000392617, ENSP00000483605, ENSP00000398946, ENSP00000262188, ENSP00000349254, ENSP00000376558, ENSP00000447909, ENSP00000448627, ENSP00000370924, ENSP00000447386, ENSP00000448030, ENSP00000419886, ENSP00000449825, ENSP00000378414	EAA26775
OG0000676	ENSP00000462527, ENSP00000349957, ENSP00000484031, ENSP00000464519, ENSP00000463889, ENSP00000463357, ENSP00000464403, ENSP00000462250, ENSP00000462691, ENSP00000464615, ENSP00000376181, ENSP00000460064, ENSP00000463640, ENSP00000460678, ENSP00000458143, ENSP00000458265, ENSP00000463567, ENSP00000463598, ENSP00000459200, ENSP00000458515, ENSP00000461648, ENSP00000339695	EDO65159
OG0000677	ENSP00000492094, ENSP00000492417, ENSP00000491856, ENSP00000491074, ENSP00000441577, ENSP00000279035, ENSP00000443963, ENSP00000491164, ENSP00000492043, ENSP00000491588, ENSP00000492843, ENSP00000492335, ENSP00000279036, ENSP00000361774, ENSP00000492174, ENSP00000491072, ENSP00000491458, ENSP00000491697, ENSP00000491170, ENSP00000491233, ENSP00000491534, ENSP00000491538, ENSP00000408354, ENSP00000492498, ENSP00000492743, ENSP00000491678	EAA30969
OG0000678	ENSP00000451558, ENSP00000494610, ENSP00000292535, ENSP00000450125, ENSP00000353401, ENSP00000446630, ENSP00000447373, ENSP00000496653, ENSP00000484760, ENSP00000292538, ENSP00000449371, ENSP00000377410, ENSP00000409745, ENSP00000414091, ENSP00000496739	EAA32044
OG0000680	ENSP00000314030, ENSP00000477579, ENSP00000413499, ENSP00000378324, ENSP00000378321, ENSP00000339581, ENSP00000443962, ENSP00000395191, ENSP00000407136, ENSP00000369127	EAA29179
OG0000681	ENSP00000396888, ENSP00000364071, ENSP00000399858, ENSP00000317600, ENSP00000407682, ENSP00000376320, ENSP00000395974, ENSP00000391935, ENSP00000403269, ENSP00000398145, ENSP00000338020, ENSP00000371767, ENSP00000416255, ENSP00000316879, ENSP00000343450, ENSP00000404754, ENSP00000411826	ESA43153
OG0000682	ENSP00000455325, ENSP00000455299, ENSP00000455082, ENSP00000455890, ENSP00000456931, ENSP00000455170, ENSP00000457695, ENSP00000454596, ENSP00000457740, ENSP00000335808, ENSP00000456211, ENSP00000457850, ENSP00000374098, ENSP00000457185, ENSP00000457269, ENSP00000456673, ENSP00000454649	EAA32912
OG0000684	ENSP00000374639, ENSP00000302872, ENSP00000437141, ENSP00000431412, ENSP00000433342, ENSP00000263650, ENSP00000447893, ENSP00000450238, ENSP00000261183, ENSP00000376939, ENSP00000478240, ENSP00000376940	EAA35175
OG0000685	ENSP00000385674, ENSP00000306448, ENSP00000475312, ENSP00000475986, ENSP00000475658, ENSP00000475333, ENSP00000378161, ENSP00000451581, ENSP00000238618, ENSP00000450873, ENSP00000475424	ESA43975
OG0000686	ENSP00000421584, ENSP00000369600, ENSP00000445043, ENSP00000493189, ENSP00000494761, ENSP00000494080, ENSP00000422408, ENSP00000493144, ENSP00000425344, ENSP00000351113, ENSP00000426064, ENSP00000425592	EAA35206
OG0000698	ENSP00000417866	ESA42871
OG0000702	ENSP00000365829, ENSP00000403833, ENSP00000415046, ENSP00000412619, ENSP00000405035, ENSP00000394320, ENSP00000388494, ENSP00000391247, ENSP00000389565, ENSP00000414284, ENSP00000404312, ENSP00000398396, ENSP00000399295, ENSP00000404260, ENSP00000412056, ENSP00000409193, ENSP00000409799, ENSP00000405834, ENSP00000416194, ENSP00000401788, ENSP00000408577, ENSP00000408610, ENSP00000403747, ENSP00000412174, ENSP00000410328, ENSP00000405448, ENSP00000411003, ENSP00000397778	EAA35658
OG0000706	ENSP00000428274, ENSP00000430458, ENSP00000429217, ENSP00000430498, ENSP00000428095, ENSP00000429635, ENSP00000430350, ENSP00000430714, ENSP00000430882, ENSP00000429230, ENSP00000347469, ENSP00000379949, ENSP00000306425, ENSP00000428917	EAA30394
OG0000707	ENSP00000414961, ENSP00000361287, ENSP00000303147	ESA43946
OG0000708	ENSP00000455633	EAA33280
OG0000710	ENSP00000300209, ENSP00000409485, ENSP00000389684, ENSP00000400730, ENSP00000416570, ENSP00000272839, ENSP00000407622, ENSP00000403317, ENSP00000415115, ENSP00000385481, ENSP00000392062, ENSP00000437113, ENSP00000379200, ENSP00000379201	ESA42409
OG0000710	ENSP00000448163	EAA32248, EAA35775
OG0000712	ENSP00000496420, ENSP00000250495, ENSP00000494020, ENSP00000474249, ENSP00000448192, ENSP00000495901, ENSP00000494869, ENSP00000380040, ENSP00000432117, ENSP00000496657	EAA35250
OG0000713	ENSP00000380065, ENSP00000478864, ENSP00000380067, ENSP00000380068, ENSP00000380070, ENSP00000229239, ENSP00000222286	EAA27741
OG0000714	ENSP00000356561, ENSP00000356562	EAA31925
OG0000717	ENSP00000410081, ENSP00000486751, ENSP00000463833, ENSP00000455590, ENSP00000455409, ENSP00000456200, ENSP00000398505, ENSP00000455757, ENSP00000454541, ENSP00000455805, ENSP00000457646, ENSP00000330408, ENSP00000368075, ENSP00000368076, ENSP00000463711, ENSP00000475853, ENSP00000414942, ENSP00000438399, ENSP00000455860, ENSP00000457844	EAA33425
OG0000718	ENSP00000462508, ENSP00000481587, ENSP00000461910, ENSP00000480215, ENSP00000464586, ENSP00000352143, ENSP00000463379, ENSP00000481145, ENSP00000463885, ENSP00000462203, ENSP00000463842, ENSP00000462944, ENSP00000463490, ENSP00000462023, ENSP00000463338, ENSP00000482577, ENSP00000462385, ENSP00000480555	EAA32243
OG0000719	ENSP00000348116, ENSP00000486361, ENSP00000486281, ENSP00000442917, ENSP00000376815, ENSP00000440698, ENSP00000386486, ENSP00000439012, ENSP00000311117	EAA27950
OG0000721	ENSP00000448235, ENSP00000448945, ENSP00000410620, ENSP00000448997, ENSP00000449270, ENSP00000449108, ENSP00000448444, ENSP00000449072, ENSP00000449414, ENSP00000447100, ENSP00000448005, ENSP00000262061, ENSP00000449341, ENSP00000463841, ENSP00000464484, ENSP00000480707, ENSP00000462035, ENSP00000463413	EAA36433
OG0000722	ENSP00000242839, ENSP00000393343, ENSP00000489234, ENSP00000342559, ENSP00000383221, ENSP00000416738, ENSP00000489398, ENSP00000383217, ENSP00000345728, ENSP00000343026	EAA36008
OG0000723	ENSP00000418001, ENSP00000401720, ENSP00000368226, ENSP00000489687, ENSP00000368229, ENSP00000368228, ENSP00000351706	EAA29577
OG0000725	ENSP00000408198, ENSP00000414775, ENSP00000497356, ENSP00000497159, ENSP00000497097, ENSP00000497833, ENSP00000497598, ENSP00000497241, ENSP00000496920, ENSP00000497887, ENSP00000497476, ENSP00000497505, ENSP00000498185, ENSP00000497503, ENSP00000497711, ENSP00000273783, ENSP00000497160, ENSP00000498164, ENSP00000497786, ENSP00000497603, ENSP00000497227	EAA30360
OG0000726	ENSP00000400760, ENSP00000388773, ENSP00000386847, ENSP00000387312, ENSP00000386824, ENSP00000386399, ENSP00000387179, ENSP00000409931, ENSP00000386898, ENSP00000483320, ENSP00000411334, ENSP00000289528, ENSP00000386370, ENSP00000459173, ENSP00000380273, ENSP00000386031, ENSP00000314619	EAA32710
OG0000727	ENSP00000467681, ENSP00000225308, ENSP00000366299, ENSP00000444540, ENSP00000466615, ENSP00000466676, ENSP00000465554, ENSP00000465182, ENSP00000344831	EAA34536
OG0000728	ENSP00000409181, ENSP00000402659, ENSP00000364908, ENSP00000364903, ENSP00000388037, ENSP00000406269, ENSP00000394017, ENSP00000394649, ENSP00000364855, ENSP00000406868, ENSP00000407047, ENSP00000457803, ENSP00000436555, ENSP00000462078, ENSP00000417871, ENSP00000387609, ENSP00000364892, ENSP00000395133, ENSP00000414937, ENSP00000394619, ENSP00000405073, ENSP00000401072, ENSP00000413831, ENSP00000406352, ENSP00000399721	EAA34594
OG0000729	ENSP00000420459, ENSP00000419346, ENSP00000420801, ENSP00000315931, ENSP00000413639, ENSP00000377238, ENSP00000352092, ENSP00000358814, ENSP00000442820, ENSP00000217426	ESA42803
OG0000730	ENSP00000394622	EAA35339
OG0000731	ENSP00000377440, ENSP00000345689, ENSP00000447053, ENSP00000468275, ENSP00000449612, ENSP00000447895, ENSP00000449554, ENSP00000391319, ENSP00000450168, ENSP00000353444, ENSP00000411941, ENSP00000273047	EAA35575, EAA26716
OG0000733	ENSP00000431568, ENSP00000437166, ENSP00000436597	EDO65359, EDO65358
OG0000734	ENSP00000483260, ENSP00000346867, ENSP00000416692, ENSP00000309334, ENSP00000388529, ENSP00000493759, ENSP00000390193, ENSP00000411176, ENSP00000405590, ENSP00000495696, ENSP00000495694, ENSP00000387925	EAA27963
OG0000735	ENSP00000463222, ENSP00000464214, ENSP00000325548, ENSP00000325756, ENSP00000462311, ENSP00000351682, ENSP00000462096	EAA28142
OG0000735	ENSP00000464122, ENSP00000462626, ENSP00000463816, ENSP00000463314, ENSP00000464014, ENSP00000479635, ENSP00000461941, ENSP00000482227, ENSP00000462673, ENSP00000464151, ENSP00000463182, ENSP00000463702	EAA30930
OG0000736	ENSP00000420994, ENSP00000343657, ENSP00000425474	EAA35049
OG0000738	ENSP00000452837, ENSP00000260327, ENSP00000453051, ENSP00000408183, ENSP00000448951, ENSP00000446705, ENSP00000448386, ENSP00000381148, ENSP00000448299, ENSP00000407443, ENSP00000273179, ENSP00000398288, ENSP00000403256, ENSP00000392248, ENSP00000404301, ENSP00000273062	ESA44134
OG0000739	ENSP00000350928, ENSP00000498009, ENSP00000259271, ENSP00000365437, ENSP00000410648, ENSP00000415485, ENSP00000369179, ENSP00000267085, ENSP00000369175, ENSP00000427059, ENSP00000282538	EAA30738
OG0000741	ENSP00000357787, ENSP00000478957, ENSP00000483041, ENSP00000482520, ENSP00000497095, ENSP00000498183, ENSP00000497155, ENSP00000414833, ENSP00000357775, ENSP00000497359, ENSP00000497817, ENSP00000497366, ENSP00000498108, ENSP00000497909, ENSP00000357763, ENSP00000357767, ENSP00000497494, ENSP00000497497	EAA30479
