Orthogroup	fly	human
OG0000426	FBpp0084809, FBpp0084810, FBpp0084808, FBpp0084811, FBpp0084812, FBpp0301180, FBpp0084399, FBpp0072956, FBpp0072955, FBpp0072452	ENSP00000378514, ENSP00000327255, ENSP00000314850, ENSP00000390087, ENSP00000387287, ENSP00000497083, ENSP00000386982, ENSP00000326089, ENSP00000282412, ENSP00000367813
OG0000427	FBpp0084373, FBpp0113036, FBpp0089214, FBpp0297612, FBpp0302781, FBpp0308680, FBpp0084372, FBpp0084368, FBpp0084367, FBpp0302780	ENSP00000497731, ENSP00000497767, ENSP00000497990, ENSP00000363988, ENSP00000226253, ENSP00000378731, ENSP00000494188, ENSP00000455917, ENSP00000485952, ENSP00000378661, ENSP00000455700, ENSP00000455800, ENSP00000400452, ENSP00000496166, ENSP00000457468
OG0000428	FBpp0074952, FBpp0305845, FBpp0308562, FBpp0087206, FBpp0074958, FBpp0076286, FBpp0306432, FBpp0081369	ENSP00000278060, ENSP00000349847
OG0000429	FBpp0304111, FBpp0073638, FBpp0300867, FBpp0309341	ENSP00000411602, ENSP00000402926, ENSP00000332721, ENSP00000384827, ENSP00000403645, ENSP00000391262, ENSP00000382706, ENSP00000389797, ENSP00000381122, ENSP00000385662, ENSP00000415450, ENSP00000395816, ENSP00000403432, ENSP00000396182, ENSP00000402966, ENSP00000413850
OG0000430	FBpp0088627, FBpp0088628, FBpp0112945	ENSP00000339850, ENSP00000357616, ENSP00000425742, ENSP00000380987, ENSP00000321606, ENSP00000343690, ENSP00000430267, ENSP00000381526, ENSP00000427985, ENSP00000431117, ENSP00000309539, ENSP00000276651, ENSP00000430246, ENSP00000385549, ENSP00000481305, ENSP00000288699
OG0000431	FBpp0288894, FBpp0289736, FBpp0289735, FBpp0289737, FBpp0309627	ENSP00000381929, ENSP00000494897, ENSP00000494536, ENSP00000494544, ENSP00000495571, ENSP00000496748, ENSP00000494572, ENSP00000493627, ENSP00000495908, ENSP00000340373, ENSP00000381932, ENSP00000495632, ENSP00000342690, ENSP00000495596, ENSP00000493653, ENSP00000487539, ENSP00000403182, ENSP00000486839, ENSP00000487313, ENSP00000472941, ENSP00000221803, ENSP00000486377, ENSP00000469863, ENSP00000485915, ENSP00000312789
OG0000432	FBpp0082433	ENSP00000423060, ENSP00000426191, ENSP00000480786, ENSP00000482371, ENSP00000479160, ENSP00000478167, ENSP00000484854, ENSP00000477996, ENSP00000346938, ENSP00000303134, ENSP00000482775, ENSP00000311227, ENSP00000355226, ENSP00000346271, ENSP00000427743, ENSP00000350725, ENSP00000481388, ENSP00000480230, ENSP00000425005, ENSP00000482765, ENSP00000282891, ENSP00000483115, ENSP00000477962, ENSP00000484227, ENSP00000370151, ENSP00000483809, ENSP00000424696, ENSP00000481820, ENSP00000424289, ENSP00000427673, ENSP00000480453, ENSP00000478321
OG0000433	FBpp0072594, FBpp0290738, FBpp0072591, FBpp0072592, FBpp0289645, FBpp0289646, FBpp0289649, FBpp0289647, FBpp0289648, FBpp0072593	ENSP00000433403, ENSP00000488339, ENSP00000437309, ENSP00000487894, ENSP00000488281, ENSP00000434863, ENSP00000488027, ENSP00000436131, ENSP00000432610, ENSP00000487637, ENSP00000488399, ENSP00000432091, ENSP00000322016, ENSP00000487930, ENSP00000488903, ENSP00000431960, ENSP00000487614, ENSP00000478495, ENSP00000322036, ENSP00000434359, ENSP00000484860, ENSP00000487945, ENSP00000402953, ENSP00000488435, ENSP00000395417, ENSP00000478209, ENSP00000488595
OG0000434	FBpp0290546, FBpp0290545, FBpp0310069, FBpp0079115, FBpp0310068	ENSP00000388501, ENSP00000493651, ENSP00000494551, ENSP00000494417, ENSP00000359142, ENSP00000496374, ENSP00000495617, ENSP00000489217, ENSP00000494661, ENSP00000354916, ENSP00000336739, ENSP00000396951, ENSP00000400480, ENSP00000364389, ENSP00000364390, ENSP00000497792, ENSP00000497679, ENSP00000420572, ENSP00000413940, ENSP00000364388, ENSP00000417897
OG0000435	FBpp0297092, FBpp0303682, FBpp0303684, FBpp0303683, FBpp0080801, FBpp0303681, FBpp0111712	ENSP00000489264, ENSP00000440515, ENSP00000398822, ENSP00000489257, ENSP00000489063, ENSP00000370593, ENSP00000438164, ENSP00000489439, ENSP00000348812, ENSP00000465443, ENSP00000327313, ENSP00000262963
OG0000436	FBpp0306611, FBpp0081213, FBpp0306606, FBpp0081212, FBpp0081211, FBpp0306608, FBpp0306607, FBpp0306610, FBpp0306609	ENSP00000431541, ENSP00000433211, ENSP00000431906, ENSP00000278568, ENSP00000433423, ENSP00000348696, ENSP00000314067, ENSP00000484798, ENSP00000429113, ENSP00000389172, ENSP00000353864, ENSP00000428921, ENSP00000262836, ENSP00000361080, ENSP00000401982, ENSP00000361077, ENSP00000410853
OG0000437	FBpp0091101, FBpp0091086, FBpp0091068, FBpp0091083, FBpp0091107, FBpp0091052, FBpp0091057, FBpp0091071, FBpp0091074, FBpp0085248, FBpp0091098, FBpp0091089, FBpp0091092, FBpp0091110, FBpp0091095, FBpp0091077, FBpp0091065, FBpp0091062, FBpp0091050, FBpp0091059, FBpp0091104, FBpp0091054, FBpp0091080	ENSP00000344504, ENSP00000341214, ENSP00000330074, ENSP00000339566, ENSP00000244534, ENSP00000307705, ENSP00000244573
OG0000438	FBpp0099872, FBpp0305267, FBpp0305266, FBpp0099873, FBpp0293216, FBpp0293215	ENSP00000424242, ENSP00000358012, ENSP00000341743, ENSP00000355239, ENSP00000422343, ENSP00000354835, ENSP00000492428, ENSP00000358010, ENSP00000271690, ENSP00000455986, ENSP00000457805, ENSP00000457631, ENSP00000457123, ENSP00000454341, ENSP00000454612, ENSP00000455151, ENSP00000249822, ENSP00000454297, ENSP00000455625, ENSP00000454234, ENSP00000455610
OG0000445	FBpp0306049, FBpp0082579	ENSP00000454191, ENSP00000453351, ENSP00000453738, ENSP00000453432, ENSP00000453625, ENSP00000494546, ENSP00000492191, ENSP00000453231, ENSP00000408880, ENSP00000453972, ENSP00000331310, ENSP00000368850, ENSP00000452717, ENSP00000452808, ENSP00000416120, ENSP00000410532, ENSP00000394417, ENSP00000415476, ENSP00000353643, ENSP00000391969, ENSP00000454030
OG0000446	FBpp0070935	ENSP00000397647, ENSP00000436710, ENSP00000409219, ENSP00000361754, ENSP00000434404, ENSP00000433820, ENSP00000408315, ENSP00000416403, ENSP00000408867, ENSP00000361737, ENSP00000414299, ENSP00000404427, ENSP00000361738, ENSP00000361734, ENSP00000396620, ENSP00000312617, ENSP00000361736, ENSP00000433413
OG0000448	FBpp0077350	ENSP00000355823, ENSP00000355822, ENSP00000355821, ENSP00000420443
OG0000448	FBpp0080405, FBpp0308005, FBpp0080406	ENSP00000452466, ENSP00000433896, ENSP00000435537, ENSP00000451640, ENSP00000432177, ENSP00000310003, ENSP00000272133, ENSP00000378940, ENSP00000452457, ENSP00000451852, ENSP00000216416, ENSP00000451142
OG0000449	FBpp0305402, FBpp0083976, FBpp0305403, FBpp0305404, FBpp0083977, FBpp0083979	ENSP00000403573, ENSP00000431009, ENSP00000358082, ENSP00000430969, ENSP00000354838, ENSP00000413751, ENSP00000399567, ENSP00000358089, ENSP00000394902, ENSP00000401371, ENSP00000282574, ENSP00000404023
OG0000450	FBpp0291655, FBpp0075270, FBpp0075269, FBpp0305752, FBpp0075268, FBpp0075271, FBpp0305753, FBpp0078071, FBpp0296988, FBpp0078069	ENSP00000269159, ENSP00000408526, ENSP00000429735, ENSP00000430283, ENSP00000429322, ENSP00000430081, ENSP00000311803, ENSP00000429516, ENSP00000428425, ENSP00000428812, ENSP00000428594, ENSP00000256108
OG0000453	FBpp0082953	ENSP00000437198
OG0000453	FBpp0080104, FBpp0080103	ENSP00000328436, ENSP00000345202, ENSP00000364929, ENSP00000364930, ENSP00000410291, ENSP00000307183, ENSP00000473635, ENSP00000322142, ENSP00000385937, ENSP00000416878, ENSP00000490767, ENSP00000397343, ENSP00000412705, ENSP00000415903, ENSP00000380024, ENSP00000343396
OG0000454	FBpp0306666, FBpp0083989	ENSP00000436350, ENSP00000440058, ENSP00000367011, ENSP00000366997
OG0000454	FBpp0072389, FBpp0072388	ENSP00000415419, ENSP00000315569, ENSP00000374655, ENSP00000273009, ENSP00000386799
OG0000455	FBpp0084623	ENSP00000299767
OG0000455	FBpp0072904, FBpp0305095	ENSP00000335153, ENSP00000216281, ENSP00000481908, ENSP00000360609, ENSP00000325875, ENSP00000360709
OG0000455	FBpp0085482, FBpp0307647	ENSP00000459354, ENSP00000459585, ENSP00000458166, ENSP00000442070, ENSP00000246957
OG0000457	FBpp0303207, FBpp0303206, FBpp0303208, FBpp0078192, FBpp0078191, FBpp0112099, FBpp0304160	ENSP00000407734, ENSP00000432978, ENSP00000433108, ENSP00000486229, ENSP00000433210, ENSP00000437070, ENSP00000437305, ENSP00000434433, ENSP00000486339, ENSP00000434022, ENSP00000400226, ENSP00000434442, ENSP00000403520, ENSP00000263245, ENSP00000403995, ENSP00000388791, ENSP00000435488, ENSP00000437194, ENSP00000431939, ENSP00000431684, ENSP00000434809, ENSP00000434487
OG0000458	FBpp0289513, FBpp0089088, FBpp0305157, FBpp0085464, FBpp0085463, FBpp0085461	ENSP00000364721
OG0000458	FBpp0271746	ENSP00000466871, ENSP00000468904, ENSP00000468588, ENSP00000300249, ENSP00000407723, ENSP00000396074, ENSP00000464921, ENSP00000446343, ENSP00000465939, ENSP00000468216, ENSP00000391705, ENSP00000383915, ENSP00000497057, ENSP00000385715, ENSP00000233121
OG0000459	FBpp0087761, FBpp0087762, FBpp0087760	ENSP00000467590, ENSP00000488174, ENSP00000488465, ENSP00000466851, ENSP00000487801, ENSP00000495129, ENSP00000488493, ENSP00000487666, ENSP00000488850, ENSP00000488295, ENSP00000465858, ENSP00000405573, ENSP00000467670, ENSP00000493517, ENSP00000348877
OG0000460	FBpp0084927, FBpp0302568	ENSP00000482480, ENSP00000465267, ENSP00000477592, ENSP00000455388, ENSP00000299633, ENSP00000370109, ENSP00000370114, ENSP00000370092, ENSP00000380653, ENSP00000370091, ENSP00000471276, ENSP00000483702, ENSP00000468175, ENSP00000467513, ENSP00000483345, ENSP00000442129, ENSP00000357189, ENSP00000357192, ENSP00000443120, ENSP00000349878, ENSP00000480754
OG0000461	FBpp0073609	ENSP00000486937, ENSP00000485976, ENSP00000485765, ENSP00000479871, ENSP00000485987, ENSP00000486973, ENSP00000486820, ENSP00000485775, ENSP00000486732, ENSP00000478389, ENSP00000290765, ENSP00000385765, ENSP00000385116, ENSP00000488993, ENSP00000481555, ENSP00000477540, ENSP00000481741, ENSP00000492273, ENSP00000491805, ENSP00000492227
OG0000462	FBpp0307210, FBpp0289713, FBpp0082248	ENSP00000399725, ENSP00000390004, ENSP00000397143, ENSP00000410380, ENSP00000396360, ENSP00000241069, ENSP00000394976, ENSP00000414858, ENSP00000404865, ENSP00000303211, ENSP00000403474, ENSP00000264381, ENSP00000419505, ENSP00000419804
OG0000463	FBpp0297943, FBpp0074441, FBpp0086055, FBpp0086056, FBpp0077134, FBpp0081494, FBpp0079252, FBpp0079251, FBpp0301605, FBpp0291019, FBpp0071221	ENSP00000209875, ENSP00000401009, ENSP00000449207, ENSP00000465985, ENSP00000393179, ENSP00000385413, ENSP00000462242, ENSP00000377060, ENSP00000225603, ENSP00000336687, ENSP00000473748, ENSP00000408672, ENSP00000387348, ENSP00000379670
OG0000464	FBpp0305846, FBpp0074933	ENSP00000456414, ENSP00000490933, ENSP00000454253, ENSP00000350523, ENSP00000455387, ENSP00000454229, ENSP00000490709, ENSP00000489627, ENSP00000454466, ENSP00000490283, ENSP00000379014, ENSP00000350457, ENSP00000347660, ENSP00000489841, ENSP00000490105, ENSP00000353073, ENSP00000456117, ENSP00000490880, ENSP00000489952, ENSP00000454680, ENSP00000490758, ENSP00000489824, ENSP00000490394, ENSP00000486616, ENSP00000353116, ENSP00000329171, ENSP00000456122, ENSP00000490363, ENSP00000490155
OG0000465	FBpp0081031, FBpp0290491, FBpp0305299, FBpp0297159, FBpp0081032, FBpp0305300	ENSP00000407132, ENSP00000370683, ENSP00000369294, ENSP00000370685, ENSP00000382275, ENSP00000370719, ENSP00000382301, ENSP00000382292, ENSP00000382286, ENSP00000382289, ENSP00000382290, ENSP00000370691, ENSP00000391224, ENSP00000391715, ENSP00000479408, ENSP00000389013
OG0000466	FBpp0087953, FBpp0087952, FBpp0306646, FBpp0083352	ENSP00000373627, ENSP00000380824, ENSP00000396728, ENSP00000380826, ENSP00000353278, ENSP00000378108, ENSP00000418715, ENSP00000346169, ENSP00000341524, ENSP00000420839, ENSP00000367991, ENSP00000399840, ENSP00000367971, ENSP00000296873, ENSP00000367978, ENSP00000367973, ENSP00000394766
OG0000467	FBpp0083777, FBpp0099606, FBpp0083776, FBpp0306565, FBpp0083778, FBpp0099607, FBpp0290706	ENSP00000496443, ENSP00000478841, ENSP00000488206, ENSP00000488508, ENSP00000455268, ENSP00000488628, ENSP00000455044, ENSP00000488785, ENSP00000454786, ENSP00000488842, ENSP00000479625, ENSP00000488352, ENSP00000484549, ENSP00000487757, ENSP00000478558, ENSP00000481009, ENSP00000482965, ENSP00000483857, ENSP00000477557, ENSP00000483590, ENSP00000482116, ENSP00000488484, ENSP00000478378, ENSP00000483951, ENSP00000477715, ENSP00000481010, ENSP00000478598, ENSP00000488102
OG0000468	FBpp0087047, FBpp0111988, FBpp0086614	ENSP00000478408, ENSP00000478252, ENSP00000484545, ENSP00000439934, ENSP00000488141, ENSP00000488796, ENSP00000463177, ENSP00000340943, ENSP00000344304, ENSP00000426498, ENSP00000418722, ENSP00000340522, ENSP00000484097, ENSP00000481116, ENSP00000488912, ENSP00000344068, ENSP00000478177, ENSP00000480752, ENSP00000483802, ENSP00000477786, ENSP00000326060, ENSP00000488342, ENSP00000462016, ENSP00000479052, ENSP00000480241, ENSP00000293493, ENSP00000484387, ENSP00000381333, ENSP00000480396
OG0000469	FBpp0291628	ENSP00000479654, ENSP00000379671, ENSP00000379667, ENSP00000479576, ENSP00000477766, ENSP00000480422, ENSP00000478156, ENSP00000478622, ENSP00000305524, ENSP00000480964, ENSP00000481374, ENSP00000480899, ENSP00000481068, ENSP00000480503, ENSP00000481639, ENSP00000482527, ENSP00000482084, ENSP00000484865, ENSP00000483266, ENSP00000484465, ENSP00000484964, ENSP00000484225, ENSP00000484694, ENSP00000483436
OG0000477	FBpp0087897, FBpp0290569	ENSP00000384109, ENSP00000360373, ENSP00000338919, ENSP00000364590, ENSP00000389118, ENSP00000322132, ENSP00000481782, ENSP00000364589
OG0000477	FBpp0291368, FBpp0291367, FBpp0291366, FBpp0291369	ENSP00000264414, ENSP00000400935, ENSP00000387200, ENSP00000386525, ENSP00000477851, ENSP00000343601
OG0000478	FBpp0070773, FBpp0304672	ENSP00000457428, ENSP00000349265, ENSP00000457868, ENSP00000424307, ENSP00000425576, ENSP00000388063, ENSP00000322287, ENSP00000353332, ENSP00000359035
OG0000478	FBpp0071503	ENSP00000464887, ENSP00000431229, ENSP00000375809, ENSP00000375805, ENSP00000465593, ENSP00000375808
OG0000481	FBpp0085145, FBpp0089161, FBpp0291178, FBpp0291395, FBpp0089158, FBpp0089159, FBpp0070449, FBpp0070450, FBpp0070453, FBpp0070451, FBpp0070452, FBpp0089162, FBpp0304141, FBpp0089160	ENSP00000381301, ENSP00000222330, ENSP00000412663, ENSP00000497956, ENSP00000324806, ENSP00000264235
OG0000482	FBpp0305265, FBpp0075514, FBpp0075515, FBpp0075513, FBpp0292998, FBpp0292997, FBpp0293000, FBpp0292999	ENSP00000318687, ENSP00000396090, ENSP00000408991, ENSP00000487365, ENSP00000369768, ENSP00000427305, ENSP00000422482, ENSP00000425645, ENSP00000296464, ENSP00000478102, ENSP00000481686, ENSP00000302961
OG0000483	FBpp0083945, FBpp0083234	ENSP00000469838, ENSP00000326767, ENSP00000470027, ENSP00000479851, ENSP00000482155, ENSP00000478074, ENSP00000482659, ENSP00000480731, ENSP00000484882, ENSP00000437496, ENSP00000471458, ENSP00000469541, ENSP00000469128, ENSP00000375717, ENSP00000472816, ENSP00000470007, ENSP00000469839, ENSP00000470439
OG0000484	FBpp0077714	ENSP00000437914, ENSP00000394408, ENSP00000405358, ENSP00000444136, ENSP00000387143, ENSP00000263331
OG0000484	FBpp0087085	ENSP00000445721, ENSP00000448398, ENSP00000228347
OG0000484	FBpp0310926, FBpp0082353	ENSP00000491706, ENSP00000391096, ENSP00000391452, ENSP00000370625, ENSP00000312735
OG0000485	FBpp0075176, FBpp0075175, FBpp0075178, FBpp0300976, FBpp0075177, FBpp0075180, FBpp0075179, FBpp0303599	ENSP00000412079, ENSP00000414440, ENSP00000413906, ENSP00000443510, ENSP00000381135, ENSP00000381138, ENSP00000381140, ENSP00000332989, ENSP00000291572, ENSP00000355872, ENSP00000413901, ENSP00000314036, ENSP00000400211
OG0000486	FBpp0300841, FBpp0300842, FBpp0310124, FBpp0073990, FBpp0300843, FBpp0073993, FBpp0073991, FBpp0310123	ENSP00000410580, ENSP00000356165, ENSP00000398091, ENSP00000405497, ENSP00000406241, ENSP00000356169, ENSP00000356170, ENSP00000266517, ENSP00000334041, ENSP00000446292
OG0000487	FBpp0310709, FBpp0310708, FBpp0301142, FBpp0301144, FBpp0301143, FBpp0083404, FBpp0083403, FBpp0083402, FBpp0301141	ENSP00000472208, ENSP00000472233, ENSP00000384908, ENSP00000385678, ENSP00000332931, ENSP00000384763, ENSP00000236877, ENSP00000377863, ENSP00000216568, ENSP00000437536, ENSP00000370669, ENSP00000349392, ENSP00000433531, ENSP00000350560, ENSP00000436332, ENSP00000436688
OG0000488	FBpp0075810, FBpp0291346, FBpp0075811, FBpp0290358, FBpp0110168, FBpp0110169, FBpp0310443	ENSP00000299498, ENSP00000437041, ENSP00000432482, ENSP00000392777, ENSP00000433856, ENSP00000434969, ENSP00000435916, ENSP00000385679, ENSP00000384457, ENSP00000384834, ENSP00000354468, ENSP00000338461, ENSP00000403439, ENSP00000396382, ENSP00000356218
OG0000489	FBpp0081900	ENSP00000488904, ENSP00000459203
OG0000490	FBpp0302777, FBpp0070330, FBpp0292167, FBpp0302778, FBpp0305936, FBpp0302779, FBpp0070331, FBpp0070329, FBpp0305935	ENSP00000450764, ENSP00000252699, ENSP00000489220, ENSP00000414272, ENSP00000366035, ENSP00000439828, ENSP00000377941, ENSP00000193403, ENSP00000426797, ENSP00000422007, ENSP00000411187, ENSP00000489474, ENSP00000488962, ENSP00000439497, ENSP00000438384, ENSP00000355537, ENSP00000443495
OG0000491	FBpp0072116	ENSP00000419460, ENSP00000418599, ENSP00000418223, ENSP00000418616, ENSP00000415028, ENSP00000389259, ENSP00000404560, ENSP00000411113, ENSP00000415810, ENSP00000393004, ENSP00000403409, ENSP00000293604, ENSP00000396916, ENSP00000373075, ENSP00000390275, ENSP00000365656, ENSP00000404588, ENSP00000415915, ENSP00000419968, ENSP00000398769, ENSP00000395979, ENSP00000405594, ENSP00000387592, ENSP00000373074, ENSP00000402805, ENSP00000391657, ENSP00000365654, ENSP00000419610, ENSP00000418154
OG0000492	FBpp0422971, FBpp0422972, FBpp0073267	ENSP00000435742, ENSP00000294172, ENSP00000436679, ENSP00000477375, ENSP00000453885, ENSP00000472530, ENSP00000474659, ENSP00000474598, ENSP00000485586, ENSP00000331535, ENSP00000354539, ENSP00000442401, ENSP00000263032, ENSP00000361889, ENSP00000426978, ENSP00000422976, ENSP00000404017, ENSP00000378504
OG0000493	FBpp0085841, FBpp0290146, FBpp0290145	ENSP00000479468, ENSP00000482621, ENSP00000491491, ENSP00000491903, ENSP00000456010, ENSP00000301785, ENSP00000473178, ENSP00000367460, ENSP00000375863, ENSP00000470687, ENSP00000473132, ENSP00000263367, ENSP00000470172, ENSP00000472629, ENSP00000340857, ENSP00000491294, ENSP00000491601, ENSP00000491340, ENSP00000492573, ENSP00000491807, ENSP00000492010, ENSP00000283179.10, ENSP00000491305, ENSP00000410728, ENSP00000491215, ENSP00000393151, ENSP00000491685
OG0000494	FBpp0088460, FBpp0088459, FBpp0088461, FBpp0088464, FBpp0112329, FBpp0089013, FBpp0088462, FBpp0088463, FBpp0305364	ENSP00000327214, ENSP00000413307, ENSP00000421126, ENSP00000482200, ENSP00000494471, ENSP00000416508, ENSP00000256031, ENSP00000493923, ENSP00000494937, ENSP00000341942, ENSP00000483801, ENSP00000295548, ENSP00000383129, ENSP00000376238, ENSP00000339182
OG0000495	FBpp0305554, FBpp0305557, FBpp0089310, FBpp0305556, FBpp0305555, FBpp0089311, FBpp0089312	ENSP00000417338, ENSP00000419990, ENSP00000349880, ENSP00000345352, ENSP00000418156, ENSP00000269296, ENSP00000347427, ENSP00000389752, ENSP00000313644, ENSP00000486116, ENSP00000314363, ENSP00000343658
OG0000496	FBpp0290879, FBpp0311472	ENSP00000156499, ENSP00000497141, ENSP00000375678, ENSP00000479217, ENSP00000419912, ENSP00000488689, ENSP00000308720, ENSP00000417854, ENSP00000487956, ENSP00000481361, ENSP00000478237, ENSP00000488437, ENSP00000488077, ENSP00000488338, ENSP00000487952, ENSP00000488789, ENSP00000401828, ENSP00000354280, ENSP00000401249, ENSP00000340889, ENSP00000368715
OG0000497	FBpp0297737	ENSP00000492849, ENSP00000431019, ENSP00000492243, ENSP00000428081, ENSP00000491460, ENSP00000429835, ENSP00000491576, ENSP00000429047, ENSP00000430187, ENSP00000491087, ENSP00000491812, ENSP00000430766, ENSP00000429427, ENSP00000492412, ENSP00000482350, ENSP00000491513, ENSP00000429107, ENSP00000492647, ENSP00000366130, ENSP00000491128, ENSP00000491991, ENSP00000292586, ENSP00000491788, ENSP00000427849, ENSP00000492109, ENSP00000430298, ENSP00000491335, ENSP00000428460, ENSP00000429651, ENSP00000491025, ENSP00000491262, ENSP00000429563, ENSP00000430814, ENSP00000491874
