Orthogroup	fly	mouse
OG0000724	FBpp0088552, FBpp0088549, FBpp0088550, FBpp0088551, FBpp0088548	ENSMUSP00000021154, ENSMUSP00000090617, ENSMUSP00000044418, ENSMUSP00000112954, ENSMUSP00000032994, ENSMUSP00000112555, ENSMUSP00000115152, ENSMUSP00000145761, ENSMUSP00000117803, ENSMUSP00000146172
OG0000725	FBpp0089217, FBpp0070336	ENSMUSP00000003320, ENSMUSP00000155949, ENSMUSP00000121169
OG0000726	FBpp0111932	ENSMUSP00000027394, ENSMUSP00000125086, ENSMUSP00000139757, ENSMUSP00000124552, ENSMUSP00000106475, ENSMUSP00000078910, ENSMUSP00000123097
OG0000727	FBpp0308320, FBpp0081235, FBpp0074507, FBpp0074506, FBpp0074508, FBpp0310500	ENSMUSP00000121790, ENSMUSP00000102715, ENSMUSP00000018821, ENSMUSP00000115445, ENSMUSP00000115365, ENSMUSP00000115087, ENSMUSP00000116336, ENSMUSP00000120021, ENSMUSP00000130630, ENSMUSP00000067611, ENSMUSP00000143045, ENSMUSP00000142511
OG0000729	FBpp0072886, FBpp0089085, FBpp0082821	ENSMUSP00000135518, ENSMUSP00000067638, ENSMUSP00000110893, ENSMUSP00000110897, ENSMUSP00000100060, ENSMUSP00000029490
OG0000729	FBpp0304841, FBpp0073847, FBpp0312000	ENSMUSP00000127198, ENSMUSP00000061851
OG0000730	FBpp0303724, FBpp0077631, FBpp0311118, FBpp0077633, FBpp0300904, FBpp0307378, FBpp0307377	ENSMUSP00000138379, ENSMUSP00000035199, ENSMUSP00000138526, ENSMUSP00000068188, ENSMUSP00000111032, ENSMUSP00000111033, ENSMUSP00000136209, ENSMUSP00000111031, ENSMUSP00000080738, ENSMUSP00000141829, ENSMUSP00000138380
OG0000731	FBpp0303520, FBpp0077470, FBpp0077471, FBpp0077475, FBpp0303518, FBpp0303519, FBpp0077472, FBpp0077473, FBpp0077474	ENSMUSP00000102987, ENSMUSP00000019317, ENSMUSP00000000727, ENSMUSP00000017975
OG0000732	FBpp0076882	ENSMUSP00000154474, ENSMUSP00000154006, ENSMUSP00000154481, ENSMUSP00000153847, ENSMUSP00000022821
OG0000734	FBpp0300655, FBpp0291015, FBpp0300653, FBpp0112467, FBpp0112466, FBpp0300654, FBpp0112465, FBpp0300652	ENSMUSP00000108217, ENSMUSP00000078388, ENSMUSP00000079163, ENSMUSP00000098362, ENSMUSP00000119852
OG0000735	FBpp0311513, FBpp0085374	ENSMUSP00000025546, ENSMUSP00000128696, ENSMUSP00000069699
OG0000736	FBpp0085460	ENSMUSP00000022148, ENSMUSP00000152781
OG0000737	FBpp0111493, FBpp0300814, FBpp0111491, FBpp0300813, FBpp0111492, FBpp0312418, FBpp0303271	ENSMUSP00000026414, ENSMUSP00000114441, ENSMUSP00000023578, ENSMUSP00000087371, ENSMUSP00000152446, ENSMUSP00000152378, ENSMUSP00000037900
OG0000738	FBpp0075276, FBpp0305756	ENSMUSP00000047543, ENSMUSP00000106203, ENSMUSP00000106207, ENSMUSP00000106201, ENSMUSP00000100890, ENSMUSP00000100891, ENSMUSP00000072852, ENSMUSP00000133755, ENSMUSP00000027367
OG0000739	FBpp0073133, FBpp0073132, FBpp0305196, FBpp0073131	ENSMUSP00000092539, ENSMUSP00000028123
OG0000739	FBpp0077837, FBpp0304204, FBpp0304203, FBpp0309589, FBpp0080119, FBpp0301687	ENSMUSP00000155492, ENSMUSP00000023805, ENSMUSP00000112433, ENSMUSP00000077694, ENSMUSP00000113240
OG0000740	FBpp0307178, FBpp0079254	ENSMUSP00000050788
OG0000740	FBpp0301190, FBpp0301189, FBpp0071287, FBpp0309977, FBpp0071286, FBpp0113086, FBpp0113087	ENSMUSP00000118575, ENSMUSP00000107995, ENSMUSP00000107996, ENSMUSP00000033652, ENSMUSP00000107999, ENSMUSP00000114066, ENSMUSP00000113302, ENSMUSP00000109241, ENSMUSP00000112529, ENSMUSP00000061991, ENSMUSP00000042778
OG0000741	FBpp0082627, FBpp0071211, FBpp0305783	ENSMUSP00000119179
OG0000742	FBpp0307666, FBpp0072009, FBpp0076225, FBpp0076224, FBpp0312157, FBpp0076522	ENSMUSP00000149454, ENSMUSP00000149803, ENSMUSP00000150669, ENSMUSP00000149759, ENSMUSP00000034562, ENSMUSP00000019192, ENSMUSP00000154747
OG0000743	FBpp0290567, FBpp0074131, FBpp0290568, FBpp0290566	ENSMUSP00000028499, ENSMUSP00000107369, ENSMUSP00000023128, ENSMUSP00000134154, ENSMUSP00000028106, ENSMUSP00000134238, ENSMUSP00000099375, ENSMUSP00000151960, ENSMUSP00000096712
OG0000744	FBpp0076374	ENSMUSP00000094956, ENSMUSP00000131195, ENSMUSP00000134272, ENSMUSP00000133934
OG0000745	FBpp0082912	ENSMUSP00000073873, ENSMUSP00000134569
OG0000746	FBpp0083931	ENSMUSP00000109498, ENSMUSP00000109500, ENSMUSP00000109501, ENSMUSP00000028155, ENSMUSP00000120888, ENSMUSP00000115380
OG0000747	FBpp0088208, FBpp0305834	ENSMUSP00000114880, ENSMUSP00000105384, ENSMUSP00000076005, ENSMUSP00000130032, ENSMUSP00000102677, ENSMUSP00000074899, ENSMUSP00000099856, ENSMUSP00000102672, ENSMUSP00000123169
OG0000748	FBpp0088501, FBpp0088984, FBpp0305516, FBpp0305517, FBpp0088503, FBpp0088502, FBpp0088981, FBpp0088983, FBpp0088982, FBpp0289428, FBpp0088504, FBpp0312297	ENSMUSP00000007340, ENSMUSP00000005692, ENSMUSP00000106874, ENSMUSP00000095072, ENSMUSP00000083077, ENSMUSP00000039657, ENSMUSP00000099922, ENSMUSP00000079691, ENSMUSP00000143735
OG0000749	FBpp0297673, FBpp0297670, FBpp0297669, FBpp0297668, FBpp0297667, FBpp0297674, FBpp0303398, FBpp0297676, FBpp0297677, FBpp0297671, FBpp0300546, FBpp0297675, FBpp0300547, FBpp0297678, FBpp0307561, FBpp0297672	ENSMUSP00000116079, ENSMUSP00000116678, ENSMUSP00000120256, ENSMUSP00000116158, ENSMUSP00000123064, ENSMUSP00000121817, ENSMUSP00000114160, ENSMUSP00000074684, ENSMUSP00000122476, ENSMUSP00000117474
OG0000761	FBpp0308381, FBpp0308383, FBpp0308382, FBpp0301689, FBpp0293949, FBpp0301690, FBpp0100009, FBpp0301692, FBpp0300329, FBpp0301688, FBpp0070286, FBpp0293950, FBpp0070287, FBpp0293951	ENSMUSP00000115148, ENSMUSP00000064775, ENSMUSP00000120757, ENSMUSP00000020496, ENSMUSP00000101046, ENSMUSP00000095976
OG0000762	FBpp0302752, FBpp0073119	ENSMUSP00000099681, ENSMUSP00000125405, ENSMUSP00000004745, ENSMUSP00000052440, ENSMUSP00000089051
OG0000763	FBpp0297713, FBpp0074127, FBpp0074128	ENSMUSP00000030760, ENSMUSP00000121918, ENSMUSP00000032477
OG0000765	FBpp0307182, FBpp0290616, FBpp0083575, FBpp0290615, FBpp0083576, FBpp0099954	ENSMUSP00000156665, ENSMUSP00000095025, ENSMUSP00000156519, ENSMUSP00000156511, ENSMUSP00000046740
OG0000766	FBpp0079697	ENSMUSP00000035230
OG0000768	FBpp0087724, FBpp0311417, FBpp0308410, FBpp0087723	ENSMUSP00000064900, ENSMUSP00000107616, ENSMUSP00000138571, ENSMUSP00000092157, ENSMUSP00000138213, ENSMUSP00000130598
OG0000769	FBpp0086807, FBpp0086806, FBpp0289430, FBpp0289429, FBpp0086805, FBpp0086801, FBpp0086803, FBpp0086802, FBpp0112362, FBpp0086804	ENSMUSP00000101238, ENSMUSP00000030939, ENSMUSP00000101237
OG0000770	FBpp0082089, FBpp0084753, FBpp0099920, FBpp0099919	ENSMUSP00000011896, ENSMUSP00000020768
OG0000770	FBpp0083616, FBpp0083618, FBpp0083617	ENSMUSP00000047393, ENSMUSP00000121818, ENSMUSP00000120794, ENSMUSP00000115825
OG0000771	FBpp0074585, FBpp0300889, FBpp0074584, FBpp0074586	ENSMUSP00000139239, ENSMUSP00000138744, ENSMUSP00000138708, ENSMUSP00000138288, ENSMUSP00000138911, ENSMUSP00000138765, ENSMUSP00000138709, ENSMUSP00000064988, ENSMUSP00000075150, ENSMUSP00000146959
OG0000773	FBpp0084411, FBpp0084409, FBpp0084410	ENSMUSP00000025811, ENSMUSP00000117224, ENSMUSP00000146477, ENSMUSP00000103872, ENSMUSP00000103873, ENSMUSP00000032809
OG0000774	FBpp0309599, FBpp0301966, FBpp0301965, FBpp0070229, FBpp0292356, FBpp0070231	ENSMUSP00000152532, ENSMUSP00000152564, ENSMUSP00000082406, ENSMUSP00000153095, ENSMUSP00000052085
OG0000775	FBpp0079041	ENSMUSP00000076503
OG0000775	FBpp0083663, FBpp0310632	ENSMUSP00000125656, ENSMUSP00000048373, ENSMUSP00000022170, ENSMUSP00000125088, ENSMUSP00000124426, ENSMUSP00000125306, ENSMUSP00000124253
OG0000776	FBpp0074237	ENSMUSP00000115178, ENSMUSP00000109123, ENSMUSP00000059751, ENSMUSP00000140051, ENSMUSP00000140244, ENSMUSP00000132143, ENSMUSP00000081772, ENSMUSP00000139407, ENSMUSP00000140423
OG0000777	FBpp0302004, FBpp0085711, FBpp0085712, FBpp0306126, FBpp0087017, FBpp0087016, FBpp0087018, FBpp0304543, FBpp0304544, FBpp0087022, FBpp0085709, FBpp0306127, FBpp0085739, FBpp0085707, FBpp0085708, FBpp0300747, FBpp0306125, FBpp0306124, FBpp0085710	ENSMUSP00000124881, ENSMUSP00000057069, ENSMUSP00000124992
OG0000778	FBpp0086975, FBpp0086977, FBpp0086976, FBpp0291643	ENSMUSP00000121031, ENSMUSP00000135013, ENSMUSP00000117206, ENSMUSP00000065270, ENSMUSP00000109818, ENSMUSP00000114496, ENSMUSP00000134745, ENSMUSP00000135593, ENSMUSP00000135308
OG0000780	FBpp0087367	ENSMUSP00000086165, ENSMUSP00000112638, ENSMUSP00000030563
OG0000780	FBpp0291024	ENSMUSP00000152458, ENSMUSP00000022060
OG0000781	FBpp0310242, FBpp0073525, FBpp0312048	ENSMUSP00000114937, ENSMUSP00000119107, ENSMUSP00000149626, ENSMUSP00000136463, ENSMUSP00000077649, ENSMUSP00000034700, ENSMUSP00000114898, ENSMUSP00000075113, ENSMUSP00000115626
OG0000782	FBpp0073576	ENSMUSP00000152633, ENSMUSP00000025563, ENSMUSP00000025388, ENSMUSP00000094793, ENSMUSP00000100621, ENSMUSP00000094254, ENSMUSP00000075195, ENSMUSP00000100623, ENSMUSP00000147526, ENSMUSP00000152609, ENSMUSP00000092002, ENSMUSP00000147389
OG0000783	FBpp0082285, FBpp0311112, FBpp0113096	ENSMUSP00000119241, ENSMUSP00000085471, ENSMUSP00000109591, ENSMUSP00000099920, ENSMUSP00000020755, ENSMUSP00000041667, ENSMUSP00000152738, ENSMUSP00000117918, ENSMUSP00000129654
OG0000784	FBpp0309927, FBpp0078729	ENSMUSP00000028588, ENSMUSP00000116575
OG0000785	FBpp0072612, FBpp0072611	ENSMUSP00000151541, ENSMUSP00000151881, ENSMUSP00000151631, ENSMUSP00000129424, ENSMUSP00000151941, ENSMUSP00000151257, ENSMUSP00000151802, ENSMUSP00000151852, ENSMUSP00000151612, ENSMUSP00000042285, ENSMUSP00000151309, ENSMUSP00000151289, ENSMUSP00000151362
OG0000786	FBpp0078405, FBpp0308602	ENSMUSP00000155103, ENSMUSP00000124100, ENSMUSP00000124932, ENSMUSP00000155545, ENSMUSP00000123866, ENSMUSP00000154823, ENSMUSP00000155391, ENSMUSP00000125144, ENSMUSP00000123758, ENSMUSP00000155628, ENSMUSP00000155203, ENSMUSP00000124246
OG0000788	FBpp0074501, FBpp0074500, FBpp0300512, FBpp0310720, FBpp0084564	ENSMUSP00000156346, ENSMUSP00000156878, ENSMUSP00000110532, ENSMUSP00000110531, ENSMUSP00000136042, ENSMUSP00000025052, ENSMUSP00000156208
OG0000790	FBpp0099390, FBpp0304563, FBpp0099391	ENSMUSP00000068260, ENSMUSP00000101862, ENSMUSP00000101864, ENSMUSP00000112952, ENSMUSP00000021802, ENSMUSP00000153125, ENSMUSP00000153072
OG0000791	FBpp0071129, FBpp0071128	ENSMUSP00000140307, ENSMUSP00000140467, ENSMUSP00000139664, ENSMUSP00000027111, ENSMUSP00000126621
OG0000793	FBpp0070606	ENSMUSP00000058363
OG0000793	FBpp0308728, FBpp0079198, FBpp0079197	ENSMUSP00000107965, ENSMUSP00000041343, ENSMUSP00000046118, ENSMUSP00000109431, ENSMUSP00000097096, ENSMUSP00000137947
OG0000794	FBpp0071670, FBpp0071671, FBpp0300559	ENSMUSP00000111452, ENSMUSP00000120006, ENSMUSP00000060382, ENSMUSP00000111456, ENSMUSP00000079164, ENSMUSP00000115371, ENSMUSP00000122316, ENSMUSP00000111451, ENSMUSP00000111457, ENSMUSP00000119712, ENSMUSP00000113518, ENSMUSP00000128997, ENSMUSP00000113308
OG0000795	FBpp0300890, FBpp0072340, FBpp0072339, FBpp0072338	ENSMUSP00000135755, ENSMUSP00000129739, ENSMUSP00000148484, ENSMUSP00000148468, ENSMUSP00000118949, ENSMUSP00000135270, ENSMUSP00000030281, ENSMUSP00000099790, ENSMUSP00000135034
OG0000796	FBpp0304418, FBpp0293868, FBpp0304419, FBpp0304420, FBpp0072420	ENSMUSP00000125184, ENSMUSP00000043710, ENSMUSP00000101057, ENSMUSP00000023768, ENSMUSP00000097777, ENSMUSP00000131238, ENSMUSP00000133806, ENSMUSP00000126827, ENSMUSP00000152159, ENSMUSP00000125614
OG0000798	FBpp0304936, FBpp0074588	ENSMUSP00000154338, ENSMUSP00000153869, ENSMUSP00000153758, ENSMUSP00000153792, ENSMUSP00000094986, ENSMUSP00000154706, ENSMUSP00000153864
OG0000799	FBpp0305007, FBpp0074599, FBpp0290037, FBpp0290348	ENSMUSP00000122336, ENSMUSP00000053371, ENSMUSP00000089198, ENSMUSP00000103478, ENSMUSP00000103477, ENSMUSP00000127344, ENSMUSP00000103481, ENSMUSP00000103483, ENSMUSP00000103479
OG0000800	FBpp0303934, FBpp0303935, FBpp0075836, FBpp0075835, FBpp0075834	ENSMUSP00000118453, ENSMUSP00000027036, ENSMUSP00000137248, ENSMUSP00000137104, ENSMUSP00000111191, ENSMUSP00000137647, ENSMUSP00000119456, ENSMUSP00000064204, ENSMUSP00000101478
OG0000801	FBpp0079912	ENSMUSP00000117124, ENSMUSP00000152595, ENSMUSP00000072334, ENSMUSP00000099380, ENSMUSP00000073691, ENSMUSP00000119682, ENSMUSP00000099377, ENSMUSP00000071619, ENSMUSP00000091887, ENSMUSP00000105000, ENSMUSP00000148820
OG0000802	FBpp0081601, FBpp0293226	ENSMUSP00000115787, ENSMUSP00000110027, ENSMUSP00000120115, ENSMUSP00000084864, ENSMUSP00000157373, ENSMUSP00000123580, ENSMUSP00000087258, ENSMUSP00000106127, ENSMUSP00000066312, ENSMUSP00000114817, ENSMUSP00000115519, ENSMUSP00000123088, ENSMUSP00000058811, ENSMUSP00000123222
OG0000803	FBpp0083031, FBpp0083033, FBpp0083032, FBpp0303084	ENSMUSP00000148255, ENSMUSP00000147589, ENSMUSP00000116248, ENSMUSP00000059039, ENSMUSP00000147704, ENSMUSP00000072536, ENSMUSP00000030367, ENSMUSP00000095547, ENSMUSP00000156076, ENSMUSP00000037115, ENSMUSP00000004094
OG0000804	FBpp0083168	ENSMUSP00000048814, ENSMUSP00000104413, ENSMUSP00000104415, ENSMUSP00000104414, ENSMUSP00000104412
OG0000805	FBpp0086181, FBpp0086180, FBpp0086177, FBpp0086182, FBpp0086178, FBpp0086179	ENSMUSP00000140342, ENSMUSP00000140230, ENSMUSP00000027886, ENSMUSP00000132533, ENSMUSP00000063872, ENSMUSP00000139645, ENSMUSP00000130581, ENSMUSP00000139618, ENSMUSP00000140055, ENSMUSP00000118363, ENSMUSP00000048451, ENSMUSP00000088563, ENSMUSP00000108790
OG0000806	FBpp0087051	ENSMUSP00000121574, ENSMUSP00000118002, ENSMUSP00000116635, ENSMUSP00000118964, ENSMUSP00000106265, ENSMUSP00000106266, ENSMUSP00000106264, ENSMUSP00000106263, ENSMUSP00000106268, ENSMUSP00000152716, ENSMUSP00000106267, ENSMUSP00000059767, ENSMUSP00000152352, ENSMUSP00000122133
OG0000807	FBpp0288985, FBpp0288983, FBpp0311781, FBpp0289765, FBpp0288984, FBpp0289766, FBpp0289768, FBpp0297580	ENSMUSP00000101481, ENSMUSP00000124903, ENSMUSP00000125410, ENSMUSP00000022895, ENSMUSP00000123871, ENSMUSP00000082689, ENSMUSP00000020985
OG0000824	FBpp0078077	ENSMUSP00000026409, ENSMUSP00000151335, ENSMUSP00000151697, ENSMUSP00000027266, ENSMUSP00000141087, ENSMUSP00000053056, ENSMUSP00000151644
OG0000830	FBpp0290362, FBpp0290363, FBpp0076241, FBpp0076240	ENSMUSP00000052922, ENSMUSP00000014321
OG0000831	FBpp0307980, FBpp0081718	ENSMUSP00000122803, ENSMUSP00000041436, ENSMUSP00000144387, ENSMUSP00000119927, ENSMUSP00000025212, ENSMUSP00000116640, ENSMUSP00000028815
OG0000832	FBpp0076232	ENSMUSP00000124965, ENSMUSP00000154883, ENSMUSP00000155687, ENSMUSP00000077853, ENSMUSP00000043909, ENSMUSP00000155053, ENSMUSP00000124245, ENSMUSP00000154920, ENSMUSP00000155735, ENSMUSP00000125034, ENSMUSP00000124115, ENSMUSP00000155383, ENSMUSP00000124404, ENSMUSP00000155070, ENSMUSP00000123785, ENSMUSP00000155458
OG0000835	FBpp0310472, FBpp0085295, FBpp0085296	ENSMUSP00000130286, ENSMUSP00000012104, ENSMUSP00000126874, ENSMUSP00000027587, ENSMUSP00000108189, ENSMUSP00000098616, ENSMUSP00000152784
OG0000836	FBpp0301727, FBpp0087984	ENSMUSP00000149945, ENSMUSP00000149778, ENSMUSP00000077040, ENSMUSP00000150974, ENSMUSP00000068716, ENSMUSP00000153129, ENSMUSP00000152909
OG0000837	FBpp0112117	ENSMUSP00000108994
OG0000837	FBpp0291159, FBpp0078299, FBpp0078300, FBpp0078298, FBpp0078303, FBpp0291753, FBpp0078302, FBpp0290159	ENSMUSP00000138237, ENSMUSP00000021062, ENSMUSP00000155737, ENSMUSP00000155365, ENSMUSP00000055535, ENSMUSP00000155307
OG0000838	FBpp0310995, FBpp0310994, FBpp0310999, FBpp0310996, FBpp0310997, FBpp0310998, FBpp0311009	ENSMUSP00000141734, ENSMUSP00000142043, ENSMUSP00000148618, ENSMUSP00000142179, ENSMUSP00000103261, ENSMUSP00000029374
OG0000840	FBpp0084636, FBpp0307022	ENSMUSP00000075210, ENSMUSP00000067205, ENSMUSP00000058940, ENSMUSP00000123028, ENSMUSP00000081040, ENSMUSP00000117778, ENSMUSP00000122096
OG0000841	FBpp0081996, FBpp0081995, FBpp0081994, FBpp0081993	ENSMUSP00000109289, ENSMUSP00000038612, ENSMUSP00000109290, ENSMUSP00000109292, ENSMUSP00000109291, ENSMUSP00000109293, ENSMUSP00000101825, ENSMUSP00000041675
OG0000842	FBpp0088498, FBpp0311249, FBpp0088955, FBpp0088954, FBpp0297363	ENSMUSP00000053842, ENSMUSP00000155588, ENSMUSP00000111520
OG0000843	FBpp0081596, FBpp0081595, FBpp0081594	ENSMUSP00000118186
OG0000845	FBpp0076078, FBpp0076079, FBpp0076080, FBpp0076081, FBpp0076077	ENSMUSP00000094040, ENSMUSP00000110031, ENSMUSP00000110029
OG0000846	FBpp0304824, FBpp0077618	ENSMUSP00000123383, ENSMUSP00000139541, ENSMUSP00000140758, ENSMUSP00000139463, ENSMUSP00000027502, ENSMUSP00000143291, ENSMUSP00000155310, ENSMUSP00000108595
OG0000848	FBpp0308507, FBpp0308508, FBpp0087522, FBpp0308506, FBpp0303357, FBpp0087521, FBpp0289943, FBpp0086152	ENSMUSP00000047615, ENSMUSP00000123070, ENSMUSP00000129996, ENSMUSP00000041727, ENSMUSP00000086900, ENSMUSP00000153568
OG0000849	FBpp0292332	ENSMUSP00000026018, ENSMUSP00000057346, ENSMUSP00000105624, ENSMUSP00000018792, ENSMUSP00000103736, ENSMUSP00000098271, ENSMUSP00000120773, ENSMUSP00000130624
OG0000850	FBpp0306041, FBpp0306042, FBpp0306043, FBpp0110505	ENSMUSP00000143732, ENSMUSP00000107297, ENSMUSP00000142896, ENSMUSP00000123441, ENSMUSP00000090613
OG0000851	FBpp0305906, FBpp0305908, FBpp0305907, FBpp0305909	ENSMUSP00000068974, ENSMUSP00000122647, ENSMUSP00000125317, ENSMUSP00000098628, ENSMUSP00000121806
OG0000852	FBpp0073640, FBpp0309343	ENSMUSP00000022499
OG0000853	FBpp0297127, FBpp0072250, FBpp0271761	ENSMUSP00000020286, ENSMUSP00000101922, ENSMUSP00000113369, ENSMUSP00000029644
OG0000855	FBpp0071071	ENSMUSP00000108422, ENSMUSP00000046772, ENSMUSP00000113599, ENSMUSP00000113455, ENSMUSP00000031251
OG0000855	FBpp0077075, FBpp0081035, FBpp0303796, FBpp0303795, FBpp0303794	ENSMUSP00000027053, ENSMUSP00000092773, ENSMUSP00000104020, ENSMUSP00000046298
OG0000856	FBpp0309676, FBpp0309675, FBpp0071559	ENSMUSP00000146769, ENSMUSP00000144769, ENSMUSP00000091283, ENSMUSP00000144881, ENSMUSP00000086730, ENSMUSP00000062085, ENSMUSP00000145244, ENSMUSP00000145515
OG0000857	FBpp0071753	ENSMUSP00000134145, ENSMUSP00000134433, ENSMUSP00000133314, ENSMUSP00000133395, ENSMUSP00000103115, ENSMUSP00000088456, ENSMUSP00000134422, ENSMUSP00000133349, ENSMUSP00000133486
OG0000859	FBpp0085618	ENSMUSP00000130505
OG0000859	FBpp0085774, FBpp0085775, FBpp0085776, FBpp0112009	ENSMUSP00000130995, ENSMUSP00000099638, ENSMUSP00000116994, ENSMUSP00000053783, ENSMUSP00000119633, ENSMUSP00000118247, ENSMUSP00000090568, ENSMUSP00000073584
OG0000860	FBpp0086155, FBpp0311627, FBpp0086136, FBpp0086263	ENSMUSP00000096270, ENSMUSP00000096264, ENSMUSP00000136894, ENSMUSP00000137025, ENSMUSP00000133875, ENSMUSP00000118962, ENSMUSP00000120493, ENSMUSP00000070368, ENSMUSP00000102150
OG0000861	FBpp0309017, FBpp0086514	ENSMUSP00000105621, ENSMUSP00000026994, ENSMUSP00000148043, ENSMUSP00000147306, ENSMUSP00000148236, ENSMUSP00000147721, ENSMUSP00000128521, ENSMUSP00000077080, ENSMUSP00000151251, ENSMUSP00000101843, ENSMUSP00000117487, ENSMUSP00000074758, ENSMUSP00000118212
OG0000862	FBpp0087353	ENSMUSP00000118812
OG0000863	FBpp0312419, FBpp0303039, FBpp0303040, FBpp0311864, FBpp0110270, FBpp0110271	ENSMUSP00000105218, ENSMUSP00000120673, ENSMUSP00000105212, ENSMUSP00000118958, ENSMUSP00000078302
OG0000864	FBpp0111833, FBpp0111832, FBpp0291410, FBpp0309062, FBpp0309061, FBpp0309060	ENSMUSP00000126377, ENSMUSP00000068982, ENSMUSP00000104045, ENSMUSP00000104044, ENSMUSP00000072522, ENSMUSP00000091551
OG0000865	FBpp0293273, FBpp0293274	ENSMUSP00000134268, ENSMUSP00000025338
OG0000877	FBpp0087821	ENSMUSP00000117584, ENSMUSP00000108058, ENSMUSP00000032220, ENSMUSP00000114420, ENSMUSP00000113587, ENSMUSP00000027446
OG0000878	FBpp0306192, FBpp0271846, FBpp0076008	ENSMUSP00000144781, ENSMUSP00000080419, ENSMUSP00000090318, ENSMUSP00000118663, ENSMUSP00000110265, ENSMUSP00000110263, ENSMUSP00000102905, ENSMUSP00000102906, ENSMUSP00000097984
OG0000880	FBpp0074278, FBpp0309628	ENSMUSP00000092230, ENSMUSP00000108356, ENSMUSP00000034388
OG0000880	FBpp0077290, FBpp0303790	ENSMUSP00000127489, ENSMUSP00000105290, ENSMUSP00000126340, ENSMUSP00000036932
OG0000882	FBpp0306915, FBpp0083851, FBpp0293109	ENSMUSP00000148115, ENSMUSP00000147486, ENSMUSP00000068530, ENSMUSP00000147445, ENSMUSP00000147454, ENSMUSP00000147807
OG0000883	FBpp0088190, FBpp0305835, FBpp0088191, FBpp0083927	ENSMUSP00000105383, ENSMUSP00000114431, ENSMUSP00000003911, ENSMUSP00000115664, ENSMUSP00000030134
OG0000884	FBpp0086896, FBpp0086895, FBpp0304618, FBpp0304619, FBpp0311648, FBpp0077736	ENSMUSP00000099802, ENSMUSP00000099800, ENSMUSP00000099801, ENSMUSP00000152074, ENSMUSP00000099803, ENSMUSP00000022163, ENSMUSP00000115500, ENSMUSP00000118093
OG0000887	FBpp0288674, FBpp0070792, FBpp0311477	ENSMUSP00000134318, ENSMUSP00000018744, ENSMUSP00000134269, ENSMUSP00000026470, ENSMUSP00000151616
OG0000888	FBpp0070431	ENSMUSP00000027897, ENSMUSP00000109826, ENSMUSP00000109824
OG0000889	FBpp0077369	ENSMUSP00000141351, ENSMUSP00000141718, ENSMUSP00000128635, ENSMUSP00000127673, ENSMUSP00000130824, ENSMUSP00000130846, ENSMUSP00000001672, ENSMUSP00000133028, ENSMUSP00000127553, ENSMUSP00000142217, ENSMUSP00000010192
OG0000891	FBpp0294043, FBpp0086738, FBpp0086739, FBpp0086740	ENSMUSP00000042207, ENSMUSP00000081312, ENSMUSP00000066633, ENSMUSP00000134871, ENSMUSP00000095498
OG0000892	FBpp0086973, FBpp0311394, FBpp0086971, FBpp0086972	ENSMUSP00000135338, ENSMUSP00000049490, ENSMUSP00000073532
OG0000893	FBpp0087449	ENSMUSP00000117422, ENSMUSP00000098610, ENSMUSP00000104337, ENSMUSP00000071788
OG0000895	FBpp0074216, FBpp0074217, FBpp0074215	ENSMUSP00000109692, ENSMUSP00000109691, ENSMUSP00000033547, ENSMUSP00000109693, ENSMUSP00000118995, ENSMUSP00000116271, ENSMUSP00000117137, ENSMUSP00000121201, ENSMUSP00000091317
OG0000896	FBpp0312600, FBpp0312599, FBpp0291001, FBpp0291000, FBpp0112118, FBpp0081437, FBpp0306436, FBpp0306437	ENSMUSP00000123765, ENSMUSP00000022706
OG0000896	FBpp0311088, FBpp0076840	ENSMUSP00000078774, ENSMUSP00000144827
OG0000898	FBpp0293055, FBpp0079602, FBpp0079601, FBpp0079599, FBpp0079600, FBpp0079603, FBpp0304027, FBpp0304028, FBpp0304029, FBpp0293056, FBpp0079604	ENSMUSP00000144352, ENSMUSP00000110640, ENSMUSP00000110645, ENSMUSP00000044137, ENSMUSP00000144409
OG0000899	FBpp0289957, FBpp0073392, FBpp0073391, FBpp0304866, FBpp0289956	ENSMUSP00000135700, ENSMUSP00000135479, ENSMUSP00000134867, ENSMUSP00000134857, ENSMUSP00000135159, ENSMUSP00000119196, ENSMUSP00000121761, ENSMUSP00000119758, ENSMUSP00000114845, ENSMUSP00000108261
OG0000900	FBpp0073674	ENSMUSP00000155425, ENSMUSP00000023159, ENSMUSP00000068314, ENSMUSP00000155034, ENSMUSP00000122483, ENSMUSP00000097776, ENSMUSP00000102006
OG0000901	FBpp0083185	ENSMUSP00000106431, ENSMUSP00000051845
OG0000901	FBpp0309691, FBpp0071529, FBpp0071528, FBpp0071530	ENSMUSP00000140036, ENSMUSP00000139536, ENSMUSP00000139644, ENSMUSP00000139399, ENSMUSP00000063817, ENSMUSP00000140395
