Orthogroup	arabidopsis	human
OG0000559	AT5G08280.1	ENSP00000445599, ENSP00000486721, ENSP00000442079, ENSP00000486081, ENSP00000486071, ENSP00000438726, ENSP00000486122, ENSP00000487456, ENSP00000486199, ENSP00000440092, ENSP00000443058, ENSP00000486658, ENSP00000486742, ENSP00000438424, ENSP00000487285, ENSP00000445429, ENSP00000278715, ENSP00000486176, ENSP00000486979, ENSP00000392041, ENSP00000496970, ENSP00000498066, ENSP00000497255, ENSP00000444730, ENSP00000497689, ENSP00000376584
OG0000583	AT5G47200.1, AT4G17530.1, AT1G02130.1, AT3G11730.1	ENSP00000310226, ENSP00000387286, ENSP00000497078
OG0000583	AT3G46060.1, AT5G59840.1, AT3G53610.1, AT3G09900.1, AT5G03520.1	ENSP00000497071, ENSP00000357564, ENSP00000453982, ENSP00000312734, ENSP00000467501, ENSP00000300935, ENSP00000264710
OG0000587	AT2G22610.3, AT1G72250.3, AT5G41310.1, AT1G63640.3, AT1G73860.1, AT1G18410.4, AT3G10310.2, AT3G44730.2, AT2G47500.1, AT1G09170.5, AT5G27000.1, AT4G05190.1, AT4G21270.1, AT5G54670.1, AT4G27180.1	ENSP00000484508, ENSP00000407885, ENSP00000393963, ENSP00000363647
OG0000587	AT5G65930.3	ENSP00000415907, ENSP00000409539, ENSP00000400323
OG0000590	AT1G13190.1, AT5G55670.1	ENSP00000497420, ENSP00000391774, ENSP00000266679, ENSP00000391437, ENSP00000440414, ENSP00000437768, ENSP00000446193, ENSP00000446330, ENSP00000443504, ENSP00000487286, ENSP00000442819, ENSP00000437467, ENSP00000391359, ENSP00000392400, ENSP00000414295, ENSP00000393828, ENSP00000437531, ENSP00000438381, ENSP00000437860, ENSP00000397203, ENSP00000407394, ENSP00000345412, ENSP00000378352
OG0000591	AT2G38550.1	ENSP00000417095
OG0000591	AT2G26240.1, AT3G43520.1, AT3G57280.1, AT1G50740.1, AT3G20510.1	ENSP00000418927, ENSP00000368858, ENSP00000418730, ENSP00000420658, ENSP00000420172, ENSP00000368845, ENSP00000418334, ENSP00000419731, ENSP00000478448, ENSP00000495127, ENSP00000495742, ENSP00000444561, ENSP00000229563, ENSP00000211314
OG0000591	AT1G33265.1	ENSP00000417416
OG0000592	AT4G39850.3	ENSP00000218104, ENSP00000310688, ENSP00000359233
OG0000592	AT1G54350.1	ENSP00000451770, ENSP00000349396, ENSP00000432557, ENSP00000452430
OG0000593	AT2G01730.1	ENSP00000411233, ENSP00000481275, ENSP00000435772, ENSP00000436743, ENSP00000432777, ENSP00000413493, ENSP00000444672, ENSP00000464436, ENSP00000404886, ENSP00000481821, ENSP00000400548, ENSP00000445001, ENSP00000480957, ENSP00000392848
OG0000593	AT1G61010.1	ENSP00000238112, ENSP00000418957, ENSP00000419744
OG0000594	AT2G48150.1, AT3G63080.1, AT1G63460.1, AT4G11600.1, AT2G31570.1, AT2G43350.1, AT2G25080.1, AT4G31870.1	ENSP00000354677, ENSP00000468349, ENSP00000473614, ENSP00000484697, ENSP00000477503, ENSP00000466872, ENSP00000465828, ENSP00000464989, ENSP00000346103, ENSP00000485000, ENSP00000483655, ENSP00000467900
OG0000595	AT2G40090.1	ENSP00000451549, ENSP00000377256, ENSP00000451271, ENSP00000339663, ENSP00000238561
OG0000595	AT1G65950.1	ENSP00000310547, ENSP00000494807
OG0000596	AT5G50920.1, AT3G48870.1, AT1G74310.1, AT4G14670.1, AT5G15450.1, AT2G25140.1, AT5G51070.1, AT3G45450.1, AT4G14675.1	ENSP00000440423, ENSP00000496231, ENSP00000495421, ENSP00000445327, ENSP00000442651, ENSP00000494594, ENSP00000439746, ENSP00000294053, ENSP00000340385, ENSP00000441518, ENSP00000407296, ENSP00000443822, ENSP00000495167, ENSP00000445180
OG0000597	AT5G60500.1, AT5G60510.1, AT2G17570.1	ENSP00000353104, ENSP00000236342, ENSP00000434984, ENSP00000434219, ENSP00000397584, ENSP00000393961, ENSP00000399177, ENSP00000363300, ENSP00000405604, ENSP00000436119, ENSP00000403529, ENSP00000433491, ENSP00000431407, ENSP00000433976, ENSP00000436764, ENSP00000434185
OG0000598	AT3G60100.2, AT2G44350.2	ENSP00000449080, ENSP00000449571, ENSP00000447442, ENSP00000448409, ENSP00000449753, ENSP00000449427, ENSP00000450101, ENSP00000449025, ENSP00000448667, ENSP00000450312, ENSP00000447986, ENSP00000447948, ENSP00000447582, ENSP00000450403, ENSP00000449491, ENSP00000448172, ENSP00000446492, ENSP00000447346, ENSP00000448166, ENSP00000446779, ENSP00000440543, ENSP00000342056
OG0000599	AT3G02280.1	ENSP00000394309, ENSP00000389905, ENSP00000360576, ENSP00000343344
OG0000599	AT3G24710.1, AT4G24520.1, AT4G30210.3	ENSP00000412490, ENSP00000419970, ENSP00000393527, ENSP00000378355
OG0000600	AT4G26390.1, AT5G56350.1, AT5G63680.1, AT5G08570.1, AT3G04050.1, AT3G25960.1, AT3G55650.1, AT3G55810.1	ENSP00000403365, ENSP00000373745, ENSP00000456100, ENSP00000455736, ENSP00000456970, ENSP00000457253, ENSP00000455901, ENSP00000320171, ENSP00000334983, ENSP00000459921, ENSP00000339933, ENSP00000461487, ENSP00000376214
OG0000601	AT5G35600.1, AT5G63110.1, AT4G38130.1	ENSP00000430432, ENSP00000430008, ENSP00000357621, ENSP00000362649, ENSP00000407859
OG0000601	AT3G44680.1	ENSP00000396424, ENSP00000497599, ENSP00000362669, ENSP00000497268, ENSP00000497551, ENSP00000497530, ENSP00000496814, ENSP00000497072, ENSP00000498002, ENSP00000362685, ENSP00000362674, ENSP00000430782, ENSP00000429099, ENSP00000302967
OG0000602	AT5G22330.1	ENSP00000496354, ENSP00000420738, ENSP00000494621, ENSP00000417254, ENSP00000494625, ENSP00000463669, ENSP00000495296, ENSP00000417370, ENSP00000496149, ENSP00000318297
OG0000602	AT5G67630.1, AT3G49830.1	ENSP00000473172
OG0000603	AT4G29330.1, AT4G21810.1, AT4G04860.1	ENSP00000459083, ENSP00000158771, ENSP00000458296, ENSP00000459072, ENSP00000460671, ENSP00000467794, ENSP00000461603, ENSP00000419399, ENSP00000483693, ENSP00000384744, ENSP00000485763, ENSP00000486587, ENSP00000315303, ENSP00000430086, ENSP00000429199, ENSP00000389965, ENSP00000384289, ENSP00000259512
OG0000604	AT4G17620.1	ENSP00000364498, ENSP00000382818, ENSP00000364505, ENSP00000337759, ENSP00000415675, ENSP00000395262, ENSP00000391349, ENSP00000391532, ENSP00000411380, ENSP00000413860, ENSP00000410404, ENSP00000372820, ENSP00000406143, ENSP00000418632, ENSP00000391123, ENSP00000401315, ENSP00000400173, ENSP00000382819, ENSP00000394167, ENSP00000419588
OG0000605	AT4G24160.1	ENSP00000392159, ENSP00000494478, ENSP00000497701, ENSP00000495778, ENSP00000390849, ENSP00000494735, ENSP00000391582, ENSP00000412014, ENSP00000495570, ENSP00000216327, ENSP00000437385, ENSP00000388751, ENSP00000414558
OG0000606	AT5G07320.1, AT5G61810.1, AT5G51050.1	ENSP00000457733, ENSP00000498093, ENSP00000497117, ENSP00000491572, ENSP00000359058, ENSP00000492810, ENSP00000470757, ENSP00000334537, ENSP00000264088, ENSP00000301454, ENSP00000418600, ENSP00000362155, ENSP00000362157, ENSP00000410053, ENSP00000362159, ENSP00000362160
OG0000607	AT5G09740.1, AT5G64610.1	ENSP00000456933, ENSP00000219797, ENSP00000406037, ENSP00000424577, ENSP00000423385, ENSP00000413415, ENSP00000409477, ENSP00000259021, ENSP00000398961, ENSP00000431819, ENSP00000435766, ENSP00000344955, ENSP00000434765, ENSP00000340330, ENSP00000366245
OG0000608	AT5G11170.1, AT5G11200.2	ENSP00000405560, ENSP00000411136, ENSP00000407419, ENSP00000391463, ENSP00000373000, ENSP00000379475, ENSP00000393712, ENSP00000390999, ENSP00000388880, ENSP00000416269, ENSP00000383152, ENSP00000399030, ENSP00000383151, ENSP00000411853, ENSP00000394160, ENSP00000398775, ENSP00000400326, ENSP00000387994, ENSP00000404695, ENSP00000242776
OG0000609	AT5G42950.1	ENSP00000413612, ENSP00000399064, ENSP00000402053, ENSP00000407161, ENSP00000392991, ENSP00000396958, ENSP00000402712, ENSP00000386537, ENSP00000362664, ENSP00000487548, ENSP00000386765, ENSP00000387170, ENSP00000387070, ENSP00000410297, ENSP00000387276, ENSP00000392218, ENSP00000404195, ENSP00000494292, ENSP00000275732
OG0000623	AT1G08990.1, AT1G54940.1, AT4G33330.2, AT1G77130.1, AT3G18660.2, AT5G18480.1	ENSP00000491962, ENSP00000487294, ENSP00000370555, ENSP00000370549, ENSP00000381786, ENSP00000430764, ENSP00000420683, ENSP00000418297, ENSP00000419499, ENSP00000486061, ENSP00000420247, ENSP00000340736, ENSP00000296048, ENSP00000417671
OG0000624	AT1G09000.1, AT1G54960.1, AT3G06030.1	ENSP00000365004, ENSP00000376650, ENSP00000376649
OG0000624	AT4G08480.1, AT4G08500.1, AT4G08470.1	ENSP00000416345
OG0000624	AT5G66850.1, AT1G63700.1, AT1G53570.1	ENSP00000462917, ENSP00000343463, ENSP00000387246, ENSP00000354485, ENSP00000462086, ENSP00000464130, ENSP00000461988, ENSP00000354927
OG0000625	AT3G56540.1, AT3G52020.1, AT1G61130.1, AT4G15100.1, AT1G11080.2, AT3G17180.1, AT5G08260.1, AT5G23210.1, AT3G07990.1, AT2G35780.1, AT2G35770.1, AT4G30810.1, AT3G02110.1, AT2G24010.2, AT2G24000.1, AT4G30610.1, AT3G63470.1, AT3G52000.1, AT3G52010.1, AT2G05850.1	ENSP00000475524, ENSP00000361537, ENSP00000361562, ENSP00000346952, ENSP00000191018, ENSP00000493613, ENSP00000476235, ENSP00000475827
OG0000626	AT5G61210.1, AT5G07880.1, AT1G13890.1	ENSP00000454842, ENSP00000485888, ENSP00000457535, ENSP00000486335, ENSP00000456144, ENSP00000456035, ENSP00000454214, ENSP00000455472, ENSP00000455652, ENSP00000454799, ENSP00000455339, ENSP00000207062, ENSP00000380327, ENSP00000458012, ENSP00000456000, ENSP00000455102, ENSP00000249647, ENSP00000254976, ENSP00000307341
OG0000627	AT5G10740.1, AT5G24940.1, AT4G31750.1, AT1G43900.1, AT5G53140.1, AT4G28400.1, AT2G20630.2, AT3G15260.1, AT2G34740.1, AT1G34750.1, AT1G22280.3, AT1G78200.1	ENSP00000420746, ENSP00000295839, ENSP00000420354, ENSP00000417659
OG0000627	AT2G40860.1	ENSP00000384930, ENSP00000263212, ENSP00000380632
OG0000627	AT3G23360.1	ENSP00000388350
OG0000628	AT5G16980.2, AT5G37960.1, AT3G03080.1, AT5G16990.1, AT5G17000.1, AT5G16970.1, AT1G26320.1, AT5G16960.1, AT5G37940.1, AT5G38000.1, AT5G37980.1, AT3G59845.1, AT1G65560.1	ENSP00000363444, ENSP00000395965, ENSP00000435665, ENSP00000440281, ENSP00000385763, ENSP00000311572, ENSP00000450824, ENSP00000451484, ENSP00000450975, ENSP00000267568, ENSP00000452280
OG0000629	AT1G51590.1, AT3G21160.1	ENSP00000348959, ENSP00000357453, ENSP00000363449, ENSP00000482317, ENSP00000263979
OG0000629	AT1G30000.2	ENSP00000440314, ENSP00000444966, ENSP00000441398, ENSP00000360645, ENSP00000444189, ENSP00000483132
OG0000630	AT4G20320.1, AT1G30820.1, AT2G34890.1, AT3G12670.1, AT4G02120.2	ENSP00000401264, ENSP00000369590, ENSP00000352222, ENSP00000497714, ENSP00000497446, ENSP00000497762, ENSP00000496963, ENSP00000496792, ENSP00000361699, ENSP00000497602, ENSP00000497744, ENSP00000361704, ENSP00000497698
OG0000631	AT1G77840.1, AT1G36730.1	ENSP00000452636, ENSP00000452615, ENSP00000453468, ENSP00000452883, ENSP00000453633, ENSP00000453396, ENSP00000453856, ENSP00000453743, ENSP00000376477, ENSP00000216554
OG0000632	AT3G02090.2	ENSP00000203407, ENSP00000390035, ENSP00000408682, ENSP00000402859, ENSP00000397884, ENSP00000249269
OG0000632	AT1G51980.1, AT3G16480.1	ENSP00000416702, ENSP00000408393, ENSP00000360782
OG0000633	AT1G72040.1	ENSP00000426389, ENSP00000462196, ENSP00000464313, ENSP00000435312, ENSP00000455187, ENSP00000299697, ENSP00000440898, ENSP00000483833, ENSP00000407469, ENSP00000457959, ENSP00000414334, ENSP00000438143, ENSP00000463560, ENSP00000434594, ENSP00000433770, ENSP00000462341, ENSP00000463326, ENSP00000306964, ENSP00000264093, ENSP00000425578, ENSP00000421508, ENSP00000286648
OG0000634	AT5G35680.3, AT2G04520.1	ENSP00000372222, ENSP00000368912, ENSP00000354722, ENSP00000368927
OG0000635	AT3G53030.1, AT3G44850.1, AT5G22840.1, AT2G17530.1, AT4G35500.2	ENSP00000359122, ENSP00000420058, ENSP00000359119, ENSP00000377376, ENSP00000359126, ENSP00000359118, ENSP00000419791, ENSP00000349863, ENSP00000377262, ENSP00000354674, ENSP00000362931, ENSP00000391069, ENSP00000422886
OG0000636	AT4G28680.5, AT2G20340.1	ENSP00000453183, ENSP00000267845, ENSP00000440252, ENSP00000479110, ENSP00000395069, ENSP00000399184, ENSP00000484104, ENSP00000478385, ENSP00000389422, ENSP00000350616, ENSP00000403644, ENSP00000370371, ENSP00000393724, ENSP00000408626
OG0000637	AT5G58670.1, AT4G38530.1, AT2G40116.1, AT5G58700.1, AT3G47220.1, AT3G47290.2, AT5G58690.1, AT3G08510.1, AT3G55940.1	ENSP00000457588, ENSP00000414138, ENSP00000396185, ENSP00000388631, ENSP00000396942, ENSP00000479636, ENSP00000335600, ENSP00000430344
OG0000638	AT2G42240.4, AT3G21215.1	ENSP00000318102, ENSP00000380486, ENSP00000428675, ENSP00000430893, ENSP00000287771, ENSP00000340176, ENSP00000430370, ENSP00000456720, ENSP00000300069
OG0000639	AT3G48195.1	ENSP00000454930, ENSP00000455654, ENSP00000456157, ENSP00000454478, ENSP00000456954, ENSP00000457309, ENSP00000456799, ENSP00000457627, ENSP00000482524, ENSP00000456501, ENSP00000458019, ENSP00000268676, ENSP00000456095, ENSP00000455987, ENSP00000454534, ENSP00000412784, ENSP00000480073, ENSP00000457072, ENSP00000455783, ENSP00000456706
OG0000640	AT3G51520.1	ENSP00000328036, ENSP00000363645, ENSP00000427523, ENSP00000421172, ENSP00000223114, ENSP00000368734, ENSP00000403756, ENSP00000365438, ENSP00000228027, ENSP00000198801, ENSP00000436537, ENSP00000436283, ENSP00000406674
OG0000641	AT3G57170.1	ENSP00000490695, ENSP00000387820, ENSP00000293874, ENSP00000489216, ENSP00000409341, ENSP00000439374, ENSP00000026218, ENSP00000490498, ENSP00000386760, ENSP00000326674, ENSP00000410434, ENSP00000413753, ENSP00000439650, ENSP00000490087, ENSP00000490267
OG0000642	AT4G11380.2, AT4G23460.1	ENSP00000392735, ENSP00000464966, ENSP00000400022, ENSP00000478115, ENSP00000479691, ENSP00000481704, ENSP00000466580, ENSP00000482825, ENSP00000478471, ENSP00000482835, ENSP00000484708, ENSP00000483185, ENSP00000482315, ENSP00000384194, ENSP00000350199, ENSP00000386071, ENSP00000400065, ENSP00000387612, ENSP00000319361
OG0000643	AT4G16710.1	ENSP00000485392, ENSP00000477513, ENSP00000485333, ENSP00000361047, ENSP00000480711, ENSP00000485067, ENSP00000478130, ENSP00000426892, ENSP00000490681, ENSP00000485093, ENSP00000479632, ENSP00000480638, ENSP00000485279, ENSP00000427093, ENSP00000485420, ENSP00000482257, ENSP00000485181, ENSP00000479483, ENSP00000479424, ENSP00000485658, ENSP00000484523
OG0000644	AT4G21580.1	ENSP00000389620, ENSP00000384414, ENSP00000337834, ENSP00000238721
OG0000645	AT5G40290.1, AT5G40270.1	ENSP00000493810, ENSP00000493928, ENSP00000495667, ENSP00000495432, ENSP00000493536, ENSP00000262878, ENSP00000494354, ENSP00000495381, ENSP00000494520, ENSP00000494436, ENSP00000495645, ENSP00000495737, ENSP00000494979, ENSP00000496474, ENSP00000494271, ENSP00000494823, ENSP00000494313, ENSP00000495448, ENSP00000496075
OG0000646	AT5G63400.1, AT5G50370.1	ENSP00000371230, ENSP00000482308, ENSP00000352948, ENSP00000413933, ENSP00000378743, ENSP00000322175, ENSP00000445912, ENSP00000447082, ENSP00000449003, ENSP00000362548, ENSP00000346921, ENSP00000446849
OG0000669	AT1G03090.2	ENSP00000265594, ENSP00000420433, ENSP00000419898, ENSP00000486824, ENSP00000420648
OG0000669	AT5G35360.3	ENSP00000486373, ENSP00000434192
OG0000669	AT3G08840.7	ENSP00000490939, ENSP00000490843, ENSP00000489804
OG0000671	AT1G26110.1, AT5G45330.1	ENSP00000468130, ENSP00000459843, ENSP00000413964, ENSP00000446271, ENSP00000461225, ENSP00000446451, ENSP00000460896, ENSP00000466725, ENSP00000359953, ENSP00000279069, ENSP00000383172, ENSP00000279068, ENSP00000461436
OG0000672	AT1G31480.1	ENSP00000436444, ENSP00000432678, ENSP00000432433, ENSP00000433578, ENSP00000432024, ENSP00000433118, ENSP00000436994, ENSP00000438773, ENSP00000396906, ENSP00000416723, ENSP00000358071, ENSP00000437097, ENSP00000380352, ENSP00000429932, ENSP00000431638, ENSP00000437029, ENSP00000429017
OG0000673	AT4G05320.2, AT3G09790.1, AT5G20620.1	ENSP00000344818, ENSP00000441543
OG0000673	AT1G55060.1, AT4G05050.1	ENSP00000463156, ENSP00000438394, ENSP00000478771, ENSP00000379178, ENSP00000379180, ENSP00000304697
OG0000673	AT5G37640.1	ENSP00000443053
OG0000674	AT3G05060.1, AT5G27120.1, AT5G27140.2	ENSP00000388126, ENSP00000264279
OG0000674	AT1G56110.1, AT3G12860.1	ENSP00000388497, ENSP00000370589
OG0000675	AT5G14170.1, AT3G01890.1	ENSP00000318451.10, ENSP00000225742, ENSP00000392617, ENSP00000483605, ENSP00000398946, ENSP00000262188, ENSP00000349254, ENSP00000376558, ENSP00000447909, ENSP00000448627, ENSP00000370924, ENSP00000447386, ENSP00000448030, ENSP00000419886, ENSP00000449825, ENSP00000378414
OG0000676	AT5G26640.1, AT3G05870.3	ENSP00000462527, ENSP00000349957, ENSP00000484031, ENSP00000464519, ENSP00000463889, ENSP00000463357, ENSP00000464403, ENSP00000462250, ENSP00000462691, ENSP00000464615, ENSP00000376181, ENSP00000460064, ENSP00000463640, ENSP00000460678, ENSP00000458143, ENSP00000458265, ENSP00000463567, ENSP00000463598, ENSP00000459200, ENSP00000458515, ENSP00000461648, ENSP00000339695
OG0000677	AT3G07140.1	ENSP00000492094, ENSP00000492417, ENSP00000491856, ENSP00000491074, ENSP00000441577, ENSP00000279035, ENSP00000443963, ENSP00000491164, ENSP00000492043, ENSP00000491588, ENSP00000492843, ENSP00000492335, ENSP00000279036, ENSP00000361774, ENSP00000492174, ENSP00000491072, ENSP00000491458, ENSP00000491697, ENSP00000491170, ENSP00000491233, ENSP00000491534, ENSP00000491538, ENSP00000408354, ENSP00000492498, ENSP00000492743, ENSP00000491678
OG0000678	AT3G18480.1	ENSP00000451558, ENSP00000494610, ENSP00000292535, ENSP00000450125, ENSP00000353401, ENSP00000446630, ENSP00000447373, ENSP00000496653, ENSP00000484760, ENSP00000292538, ENSP00000449371, ENSP00000377410, ENSP00000409745, ENSP00000414091, ENSP00000496739
OG0000679	AT5G27660.2	ENSP00000305919, ENSP00000412676, ENSP00000498033, ENSP00000357980, ENSP00000371952, ENSP00000303766, ENSP00000258080, ENSP00000399166, ENSP00000312893
OG0000680	AT5G22060.1, AT3G44110.1	ENSP00000314030, ENSP00000477579, ENSP00000413499, ENSP00000378324, ENSP00000378321, ENSP00000339581, ENSP00000443962, ENSP00000395191, ENSP00000407136, ENSP00000369127
OG0000681	AT3G60240.4	ENSP00000396888, ENSP00000364071, ENSP00000399858, ENSP00000317600, ENSP00000407682, ENSP00000376320, ENSP00000395974, ENSP00000391935, ENSP00000403269, ENSP00000398145, ENSP00000338020, ENSP00000371767, ENSP00000416255, ENSP00000316879, ENSP00000343450, ENSP00000404754, ENSP00000411826
OG0000682	AT3G62140.1	ENSP00000455325, ENSP00000455299, ENSP00000455082, ENSP00000455890, ENSP00000456931, ENSP00000455170, ENSP00000457695, ENSP00000454596, ENSP00000457740, ENSP00000335808, ENSP00000456211, ENSP00000457850, ENSP00000374098, ENSP00000457185, ENSP00000457269, ENSP00000456673, ENSP00000454649
OG0000683	AT5G47130.2, AT5G47120.1, AT4G17580.1	ENSP00000450159, ENSP00000449907, ENSP00000448612, ENSP00000447400, ENSP00000449904, ENSP00000450305, ENSP00000446668, ENSP00000450050, ENSP00000450265, ENSP00000448269, ENSP00000378454, ENSP00000448036, ENSP00000450158, ENSP00000267115, ENSP00000447030, ENSP00000389277, ENSP00000446734, ENSP00000449421
OG0000684	AT4G25845.1, AT4G25850.2, AT5G57240.3, AT4G25860.1, AT5G57400.2	ENSP00000374639, ENSP00000302872, ENSP00000437141, ENSP00000431412, ENSP00000433342, ENSP00000263650, ENSP00000447893, ENSP00000450238, ENSP00000261183, ENSP00000376939, ENSP00000478240, ENSP00000376940
OG0000685	AT5G03370.1	ENSP00000385674, ENSP00000306448, ENSP00000475312, ENSP00000475986, ENSP00000475658, ENSP00000475333, ENSP00000378161, ENSP00000451581, ENSP00000238618, ENSP00000450873, ENSP00000475424
OG0000686	AT5G15680.1	ENSP00000421584, ENSP00000369600, ENSP00000445043, ENSP00000493189, ENSP00000494761, ENSP00000494080, ENSP00000422408, ENSP00000493144, ENSP00000425344, ENSP00000351113, ENSP00000426064, ENSP00000425592
OG0000706	AT1G02160.2	ENSP00000428274, ENSP00000430458, ENSP00000429217, ENSP00000430498, ENSP00000428095, ENSP00000429635, ENSP00000430350, ENSP00000430714, ENSP00000430882, ENSP00000429230, ENSP00000347469, ENSP00000379949, ENSP00000306425, ENSP00000428917
OG0000707	AT2G36880.1, AT4G01850.1, AT1G02500.1, AT3G17390.1	ENSP00000414961, ENSP00000361287, ENSP00000303147
OG0000708	AT5G47040.1	ENSP00000445426, ENSP00000415983, ENSP00000285737, ENSP00000455297
OG0000708	AT3G05775.1	ENSP00000465139, ENSP00000441523, ENSP00000468379, ENSP00000465585, ENSP00000468541, ENSP00000353826
OG0000710	AT3G50850.1, AT5G49560.1, AT1G08125.2, AT5G44170.1, AT1G73320.1	ENSP00000300209, ENSP00000409485, ENSP00000389684, ENSP00000400730, ENSP00000416570, ENSP00000272839, ENSP00000407622, ENSP00000403317, ENSP00000415115, ENSP00000385481, ENSP00000392062, ENSP00000437113, ENSP00000379200, ENSP00000379201
OG0000710	AT2G26810.1	ENSP00000448163
OG0000712	AT1G31340.1, AT2G35635.1	ENSP00000441238, ENSP00000437475, ENSP00000445337, ENSP00000442800, ENSP00000440205, ENSP00000439492, ENSP00000438289, ENSP00000437452, ENSP00000464510
OG0000712	AT1G11970.1, AT1G11980.1	ENSP00000496420, ENSP00000250495, ENSP00000494020, ENSP00000474249, ENSP00000448192, ENSP00000495901, ENSP00000494869, ENSP00000380040, ENSP00000432117, ENSP00000496657
