Orthogroup	mouse	yeast
OG0000912	ENSMUSP00000035260, ENSMUSP00000152370	YDL095W_mRNA, YDL093W_mRNA, YAL023C_mRNA, YOR321W_mRNA, YGR199W_mRNA
OG0000915	ENSMUSP00000032487, ENSMUSP00000021273, ENSMUSP00000112611, ENSMUSP00000063466, ENSMUSP00000144835, ENSMUSP00000098503, ENSMUSP00000030797	YAL030W_mRNA, YOR327C_mRNA
OG0000916	ENSMUSP00000106861, ENSMUSP00000106859, ENSMUSP00000141983, ENSMUSP00000034590, ENSMUSP00000093762	YOR367W_mRNA
OG0000917	ENSMUSP00000119797, ENSMUSP00000119538, ENSMUSP00000042123, ENSMUSP00000028080, ENSMUSP00000114306, ENSMUSP00000127792, ENSMUSP00000120458, ENSMUSP00000120645, ENSMUSP00000121907, ENSMUSP00000123165, ENSMUSP00000123050, ENSMUSP00000115308, ENSMUSP00000116102, ENSMUSP00000116065	YCR088W_mRNA
OG0000924	ENSMUSP00000125031, ENSMUSP00000124924, ENSMUSP00000029422, ENSMUSP00000123838, ENSMUSP00000141625, ENSMUSP00000152017, ENSMUSP00000151728	YDR451C_mRNA
OG0000938	ENSMUSP00000088227, ENSMUSP00000116513, ENSMUSP00000121959, ENSMUSP00000119122	YMR221C_mRNA
OG0000950	ENSMUSP00000121317, ENSMUSP00000076850, ENSMUSP00000096972, ENSMUSP00000095383, ENSMUSP00000001166, ENSMUSP00000153472, ENSMUSP00000131830	YOL060C_mRNA
OG0000955	ENSMUSP00000067035, ENSMUSP00000147440, ENSMUSP00000122437, ENSMUSP00000147277, ENSMUSP00000091557	YDR284C_mRNA, YDR503C_mRNA
OG0000956	ENSMUSP00000017851, ENSMUSP00000127041, ENSMUSP00000126561, ENSMUSP00000020027, ENSMUSP00000112535, ENSMUSP00000116586, ENSMUSP00000115198, ENSMUSP00000113044, ENSMUSP00000101618	YDR105C_mRNA
OG0000957	ENSMUSP00000146836, ENSMUSP00000142223, ENSMUSP00000146920, ENSMUSP00000146888, ENSMUSP00000146774, ENSMUSP00000147212, ENSMUSP00000006838, ENSMUSP00000122918, ENSMUSP00000121146	YOR168W_mRNA
OG0000959	ENSMUSP00000027123, ENSMUSP00000119336	YLR259C_mRNA
OG0000960	ENSMUSP00000025815	YNR029C_mRNA
OG0000963	ENSMUSP00000091554, ENSMUSP00000104057, ENSMUSP00000131663, ENSMUSP00000061317, ENSMUSP00000129159, ENSMUSP00000130499, ENSMUSP00000131387, ENSMUSP00000127364	YJL029C_mRNA
OG0000965	ENSMUSP00000113327, ENSMUSP00000009699, ENSMUSP00000152539, ENSMUSP00000036013, ENSMUSP00000152820	YKL139W_mRNA
OG0000967	ENSMUSP00000156090, ENSMUSP00000155985, ENSMUSP00000139006, ENSMUSP00000117026, ENSMUSP00000139101, ENSMUSP00000111303, ENSMUSP00000121216, ENSMUSP00000139374, ENSMUSP00000111304, ENSMUSP00000138849, ENSMUSP00000156227, ENSMUSP00000156251	YKR056W_mRNA
OG0000968	ENSMUSP00000104487, ENSMUSP00000104488, ENSMUSP00000104489, ENSMUSP00000104490, ENSMUSP00000139222, ENSMUSP00000138843, ENSMUSP00000029092	YDL226C_mRNA
OG0000969	ENSMUSP00000102112, ENSMUSP00000114566, ENSMUSP00000021089, ENSMUSP00000137534	YGR096W_mRNA
OG0000970	ENSMUSP00000088217, ENSMUSP00000005829, ENSMUSP00000130495, ENSMUSP00000149655, ENSMUSP00000099697, ENSMUSP00000099698, ENSMUSP00000077946	YML035C_mRNA
OG0000972	ENSMUSP00000099592, ENSMUSP00000080266, ENSMUSP00000129157, ENSMUSP00000119646, ENSMUSP00000120083, ENSMUSP00000099331	YGL043W_mRNA
OG0000973	ENSMUSP00000114332, ENSMUSP00000083705, ENSMUSP00000138289	YLR340W_mRNA
OG0000975	ENSMUSP00000110627, ENSMUSP00000025023, ENSMUSP00000113405, ENSMUSP00000122258, ENSMUSP00000125394, ENSMUSP00000125111, ENSMUSP00000124010, ENSMUSP00000055254	YDL087C_mRNA
OG0000976	ENSMUSP00000119952, ENSMUSP00000120279, ENSMUSP00000116618, ENSMUSP00000039543, ENSMUSP00000085218	YOL018C_mRNA
OG0000979	ENSMUSP00000101699	YOR349W_mRNA
OG0000980	ENSMUSP00000112868, ENSMUSP00000114203	YGL003C_mRNA
OG0000980	ENSMUSP00000006565	YGL116W_mRNA
OG0000981	ENSMUSP00000153238, ENSMUSP00000055313, ENSMUSP00000153671	YHR190W_mRNA
OG0000983	ENSMUSP00000090747, ENSMUSP00000148736, ENSMUSP00000123305, ENSMUSP00000122432, ENSMUSP00000133405, ENSMUSP00000117229, ENSMUSP00000022808, ENSMUSP00000112177, ENSMUSP00000133937, ENSMUSP00000115294	YIR001C_mRNA
OG0000985	ENSMUSP00000029708	YNL200C_mRNA
OG0000985	ENSMUSP00000018803	YBR035C_mRNA
OG0000988	ENSMUSP00000044110, ENSMUSP00000145198, ENSMUSP00000015719, ENSMUSP00000127552	YCL005W-A_mRNA
OG0000990	ENSMUSP00000135175, ENSMUSP00000156367, ENSMUSP00000135890, ENSMUSP00000059061, ENSMUSP00000025050, ENSMUSP00000110536, ENSMUSP00000156024, ENSMUSP00000156111, ENSMUSP00000020217, ENSMUSP00000100072, ENSMUSP00000100071	YOR163W_mRNA
OG0000992	ENSMUSP00000103927, ENSMUSP00000077889, ENSMUSP00000103924, ENSMUSP00000119321, ENSMUSP00000154491, ENSMUSP00000153896, ENSMUSP00000078293, ENSMUSP00000107448	YDR063W_mRNA
OG0000993	ENSMUSP00000108132, ENSMUSP00000026750, ENSMUSP00000115863, ENSMUSP00000015346	YCL032W_mRNA
OG0000996	ENSMUSP00000116345, ENSMUSP00000148720, ENSMUSP00000117808, ENSMUSP00000060199, ENSMUSP00000118366, ENSMUSP00000117809, ENSMUSP00000118092, ENSMUSP00000117814, ENSMUSP00000121356	YLR087C_mRNA
OG0001009	ENSMUSP00000154993	YPL174C_mRNA
OG0001022	ENSMUSP00000131516, ENSMUSP00000126531, ENSMUSP00000026264	YKR017C_mRNA
OG0001024	ENSMUSP00000083742, ENSMUSP00000041069, ENSMUSP00000029336	YLR419W_mRNA
OG0001031	ENSMUSP00000145288, ENSMUSP00000144942, ENSMUSP00000131462	YGL203C_mRNA
OG0001032	ENSMUSP00000043061, ENSMUSP00000128075, ENSMUSP00000130493, ENSMUSP00000155371, ENSMUSP00000155018, ENSMUSP00000155399, ENSMUSP00000055743	YOR251C_mRNA
OG0001033	ENSMUSP00000025833, ENSMUSP00000142616, ENSMUSP00000142533, ENSMUSP00000029666	YKL001C_mRNA
OG0001035	ENSMUSP00000144127, ENSMUSP00000144307, ENSMUSP00000013773, ENSMUSP00000144009, ENSMUSP00000144684	YJL130C_mRNA
OG0001035	ENSMUSP00000027144	YJR109C_mRNA
OG0001036	ENSMUSP00000112768, ENSMUSP00000116037, ENSMUSP00000113137, ENSMUSP00000002549	YBR177C_mRNA, YPL095C_mRNA, YMR210W_mRNA
OG0001038	ENSMUSP00000123157, ENSMUSP00000114377, ENSMUSP00000083375	YPR035W_mRNA
OG0001039	ENSMUSP00000133975, ENSMUSP00000106958, ENSMUSP00000005817, ENSMUSP00000106959, ENSMUSP00000119006, ENSMUSP00000115877, ENSMUSP00000032555, ENSMUSP00000104090, ENSMUSP00000137963	YMR203W_mRNA
OG0001040	ENSMUSP00000114529, ENSMUSP00000092502, ENSMUSP00000131474, ENSMUSP00000110610, ENSMUSP00000120715	YGL123W_mRNA
OG0001041	ENSMUSP00000034428, ENSMUSP00000032264, ENSMUSP00000145175, ENSMUSP00000018711	YBL078C_mRNA
OG0001042	ENSMUSP00000034856, ENSMUSP00000119342	YER003C_mRNA
OG0001043	ENSMUSP00000107455, ENSMUSP00000064947, ENSMUSP00000107452, ENSMUSP00000107449, ENSMUSP00000107450, ENSMUSP00000137026, ENSMUSP00000137022, ENSMUSP00000135979, ENSMUSP00000097534, ENSMUSP00000097531, ENSMUSP00000097530, ENSMUSP00000136546, ENSMUSP00000136120, ENSMUSP00000136244, ENSMUSP00000136590, ENSMUSP00000136916, ENSMUSP00000135969, ENSMUSP00000136971, ENSMUSP00000122338, ENSMUSP00000115067	YGR278W_mRNA
OG0001044	ENSMUSP00000130269, ENSMUSP00000073946, ENSMUSP00000029752, ENSMUSP00000022849, ENSMUSP00000032728	YKL194C_mRNA, YIL078W_mRNA
OG0001048	ENSMUSP00000080608, ENSMUSP00000137461, ENSMUSP00000086852, ENSMUSP00000080543, ENSMUSP00000123562, ENSMUSP00000120096, ENSMUSP00000121149, ENSMUSP00000123263	YKR094C_mRNA, YIL148W_mRNA
OG0001050	ENSMUSP00000022529, ENSMUSP00000153691, ENSMUSP00000010127, ENSMUSP00000002025, ENSMUSP00000138388	YBR117C_mRNA, YPR074C_mRNA
OG0001051	ENSMUSP00000148504	YDR333C_mRNA
OG0001052	ENSMUSP00000088723, ENSMUSP00000155169, ENSMUSP00000034049, ENSMUSP00000016463	YBL030C_mRNA, YBR085W_mRNA, YMR056C_mRNA
OG0001053	ENSMUSP00000156844, ENSMUSP00000007012	YHR008C_mRNA
OG0001055	ENSMUSP00000157175, ENSMUSP00000157349, ENSMUSP00000157348, ENSMUSP00000049319, ENSMUSP00000157034	YIL003W_mRNA
OG0001057	ENSMUSP00000137831, ENSMUSP00000138077, ENSMUSP00000122176, ENSMUSP00000146731, ENSMUSP00000146808, ENSMUSP00000147146, ENSMUSP00000107874, ENSMUSP00000033754	YPL175W_mRNA
OG0001058	ENSMUSP00000155847, ENSMUSP00000077856	YPL065W_mRNA
OG0001059	ENSMUSP00000156191, ENSMUSP00000155971, ENSMUSP00000156334, ENSMUSP00000023432	YLR351C_mRNA
OG0001059	ENSMUSP00000106926, ENSMUSP00000119171, ENSMUSP00000116835, ENSMUSP00000106927, ENSMUSP00000106920	YJL126W_mRNA
OG0001060	ENSMUSP00000061498, ENSMUSP00000154725, ENSMUSP00000128668, ENSMUSP00000133032	YJL031C_mRNA
OG0001061	ENSMUSP00000074975, ENSMUSP00000071349, ENSMUSP00000100020, ENSMUSP00000157153, ENSMUSP00000157126, ENSMUSP00000057392, ENSMUSP00000129410, ENSMUSP00000132689, ENSMUSP00000022009, ENSMUSP00000153322, ENSMUSP00000153539, ENSMUSP00000153541, ENSMUSP00000153229, ENSMUSP00000152896	YOR257W_mRNA
OG0001063	ENSMUSP00000028944, ENSMUSP00000099431, ENSMUSP00000068776, ENSMUSP00000029135	YAL054C_mRNA, YLR153C_mRNA
OG0001075	ENSMUSP00000054648, ENSMUSP00000041872, ENSMUSP00000026011, ENSMUSP00000021930, ENSMUSP00000059419, ENSMUSP00000107585, ENSMUSP00000081537	YOR271C_mRNA
OG0001076	ENSMUSP00000102642, ENSMUSP00000046296, ENSMUSP00000151439, ENSMUSP00000117822, ENSMUSP00000057084, ENSMUSP00000118658, ENSMUSP00000047260, ENSMUSP00000088472, ENSMUSP00000079984, ENSMUSP00000113094, ENSMUSP00000085566	YIL159W_mRNA, YNL271C_mRNA
OG0001084	ENSMUSP00000133589, ENSMUSP00000034625, ENSMUSP00000134388, ENSMUSP00000134029	YBR274W_mRNA
OG0001088	ENSMUSP00000059542, ENSMUSP00000094056, ENSMUSP00000043047, ENSMUSP00000127903, ENSMUSP00000139671	YJL080C_mRNA
OG0001103	ENSMUSP00000100997, ENSMUSP00000069004	YOL040C_mRNA
OG0001104	ENSMUSP00000114261	YML127W_mRNA
OG0001104	ENSMUSP00000101015, ENSMUSP00000019708, ENSMUSP00000101016, ENSMUSP00000116411, ENSMUSP00000081748, ENSMUSP00000127678	YDL002C_mRNA
OG0001105	ENSMUSP00000028916, ENSMUSP00000126011, ENSMUSP00000021375	YPR181C_mRNA
OG0001106	ENSMUSP00000114544, ENSMUSP00000116061, ENSMUSP00000102200, ENSMUSP00000102198, ENSMUSP00000127791, ENSMUSP00000119975	YLR367W_mRNA, YJL190C_mRNA
OG0001109	ENSMUSP00000117260	YDL206W_mRNA
OG0001110	ENSMUSP00000156002, ENSMUSP00000023684, ENSMUSP00000119272, ENSMUSP00000156142, ENSMUSP00000114034, ENSMUSP00000156232	YGL234W_mRNA
OG0001111	ENSMUSP00000101209, ENSMUSP00000078040, ENSMUSP00000156077, ENSMUSP00000154852, ENSMUSP00000154983, ENSMUSP00000061501, ENSMUSP00000104262, ENSMUSP00000001631	YDR524C_mRNA
OG0001113	ENSMUSP00000135758, ENSMUSP00000034560, ENSMUSP00000133404, ENSMUSP00000110080, ENSMUSP00000135525, ENSMUSP00000135871, ENSMUSP00000007708, ENSMUSP00000133778	YAL016W_mRNA
OG0001115	ENSMUSP00000022678	YLR179C_mRNA, YLR178C_mRNA
OG0001116	ENSMUSP00000156447	YML015C_mRNA
OG0001119	ENSMUSP00000124412, ENSMUSP00000124480, ENSMUSP00000025549, ENSMUSP00000034400	YNL111C_mRNA
OG0001120	ENSMUSP00000026926, ENSMUSP00000100046, ENSMUSP00000032168, ENSMUSP00000141333	YLR378C_mRNA
OG0001122	ENSMUSP00000072808	YDR182W_mRNA
OG0001123	ENSMUSP00000153566, ENSMUSP00000035415, ENSMUSP00000125881, ENSMUSP00000132959, ENSMUSP00000146023, ENSMUSP00000137108	YGR178C_mRNA
OG0001127	ENSMUSP00000153643, ENSMUSP00000022553, ENSMUSP00000095270, ENSMUSP00000114690, ENSMUSP00000108987	YKL189W_mRNA
OG0001128	ENSMUSP00000091051, ENSMUSP00000133076, ENSMUSP00000147583, ENSMUSP00000136917, ENSMUSP00000105026, ENSMUSP00000105028	YBR017C_mRNA
OG0001129	ENSMUSP00000141808, ENSMUSP00000142039, ENSMUSP00000136354, ENSMUSP00000137631, ENSMUSP00000083722	YDL075W_mRNA, YLR406C_mRNA
OG0001130	ENSMUSP00000136287, ENSMUSP00000157301, ENSMUSP00000157137, ENSMUSP00000157225, ENSMUSP00000157107, ENSMUSP00000065004, ENSMUSP00000157174	YNL006W_mRNA
OG0001131	ENSMUSP00000102663, ENSMUSP00000032946, ENSMUSP00000095852, ENSMUSP00000035155	YLR262C_mRNA
OG0001132	ENSMUSP00000126138, ENSMUSP00000032272, ENSMUSP00000027727, ENSMUSP00000107856	YOL002C_mRNA, YDR492W_mRNA
OG0001134	ENSMUSP00000148016, ENSMUSP00000046453, ENSMUSP00000147421, ENSMUSP00000101529, ENSMUSP00000010899	YNL247W_mRNA
OG0001135	ENSMUSP00000026129, ENSMUSP00000101794	YGR007W_mRNA
OG0001136	ENSMUSP00000116840, ENSMUSP00000116239, ENSMUSP00000069774, ENSMUSP00000117095, ENSMUSP00000095395	YPL023C_mRNA, YGL125W_mRNA
OG0001137	ENSMUSP00000046016, ENSMUSP00000142942, ENSMUSP00000142536, ENSMUSP00000060523, ENSMUSP00000132102, ENSMUSP00000143402, ENSMUSP00000120518, ENSMUSP00000118963	YKL156W_mRNA, YHR021C_mRNA
OG0001138	ENSMUSP00000120774, ENSMUSP00000114949, ENSMUSP00000116311, ENSMUSP00000104066, ENSMUSP00000104068, ENSMUSP00000104067	YOL121C_mRNA, YNL302C_mRNA
OG0001141	ENSMUSP00000112463, ENSMUSP00000000925, ENSMUSP00000115388	YLR321C_mRNA
OG0001142	ENSMUSP00000143843, ENSMUSP00000144119, ENSMUSP00000115292, ENSMUSP00000144198, ENSMUSP00000144331, ENSMUSP00000144324, ENSMUSP00000144593, ENSMUSP00000144600	YOR292C_mRNA, YLR251W_mRNA
OG0001144	ENSMUSP00000143419, ENSMUSP00000029393, ENSMUSP00000041859, ENSMUSP00000127038, ENSMUSP00000142903, ENSMUSP00000042269, ENSMUSP00000085269, ENSMUSP00000112852, ENSMUSP00000085260, ENSMUSP00000112729	YCR081W_mRNA
OG0001146	ENSMUSP00000140675, ENSMUSP00000140224, ENSMUSP00000141035, ENSMUSP00000140267, ENSMUSP00000027421, ENSMUSP00000139563, ENSMUSP00000140789	YKL010C_mRNA
OG0001147	ENSMUSP00000115566, ENSMUSP00000025411, ENSMUSP00000112686, ENSMUSP00000113522, ENSMUSP00000016401	YDR185C_mRNA, YLR168C_mRNA
OG0001148	ENSMUSP00000050999	YLR092W_mRNA, YBR294W_mRNA
OG0001151	ENSMUSP00000152244, ENSMUSP00000040757, ENSMUSP00000142516, ENSMUSP00000112608, ENSMUSP00000067971, ENSMUSP00000120503, ENSMUSP00000112766	YOL115W_mRNA, YNL299W_mRNA
OG0001155	ENSMUSP00000031651, ENSMUSP00000135367, ENSMUSP00000134989, ENSMUSP00000135729, ENSMUSP00000134911	YKL025C_mRNA
OG0001161	ENSMUSP00000055427, ENSMUSP00000028804, ENSMUSP00000078784	YMR036C_mRNA
OG0001175	ENSMUSP00000154727, ENSMUSP00000147037, ENSMUSP00000040486, ENSMUSP00000146984, ENSMUSP00000098237, ENSMUSP00000114621, ENSMUSP00000122833, ENSMUSP00000153846, ENSMUSP00000115569, ENSMUSP00000022386	YOR359W_mRNA
OG0001195	ENSMUSP00000138871, ENSMUSP00000133450, ENSMUSP00000042995, ENSMUSP00000134275, ENSMUSP00000133793, ENSMUSP00000134043, ENSMUSP00000134688, ENSMUSP00000133504, ENSMUSP00000067691, ENSMUSP00000138010, ENSMUSP00000133496, ENSMUSP00000134618, ENSMUSP00000134468, ENSMUSP00000096400, ENSMUSP00000104153, ENSMUSP00000092842, ENSMUSP00000134531, ENSMUSP00000083291, ENSMUSP00000133427, ENSMUSP00000069239, ENSMUSP00000138932, ENSMUSP00000133788, ENSMUSP00000133814, ENSMUSP00000134526	YML027W_mRNA
OG0001197	ENSMUSP00000123159	YHL039W_mRNA, YPL208W_mRNA
OG0001205	ENSMUSP00000156372, ENSMUSP00000095031, ENSMUSP00000086519, ENSMUSP00000137303, ENSMUSP00000156083, ENSMUSP00000156290, ENSMUSP00000156218, ENSMUSP00000156329	YPL123C_mRNA
OG0001206	ENSMUSP00000125806, ENSMUSP00000082055, ENSMUSP00000008826, ENSMUSP00000100795, ENSMUSP00000115919, ENSMUSP00000119500	YLR075W_mRNA
OG0001207	ENSMUSP00000144306, ENSMUSP00000020657, ENSMUSP00000104714, ENSMUSP00000144242, ENSMUSP00000143836, ENSMUSP00000144262, ENSMUSP00000144372, ENSMUSP00000016452	YGL058W_mRNA
OG0001208	ENSMUSP00000063051, ENSMUSP00000096799, ENSMUSP00000046782	YNL246W_mRNA
OG0001210	ENSMUSP00000126892, ENSMUSP00000138296, ENSMUSP00000008812, ENSMUSP00000152211	YML026C_mRNA, YDR450W_mRNA
OG0001211	ENSMUSP00000116622	YNL173C_mRNA, YHR146W_mRNA, YDR422C_mRNA
OG0001211	ENSMUSP00000031486, ENSMUSP00000138749, ENSMUSP00000138221, ENSMUSP00000107630, ENSMUSP00000036410, ENSMUSP00000115749	YER027C_mRNA, YGL208W_mRNA
OG0001212	ENSMUSP00000011302	YGR246C_mRNA
OG0001213	ENSMUSP00000114037, ENSMUSP00000020504, ENSMUSP00000030192	YDL125C_mRNA
OG0001215	ENSMUSP00000032060, ENSMUSP00000113637, ENSMUSP00000121746, ENSMUSP00000113332	YKL040C_mRNA
OG0001216	ENSMUSP00000103007, ENSMUSP00000127307, ENSMUSP00000095316	YLR174W_mRNA, YNL009W_mRNA, YDL066W_mRNA
OG0001218	ENSMUSP00000111349, ENSMUSP00000023448	YNR074C_mRNA
OG0001220	ENSMUSP00000110396, ENSMUSP00000155024, ENSMUSP00000154864, ENSMUSP00000026495	YBL099W_mRNA
OG0001221	ENSMUSP00000036206, ENSMUSP00000141606, ENSMUSP00000029049	YLR025W_mRNA
OG0001224	ENSMUSP00000081913, ENSMUSP00000117509, ENSMUSP00000123212, ENSMUSP00000125164, ENSMUSP00000023760	YOL059W_mRNA, YDL022W_mRNA
OG0001226	ENSMUSP00000147257, ENSMUSP00000072320, ENSMUSP00000147816, ENSMUSP00000148055	YNL301C_mRNA, YOL120C_mRNA
OG0001227	ENSMUSP00000123557, ENSMUSP00000106516, ENSMUSP00000106518, ENSMUSP00000027945, ENSMUSP00000082773	YMR262W_mRNA
OG0001228	ENSMUSP00000017831, ENSMUSP00000090533, ENSMUSP00000076664, ENSMUSP00000057669, ENSMUSP00000117941, ENSMUSP00000044639, ENSMUSP00000135410	YAL048C_mRNA
OG0001229	ENSMUSP00000100655, ENSMUSP00000096592, ENSMUSP00000117834, ENSMUSP00000128232, ENSMUSP00000150846, ENSMUSP00000149722, ENSMUSP00000080203, ENSMUSP00000150339	YFR032C-A_mRNA
OG0001230	ENSMUSP00000018795, ENSMUSP00000119022	YDR448W_mRNA
OG0001231	ENSMUSP00000104087, ENSMUSP00000113372, ENSMUSP00000104086, ENSMUSP00000118485, ENSMUSP00000120012, ENSMUSP00000119256, ENSMUSP00000067552	YER086W_mRNA, YKL218C_mRNA
OG0001232	ENSMUSP00000028148, ENSMUSP00000141899, ENSMUSP00000116434	YOR241W_mRNA
OG0001232	ENSMUSP00000141705	YKL132C_mRNA, YMR113W_mRNA
OG0001233	ENSMUSP00000119723, ENSMUSP00000137140, ENSMUSP00000148958, ENSMUSP00000014445	YJL104W_mRNA
OG0001236	ENSMUSP00000152961, ENSMUSP00000113655, ENSMUSP00000112961, ENSMUSP00000048234, ENSMUSP00000153314, ENSMUSP00000021792, ENSMUSP00000064750, ENSMUSP00000152946, ENSMUSP00000153176, ENSMUSP00000129615	YJL106W_mRNA
OG0001237	ENSMUSP00000029803, ENSMUSP00000143104, ENSMUSP00000143772, ENSMUSP00000143690	YOL139C_mRNA
OG0001239	ENSMUSP00000102300, ENSMUSP00000099349, ENSMUSP00000038635, ENSMUSP00000045201, ENSMUSP00000106405	YFR021W_mRNA
OG0001241	ENSMUSP00000034280, ENSMUSP00000117392	YNL326C_mRNA
OG0001243	ENSMUSP00000134353, ENSMUSP00000134686, ENSMUSP00000133933, ENSMUSP00000134461, ENSMUSP00000145647, ENSMUSP00000037600, ENSMUSP00000047672	YHR119W_mRNA
OG0001244	ENSMUSP00000130399, ENSMUSP00000128234, ENSMUSP00000133075, ENSMUSP00000126881, ENSMUSP00000132483, ENSMUSP00000130900, ENSMUSP00000026168, ENSMUSP00000131219, ENSMUSP00000128653	YIL128W_mRNA
OG0001245	ENSMUSP00000140585, ENSMUSP00000113156, ENSMUSP00000101318, ENSMUSP00000030845, ENSMUSP00000108557, ENSMUSP00000108559	YGR010W_mRNA, YLR328W_mRNA
OG0001250	ENSMUSP00000132701, ENSMUSP00000021853, ENSMUSP00000137411, ENSMUSP00000021854, ENSMUSP00000129428, ENSMUSP00000126500, ENSMUSP00000129477, ENSMUSP00000130076, ENSMUSP00000129164, ENSMUSP00000130283, ENSMUSP00000105880, ENSMUSP00000131735	YLR284C_mRNA, YOR180C_mRNA
OG0001261	ENSMUSP00000152754, ENSMUSP00000126603, ENSMUSP00000152428, ENSMUSP00000152789, ENSMUSP00000152355, ENSMUSP00000152512, ENSMUSP00000152645, ENSMUSP00000152753, ENSMUSP00000152649	YPL069C_mRNA
OG0001263	ENSMUSP00000141257, ENSMUSP00000098828, ENSMUSP00000090825, ENSMUSP00000091093, ENSMUSP00000034145, ENSMUSP00000094036, ENSMUSP00000049967, ENSMUSP00000141750	YGR100W_mRNA
OG0001265	ENSMUSP00000121684, ENSMUSP00000069986, ENSMUSP00000121890, ENSMUSP00000118670, ENSMUSP00000117166, ENSMUSP00000119083, ENSMUSP00000089402, ENSMUSP00000115819	YMR010W_mRNA
OG0001267	ENSMUSP00000109362, ENSMUSP00000027358, ENSMUSP00000109361	YDR375C_mRNA
OG0001273	ENSMUSP00000025073, ENSMUSP00000123903, ENSMUSP00000125403, ENSMUSP00000031697, ENSMUSP00000122702	YDL132W_mRNA
OG0001276	ENSMUSP00000128956, ENSMUSP00000130221, ENSMUSP00000045044, ENSMUSP00000126601, ENSMUSP00000130641, ENSMUSP00000004494	YOL004W_mRNA
OG0001279	ENSMUSP00000103441, ENSMUSP00000082490, ENSMUSP00000148186, ENSMUSP00000147567, ENSMUSP00000147265, ENSMUSP00000147858, ENSMUSP00000147474	YHR034C_mRNA
OG0001293	ENSMUSP00000153396, ENSMUSP00000089464, ENSMUSP00000097529, ENSMUSP00000153124, ENSMUSP00000046486, ENSMUSP00000152333	YGR070W_mRNA, YLR371W_mRNA
OG0001310	ENSMUSP00000156406, ENSMUSP00000007005, ENSMUSP00000125454, ENSMUSP00000045912, ENSMUSP00000125066, ENSMUSP00000037348, ENSMUSP00000042351, ENSMUSP00000010795	YIL160C_mRNA
OG0001311	ENSMUSP00000046101	YOR133W_mRNA, YDR385W_mRNA
OG0001311	ENSMUSP00000102675, ENSMUSP00000134327, ENSMUSP00000021306	YKL173W_mRNA
OG0001312	ENSMUSP00000119818	YIR009W_mRNA
OG0001313	ENSMUSP00000099805	YLR442C_mRNA, YML065W_mRNA
OG0001313	ENSMUSP00000091469, ENSMUSP00000090382, ENSMUSP00000118421	YJL194W_mRNA
OG0001314	ENSMUSP00000121653, ENSMUSP00000033501, ENSMUSP00000111306	YNL021W_mRNA
OG0001319	ENSMUSP00000115968, ENSMUSP00000034136, ENSMUSP00000155686, ENSMUSP00000023203, ENSMUSP00000155553	YDR111C_mRNA, YLR089C_mRNA
OG0001323	ENSMUSP00000031483, ENSMUSP00000083844, ENSMUSP00000115143, ENSMUSP00000115468, ENSMUSP00000031481, ENSMUSP00000108045, ENSMUSP00000130814	YPL212C_mRNA, YGL063W_mRNA
OG0001324	ENSMUSP00000090844, ENSMUSP00000034171, ENSMUSP00000043996, ENSMUSP00000128427	YPR029C_mRNA
OG0001325	ENSMUSP00000142486, ENSMUSP00000086614, ENSMUSP00000142951, ENSMUSP00000143752, ENSMUSP00000078092	YIL052C_mRNA, YER056C-A_mRNA
OG0001326	ENSMUSP00000027743, ENSMUSP00000142089, ENSMUSP00000141976, ENSMUSP00000141362	YDR468C_mRNA
OG0001328	ENSMUSP00000037131	YAL044C_mRNA
OG0001329	ENSMUSP00000113391, ENSMUSP00000127859, ENSMUSP00000142883, ENSMUSP00000109399, ENSMUSP00000113704, ENSMUSP00000138342	YGL147C_mRNA, YNL067W_mRNA
OG0001330	ENSMUSP00000148917	YKR072C_mRNA, YOR054C_mRNA
OG0001331	ENSMUSP00000144393, ENSMUSP00000144361, ENSMUSP00000144563, ENSMUSP00000076875, ENSMUSP00000130880, ENSMUSP00000143802, ENSMUSP00000110250	YGR083C_mRNA
OG0001333	ENSMUSP00000122547, ENSMUSP00000112944, ENSMUSP00000112425, ENSMUSP00000113601, ENSMUSP00000026818, ENSMUSP00000025394	YIR022W_mRNA
OG0001334	ENSMUSP00000022281	YJL050W_mRNA
OG0001334	ENSMUSP00000036265	YLR398C_mRNA
OG0001337	ENSMUSP00000114734, ENSMUSP00000107945, ENSMUSP00000033720, ENSMUSP00000107946, ENSMUSP00000099658	YEL056W_mRNA
OG0001340	ENSMUSP00000140012, ENSMUSP00000139641, ENSMUSP00000047449, ENSMUSP00000139731, ENSMUSP00000139608, ENSMUSP00000139828	YDL149W_mRNA
OG0001341	ENSMUSP00000032998, ENSMUSP00000146709, ENSMUSP00000102713	YNL178W_mRNA
OG0001342	ENSMUSP00000139982, ENSMUSP00000140456	YJR097W_mRNA
OG0001343	ENSMUSP00000153469, ENSMUSP00000024869, ENSMUSP00000156393	YPL074W_mRNA
OG0001345	ENSMUSP00000029722	YLR441C_mRNA, YML063W_mRNA
OG0001347	ENSMUSP00000111066, ENSMUSP00000111070, ENSMUSP00000099991, ENSMUSP00000111068, ENSMUSP00000061942	YOL100W_mRNA, YDR490C_mRNA
OG0001348	ENSMUSP00000055827	YNL168C_mRNA
OG0001349	ENSMUSP00000114013, ENSMUSP00000014221, ENSMUSP00000033152, ENSMUSP00000029991, ENSMUSP00000099944	YKL190W_mRNA
