Orthogroup	mouse	neurospora
OG0000798	ENSMUSP00000154338, ENSMUSP00000153869, ENSMUSP00000153758, ENSMUSP00000153792, ENSMUSP00000094986, ENSMUSP00000154706, ENSMUSP00000153864	ESA42646
OG0000799	ENSMUSP00000122336, ENSMUSP00000053371, ENSMUSP00000089198, ENSMUSP00000103478, ENSMUSP00000103477, ENSMUSP00000127344, ENSMUSP00000103481, ENSMUSP00000103483, ENSMUSP00000103479	EAA32035
OG0000800	ENSMUSP00000118453, ENSMUSP00000027036, ENSMUSP00000137248, ENSMUSP00000137104, ENSMUSP00000111191, ENSMUSP00000137647, ENSMUSP00000119456, ENSMUSP00000064204, ENSMUSP00000101478	EAA35413
OG0000801	ENSMUSP00000117124, ENSMUSP00000152595, ENSMUSP00000072334, ENSMUSP00000099380, ENSMUSP00000073691, ENSMUSP00000119682, ENSMUSP00000099377, ENSMUSP00000071619, ENSMUSP00000091887, ENSMUSP00000105000, ENSMUSP00000148820	ESA44079
OG0000802	ENSMUSP00000115787, ENSMUSP00000110027, ENSMUSP00000120115, ENSMUSP00000084864, ENSMUSP00000157373, ENSMUSP00000123580, ENSMUSP00000087258, ENSMUSP00000106127, ENSMUSP00000066312, ENSMUSP00000114817, ENSMUSP00000115519, ENSMUSP00000123088, ENSMUSP00000058811, ENSMUSP00000123222	ESA41963
OG0000807	ENSMUSP00000101481, ENSMUSP00000124903, ENSMUSP00000125410, ENSMUSP00000022895, ENSMUSP00000123871, ENSMUSP00000082689, ENSMUSP00000020985	ESA41907
OG0000824	ENSMUSP00000026409, ENSMUSP00000151335, ENSMUSP00000151697, ENSMUSP00000027266, ENSMUSP00000141087, ENSMUSP00000053056, ENSMUSP00000151644	EDO65135
OG0000829	ENSMUSP00000111466, ENSMUSP00000015484, ENSMUSP00000108900, ENSMUSP00000033610, ENSMUSP00000124355	EAA34868, ESA42006
OG0000830	ENSMUSP00000052922, ENSMUSP00000014321	ESA43966
OG0000831	ENSMUSP00000116640	EAA30029
OG0000832	ENSMUSP00000124965, ENSMUSP00000154883, ENSMUSP00000155687, ENSMUSP00000077853, ENSMUSP00000043909, ENSMUSP00000155053, ENSMUSP00000124245, ENSMUSP00000154920, ENSMUSP00000155735, ENSMUSP00000125034, ENSMUSP00000124115, ENSMUSP00000155383, ENSMUSP00000124404, ENSMUSP00000155070, ENSMUSP00000123785, ENSMUSP00000155458	EAA36183
OG0000835	ENSMUSP00000130286, ENSMUSP00000012104, ENSMUSP00000126874, ENSMUSP00000027587, ENSMUSP00000108189, ENSMUSP00000098616, ENSMUSP00000152784	EDO65286
OG0000836	ENSMUSP00000149945, ENSMUSP00000149778, ENSMUSP00000077040, ENSMUSP00000150974, ENSMUSP00000068716, ENSMUSP00000153129, ENSMUSP00000152909	EAA30861
OG0000837	ENSMUSP00000138237, ENSMUSP00000021062, ENSMUSP00000155737, ENSMUSP00000155365, ENSMUSP00000055535, ENSMUSP00000155307	EAA33724
OG0000840	ENSMUSP00000142933	EAA33908
OG0000840	ENSMUSP00000075210, ENSMUSP00000067205, ENSMUSP00000058940, ENSMUSP00000123028, ENSMUSP00000081040, ENSMUSP00000117778, ENSMUSP00000122096	EAA34880
OG0000840	ENSMUSP00000142553	EAA28504
OG0000841	ENSMUSP00000109289, ENSMUSP00000038612, ENSMUSP00000109290, ENSMUSP00000109292, ENSMUSP00000109291, ENSMUSP00000109293, ENSMUSP00000101825, ENSMUSP00000041675	EAA27220
OG0000842	ENSMUSP00000053842, ENSMUSP00000155588, ENSMUSP00000111520	ESA43095
OG0000844	ENSMUSP00000153161, ENSMUSP00000152894, ENSMUSP00000069209, ENSMUSP00000123962, ENSMUSP00000124661, ENSMUSP00000125261, ENSMUSP00000043764	EAA36370, EAA28585
OG0000845	ENSMUSP00000094040, ENSMUSP00000110031, ENSMUSP00000110029	ESA42702
OG0000846	ENSMUSP00000123383, ENSMUSP00000139541, ENSMUSP00000140758, ENSMUSP00000139463, ENSMUSP00000027502, ENSMUSP00000143291, ENSMUSP00000155310, ENSMUSP00000108595	EAA30202
OG0000850	ENSMUSP00000143732, ENSMUSP00000107297, ENSMUSP00000142896, ENSMUSP00000123441, ENSMUSP00000090613	EAA33753, EAA27566
OG0000851	ENSMUSP00000068974, ENSMUSP00000122647, ENSMUSP00000125317, ENSMUSP00000098628, ENSMUSP00000121806, ENSMUSP00000123822	ESA43548
OG0000852	ENSMUSP00000022499	EAA31139
OG0000853	ENSMUSP00000020286, ENSMUSP00000101922, ENSMUSP00000113369, ENSMUSP00000029644	EAA35908, EAA34328
OG0000855	ENSMUSP00000101370, ENSMUSP00000126154, ENSMUSP00000108422, ENSMUSP00000046772, ENSMUSP00000113599, ENSMUSP00000113455, ENSMUSP00000031251, ENSMUSP00000027053, ENSMUSP00000092773, ENSMUSP00000104020, ENSMUSP00000046298	EAA34083
OG0000857	ENSMUSP00000134145, ENSMUSP00000134433, ENSMUSP00000133314, ENSMUSP00000133395, ENSMUSP00000103115, ENSMUSP00000088456, ENSMUSP00000134422, ENSMUSP00000133349, ENSMUSP00000133486, ENSMUSP00000134165	EAA34643
OG0000862	ENSMUSP00000115185, ENSMUSP00000098375, ENSMUSP00000037210, ENSMUSP00000118812, ENSMUSP00000122302, ENSMUSP00000107801, ENSMUSP00000136796, ENSMUSP00000039718, ENSMUSP00000107803, ENSMUSP00000083754, ENSMUSP00000115988	ESA44030
OG0000867	ENSMUSP00000040877, ENSMUSP00000035489, ENSMUSP00000124896, ENSMUSP00000123184, ENSMUSP00000121478, ENSMUSP00000102319, ENSMUSP00000048962, ENSMUSP00000102320, ENSMUSP00000091073	EAA31271
OG0000877	ENSMUSP00000117584, ENSMUSP00000108058, ENSMUSP00000032220, ENSMUSP00000114420, ENSMUSP00000113587, ENSMUSP00000027446	EAA36009
OG0000878	ENSMUSP00000144781, ENSMUSP00000080419, ENSMUSP00000090318, ENSMUSP00000118663, ENSMUSP00000110265, ENSMUSP00000110263, ENSMUSP00000102905, ENSMUSP00000102906, ENSMUSP00000097984	EAA35807
OG0000880	ENSMUSP00000092230, ENSMUSP00000108356, ENSMUSP00000034388	EAA28812
OG0000880	ENSMUSP00000127489, ENSMUSP00000105290, ENSMUSP00000126340, ENSMUSP00000036932	ESA41952
OG0000882	ENSMUSP00000147807	EAA36291
OG0000883	ENSMUSP00000105383, ENSMUSP00000114431, ENSMUSP00000003911, ENSMUSP00000115664, ENSMUSP00000030134	EAA29819
OG0000884	ENSMUSP00000099802, ENSMUSP00000099800, ENSMUSP00000099801, ENSMUSP00000152074, ENSMUSP00000099803, ENSMUSP00000022163, ENSMUSP00000115500, ENSMUSP00000118093	EAA34961
OG0000887	ENSMUSP00000134318, ENSMUSP00000018744, ENSMUSP00000134269, ENSMUSP00000026470, ENSMUSP00000151616	ESA42065, EAA30682
OG0000888	ENSMUSP00000027897, ENSMUSP00000109826, ENSMUSP00000109824	EAA36113
OG0000888	ENSMUSP00000141631	EAA35550
OG0000889	ENSMUSP00000141351	EAA32011
OG0000891	ENSMUSP00000042207, ENSMUSP00000081312, ENSMUSP00000066633, ENSMUSP00000134871, ENSMUSP00000095498	ESA42123, EAA29350
OG0000892	ENSMUSP00000135338, ENSMUSP00000049490	EAA36539
OG0000893	ENSMUSP00000117422, ENSMUSP00000098610, ENSMUSP00000104337, ENSMUSP00000071788	EAA28467
OG0000895	ENSMUSP00000109692, ENSMUSP00000109691, ENSMUSP00000033547, ENSMUSP00000109693, ENSMUSP00000118995, ENSMUSP00000116271, ENSMUSP00000117137, ENSMUSP00000121201, ENSMUSP00000091317	EAA27341
OG0000896	ENSMUSP00000123765, ENSMUSP00000022706, ENSMUSP00000078774, ENSMUSP00000144827	EAA34077
OG0000898	ENSMUSP00000144352, ENSMUSP00000110640, ENSMUSP00000110645, ENSMUSP00000044137, ENSMUSP00000144409	EAA28452
OG0000899	ENSMUSP00000135700, ENSMUSP00000135479, ENSMUSP00000134867, ENSMUSP00000134857, ENSMUSP00000135159, ENSMUSP00000119196, ENSMUSP00000121761, ENSMUSP00000119758, ENSMUSP00000114845, ENSMUSP00000108261	EDO65344, EAA33160, EAA34192
OG0000901	ENSMUSP00000106431, ENSMUSP00000051845	ESA42364
OG0000901	ENSMUSP00000140036, ENSMUSP00000139536, ENSMUSP00000139644, ENSMUSP00000139399, ENSMUSP00000063817, ENSMUSP00000140395	EAA29066
OG0000902	ENSMUSP00000119933, ENSMUSP00000087986, ENSMUSP00000023161	EAA33145
OG0000903	ENSMUSP00000098576, ENSMUSP00000073175, ENSMUSP00000129072, ENSMUSP00000119329	EAA26892
OG0000904	ENSMUSP00000009157, ENSMUSP00000119655, ENSMUSP00000020775, ENSMUSP00000136241, ENSMUSP00000103556, ENSMUSP00000107720, ENSMUSP00000077564	ESA43935
OG0000906	ENSMUSP00000134104, ENSMUSP00000123153, ENSMUSP00000133325, ENSMUSP00000117184, ENSMUSP00000120682, ENSMUSP00000133502, ENSMUSP00000120878, ENSMUSP00000120224, ENSMUSP00000117568, ENSMUSP00000133412, ENSMUSP00000133695	EDO64992
OG0000907	ENSMUSP00000003038, ENSMUSP00000127842, ENSMUSP00000082519, ENSMUSP00000146814, ENSMUSP00000103489, ENSMUSP00000127497, ENSMUSP00000146338	EAA27490
OG0000908	ENSMUSP00000135392, ENSMUSP00000135319, ENSMUSP00000078630	ESA43193
OG0000909	ENSMUSP00000118094	EAA26564
OG0000910	ENSMUSP00000127593, ENSMUSP00000023043, ENSMUSP00000132423, ENSMUSP00000129601, ENSMUSP00000143188, ENSMUSP00000131998	EAA33763
OG0000911	ENSMUSP00000133490, ENSMUSP00000128233, ENSMUSP00000121014, ENSMUSP00000031117, ENSMUSP00000112484, ENSMUSP00000069081	EAA31126
OG0000912	ENSMUSP00000038722	EAA34690
OG0000912	ENSMUSP00000035260, ENSMUSP00000152370	ESA43861, EAA27034
OG0000916	ENSMUSP00000106861, ENSMUSP00000106859, ENSMUSP00000141983, ENSMUSP00000034590, ENSMUSP00000093762	EAA28512
OG0000938	ENSMUSP00000088227, ENSMUSP00000116513, ENSMUSP00000121959, ENSMUSP00000119122	EDO65311
OG0000950	ENSMUSP00000121317, ENSMUSP00000076850, ENSMUSP00000096972, ENSMUSP00000095383, ENSMUSP00000001166, ENSMUSP00000153472, ENSMUSP00000131830	EAA31204
OG0000954	ENSMUSP00000113179, ENSMUSP00000073455, ENSMUSP00000123429, ENSMUSP00000117620, ENSMUSP00000112708, ENSMUSP00000116413, ENSMUSP00000020253, ENSMUSP00000037277, ENSMUSP00000065743, ENSMUSP00000142097, ENSMUSP00000112509	ESA44070
OG0000955	ENSMUSP00000067035, ENSMUSP00000147440, ENSMUSP00000122437, ENSMUSP00000147277, ENSMUSP00000091557	EAA34612, ESA42297, EAA31403
OG0000956	ENSMUSP00000017851, ENSMUSP00000127041, ENSMUSP00000126561, ENSMUSP00000020027, ENSMUSP00000112535, ENSMUSP00000116586, ENSMUSP00000115198, ENSMUSP00000113044, ENSMUSP00000101618	EAA33420
OG0000957	ENSMUSP00000146836, ENSMUSP00000142223, ENSMUSP00000146920, ENSMUSP00000146888, ENSMUSP00000146774, ENSMUSP00000147212, ENSMUSP00000006838, ENSMUSP00000122918, ENSMUSP00000121146	EAA33206
OG0000959	ENSMUSP00000027123, ENSMUSP00000119336	EAA27264
OG0000960	ENSMUSP00000025815	EDO64998
OG0000963	ENSMUSP00000091554, ENSMUSP00000104057, ENSMUSP00000131663, ENSMUSP00000061317, ENSMUSP00000129159, ENSMUSP00000130499, ENSMUSP00000131387, ENSMUSP00000127364	EAA36174
OG0000964	ENSMUSP00000122752, ENSMUSP00000109612, ENSMUSP00000027149, ENSMUSP00000113080, ENSMUSP00000052146, ENSMUSP00000072723, ENSMUSP00000121377, ENSMUSP00000064516	EAA30044
OG0000965	ENSMUSP00000113327, ENSMUSP00000009699, ENSMUSP00000152539, ENSMUSP00000036013, ENSMUSP00000152820	EAA26759
OG0000967	ENSMUSP00000156227, ENSMUSP00000156251	EAA33186
OG0000968	ENSMUSP00000104487, ENSMUSP00000104488, ENSMUSP00000104489, ENSMUSP00000104490, ENSMUSP00000139222, ENSMUSP00000138843, ENSMUSP00000029092	EAA32748
OG0000969	ENSMUSP00000102112, ENSMUSP00000114566, ENSMUSP00000021089, ENSMUSP00000137534	EAA29641
OG0000970	ENSMUSP00000088217, ENSMUSP00000005829, ENSMUSP00000130495, ENSMUSP00000149655, ENSMUSP00000099697, ENSMUSP00000099698, ENSMUSP00000077946	EAA36130
OG0000971	ENSMUSP00000020625, ENSMUSP00000132190, ENSMUSP00000128425, ENSMUSP00000129120, ENSMUSP00000131294, ENSMUSP00000072121, ENSMUSP00000022858, ENSMUSP00000106170, ENSMUSP00000106171	EAA33562
OG0000972	ENSMUSP00000099592, ENSMUSP00000080266, ENSMUSP00000129157, ENSMUSP00000119646, ENSMUSP00000120083, ENSMUSP00000099331	EAA36458
OG0000973	ENSMUSP00000114332, ENSMUSP00000083705, ENSMUSP00000138289	ESA44180
OG0000975	ENSMUSP00000110627, ENSMUSP00000025023, ENSMUSP00000113405, ENSMUSP00000122258, ENSMUSP00000125394, ENSMUSP00000125111, ENSMUSP00000124010, ENSMUSP00000055254	EAA30970
OG0000976	ENSMUSP00000119952, ENSMUSP00000120279, ENSMUSP00000116618, ENSMUSP00000039543, ENSMUSP00000085218	EAA32039
OG0000979	ENSMUSP00000101699	EAA32524
OG0000980	ENSMUSP00000112868, ENSMUSP00000114203	EAA31511
OG0000980	ENSMUSP00000006565	EAA35783
OG0000981	ENSMUSP00000153238, ENSMUSP00000055313, ENSMUSP00000153671	ESA41924
OG0000982	ENSMUSP00000120445	EAA32745
OG0000983	ENSMUSP00000090747, ENSMUSP00000148736, ENSMUSP00000123305, ENSMUSP00000122432, ENSMUSP00000133405, ENSMUSP00000117229, ENSMUSP00000022808, ENSMUSP00000112177, ENSMUSP00000133937, ENSMUSP00000115294	ESA42242
OG0000985	ENSMUSP00000029708	EAA35965
OG0000985	ENSMUSP00000018803	EAA32661
OG0000988	ENSMUSP00000044110, ENSMUSP00000145198, ENSMUSP00000015719, ENSMUSP00000127552	EAA33087
OG0000991	ENSMUSP00000139307, ENSMUSP00000139113, ENSMUSP00000019220, ENSMUSP00000104135, ENSMUSP00000013130, ENSMUSP00000130184, ENSMUSP00000120830, ENSMUSP00000024881, ENSMUSP00000117663	EAA34366
OG0000992	ENSMUSP00000103927, ENSMUSP00000077889, ENSMUSP00000103924, ENSMUSP00000119321, ENSMUSP00000154491, ENSMUSP00000153896, ENSMUSP00000078293, ENSMUSP00000107448	EDO64952
OG0000993	ENSMUSP00000108132, ENSMUSP00000026750, ENSMUSP00000115863, ENSMUSP00000015346	EAA27538
OG0000996	ENSMUSP00000116345, ENSMUSP00000148720, ENSMUSP00000117808, ENSMUSP00000060199, ENSMUSP00000118366, ENSMUSP00000117809, ENSMUSP00000118092, ENSMUSP00000117814, ENSMUSP00000121356	EAA33052
OG0001009	ENSMUSP00000154993	EAA29248
OG0001022	ENSMUSP00000131516, ENSMUSP00000126531, ENSMUSP00000026264	EAA29993
OG0001024	ENSMUSP00000035244	EAA30826
OG0001024	ENSMUSP00000083742, ENSMUSP00000041069, ENSMUSP00000029336	EAA31814
OG0001027	ENSMUSP00000020312, ENSMUSP00000009791, ENSMUSP00000118170, ENSMUSP00000029624, ENSMUSP00000115224, ENSMUSP00000120660	EAA30422
OG0001031	ENSMUSP00000145288, ENSMUSP00000144942, ENSMUSP00000131462	EAA31664, EAA31726
OG0001032	ENSMUSP00000043061, ENSMUSP00000128075, ENSMUSP00000130493, ENSMUSP00000155371, ENSMUSP00000155018, ENSMUSP00000155399, ENSMUSP00000055743	EAA30182
OG0001033	ENSMUSP00000025833, ENSMUSP00000142616, ENSMUSP00000142533, ENSMUSP00000029666	EAA29385
OG0001035	ENSMUSP00000144127, ENSMUSP00000144307, ENSMUSP00000013773, ENSMUSP00000144009, ENSMUSP00000144684	EAA32577
OG0001035	ENSMUSP00000027144	EAA36214
OG0001036	ENSMUSP00000112768, ENSMUSP00000116037, ENSMUSP00000113137, ENSMUSP00000002549	EAA32152
OG0001038	ENSMUSP00000123157, ENSMUSP00000114377, ENSMUSP00000083375	ESA42763, EAA31668
OG0001039	ENSMUSP00000133975, ENSMUSP00000106958, ENSMUSP00000005817, ENSMUSP00000106959, ENSMUSP00000119006, ENSMUSP00000115877, ENSMUSP00000032555, ENSMUSP00000104090, ENSMUSP00000137963	EAA32309
OG0001040	ENSMUSP00000114529, ENSMUSP00000092502, ENSMUSP00000131474, ENSMUSP00000110610, ENSMUSP00000120715	EAA30574
OG0001041	ENSMUSP00000034428, ENSMUSP00000032264, ENSMUSP00000145175, ENSMUSP00000018711	EAA27012
OG0001042	ENSMUSP00000034856, ENSMUSP00000119342	EAA30512, EAA28154
OG0001043	ENSMUSP00000107455, ENSMUSP00000064947, ENSMUSP00000107452, ENSMUSP00000107449, ENSMUSP00000107450, ENSMUSP00000137026, ENSMUSP00000137022, ENSMUSP00000135979, ENSMUSP00000097534, ENSMUSP00000097531, ENSMUSP00000097530, ENSMUSP00000136546, ENSMUSP00000136120, ENSMUSP00000136244, ENSMUSP00000136590, ENSMUSP00000136916, ENSMUSP00000135969, ENSMUSP00000136971, ENSMUSP00000122338, ENSMUSP00000115067	EAA27140
OG0001044	ENSMUSP00000130269, ENSMUSP00000073946, ENSMUSP00000029752, ENSMUSP00000022849, ENSMUSP00000032728	EAA35752, ESA41972
OG0001048	ENSMUSP00000080608, ENSMUSP00000137461, ENSMUSP00000086852, ENSMUSP00000080543, ENSMUSP00000123562, ENSMUSP00000120096, ENSMUSP00000121149, ENSMUSP00000123263	EAA32676, ESA42315
OG0001049	ENSMUSP00000152626, ENSMUSP00000152487, ENSMUSP00000036682, ENSMUSP00000093059, ENSMUSP00000152408, ENSMUSP00000141887, ENSMUSP00000141678, ENSMUSP00000032570, ENSMUSP00000104119	ESA42247
OG0001050	ENSMUSP00000022529, ENSMUSP00000153691, ENSMUSP00000010127, ENSMUSP00000002025, ENSMUSP00000138388	EAA32178
OG0001051	ENSMUSP00000148504	EAA27066
OG0001052	ENSMUSP00000088723, ENSMUSP00000155169, ENSMUSP00000034049, ENSMUSP00000016463	ESA43737
OG0001053	ENSMUSP00000156844, ENSMUSP00000007012	EAA32343, ESA41862
OG0001055	ENSMUSP00000157175, ENSMUSP00000157349, ENSMUSP00000157348, ENSMUSP00000049319, ENSMUSP00000157034	EAA32460
OG0001055	ENSMUSP00000044292	EAA31178
OG0001057	ENSMUSP00000137831, ENSMUSP00000138077, ENSMUSP00000122176, ENSMUSP00000146731, ENSMUSP00000146808, ENSMUSP00000147146, ENSMUSP00000107874, ENSMUSP00000033754	EAA28961
OG0001058	ENSMUSP00000155847, ENSMUSP00000077856	EDO65467
OG0001059	ENSMUSP00000156191, ENSMUSP00000155971, ENSMUSP00000156334, ENSMUSP00000023432	EAA31670
OG0001059	ENSMUSP00000106926, ENSMUSP00000119171, ENSMUSP00000116835, ENSMUSP00000106927, ENSMUSP00000106920	EAA30496
OG0001060	ENSMUSP00000061498, ENSMUSP00000154725, ENSMUSP00000128668, ENSMUSP00000133032	EAA26972
OG0001061	ENSMUSP00000074975, ENSMUSP00000071349, ENSMUSP00000100020, ENSMUSP00000157153, ENSMUSP00000157126, ENSMUSP00000057392, ENSMUSP00000129410, ENSMUSP00000132689, ENSMUSP00000022009, ENSMUSP00000153322, ENSMUSP00000153539, ENSMUSP00000153541, ENSMUSP00000153229, ENSMUSP00000152896	EAA30917
OG0001063	ENSMUSP00000128209	EAA31449
OG0001063	ENSMUSP00000028944, ENSMUSP00000099431, ENSMUSP00000068776, ENSMUSP00000029135	EAA34441
OG0001075	ENSMUSP00000054648, ENSMUSP00000041872, ENSMUSP00000026011, ENSMUSP00000021930, ENSMUSP00000059419, ENSMUSP00000107585, ENSMUSP00000081537	EAA28462
OG0001077	ENSMUSP00000105095	EAA33173
OG0001077	ENSMUSP00000123230, ENSMUSP00000131333, ENSMUSP00000132518, ENSMUSP00000114253, ENSMUSP00000128786, ENSMUSP00000125835, ENSMUSP00000016530, ENSMUSP00000106692, ENSMUSP00000123267, ENSMUSP00000131679, ENSMUSP00000126242, ENSMUSP00000131463, ENSMUSP00000041981, ENSMUSP00000105096	ESA42654
OG0001084	ENSMUSP00000133589, ENSMUSP00000034625, ENSMUSP00000134388, ENSMUSP00000134029	ESA44148
OG0001088	ENSMUSP00000059542, ENSMUSP00000094056, ENSMUSP00000043047, ENSMUSP00000127903, ENSMUSP00000139671	ESA42238
OG0001103	ENSMUSP00000100997, ENSMUSP00000069004	EAA35928
OG0001104	ENSMUSP00000114261	EAA28295
OG0001105	ENSMUSP00000028916, ENSMUSP00000126011, ENSMUSP00000021375	EAA32168
OG0001106	ENSMUSP00000114544, ENSMUSP00000116061, ENSMUSP00000102200, ENSMUSP00000102198, ENSMUSP00000127791, ENSMUSP00000119975	ESA43161
OG0001109	ENSMUSP00000064714, ENSMUSP00000075428, ENSMUSP00000107521, ENSMUSP00000107520, ENSMUSP00000117260	EAA34547
OG0001110	ENSMUSP00000156002, ENSMUSP00000023684, ENSMUSP00000119272, ENSMUSP00000156142, ENSMUSP00000114034, ENSMUSP00000156232	EAA27164
OG0001111	ENSMUSP00000101209, ENSMUSP00000078040, ENSMUSP00000156077, ENSMUSP00000154852, ENSMUSP00000154983, ENSMUSP00000061501, ENSMUSP00000104262, ENSMUSP00000001631	EAA34454
OG0001113	ENSMUSP00000135758, ENSMUSP00000034560, ENSMUSP00000133404, ENSMUSP00000110080, ENSMUSP00000135525, ENSMUSP00000135871, ENSMUSP00000007708, ENSMUSP00000133778	EDO65422
OG0001115	ENSMUSP00000022678	EAA31783
OG0001116	ENSMUSP00000110498, ENSMUSP00000025057, ENSMUSP00000156447	EAA29460
OG0001117	ENSMUSP00000032627, ENSMUSP00000146111, ENSMUSP00000146033, ENSMUSP00000146178	EAA31708
OG0001119	ENSMUSP00000124412, ENSMUSP00000124480, ENSMUSP00000025549, ENSMUSP00000034400	EAA28313
OG0001120	ENSMUSP00000026926, ENSMUSP00000100046, ENSMUSP00000032168, ENSMUSP00000141333	EAA29599
OG0001122	ENSMUSP00000072808	EAA35794
OG0001123	ENSMUSP00000153566, ENSMUSP00000035415, ENSMUSP00000125881, ENSMUSP00000132959, ENSMUSP00000146023, ENSMUSP00000137108	EAA35455, EAA34252
OG0001126	ENSMUSP00000120254, ENSMUSP00000047218, ENSMUSP00000117800	EAA30886
OG0001127	ENSMUSP00000153643, ENSMUSP00000022553, ENSMUSP00000095270, ENSMUSP00000114690, ENSMUSP00000108987	EAA26779
OG0001128	ENSMUSP00000091051, ENSMUSP00000133076, ENSMUSP00000147583, ENSMUSP00000136917, ENSMUSP00000105026, ENSMUSP00000105028	EAA32230
OG0001129	ENSMUSP00000141808, ENSMUSP00000142039, ENSMUSP00000136354, ENSMUSP00000137631, ENSMUSP00000083722	EAA36011
OG0001130	ENSMUSP00000136287, ENSMUSP00000157301, ENSMUSP00000157137, ENSMUSP00000157225, ENSMUSP00000157107, ENSMUSP00000065004, ENSMUSP00000157174	EAA31835
OG0001131	ENSMUSP00000102663, ENSMUSP00000032946, ENSMUSP00000095852, ENSMUSP00000035155	EAA32658
OG0001132	ENSMUSP00000126138, ENSMUSP00000032272, ENSMUSP00000027727, ENSMUSP00000107856	EAA28777
OG0001133	ENSMUSP00000029416, ENSMUSP00000119229, ENSMUSP00000118377, ENSMUSP00000118394, ENSMUSP00000030944, ENSMUSP00000116000	EAA33383
OG0001134	ENSMUSP00000148016, ENSMUSP00000046453, ENSMUSP00000147421, ENSMUSP00000101529, ENSMUSP00000010899	EAA30967
OG0001135	ENSMUSP00000026129, ENSMUSP00000101794	EAA31843
OG0001136	ENSMUSP00000116840, ENSMUSP00000116239, ENSMUSP00000069774, ENSMUSP00000117095, ENSMUSP00000095395	EAA29528, EAA32493
OG0001137	ENSMUSP00000046016, ENSMUSP00000142942, ENSMUSP00000142536, ENSMUSP00000060523, ENSMUSP00000132102, ENSMUSP00000143402, ENSMUSP00000120518, ENSMUSP00000118963	EAA36522
OG0001138	ENSMUSP00000120774, ENSMUSP00000114949, ENSMUSP00000116311, ENSMUSP00000104066, ENSMUSP00000104068, ENSMUSP00000104067	EAA33711
OG0001139	ENSMUSP00000097113, ENSMUSP00000020581, ENSMUSP00000034889, ENSMUSP00000029686, ENSMUSP00000006991	ESA44418
OG0001142	ENSMUSP00000143843, ENSMUSP00000144119, ENSMUSP00000115292, ENSMUSP00000144198, ENSMUSP00000144331, ENSMUSP00000144324, ENSMUSP00000144593, ENSMUSP00000144600	EAA33195, EAA32569, EAA34618
OG0001143	ENSMUSP00000117807, ENSMUSP00000122419, ENSMUSP00000099412, ENSMUSP00000029180, ENSMUSP00000105144, ENSMUSP00000118434, ENSMUSP00000043618	ESA42650
OG0001146	ENSMUSP00000140675, ENSMUSP00000140224, ENSMUSP00000141035, ENSMUSP00000140267, ENSMUSP00000027421, ENSMUSP00000139563, ENSMUSP00000140789	ESA42269
OG0001147	ENSMUSP00000115566, ENSMUSP00000025411, ENSMUSP00000112686, ENSMUSP00000113522, ENSMUSP00000016401	EAA31717
OG0001148	ENSMUSP00000050999	EAA28274, EAA36099
OG0001150	ENSMUSP00000033674, ENSMUSP00000001825, ENSMUSP00000150569, ENSMUSP00000150527, ENSMUSP00000150443, ENSMUSP00000149900	ESA44025
OG0001151	ENSMUSP00000152244, ENSMUSP00000040757, ENSMUSP00000142516, ENSMUSP00000112608, ENSMUSP00000067971, ENSMUSP00000120503, ENSMUSP00000112766	EAA31314
OG0001155	ENSMUSP00000031651, ENSMUSP00000135367, ENSMUSP00000134989, ENSMUSP00000135729, ENSMUSP00000134911	EAA34877
OG0001157	ENSMUSP00000065542, ENSMUSP00000112916	EAA34651, EAA30872, EAA31038
OG0001160	ENSMUSP00000047931	EAA29020, EAA30349
OG0001161	ENSMUSP00000055427, ENSMUSP00000028804, ENSMUSP00000078784	EAA35854
OG0001166	ENSMUSP00000071289, ENSMUSP00000151975, ENSMUSP00000103886, ENSMUSP00000120982	EAA27028
OG0001175	ENSMUSP00000154727, ENSMUSP00000147037, ENSMUSP00000040486, ENSMUSP00000146984, ENSMUSP00000098237, ENSMUSP00000114621, ENSMUSP00000122833, ENSMUSP00000153846, ENSMUSP00000115569, ENSMUSP00000022386	ESA43334
OG0001197	ENSMUSP00000066413, ENSMUSP00000122520, ENSMUSP00000105505	EAA34358
OG0001197	ENSMUSP00000123159	EAA30456
OG0001203	ENSMUSP00000059927, ENSMUSP00000112938, ENSMUSP00000115333, ENSMUSP00000145871, ENSMUSP00000146294, ENSMUSP00000070876	EAA28809
OG0001206	ENSMUSP00000125806, ENSMUSP00000082055, ENSMUSP00000008826, ENSMUSP00000100795, ENSMUSP00000115919, ENSMUSP00000119500	EAA31550
