Orthogroup	human	mouse
OG0002041	ENSP00000494764, ENSP00000490784, ENSP00000478300, ENSP00000447253, ENSP00000494369, ENSP00000446647, ENSP00000496716, ENSP00000495724, ENSP00000481096, ENSP00000490416, ENSP00000477650, ENSP00000489618, ENSP00000495039, ENSP00000490547, ENSP00000489751	ENSMUSP00000020039, ENSMUSP00000114010, ENSMUSP00000135959, ENSMUSP00000131551
OG0002047	ENSP00000444719, ENSP00000343745, ENSP00000451041, ENSP00000452556, ENSP00000437256, ENSP00000435681, ENSP00000376783	ENSMUSP00000152413, ENSMUSP00000043676
OG0002048	ENSP00000440761, ENSP00000438550, ENSP00000394382, ENSP00000369134	ENSMUSP00000033662
OG0002048	ENSP00000295266	ENSMUSP00000060774
OG0002049	ENSP00000413113	ENSMUSP00000148831
OG0002049	ENSP00000456649	ENSMUSP00000148735
OG0002049	ENSP00000320949	ENSMUSP00000096073
OG0002050	ENSP00000452516	ENSMUSP00000152508
OG0002050	ENSP00000452428, ENSP00000451334, ENSP00000451331, ENSP00000390867	ENSMUSP00000114713
OG0002050	ENSP00000348010	ENSMUSP00000112953
OG0002054	ENSP00000387247, ENSP00000376145, ENSP00000376144, ENSP00000352706	ENSMUSP00000045606, ENSMUSP00000124976
OG0002056	ENSP00000419852	ENSMUSP00000067667, ENSMUSP00000115567
OG0002056	ENSP00000417258	ENSMUSP00000100056
OG0002058	ENSP00000363018	ENSMUSP00000114141, ENSMUSP00000156823, ENSMUSP00000156828, ENSMUSP00000048469, ENSMUSP00000156950, ENSMUSP00000156947
OG0002060	ENSP00000406791, ENSP00000359187, ENSP00000343102, ENSP00000485885, ENSP00000359191, ENSP00000359181, ENSP00000299206, ENSP00000414293, ENSP00000411678, ENSP00000400517, ENSP00000400676, ENSP00000359188	ENSMUSP00000026239
OG0002061	ENSP00000489303, ENSP00000468865, ENSP00000489392, ENSP00000472339, ENSP00000488961, ENSP00000472465, ENSP00000489539, ENSP00000406754, ENSP00000488985, ENSP00000221431, ENSP00000472847, ENSP00000489453	ENSMUSP00000092216
OG0002062	ENSP00000427778	ENSMUSP00000147632, ENSMUSP00000147304, ENSMUSP00000096450, ENSMUSP00000147943
OG0002062	ENSP00000333551	ENSMUSP00000147611, ENSMUSP00000033875
OG0002062	ENSP00000427886, ENSP00000429425	ENSMUSP00000148019
OG0002064	ENSP00000471446	ENSMUSP00000120113
OG0002064	ENSP00000472345	ENSMUSP00000122042
OG0002065	ENSP00000351536, ENSP00000389089	ENSMUSP00000037128, ENSMUSP00000088807
OG0002065	ENSP00000375883, ENSP00000356574, ENSP00000356572	ENSMUSP00000142301, ENSMUSP00000035658, ENSMUSP00000107394
OG0002066	ENSP00000440629, ENSP00000451775, ENSP00000216774, ENSP00000451818	ENSMUSP00000106336, ENSMUSP00000152764, ENSMUSP00000151681, ENSMUSP00000132835, ENSMUSP00000021407.10
OG0002067	ENSP00000349142, ENSP00000338568	ENSMUSP00000110546, ENSMUSP00000116508, ENSMUSP00000116368, ENSMUSP00000123100, ENSMUSP00000117182, ENSMUSP00000110547, ENSMUSP00000026887
OG0002069	ENSP00000434283, ENSP00000433521, ENSP00000403972, ENSP00000432968, ENSP00000436287, ENSP00000315774	ENSMUSP00000074600
OG0002070	ENSP00000273398	ENSMUSP00000066886, ENSMUSP00000110314
OG0002071	ENSP00000493296, ENSP00000493446, ENSP00000493432, ENSP00000493264, ENSP00000358417, ENSP00000492994, ENSP00000493382, ENSP00000493175	ENSMUSP00000064755
OG0002072	ENSP00000494947, ENSP00000367312, ENSP00000493577, ENSP00000284951	ENSMUSP00000113800
OG0002072	ENSP00000451144, ENSP00000450709, ENSP00000337053	ENSMUSP00000136087, ENSMUSP00000129384, ENSMUSP00000021347
OG0002073	ENSP00000448570	ENSMUSP00000143981
OG0002073	ENSP00000448067, ENSP00000446859, ENSP00000449486, ENSP00000476161, ENSP00000446883, ENSP00000202773, ENSP00000403172	ENSMUSP00000031617
OG0002074	ENSP00000331562, ENSP00000313995, ENSP00000244670	ENSMUSP00000156731, ENSMUSP00000156502, ENSMUSP00000156682, ENSMUSP00000128271, ENSMUSP00000071743
OG0002078	ENSP00000420536, ENSP00000418858	ENSMUSP00000125381
OG0002078	ENSP00000326968, ENSP00000244426, ENSP00000477487, ENSP00000359977	ENSMUSP00000001402, ENSMUSP00000082419
OG0002079	ENSP00000483686, ENSP00000358633, ENSP00000377192, ENSP00000377194	ENSMUSP00000115915, ENSMUSP00000004327, ENSMUSP00000131163
OG0002080	ENSP00000430989	ENSMUSP00000022908, ENSMUSP00000154807, ENSMUSP00000154227
OG0002080	ENSP00000297578	ENSMUSP00000144490
OG0002081	ENSP00000440211	ENSMUSP00000122945
OG0002081	ENSP00000444357	ENSMUSP00000025679
OG0002081	ENSP00000441328	ENSMUSP00000115195
OG0002081	ENSP00000203664, ENSP00000478628	ENSMUSP00000098655, ENSMUSP00000137162, ENSMUSP00000021620
OG0002082	ENSP00000466139, ENSP00000466951, ENSP00000465793	ENSMUSP00000120060
OG0002082	ENSP00000460191, ENSP00000460301, ENSP00000459164, ENSP00000460898, ENSP00000460273, ENSP00000440283, ENSP00000346977, ENSP00000263073	ENSMUSP00000120229, ENSMUSP00000043555
OG0002083	ENSP00000216014, ENSP00000386918	ENSMUSP00000010974
OG0002083	ENSP00000258739	ENSMUSP00000106359
OG0002083	ENSP00000470841	ENSMUSP00000147273
OG0002083	ENSP00000329471	ENSMUSP00000002855, ENSMUSP00000148258
OG0002085	ENSP00000488865, ENSP00000336801, ENSP00000487996, ENSP00000415304, ENSP00000432574, ENSP00000487656, ENSP00000437217, ENSP00000487788	ENSMUSP00000145025
OG0002085	ENSP00000346955, ENSP00000488659	ENSMUSP00000058028
OG0002086	ENSP00000346001, ENSP00000385762, ENSP00000386101	ENSMUSP00000080354
OG0002086	ENSP00000415198, ENSP00000412713	ENSMUSP00000140228
OG0002086	ENSP00000268661	ENSMUSP00000038326, ENSMUSP00000129325
OG0002087	ENSP00000396596, ENSP00000350740, ENSP00000387601, ENSP00000474623, ENSP00000285848, ENSP00000483491	ENSMUSP00000153955, ENSMUSP00000000985
OG0002089	ENSP00000344149, ENSP00000363576, ENSP00000363577	ENSMUSP00000101479
OG0002089	ENSP00000420195	ENSMUSP00000095455
OG0002089	ENSP00000388991	ENSMUSP00000099603
OG0002089	ENSP00000419813, ENSP00000342913	ENSMUSP00000114564
OG0002089	ENSP00000414302	ENSMUSP00000103794
OG0002090	ENSP00000468805	ENSMUSP00000116793
OG0002090	ENSP00000464756, ENSP00000467477	ENSMUSP00000014339
OG0002091	ENSP00000245206, ENSP00000394100	ENSMUSP00000034097
OG0002091	ENSP00000359539	ENSMUSP00000026196
OG0002092	ENSP00000467362, ENSP00000466574, ENSP00000466358, ENSP00000466156, ENSP00000270776	ENSMUSP00000081141
OG0002093	ENSP00000473312, ENSP00000481136, ENSP00000215071	ENSMUSP00000138613, ENSMUSP00000139514, ENSMUSP00000051657
OG0002093	ENSP00000467146, ENSP00000465287	ENSMUSP00000146882
OG0002094	ENSP00000385055, ENSP00000336984	ENSMUSP00000105574, ENSMUSP00000105575
OG0002094	ENSP00000355167, ENSP00000357983, ENSP00000401940, ENSP00000357991, ENSP00000326489	ENSMUSP00000088303, ENSMUSP00000127180, ENSMUSP00000102772, ENSMUSP00000029754
OG0002095	ENSP00000396716	ENSMUSP00000150804
OG0002095	ENSP00000410848, ENSP00000346067, ENSP00000389351	ENSMUSP00000035105, ENSMUSP00000148933
OG0002096	ENSP00000443244	ENSMUSP00000121808
OG0002096	ENSP00000313490	ENSMUSP00000021282
OG0002096	ENSP00000462874	ENSMUSP00000133984
OG0002097	ENSP00000479020, ENSP00000497632	ENSMUSP00000105450
OG0002097	ENSP00000341347	ENSMUSP00000078236
OG0002097	ENSP00000335294, ENSP00000381237	ENSMUSP00000086460
OG0002097	ENSP00000343032	ENSMUSP00000120068
OG0002098	ENSP00000453910, ENSP00000488464, ENSP00000452889, ENSP00000483755, ENSP00000346046, ENSP00000498019	ENSMUSP00000079628
OG0002099	ENSP00000433703, ENSP00000434535	ENSMUSP00000004072
OG0002099	ENSP00000433464, ENSP00000378378, ENSP00000262584, ENSP00000435313, ENSP00000436460	ENSMUSP00000155657
OG0002100	ENSP00000478112, ENSP00000478641, ENSP00000341364, ENSP00000368601, ENSP00000368579, ENSP00000368581, ENSP00000202834, ENSP00000368588, ENSP00000368585, ENSP00000368578	ENSMUSP00000028816, ENSMUSP00000105793, ENSMUSP00000136826, ENSMUSP00000105792
OG0002101	ENSP00000446077, ENSP00000452438, ENSP00000452076, ENSP00000450915, ENSP00000451903, ENSP00000450946, ENSP00000452499, ENSP00000451275, ENSP00000451593, ENSP00000382327	ENSMUSP00000106957, ENSMUSP00000154624, ENSMUSP00000154028, ENSMUSP00000154325, ENSMUSP00000153845
OG0002102	ENSP00000418261	ENSMUSP00000124621
OG0002102	ENSP00000373176, ENSP00000373175, ENSP00000418877, ENSP00000478813, ENSP00000417632, ENSP00000418514	ENSMUSP00000023348, ENSMUSP00000123974, ENSMUSP00000125352
OG0002103	ENSP00000417269, ENSP00000418583	ENSMUSP00000153794
OG0002103	ENSP00000406933, ENSP00000419547	ENSMUSP00000087680, ENSMUSP00000154280, ENSMUSP00000154475
OG0002103	ENSP00000302468	ENSMUSP00000154613
OG0002103	ENSP00000376615	ENSMUSP00000151537, ENSMUSP00000096994
OG0002104	ENSP00000434771, ENSP00000437169, ENSP00000431496, ENSP00000436095, ENSP00000435071, ENSP00000431435, ENSP00000432506, ENSP00000432004, ENSP00000431559, ENSP00000436141, ENSP00000377055, ENSP00000317362	ENSMUSP00000146597, ENSMUSP00000075429
OG0002105	ENSP00000431605, ENSP00000434729	ENSMUSP00000047682
OG0002105	ENSP00000432994	ENSMUSP00000137654
OG0002105	ENSP00000432754	ENSMUSP00000137788
OG0002105	ENSP00000434094, ENSP00000236067	ENSMUSP00000119988
OG0002106	ENSP00000491487, ENSP00000491209, ENSP00000491101, ENSP00000491895, ENSP00000491932, ENSP00000491369, ENSP00000491312, ENSP00000370737	ENSMUSP00000025778
OG0002107	ENSP00000426276, ENSP00000421895, ENSP00000423132, ENSP00000392966, ENSP00000426215, ENSP00000372955, ENSP00000374385, ENSP00000424594	ENSMUSP00000145504, ENSMUSP00000032141, ENSMUSP00000109236
OG0002108	ENSP00000363524, ENSP00000387875	ENSMUSP00000048383
OG0002108	ENSP00000260731	ENSMUSP00000149582, ENSMUSP00000012587
OG0002109	ENSP00000368100, ENSP00000491596, ENSP00000492349, ENSP00000491158	ENSMUSP00000020649
OG0002109	ENSP00000390971	ENSMUSP00000120869
OG0002109	ENSP00000400049	ENSMUSP00000119618
OG0002110	ENSP00000432744, ENSP00000363620, ENSP00000403268, ENSP00000480360, ENSP00000475963, ENSP00000417544, ENSP00000400114, ENSP00000391509, ENSP00000363624, ENSP00000434163, ENSP00000363608, ENSP00000418612, ENSP00000418659	ENSMUSP00000110585, ENSMUSP00000025027
OG0002111	ENSP00000434523, ENSP00000310227, ENSP00000346566, ENSP00000432768	ENSMUSP00000097303, ENSMUSP00000106970, ENSMUSP00000106969
OG0002111	ENSP00000436769	ENSMUSP00000046263
OG0002112	ENSP00000493598, ENSP00000378804, ENSP00000494345	ENSMUSP00000026601, ENSMUSP00000122770
OG0002112	ENSP00000368556, ENSP00000368572	ENSMUSP00000108170, ENSMUSP00000026318
OG0002112	ENSP00000458385, ENSP00000269298	ENSMUSP00000090647, ENSMUSP00000104296
OG0002113	ENSP00000429548, ENSP00000356475, ENSP00000275233, ENSP00000412797, ENSP00000408019, ENSP00000356473, ENSP00000430528, ENSP00000486723	ENSMUSP00000125127, ENSMUSP00000125457, ENSMUSP00000132870, ENSMUSP00000125849, ENSMUSP00000039422
OG0002114	ENSP00000277517	ENSMUSP00000036621, ENSMUSP00000021573, ENSMUSP00000139705
OG0002114	ENSP00000401879, ENSP00000370748	ENSMUSP00000132780
OG0002115	ENSP00000471322, ENSP00000472246, ENSP00000471342, ENSP00000471716, ENSP00000410449, ENSP00000365426	ENSMUSP00000124954, ENSMUSP00000037278, ENSMUSP00000123721, ENSMUSP00000135487, ENSMUSP00000135481
OG0002116	ENSP00000451321, ENSP00000450899, ENSP00000216500, ENSP00000451882, ENSP00000483770, ENSP00000452026, ENSP00000442993	ENSMUSP00000146711, ENSMUSP00000146943, ENSMUSP00000147204, ENSMUSP00000152376, ENSMUSP00000146963, ENSMUSP00000147067, ENSMUSP00000152198, ENSMUSP00000021512
OG0002117	ENSP00000452236, ENSP00000451711	ENSMUSP00000151903
OG0002117	ENSP00000335171, ENSP00000450670	ENSMUSP00000151772
OG0002117	ENSP00000330289	ENSMUSP00000151224
OG0002117	ENSP00000468612, ENSP00000006275	ENSMUSP00000002112, ENSMUSP00000104095, ENSMUSP00000120406
OG0002118	ENSP00000453129, ENSP00000316632, ENSP00000453257, ENSP00000452637, ENSP00000453252, ENSP00000379766, ENSP00000453133, ENSP00000440312	ENSMUSP00000028636, ENSMUSP00000092186
OG0002119	ENSP00000315212, ENSP00000427212, ENSP00000423100, ENSP00000426503, ENSP00000424076	ENSMUSP00000138411, ENSMUSP00000030992, ENSMUSP00000138555
OG0002119	ENSP00000425667	ENSMUSP00000138594
OG0002120	ENSP00000467680	ENSMUSP00000089958, ENSMUSP00000101001
OG0002120	ENSP00000233078, ENSP00000465433	ENSMUSP00000101000
OG0002121	ENSP00000483734	ENSMUSP00000148073
OG0002121	ENSP00000364580, ENSP00000321850, ENSP00000364579	ENSMUSP00000130324, ENSMUSP00000148042, ENSMUSP00000147856, ENSMUSP00000147337
OG0002121	ENSP00000399249	ENSMUSP00000147466
OG0002122	ENSP00000479606	ENSMUSP00000050220
OG0002122	ENSP00000269122	ENSMUSP00000099475
OG0002123	ENSP00000439422, ENSP00000484384, ENSP00000440754, ENSP00000313272, ENSP00000444437, ENSP00000443150, ENSP00000382392, ENSP00000371858, ENSP00000479320	ENSMUSP00000047123
OG0002124	ENSP00000425254, ENSP00000492734, ENSP00000491581, ENSP00000490998, ENSP00000312288, ENSP00000385638, ENSP00000492345, ENSP00000492420, ENSP00000492009, ENSP00000491310, ENSP00000491783, ENSP00000474560, ENSP00000425952, ENSP00000486771	ENSMUSP00000029610
OG0002125	ENSP00000481584, ENSP00000373755	ENSMUSP00000142474
OG0002125	ENSP00000309198	ENSMUSP00000045998
OG0002125	ENSP00000340596, ENSP00000391529, ENSP00000443131, ENSP00000395802	ENSMUSP00000073652
OG0002126	ENSP00000446538, ENSP00000080059, ENSP00000369984, ENSP00000448532, ENSP00000404394, ENSP00000351326	ENSMUSP00000112641, ENSMUSP00000113380, ENSMUSP00000112110, ENSMUSP00000078766, ENSMUSP00000120576, ENSMUSP00000112446, ENSMUSP00000085744, ENSMUSP00000112109, ENSMUSP00000112459
OG0002127	ENSP00000263966, ENSP00000417146	ENSMUSP00000133823, ENSMUSP00000072155, ENSMUSP00000103863
OG0002127	ENSP00000373883, ENSP00000229268	ENSMUSP00000118200, ENSMUSP00000117439, ENSMUSP00000114000, ENSMUSP00000041299
OG0002128	ENSP00000466111, ENSP00000446426, ENSP00000262173, ENSP00000466252, ENSP00000372804, ENSP00000467171	ENSMUSP00000009679, ENSMUSP00000025427, ENSMUSP00000122741, ENSMUSP00000117459, ENSMUSP00000123500
OG0002129	ENSP00000487878, ENSP00000454476	ENSMUSP00000063371
OG0002129	ENSP00000478190	ENSMUSP00000023365
OG0002129	ENSP00000481225, ENSP00000488076	ENSMUSP00000115585
OG0002130	ENSP00000272065	ENSMUSP00000106509
OG0002130	ENSP00000272067	ENSMUSP00000073686
OG0002130	ENSP00000408596, ENSP00000410331, ENSP00000411121, ENSP00000384307, ENSP00000385404	ENSMUSP00000151833
OG0002131	ENSP00000351492, ENSP00000466910	ENSMUSP00000125364
OG0002131	ENSP00000468656	ENSMUSP00000123971
OG0002132	ENSP00000453683, ENSP00000453717, ENSP00000405160, ENSP00000453667, ENSP00000454041, ENSP00000370376, ENSP00000452814, ENSP00000452749, ENSP00000454183	ENSMUSP00000080767, ENSMUSP00000057854
OG0002133	ENSP00000485654, ENSP00000485433, ENSP00000485550, ENSP00000392289, ENSP00000406054, ENSP00000485057, ENSP00000485060	ENSMUSP00000133340, ENSMUSP00000116995
OG0002133	ENSP00000398596, ENSP00000273037, ENSP00000388598	ENSMUSP00000032461
OG0002134	ENSP00000341538	ENSMUSP00000132348, ENSMUSP00000105271
OG0002134	ENSP00000388337	ENSMUSP00000105270
OG0002134	ENSP00000378906	ENSMUSP00000105269
OG0002135	ENSP00000398244, ENSP00000467574, ENSP00000255631	ENSMUSP00000078886
OG0002135	ENSP00000466749	ENSMUSP00000145960
OG0002136	ENSP00000430201, ENSP00000487380, ENSP00000428336, ENSP00000276692, ENSP00000430481, ENSP00000427807, ENSP00000428109, ENSP00000428609, ENSP00000476180, ENSP00000430274	ENSMUSP00000105783, ENSMUSP00000154677
OG0002137	ENSP00000370607, ENSP00000426043, ENSP00000422497	ENSMUSP00000115144, ENSMUSP00000062122
OG0002137	ENSP00000472697, ENSP00000215567	ENSMUSP00000128329, ENSMUSP00000019382, ENSMUSP00000148368, ENSMUSP00000131389
OG0002137	ENSP00000472957	ENSMUSP00000148299, ENSMUSP00000148721
OG0002138	ENSP00000474971, ENSP00000281708, ENSP00000474725	ENSMUSP00000103305, ENSMUSP00000103306
OG0002138	ENSP00000296555	ENSMUSP00000103302
OG0002138	ENSP00000377528, ENSP00000263981	ENSMUSP00000029727
OG0002138	ENSP00000474751	ENSMUSP00000108700
OG0002139	ENSP00000487164, ENSP00000405483, ENSP00000404704, ENSP00000287546	ENSMUSP00000114719, ENSMUSP00000093905, ENSMUSP00000112937, ENSMUSP00000093906, ENSMUSP00000112636, ENSMUSP00000111055
OG0002139	ENSP00000393070	ENSMUSP00000156131
OG0002140	ENSP00000444216, ENSP00000491797, ENSP00000491230, ENSP00000443769, ENSP00000490967, ENSP00000439613, ENSP00000492580, ENSP00000343943, ENSP00000438136, ENSP00000439544, ENSP00000356978	ENSMUSP00000072863, ENSMUSP00000141835
OG0002141	ENSP00000434542, ENSP00000435629, ENSP00000279281	ENSMUSP00000123994, ENSMUSP00000025711
OG0002141	ENSP00000435245, ENSP00000434138, ENSP00000436134, ENSP00000436867	ENSMUSP00000123857
OG0002142	ENSP00000392874, ENSP00000356820, ENSP00000271373	ENSMUSP00000027853
OG0002143	ENSP00000439495, ENSP00000358414	ENSMUSP00000088249, ENSMUSP00000113296
OG0002143	ENSP00000322706, ENSP00000399402	ENSMUSP00000136944, ENSMUSP00000153064
OG0002144	ENSP00000396251, ENSP00000388227, ENSP00000401105, ENSP00000365504, ENSP00000399554, ENSP00000387980, ENSP00000383300, ENSP00000409483, ENSP00000395497, ENSP00000403156, ENSP00000365493, ENSP00000259895	ENSMUSP00000001565, ENSMUSP00000124335
OG0002145	ENSP00000431149, ENSP00000436252, ENSP00000435733	ENSMUSP00000112884
OG0002145	ENSP00000434480	ENSMUSP00000033020
OG0002145	ENSP00000432379, ENSP00000278544, ENSP00000433368, ENSP00000431504, ENSP00000432109, ENSP00000435048	ENSMUSP00000120334
OG0002146	ENSP00000486968, ENSP00000451369, ENSP00000485686, ENSP00000451051, ENSP00000485983, ENSP00000451785, ENSP00000486939, ENSP00000450645, ENSP00000486462, ENSP00000451022, ENSP00000479570, ENSP00000483908, ENSP00000013070, ENSP00000450470	ENSMUSP00000041247
OG0002147	ENSP00000381020, ENSP00000264029	ENSMUSP00000123144, ENSMUSP00000071206, ENSMUSP00000120671, ENSMUSP00000034609
OG0002148	ENSP00000487661, ENSP00000484178, ENSP00000478067, ENSP00000488252, ENSP00000488910, ENSP00000483088, ENSP00000479727, ENSP00000478183, ENSP00000481499, ENSP00000487918, ENSP00000481522, ENSP00000482153, ENSP00000481504, ENSP00000484687	ENSMUSP00000099484
OG0002149	ENSP00000455712, ENSP00000457411, ENSP00000219473	ENSMUSP00000104616, ENSMUSP00000123590
OG0002149	ENSP00000458089, ENSP00000462762	ENSMUSP00000104610
OG0002150	ENSP00000463496, ENSP00000463715	ENSMUSP00000116069
OG0002150	ENSP00000463382	ENSMUSP00000117333
OG0002151	ENSP00000477932, ENSP00000290650	ENSMUSP00000028728
OG0002151	ENSP00000361992, ENSP00000361990	ENSMUSP00000108961, ENSMUSP00000108963
OG0002151	ENSP00000361994	ENSMUSP00000152895
OG0002152	ENSP00000417837	ENSMUSP00000070140
OG0002152	ENSP00000418473, ENSP00000417488, ENSP00000417110, ENSP00000480264, ENSP00000486244, ENSP00000418490, ENSP00000418323, ENSP00000419729	ENSMUSP00000067361
OG0002152	ENSP00000240922	ENSMUSP00000124291
OG0002153	ENSP00000233627, ENSP00000480984, ENSP00000477895, ENSP00000443273, ENSP00000440348, ENSP00000364262	ENSMUSP00000101003, ENSMUSP00000020361
OG0002154	ENSP00000489076, ENSP00000489298, ENSP00000455643, ENSP00000489525, ENSP00000258874	ENSMUSP00000108734, ENSMUSP00000112695, ENSMUSP00000082354, ENSMUSP00000150907
OG0002155	ENSP00000357550, ENSP00000395666, ENSP00000446093, ENSP00000252936, ENSP00000357551, ENSP00000436438	ENSMUSP00000147329, ENSMUSP00000026547
OG0002156	ENSP00000377914, ENSP00000457042, ENSP00000455309, ENSP00000454480, ENSP00000457622, ENSP00000455572, ENSP00000458000, ENSP00000456114	ENSMUSP00000125474, ENSMUSP00000125451, ENSMUSP00000034233
OG0002156	ENSP00000457400	ENSMUSP00000123794
OG0002157	ENSP00000243040	ENSMUSP00000001335
OG0002157	ENSP00000454489, ENSP00000266964	ENSMUSP00000131245
OG0002157	ENSP00000455296	ENSMUSP00000132441, ENSMUSP00000128263, ENSMUSP00000126970, ENSMUSP00000128526
OG0002157	ENSP00000334188	ENSMUSP00000129178
OG0002158	ENSP00000464333, ENSP00000460966, ENSP00000464249	ENSMUSP00000117980, ENSMUSP00000114190, ENSMUSP00000118612, ENSMUSP00000115549
OG0002158	ENSP00000219240, ENSP00000461848	ENSMUSP00000115934
OG0002159	ENSP00000228510, ENSP00000443551, ENSP00000376487, ENSP00000486846, ENSP00000490869, ENSP00000439134	ENSMUSP00000142376, ENSMUSP00000036971, ENSMUSP00000107858, ENSMUSP00000114611, ENSMUSP00000142758, ENSMUSP00000143347
OG0002160	ENSP00000339371, ENSP00000368945	ENSMUSP00000144205, ENSMUSP00000069133, ENSMUSP00000071462, ENSMUSP00000110152, ENSMUSP00000128351
OG0002160	ENSP00000354699, ENSP00000368953	ENSMUSP00000110160
OG0002160	ENSP00000368950, ENSP00000474342, ENSP00000392345	ENSMUSP00000143964
OG0002161	ENSP00000440986	ENSMUSP00000116321
OG0002161	ENSP00000376933, ENSP00000325863, ENSP00000385614, ENSP00000326094	ENSMUSP00000111295, ENSMUSP00000119999, ENSMUSP00000034405
OG0002162	ENSP00000393669, ENSP00000393482, ENSP00000392871, ENSP00000363198, ENSP00000380570, ENSP00000363205, ENSP00000440897	ENSMUSP00000029147
OG0002163	ENSP00000423227, ENSP00000420873, ENSP00000422759, ENSP00000426377	ENSMUSP00000143584, ENSMUSP00000122081, ENSMUSP00000115453
OG0002163	ENSP00000281243	ENSMUSP00000015950
OG0002163	ENSP00000390944	ENSMUSP00000113203, ENSMUSP00000113958, ENSMUSP00000112469, ENSMUSP00000143741
OG0002164	ENSP00000463344, ENSP00000462484, ENSP00000462292, ENSP00000462140, ENSP00000463596, ENSP00000463053, ENSP00000461935, ENSP00000376481, ENSP00000464635, ENSP00000463012, ENSP00000464133, ENSP00000352976, ENSP00000352831, ENSP00000483162	ENSMUSP00000020929, ENSMUSP00000099350, ENSMUSP00000090157
