Orthogroup	arabidopsis	mouse
OG0000732	AT4G05530.1	ENSMUSP00000154474, ENSMUSP00000154006, ENSMUSP00000154481, ENSMUSP00000153847, ENSMUSP00000022821
OG0000733	AT4G12740.1	ENSMUSP00000099760
OG0000734	AT4G17390.1, AT4G16720.1	ENSMUSP00000108217, ENSMUSP00000078388, ENSMUSP00000079163, ENSMUSP00000098362, ENSMUSP00000119852
OG0000735	AT4G17830.2	ENSMUSP00000025546, ENSMUSP00000128696, ENSMUSP00000069699
OG0000736	AT4G34030.1	ENSMUSP00000022148, ENSMUSP00000152781
OG0000737	AT5G07920.1, AT5G63770.1	ENSMUSP00000026414, ENSMUSP00000114441, ENSMUSP00000023578, ENSMUSP00000087371, ENSMUSP00000152446, ENSMUSP00000152378, ENSMUSP00000037900
OG0000738	AT5G11860.1	ENSMUSP00000047543, ENSMUSP00000106203, ENSMUSP00000106207, ENSMUSP00000106201, ENSMUSP00000100890, ENSMUSP00000100891, ENSMUSP00000072852, ENSMUSP00000133755, ENSMUSP00000027367
OG0000761	AT1G01760.3	ENSMUSP00000115148, ENSMUSP00000064775, ENSMUSP00000120757, ENSMUSP00000020496, ENSMUSP00000101046, ENSMUSP00000095976
OG0000762	AT1G12360.1, AT4G12120.1, AT1G02010.4	ENSMUSP00000099681, ENSMUSP00000125405, ENSMUSP00000004745, ENSMUSP00000052440, ENSMUSP00000089051
OG0000763	AT3G58600.1, AT1G03900.1	ENSMUSP00000030760, ENSMUSP00000121918, ENSMUSP00000032477
OG0000765	AT1G09660.1, AT3G08620.1, AT2G38610.1, AT5G56140.1, AT4G26480.1	ENSMUSP00000156665, ENSMUSP00000095025, ENSMUSP00000156519, ENSMUSP00000156511, ENSMUSP00000046740
OG0000766	AT1G11860.3	ENSMUSP00000035230
OG0000768	AT3G63460.1, AT1G18830.1	ENSMUSP00000064900, ENSMUSP00000107616, ENSMUSP00000138571, ENSMUSP00000092157, ENSMUSP00000138213, ENSMUSP00000130598
OG0000769	AT1G21640.2, AT3G21070.3	ENSMUSP00000101238, ENSMUSP00000030939, ENSMUSP00000101237
OG0000770	AT1G78050.1, AT1G22170.1	ENSMUSP00000011896, ENSMUSP00000020768, ENSMUSP00000047393, ENSMUSP00000121818, ENSMUSP00000120794, ENSMUSP00000115825
OG0000771	AT5G57815.1, AT4G28060.1, AT1G22450.1, AT1G32710.1	ENSMUSP00000139239, ENSMUSP00000138744, ENSMUSP00000138708, ENSMUSP00000138288, ENSMUSP00000138911, ENSMUSP00000138765, ENSMUSP00000138709, ENSMUSP00000064988, ENSMUSP00000075150, ENSMUSP00000146959
OG0000773	AT3G59500.1, AT1G30890.1	ENSMUSP00000025811, ENSMUSP00000117224, ENSMUSP00000146477, ENSMUSP00000103872, ENSMUSP00000103873, ENSMUSP00000032809
OG0000774	AT2G25050.1, AT3G32410.1, AT1G42980.1, AT3G32400.2, AT5G58160.1, AT1G31810.1, AT5G07740.2, AT5G07650.1, AT5G07760.2, AT5G07780.1, AT5G07770.3, AT3G32420.1	ENSMUSP00000152532, ENSMUSP00000152564, ENSMUSP00000082406, ENSMUSP00000153095, ENSMUSP00000052085
OG0000775	AT1G45332.1, AT2G45030.1	ENSMUSP00000076503
OG0000775	AT1G62750.1	ENSMUSP00000125656, ENSMUSP00000048373, ENSMUSP00000022170, ENSMUSP00000125088, ENSMUSP00000124426, ENSMUSP00000125306, ENSMUSP00000124253
OG0000776	AT1G54140.1	ENSMUSP00000115178, ENSMUSP00000109123, ENSMUSP00000059751, ENSMUSP00000140051, ENSMUSP00000140244, ENSMUSP00000132143, ENSMUSP00000081772, ENSMUSP00000139407, ENSMUSP00000140423
OG0000777	AT1G67420.4, AT5G20660.1	ENSMUSP00000124881, ENSMUSP00000057069, ENSMUSP00000124992
OG0000778	AT1G78690.1	ENSMUSP00000121031, ENSMUSP00000135013, ENSMUSP00000117206, ENSMUSP00000065270, ENSMUSP00000109818, ENSMUSP00000114496, ENSMUSP00000134745, ENSMUSP00000135593, ENSMUSP00000135308
OG0000778	AT3G05510.1	ENSMUSP00000115153
OG0000780	AT2G27480.1, AT5G04170.1, AT3G10300.6	ENSMUSP00000086165, ENSMUSP00000112638, ENSMUSP00000030563, ENSMUSP00000152458, ENSMUSP00000022060
OG0000781	AT3G05280.1, AT5G27490.1, AT2G39805.2	ENSMUSP00000114937, ENSMUSP00000119107, ENSMUSP00000149626, ENSMUSP00000136463, ENSMUSP00000077649, ENSMUSP00000034700, ENSMUSP00000114898, ENSMUSP00000075113, ENSMUSP00000115626
OG0000782	AT5G01600.1, AT3G56090.1, AT2G40300.1, AT3G11050.1	ENSMUSP00000152633, ENSMUSP00000025563, ENSMUSP00000025388, ENSMUSP00000094793, ENSMUSP00000100621, ENSMUSP00000094254, ENSMUSP00000075195, ENSMUSP00000100623, ENSMUSP00000147526, ENSMUSP00000152609, ENSMUSP00000092002, ENSMUSP00000147389
OG0000783	AT3G06670.2, AT5G49390.1	ENSMUSP00000119241, ENSMUSP00000085471, ENSMUSP00000109591, ENSMUSP00000099920, ENSMUSP00000020755, ENSMUSP00000041667, ENSMUSP00000152738, ENSMUSP00000117918, ENSMUSP00000129654, ENSMUSP00000137716
OG0000784	AT3G11220.1	ENSMUSP00000028588, ENSMUSP00000116575
OG0000785	AT3G11620.1	ENSMUSP00000151541, ENSMUSP00000151881, ENSMUSP00000151631, ENSMUSP00000129424, ENSMUSP00000151941, ENSMUSP00000151257, ENSMUSP00000151802, ENSMUSP00000151852, ENSMUSP00000151612, ENSMUSP00000042285, ENSMUSP00000151309, ENSMUSP00000151289, ENSMUSP00000151362
OG0000786	AT3G48330.4, AT5G50240.1	ENSMUSP00000155103, ENSMUSP00000124100, ENSMUSP00000124932, ENSMUSP00000155545, ENSMUSP00000123866, ENSMUSP00000154823, ENSMUSP00000155391, ENSMUSP00000125144, ENSMUSP00000123758, ENSMUSP00000155628, ENSMUSP00000155203, ENSMUSP00000124246
OG0000787	AT5G19740.1, AT4G07670.1, AT3G54720.1	ENSMUSP00000102892, ENSMUSP00000001824, ENSMUSP00000128674, ENSMUSP00000001826, ENSMUSP00000130752
OG0000788	AT5G41520.1, AT5G52650.1, AT4G25740.1	ENSMUSP00000156346, ENSMUSP00000156878, ENSMUSP00000110532, ENSMUSP00000110531, ENSMUSP00000136042, ENSMUSP00000025052, ENSMUSP00000156208
OG0000789	AT4G29690.1, AT4G29700.1, AT4G29680.1, AT4G29710.1	ENSMUSP00000020169, ENSMUSP00000151540, ENSMUSP00000114273, ENSMUSP00000101159, ENSMUSP00000133877, ENSMUSP00000122767, ENSMUSP00000024756, ENSMUSP00000114429, ENSMUSP00000024757, ENSMUSP00000101880, ENSMUSP00000090027, ENSMUSP00000115049
OG0000790	AT4G34490.2	ENSMUSP00000068260, ENSMUSP00000101862, ENSMUSP00000101864, ENSMUSP00000112952, ENSMUSP00000021802, ENSMUSP00000153125, ENSMUSP00000153072
OG0000791	AT5G37510.2	ENSMUSP00000140307, ENSMUSP00000140467, ENSMUSP00000139664, ENSMUSP00000027111, ENSMUSP00000126621
OG0000792	AT5G49530.1	ENSMUSP00000102092, ENSMUSP00000033173, ENSMUSP00000146970
OG0000824	AT1G01230.1, AT5G42000.1	ENSMUSP00000026409, ENSMUSP00000151335, ENSMUSP00000151697, ENSMUSP00000027266, ENSMUSP00000141087, ENSMUSP00000053056, ENSMUSP00000151644
OG0000829	AT4G11230.1, AT1G64060.1, AT1G19230.2, AT5G47910.1, AT5G07390.1, AT4G25090.1, AT5G51060.1, AT1G09090.2, AT5G60010.1, AT3G45810.1	ENSMUSP00000111466, ENSMUSP00000015484, ENSMUSP00000108900, ENSMUSP00000033610, ENSMUSP00000124355
OG0000830	AT1G09330.1	ENSMUSP00000052922, ENSMUSP00000014321
OG0000831	AT2G27810.4, AT4G38050.1, AT2G05760.1, AT2G34190.1, AT2G26510.1, AT1G10540.1, AT1G60030.1, AT5G49990.1, AT5G62890.1, AT1G49960.1, AT5G25420.1, AT1G65550.1	ENSMUSP00000122803, ENSMUSP00000041436, ENSMUSP00000144387, ENSMUSP00000119927, ENSMUSP00000025212, ENSMUSP00000116640, ENSMUSP00000028815
OG0000832	AT1G54160.1, AT3G14020.1, AT1G72830.2, AT1G17590.1, AT2G34720.1, AT1G30500.2, AT3G20910.1, AT5G12840.1	ENSMUSP00000124965, ENSMUSP00000154883, ENSMUSP00000155687, ENSMUSP00000077853, ENSMUSP00000043909, ENSMUSP00000155053, ENSMUSP00000124245, ENSMUSP00000154920, ENSMUSP00000155735, ENSMUSP00000125034, ENSMUSP00000124115, ENSMUSP00000155383, ENSMUSP00000124404, ENSMUSP00000155070, ENSMUSP00000123785, ENSMUSP00000155458
OG0000835	AT4G19560.1, AT4G19600.1, AT5G45190.2, AT1G35440.1, AT1G27630.1	ENSMUSP00000130286, ENSMUSP00000012104, ENSMUSP00000126874, ENSMUSP00000027587, ENSMUSP00000108189, ENSMUSP00000098616, ENSMUSP00000152784
OG0000836	AT1G48090.2, AT4G17140.3	ENSMUSP00000149945, ENSMUSP00000149778, ENSMUSP00000077040, ENSMUSP00000150974, ENSMUSP00000068716, ENSMUSP00000153129, ENSMUSP00000152909
OG0000837	AT3G01540.2	ENSMUSP00000108994
OG0000837	AT1G55150.2, AT5G63120.2	ENSMUSP00000138237, ENSMUSP00000021062, ENSMUSP00000155737, ENSMUSP00000155365, ENSMUSP00000055535, ENSMUSP00000155307
OG0000838	AT1G58230.1	ENSMUSP00000141734, ENSMUSP00000142043, ENSMUSP00000148618, ENSMUSP00000142179, ENSMUSP00000103261, ENSMUSP00000029374
OG0000839	AT1G64570.1	ENSMUSP00000148624, ENSMUSP00000088461, ENSMUSP00000080397, ENSMUSP00000103122
OG0000840	AT2G44150.1, AT3G59960.1, AT4G30860.1	ENSMUSP00000142933, ENSMUSP00000075210, ENSMUSP00000067205, ENSMUSP00000058940, ENSMUSP00000123028, ENSMUSP00000081040, ENSMUSP00000117778, ENSMUSP00000122096
OG0000840	AT1G76710.3, AT1G77300.1	ENSMUSP00000142553
OG0000841	AT2G13810.1, AT1G77670.1	ENSMUSP00000109289, ENSMUSP00000038612, ENSMUSP00000109290, ENSMUSP00000109292, ENSMUSP00000109291, ENSMUSP00000109293, ENSMUSP00000101825, ENSMUSP00000041675
OG0000842	AT5G48030.1, AT1G80030.1, AT3G17830.1, AT2G22360.1, AT4G39960.1	ENSMUSP00000053842, ENSMUSP00000155588, ENSMUSP00000111520
OG0000843	AT4G30370.1, AT2G18670.1	ENSMUSP00000118244, ENSMUSP00000118186, ENSMUSP00000117050, ENSMUSP00000116043, ENSMUSP00000122161, ENSMUSP00000118474, ENSMUSP00000095702, ENSMUSP00000038477, ENSMUSP00000103467, ENSMUSP00000099998, ENSMUSP00000114259, ENSMUSP00000123198, ENSMUSP00000043974, ENSMUSP00000116850, ENSMUSP00000136732
OG0000844	AT3G05600.1, AT4G15960.1, AT4G15955.3, AT2G26740.1, AT2G26750.1, AT4G02340.1, AT3G51000.1	ENSMUSP00000153161, ENSMUSP00000152894, ENSMUSP00000069209, ENSMUSP00000123962, ENSMUSP00000124661, ENSMUSP00000125261, ENSMUSP00000043764
OG0000845	AT5G13780.1	ENSMUSP00000094040, ENSMUSP00000110031, ENSMUSP00000110029
OG0000846	AT2G44140.1, AT3G59950.1	ENSMUSP00000123383, ENSMUSP00000139541, ENSMUSP00000140758, ENSMUSP00000139463, ENSMUSP00000027502, ENSMUSP00000143291, ENSMUSP00000155310, ENSMUSP00000108595
OG0000848	AT4G00840.1, AT3G60800.1, AT4G22750.1	ENSMUSP00000047615, ENSMUSP00000123070, ENSMUSP00000129996, ENSMUSP00000041727, ENSMUSP00000086900, ENSMUSP00000153568
OG0000849	AT3G23610.3	ENSMUSP00000026018, ENSMUSP00000057346, ENSMUSP00000105624, ENSMUSP00000018792, ENSMUSP00000103736, ENSMUSP00000098271, ENSMUSP00000120773, ENSMUSP00000130624
OG0000850	AT5G60550.1, AT3G45240.1	ENSMUSP00000143732, ENSMUSP00000107297, ENSMUSP00000142896, ENSMUSP00000123441, ENSMUSP00000090613
OG0000851	AT3G52250.1	ENSMUSP00000068974, ENSMUSP00000122647, ENSMUSP00000125317, ENSMUSP00000098628, ENSMUSP00000121806, ENSMUSP00000123822
OG0000852	AT4G20325.1	ENSMUSP00000022499
OG0000853	AT5G09650.1	ENSMUSP00000020286, ENSMUSP00000101922, ENSMUSP00000113369, ENSMUSP00000029644
OG0000877	AT1G02090.1	ENSMUSP00000117584, ENSMUSP00000108058, ENSMUSP00000032220, ENSMUSP00000114420, ENSMUSP00000113587, ENSMUSP00000027446
OG0000878	AT2G23380.1, AT4G02020.1, AT1G02580.1	ENSMUSP00000144781, ENSMUSP00000080419, ENSMUSP00000090318, ENSMUSP00000118663, ENSMUSP00000110265, ENSMUSP00000110263, ENSMUSP00000102905, ENSMUSP00000102906, ENSMUSP00000097984
OG0000880	AT2G27600.1, AT1G08270.2	ENSMUSP00000092230, ENSMUSP00000108356, ENSMUSP00000034388
OG0000880	AT3G27120.1	ENSMUSP00000127489, ENSMUSP00000105290, ENSMUSP00000126340, ENSMUSP00000036932
OG0000882	AT1G10390.1, AT1G59660.1, AT1G80680.1	ENSMUSP00000148115, ENSMUSP00000147486, ENSMUSP00000068530, ENSMUSP00000147445, ENSMUSP00000147454, ENSMUSP00000147807
OG0000883	AT1G79650.4, AT1G16190.1, AT3G02540.1, AT5G38470.1	ENSMUSP00000105383, ENSMUSP00000114431, ENSMUSP00000003911, ENSMUSP00000115664, ENSMUSP00000030134
OG0000884	AT1G17880.1, AT1G73230.1	ENSMUSP00000099802, ENSMUSP00000099800, ENSMUSP00000099801, ENSMUSP00000152074, ENSMUSP00000099803, ENSMUSP00000022163, ENSMUSP00000115500, ENSMUSP00000118093
OG0000887	AT1G36370.1, AT1G22020.1, AT4G13930.1, AT4G13890.1, AT4G32520.1, AT5G26780.2, AT4G37930.1	ENSMUSP00000134318, ENSMUSP00000018744, ENSMUSP00000134269, ENSMUSP00000026470, ENSMUSP00000151616
OG0000888	AT2G17900.1	ENSMUSP00000027897, ENSMUSP00000109826, ENSMUSP00000109824
OG0000888	AT1G26760.1, AT2G19640.2	ENSMUSP00000141631
OG0000889	AT1G27760.3	ENSMUSP00000141351, ENSMUSP00000141718, ENSMUSP00000128635, ENSMUSP00000127673, ENSMUSP00000130824, ENSMUSP00000130846, ENSMUSP00000001672, ENSMUSP00000133028, ENSMUSP00000127553, ENSMUSP00000142217, ENSMUSP00000010192
OG0000891	AT1G31290.1, AT1G31280.1, AT1G69440.1, AT1G48410.2, AT5G43810.1, AT2G27880.1, AT5G21030.2, AT5G21150.1, AT2G27040.1, AT2G32940.1	ENSMUSP00000042207, ENSMUSP00000081312, ENSMUSP00000066633, ENSMUSP00000134871, ENSMUSP00000095498
OG0000892	AT1G33040.1, AT4G10480.1, AT3G49470.2, AT5G13850.1, AT3G12390.1	ENSMUSP00000135338, ENSMUSP00000049490, ENSMUSP00000073532
OG0000893	AT3G16260.1, AT1G52160.1	ENSMUSP00000117422, ENSMUSP00000098610, ENSMUSP00000104337, ENSMUSP00000071788
OG0000895	AT5G48460.1, AT5G55400.1, AT4G26700.1, AT5G35700.1, AT2G04750.1	ENSMUSP00000109692, ENSMUSP00000109691, ENSMUSP00000033547, ENSMUSP00000109693, ENSMUSP00000118995, ENSMUSP00000116271, ENSMUSP00000117137, ENSMUSP00000121201, ENSMUSP00000091317
OG0000896	AT2G20420.1	ENSMUSP00000123765, ENSMUSP00000022706, ENSMUSP00000078774, ENSMUSP00000144827
OG0000897	AT2G20495.3	ENSMUSP00000123988, ENSMUSP00000125311, ENSMUSP00000076686, ENSMUSP00000124667
OG0000898	AT2G28540.2, AT3G45630.1, AT5G60170.2	ENSMUSP00000144352, ENSMUSP00000110640, ENSMUSP00000110645, ENSMUSP00000044137, ENSMUSP00000144409
OG0000899	AT3G02460.1, AT5G15930.1	ENSMUSP00000135700, ENSMUSP00000135479, ENSMUSP00000134867, ENSMUSP00000134857, ENSMUSP00000135159, ENSMUSP00000119196, ENSMUSP00000121761, ENSMUSP00000119758, ENSMUSP00000114845, ENSMUSP00000108261
OG0000900	AT3G53410.1, AT5G03200.1, AT3G09770.1, AT3G06140.1, AT5G19080.1	ENSMUSP00000155425, ENSMUSP00000023159, ENSMUSP00000068314, ENSMUSP00000155034, ENSMUSP00000122483, ENSMUSP00000097776, ENSMUSP00000102006
OG0000901	AT3G57300.2	ENSMUSP00000106431, ENSMUSP00000051845
OG0000901	AT3G12810.1	ENSMUSP00000140036, ENSMUSP00000139536, ENSMUSP00000139644, ENSMUSP00000139399, ENSMUSP00000063817, ENSMUSP00000140395
OG0000902	AT4G05520.1, AT3G20290.1	ENSMUSP00000119933, ENSMUSP00000087986, ENSMUSP00000023161, ENSMUSP00000024860, ENSMUSP00000025684, ENSMUSP00000144036, ENSMUSP00000028755, ENSMUSP00000096397
OG0000903	AT5G67510.1, AT3G49910.1	ENSMUSP00000098576, ENSMUSP00000073175, ENSMUSP00000129072, ENSMUSP00000119329
OG0000904	AT4G15930.1	ENSMUSP00000009157, ENSMUSP00000119655, ENSMUSP00000020775, ENSMUSP00000136241, ENSMUSP00000103556, ENSMUSP00000107720, ENSMUSP00000077564
OG0000905	AT5G03415.1	ENSMUSP00000137176, ENSMUSP00000140061, ENSMUSP00000034982, ENSMUSP00000139848, ENSMUSP00000141084, ENSMUSP00000128260, ENSMUSP00000132934, ENSMUSP00000136817, ENSMUSP00000139926, ENSMUSP00000139891, ENSMUSP00000147662, ENSMUSP00000147881, ENSMUSP00000127952
OG0000906	AT5G19570.1	ENSMUSP00000122893, ENSMUSP00000122513, ENSMUSP00000137989, ENSMUSP00000099651, ENSMUSP00000134588, ENSMUSP00000134104, ENSMUSP00000123153, ENSMUSP00000133325, ENSMUSP00000117184, ENSMUSP00000120682, ENSMUSP00000133502, ENSMUSP00000120878, ENSMUSP00000120224, ENSMUSP00000117568, ENSMUSP00000133412, ENSMUSP00000133695
OG0000907	AT5G22770.1, AT5G22780.1	ENSMUSP00000003038, ENSMUSP00000127842, ENSMUSP00000082519, ENSMUSP00000146814, ENSMUSP00000103489, ENSMUSP00000127497, ENSMUSP00000146338
OG0000908	AT5G27380.1	ENSMUSP00000135392, ENSMUSP00000135319, ENSMUSP00000078630
OG0000909	AT5G51220.1	ENSMUSP00000118094, ENSMUSP00000006036, ENSMUSP00000122886, ENSMUSP00000105259, ENSMUSP00000123019, ENSMUSP00000105264, ENSMUSP00000105260, ENSMUSP00000121610, ENSMUSP00000116390, ENSMUSP00000123111
OG0000950	AT5G52790.1, AT2G14520.1, AT4G33700.1, AT1G47330.1, AT1G03270.1, AT4G14230.1, AT4G14240.1	ENSMUSP00000121317, ENSMUSP00000076850, ENSMUSP00000096972, ENSMUSP00000095383, ENSMUSP00000001166, ENSMUSP00000153472, ENSMUSP00000131830
OG0000951	AT1G54710.1, AT1G03380.1, AT5G54730.1	ENSMUSP00000114415, ENSMUSP00000103691, ENSMUSP00000122154, ENSMUSP00000090497, ENSMUSP00000122571, ENSMUSP00000074416, ENSMUSP00000090496, ENSMUSP00000103697, ENSMUSP00000103696
OG0000954	AT1G13560.1, AT3G25585.1	ENSMUSP00000113179, ENSMUSP00000073455, ENSMUSP00000123429, ENSMUSP00000117620, ENSMUSP00000112708, ENSMUSP00000116413, ENSMUSP00000020253, ENSMUSP00000037277, ENSMUSP00000065743, ENSMUSP00000142097, ENSMUSP00000112509
OG0000955	AT3G18220.1, AT1G15080.1, AT3G02600.1, AT2G01180.3	ENSMUSP00000067035, ENSMUSP00000147440, ENSMUSP00000122437, ENSMUSP00000147277, ENSMUSP00000091557
OG0000956	AT3G06170.1, AT1G16180.1	ENSMUSP00000017851, ENSMUSP00000127041, ENSMUSP00000126561, ENSMUSP00000020027, ENSMUSP00000112535, ENSMUSP00000116586, ENSMUSP00000115198, ENSMUSP00000113044, ENSMUSP00000101618
OG0000957	AT5G19720.1, AT1G25350.2	ENSMUSP00000146836, ENSMUSP00000142223, ENSMUSP00000146920, ENSMUSP00000146888, ENSMUSP00000146774, ENSMUSP00000147212, ENSMUSP00000006838, ENSMUSP00000122918, ENSMUSP00000121146
OG0000958	AT1G26100.1, AT5G38630.1, AT4G25570.2	ENSMUSP00000019734, ENSMUSP00000121990, ENSMUSP00000138889, ENSMUSP00000138838, ENSMUSP00000139125, ENSMUSP00000138931
OG0000959	AT2G28000.1, AT5G18820.1, AT1G55490.1, AT3G13470.1, AT5G56500.1, AT1G26230.1, AT3G13860.1, AT3G23990.1, AT2G33210.1	ENSMUSP00000027123, ENSMUSP00000119336
OG0000960	AT1G26520.1	ENSMUSP00000025815
OG0000961	AT2G37090.1, AT1G27600.1	ENSMUSP00000125700, ENSMUSP00000124752, ENSMUSP00000110924, ENSMUSP00000124067, ENSMUSP00000124438, ENSMUSP00000093962, ENSMUSP00000117089, ENSMUSP00000115870, ENSMUSP00000066582
OG0000963	AT1G50500.2, AT1G50970.1	ENSMUSP00000091554, ENSMUSP00000104057, ENSMUSP00000131663, ENSMUSP00000061317, ENSMUSP00000129159, ENSMUSP00000130499, ENSMUSP00000131387, ENSMUSP00000127364
OG0000964	AT2G20770.1, AT1G52920.1, AT5G65280.1	ENSMUSP00000122752, ENSMUSP00000109612, ENSMUSP00000027149, ENSMUSP00000113080, ENSMUSP00000052146, ENSMUSP00000072723, ENSMUSP00000121377, ENSMUSP00000064516
OG0000965	AT5G10270.1, AT5G64960.1, AT1G53050.1	ENSMUSP00000113327, ENSMUSP00000009699, ENSMUSP00000152539, ENSMUSP00000036013, ENSMUSP00000152820
OG0000967	AT2G28450.1	ENSMUSP00000156090, ENSMUSP00000155985, ENSMUSP00000139006, ENSMUSP00000117026, ENSMUSP00000139101, ENSMUSP00000111303, ENSMUSP00000121216, ENSMUSP00000139374, ENSMUSP00000111304, ENSMUSP00000138849
OG0000968	AT2G37550.1, AT3G53710.1	ENSMUSP00000104487, ENSMUSP00000104488, ENSMUSP00000104489, ENSMUSP00000104490, ENSMUSP00000139222, ENSMUSP00000138843, ENSMUSP00000029092
OG0000969	AT3G55640.1, AT3G53940.1, AT2G37890.1, AT3G21390.2, AT5G48970.1	ENSMUSP00000102112, ENSMUSP00000114566, ENSMUSP00000021089, ENSMUSP00000137534
OG0000970	AT2G38280.1	ENSMUSP00000088217, ENSMUSP00000005829, ENSMUSP00000130495, ENSMUSP00000149655, ENSMUSP00000099697, ENSMUSP00000099698, ENSMUSP00000077946
OG0000971	AT4G39660.1, AT2G38400.2, AT3G08860.1	ENSMUSP00000020625, ENSMUSP00000132190, ENSMUSP00000128425, ENSMUSP00000129120, ENSMUSP00000131294, ENSMUSP00000072121, ENSMUSP00000022858, ENSMUSP00000106170, ENSMUSP00000106171
OG0000972	AT2G38560.1	ENSMUSP00000099592, ENSMUSP00000080266, ENSMUSP00000129157, ENSMUSP00000119646, ENSMUSP00000120083, ENSMUSP00000099331
OG0000973	AT3G09200.1, AT3G11250.1, AT2G40010.1	ENSMUSP00000114332, ENSMUSP00000083705, ENSMUSP00000138289
OG0000974	AT2G48060.2	ENSMUSP00000138758, ENSMUSP00000138170, ENSMUSP00000040019, ENSMUSP00000089777, ENSMUSP00000114584, ENSMUSP00000121725, ENSMUSP00000116194
OG0000975	AT5G17440.1, AT3G03340.2	ENSMUSP00000110627, ENSMUSP00000025023, ENSMUSP00000113405, ENSMUSP00000122258, ENSMUSP00000125394, ENSMUSP00000125111, ENSMUSP00000124010, ENSMUSP00000055254
OG0000976	AT5G26980.1, AT3G05710.2, AT4G02195.1	ENSMUSP00000119952, ENSMUSP00000120279, ENSMUSP00000116618, ENSMUSP00000039543, ENSMUSP00000085218
OG0000977	AT4G11060.1, AT3G18580.1	ENSMUSP00000110427, ENSMUSP00000114082, ENSMUSP00000113563, ENSMUSP00000031971, ENSMUSP00000113815
OG0000978	AT3G50690.1	ENSMUSP00000123574, ENSMUSP00000122165, ENSMUSP00000115293, ENSMUSP00000082652, ENSMUSP00000099990, ENSMUSP00000128298, ENSMUSP00000132580, ENSMUSP00000128483, ENSMUSP00000015893, ENSMUSP00000132357, ENSMUSP00000129931
OG0000979	AT3G60740.1	ENSMUSP00000099302, ENSMUSP00000101699, ENSMUSP00000124735
OG0000980	AT5G13840.1, AT4G11920.1, AT4G22910.1	ENSMUSP00000112868, ENSMUSP00000114203
OG0000980	AT4G33260.1, AT4G33270.1, AT5G27945.1, AT5G27080.1, AT5G26900.1, AT5G27570.1	ENSMUSP00000006565
OG0000981	AT4G34640.1, AT4G34650.1	ENSMUSP00000153238, ENSMUSP00000055313, ENSMUSP00000153671
OG0000982	AT4G39680.1	ENSMUSP00000117210, ENSMUSP00000120445, ENSMUSP00000119326, ENSMUSP00000122003, ENSMUSP00000125776, ENSMUSP00000118069, ENSMUSP00000022794, ENSMUSP00000116664, ENSMUSP00000114546, ENSMUSP00000119080, ENSMUSP00000022793, ENSMUSP00000107109
OG0000983	AT5G10350.1, AT5G65260.1, AT5G51120.2	ENSMUSP00000090747, ENSMUSP00000148736, ENSMUSP00000123305, ENSMUSP00000122432, ENSMUSP00000133405, ENSMUSP00000117229, ENSMUSP00000022808, ENSMUSP00000112177, ENSMUSP00000133937, ENSMUSP00000115294
OG0000984	AT5G17690.3	ENSMUSP00000118871, ENSMUSP00000118813, ENSMUSP00000105244, ENSMUSP00000105245, ENSMUSP00000120748, ENSMUSP00000135246, ENSMUSP00000086708, ENSMUSP00000119037, ENSMUSP00000026663, ENSMUSP00000105252, ENSMUSP00000105253, ENSMUSP00000105255
OG0000985	AT5G49970.1	ENSMUSP00000018803
OG0001019	AT1G02260.1	ENSMUSP00000032633
OG0001021	AT2G32780.1, AT1G04860.1	ENSMUSP00000096213, ENSMUSP00000128859, ENSMUSP00000103867, ENSMUSP00000067109, ENSMUSP00000048324, ENSMUSP00000127194, ENSMUSP00000125982, ENSMUSP00000116323, ENSMUSP00000114058, ENSMUSP00000026710
OG0001022	AT1G05880.2, AT1G05890.2, AT2G31510.1, AT1G65430.1, AT2G31770.1, AT2G31760.1, AT2G31780.1	ENSMUSP00000131140
OG0001022	AT4G34370.1, AT2G16090.1, AT3G27720.1, AT3G27710.1	ENSMUSP00000131516, ENSMUSP00000126531, ENSMUSP00000026264
OG0001024	AT1G58050.1, AT1G58060.1	ENSMUSP00000035244
OG0001024	AT2G01130.1, AT1G48650.2, AT5G04895.1, AT2G35920.3, AT2G30800.1, AT1G06670.1	ENSMUSP00000083742, ENSMUSP00000041069, ENSMUSP00000029336
OG0001026	AT2G29900.1, AT1G08700.1	ENSMUSP00000048363, ENSMUSP00000098786, ENSMUSP00000106735, ENSMUSP00000106734, ENSMUSP00000010753, ENSMUSP00000106737, ENSMUSP00000106733
OG0001027	AT1G57610.1, AT1G09575.1, AT5G66650.1, AT2G23790.1, AT4G36820.1, AT5G42610.1	ENSMUSP00000020312, ENSMUSP00000009791, ENSMUSP00000118170, ENSMUSP00000029624, ENSMUSP00000115224, ENSMUSP00000120660
OG0001031	AT1G15000.1	ENSMUSP00000145288, ENSMUSP00000144942, ENSMUSP00000131462
OG0001032	AT1G79230.1, AT1G16460.2	ENSMUSP00000043061, ENSMUSP00000128075, ENSMUSP00000130493, ENSMUSP00000155371, ENSMUSP00000155018, ENSMUSP00000155399, ENSMUSP00000055743
OG0001033	AT5G43780.1, AT4G14680.2, AT3G22890.1, AT1G19920.1	ENSMUSP00000025833, ENSMUSP00000142616, ENSMUSP00000142533, ENSMUSP00000029666
